https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,30,愛媛県,松山市,チーズストール 酪,,チーズストール ラク,飲食店営業,,松山市三番町４丁目５－１１三番町アイビーコート２階,松山市三番町４丁目５－１１,三番町アイビーコート２階,,,089-961-1806,,株式会社酪彩,,瀧山和也,第697号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,チーズストール 酪,089,089-961-1806,,,,松山市三番町４丁目５－１１,愛媛県松山市三番町４丁目５－１１,三番町アイビーコート２階,193880,38,38201,三番町４,,2021/08/16,2021/08/16,,2026/09/30,株式会社酪彩,瀧山和也,,,,,,,,,第697号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,チズストル酪089-961-180619388038201,6dcc4a53-ea6d-4351-aec6-54b783ccceba,株式会社酪彩,6e23add8-3ad3-4ce8-8aac-2424b5e4587a,a1a34983-2adc-40d5-9e21-671cf966ad2f,2021/08/16,チーズストール　酪,チズストル酪,株式会社酪彩
382019,31,愛媛県,松山市,坊っちゃんスタジアム ネット裏売店,,ボッチャンスタジアム ネットウラバイテン,飲食店営業,,松山市市坪西町６２５－１,松山市市坪西町６２５－１,,,,,,株式会社フジ,,山口普,第698号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,坊っちゃんスタジアム ネット裏売店,089,,,,,松山市市坪西町６２５－１,愛媛県松山市市坪西町６２５－１,,194222,38,38201,市坪西町,,2021/08/16,2021/08/16,,2026/09/30,株式会社フジ,山口普,,,,,,,,,第698号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,坊っちゃんスタジアムネット裏売店19422238201,4c44225d-535a-4001-9e26-69a0d0df2600,株式会社フジ,ae2f0bb4-2a32-45db-9cb6-1ec09dd9b61e,e4b047d4-9170-4e38-8f3b-b32e60c1f0b1,2021/08/16,坊っちゃんスタジアム　ネット裏売店,坊っちゃんスタジアムネット裏売店,株式会社フジ
382019,32,愛媛県,松山市,Bar MIYAO,,バーミヤオ,飲食店営業,,松山市一番町一丁目11番地９ガッツビル５階,松山市一番町１丁目１１番地９,ガッツビル５階,,,089-907-5512,,合同会社MIYAO,,宮尾翔一,第699号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,Bar MIYAO,089,089-907-5512,,,,松山市一番町１丁目１１番地９,愛媛県松山市一番町１丁目１１番地９,ガッツビル５階,193744,38,38201,一番町１,,2021/08/16,2021/08/16,,2026/09/30,合同会社MIYAO,宮尾翔一,,,,,,,,,第699号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＢａｒＭＩＹＡＯ089-907-551219374438201,bddc8431-3e20-4556-b9b2-162fac66c8ff,合同会社ＭＩＹＡＯ,4544bcce-718e-4477-a299-301de6c55e0f,4519f135-3c07-4c1f-994e-ce33208f1b85,2021/08/16,Ｂａｒ　ＭＩＹＡＯ,ＢａｒＭＩＹＡＯ,合同会社ＭＩＹＡＯ
382019,33,愛媛県,松山市,きっちんくるりんぱ,,キッチンクルリンパ,飲食店営業,,松山市保健所管内,松山市保健所管内,,,,,,株式会社レモンカンパニー,,青柳武次,第700号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,きっちんくるりんぱ,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/08/16,2021/08/16,,2026/09/30,株式会社レモンカンパニー,青柳武次,,,,,,,,,第700号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,きっちんくるりんぱ19371538201,b079afed-de2a-4e70-95d6-92dcadb5d031,株式会社レモンカンパニー,20b94ffc-0bc9-4acf-bd6c-57346a98130b,7df94e73-1659-427e-abe6-cd914ece0f2c,2021/08/16,きっちんくるりんぱ,きっちんくるりんぱ,株式会社レモンカンパニー
382019,34,愛媛県,松山市,うめ乃や,,ウメノヤ,飲食店営業,,松山市上市2丁目8-9,松山市上市２丁目８－９,,,,089-941-2570,,有限会社梅乃家,,今山美子,第701号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,うめ乃や,089,089-941-2570,,,,松山市上市２丁目８－９,愛媛県松山市上市２丁目８－９,,193805,38,38201,上市２,,2021/08/16,2021/08/16,,2026/09/30,有限会社梅乃家,今山美子,,,,,,,,,第701号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,うめ乃や089-941-257019380538201,172d2e1b-e6b2-4cce-88a9-b2c0f7ab8952,有限会社梅乃家,7d3d9e6a-ac83-4a5b-9f7a-b50a4cce506f,36c74e2e-bdfc-437a-99b6-9f0a1e1afe48,2021/08/16,うめ乃や,うめ乃や,有限会社梅乃家
382019,35,愛媛県,松山市,ＵＮ ＰＥＴＩＴ ＰＥＵ,,アン・プチ・プー,飲食店営業,,松山市朝生田町5丁目1-25ＪＯＷ－ＰＬＡ内１階,松山市朝生田町５丁目１－２５,ＪＯＷ－ＰＬＡ内１階,,,089-915-6103,,株式会社 エフ・エフ・ディー,,松原裕二,第702号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,ＵＮ ＰＥＴＩＴ ＰＥＵ,089,089-915-6103,,,,松山市朝生田町５丁目１－２５,愛媛県松山市朝生田町５丁目１－２５,ＪＯＷ－ＰＬＡ内１階,193729,38,38201,朝生田町５,,2021/08/16,2021/08/16,,2026/09/30,株式会社 エフ・エフ・ディー,松原裕二,,,,,,,,,第702号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＵＮＰＥＴＩＴＰＥＵ089-915-610319372938201,9ef73e14-a89e-4888-b314-59f334b0a0fb,株式会社エフ・エフ・ディー,4f5f6e20-aa97-45dc-b52e-60061e382efc,3a5ea598-f980-45c6-a1f0-3a36309fed7a,2021/08/16,ＵＮ　ＰＥＴＩＴ　ＰＥＵ,ＵＮＰＥＴＩＴＰＥＵ,株式会社エフ・エフ・ディー
382019,36,愛媛県,松山市,グリル ビブ,,グリル ビブ,飲食店営業,,松山市道後今市5-45緑荘1F,松山市道後今市５－４５,緑荘１F,,,089-924-5100,烏谷正志,,,,第704号,2021/8/16,2021/8/16,,2026/9/30,,,,,,377,グリル ビブ,089,089-924-5100,,,,松山市道後今市５－４５,愛媛県松山市道後今市５－４５,緑荘１F,193971,38,38201,道後今市,,2021/08/16,2021/08/16,,2026/09/30,,烏谷正志  ,,,,,,,,,第704号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,グリルビブ089-924-510019397138201,c519344c-61cf-4674-8f34-a7751c22bf20,,personal,857c0622-3fe8-46e2-92e8-5bee63d04967,2021/08/16,グリル　ビブ,グリルビブ,
382019,37,愛媛県,松山市,とにまる,,トニマル,飲食店営業,,松山市下伊台町乙１３１－１,松山市下伊台町乙１３１－１,,,,089-950-4928,佐々木仁志,,,,第705号,2021/8/17,2021/8/17,,2026/9/30,,,,,,377,とにまる,089,089-950-4928,,,,松山市下伊台町乙１３１－１,愛媛県松山市下伊台町乙１３１－１,,193891,38,38201,下伊台町,,2021/08/17,2021/08/17,,2026/09/30,,佐々木仁志  ,,,,,,,,,第705号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,とにまる089-950-492819389138201,58bd49f2-0c34-405b-8f4a-08279d1aed41,,personal,47b52bd8-8493-423f-8a8f-7c2b940708bf,2021/08/17,とにまる,とにまる,
382019,38,愛媛県,松山市,海鮮丸,,カイセンマル,飲食店営業,,松山市鷹子町５９１－１,松山市鷹子町５９１－１,,,,,,有限会社愛ｄｅｎｔｉｔｙ,,仙波隆,第707号,2021/8/17,2021/8/17,,2026/9/30,,,,,,377,海鮮丸,089,,,,,松山市鷹子町５９１－１,愛媛県松山市鷹子町５９１－１,,193921,38,38201,鷹子町,,2021/08/17,2021/08/17,,2026/09/30,有限会社愛ｄｅｎｔｉｔｙ,仙波隆,,,,,,,,,第707号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,海鮮丸19392138201,3bc85257-80df-440d-81f4-ad4a5addbc5d,有限会社愛ｄｅｎｔｉｔｙ,f202dd01-4e9f-4394-a4ba-fe489d4f63e5,5553d593-9c3c-4148-8c20-a2664d34bd62,2021/08/17,海鮮丸,海鮮丸,有限会社愛ｄｅｎｔｉｔｙ
382019,39,愛媛県,松山市,レストラン 泉,,レストラン イズミ,飲食店営業,,松山市大手町２丁目９ー１０ １階,松山市大手町２丁目９ー１０,１階,,,089-941-0402,,有限会社ホテルニユーカジワラ,,泉正紀,第709号,2021/8/17,2021/8/17,,2026/9/30,,,,,,377,レストラン 泉,089,089-941-0402,,,,松山市大手町２丁目９ー１０,愛媛県松山市大手町２丁目９－１０,１階,193781,38,38201,大手町２,,2021/08/17,2021/08/17,,2026/09/30,有限会社ホテルニユーカジワラ,泉正紀,,,,,,,,,第709号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,レストラン泉089-941-040219378138201,bbece9ae-66b0-4cae-a122-f0aca43f933b,有限会社ホテルニユーカジワラ,3b799d7f-ae41-4d37-a8db-e83aa8ab1fd2,efe4fbdd-83f8-44f8-8a00-bcc29607f2f2,2021/08/17,レストラン　泉,レストラン泉,有限会社ホテルニユーカジワラ
382019,40,愛媛県,松山市,お好み焼き 和,,オコノミヤキ カズ,飲食店営業,,松山市磯河内甲252,松山市磯河内甲２５２,,,,089-994-0228,山口和也,,,,第710号,2021/8/17,2021/8/17,,2026/9/30,,,,,,377,お好み焼き 和,089,089-994-0228,,,,松山市磯河内甲２５２,愛媛県松山市磯河内甲２５２,,194282,38,38201,磯河内,,2021/08/17,2021/08/17,,2026/09/30,,山口和也  ,,,,,,,,,第710号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,お好み焼き和089-994-022819428238201,10a31181-d354-4c2d-8d36-26f805c55cd1,,personal,bf99d71c-1c7c-40a8-85f0-e323d3ec46e4,2021/08/17,お好み焼き　和,お好み焼き和,
382019,41,愛媛県,松山市,Twenty Four,,トゥエンティ フォ,飲食店営業,,松山市二番町2丁目4-15GXビル5階,松山市二番町２丁目４－１５,GXビル５階,,,,西岡哲人,,,,第711号,2021/8/18,2021/8/18,,2026/9/30,,,,,,377,Twenty Four,089,,,,,松山市二番町２丁目４－１５,愛媛県松山市二番町２丁目４－１５,GXビル５階,194003,38,38201,二番町２,,2021/08/18,2021/08/18,,2026/09/30,,西岡哲人  ,,,,,,,,,第711号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＴｗｅｎｔｙＦｏｕｒ19400338201,3284ff6f-f814-4c98-91e2-e50610a5b1a7,,personal,630d34a2-2b84-4d79-af7b-54577a442e4a,2021/08/18,Ｔｗｅｎｔｙ　Ｆｏｕｒ,ＴｗｅｎｔｙＦｏｕｒ,
382019,42,愛媛県,松山市,thy,,ジー,飲食店営業,,松山市保健所管内,松山市保健所管内,,,,,,有限会社セントラルコーポレーション,,川野慶,第713号,2021/8/19,2021/8/19,,2026/9/30,,,,,,377,thy,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/08/19,2021/08/19,,2026/09/30,有限会社セントラルコーポレーション,川野慶,,,,,,,,,第713号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ｔｈｙ19371538201,37f17430-1201-42dc-b9d0-4f2f20348dae,有限会社セントラルコーポレーション,2fe5b7a1-b197-4a5e-b9ef-b9823c3e4f3c,0e945d98-0848-41e0-a75d-4db4b7fc38e6,2021/08/19,ｔｈｙ,ｔｈｙ,有限会社セントラルコーポレーション
382019,43,愛媛県,松山市,TOMATWO,,トマトウ,飲食店営業,,松山市三番町１丁目９－９永田ビル２F,松山市三番町１丁目９－９,永田ビル２F,,,,森藤勉,,,,第714号,2021/8/19,2021/8/19,,2026/9/30,,,,,,377,TOMATWO,089,,,,,松山市三番町１丁目９－９,愛媛県松山市三番町１丁目９－９,永田ビル２F,193877,38,38201,三番町１,,2021/08/19,2021/08/19,,2026/09/30,,森藤勉  ,,,,,,,,,第714号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＴＯＭＡＴＷＯ19387738201,1bd7494a-35ee-4667-bb8c-34f6764ac915,,personal,39bc319c-6934-42b5-92a2-6c2e78fefc81,2021/08/19,ＴＯＭＡＴＷＯ,ＴＯＭＡＴＷＯ,
382019,44,愛媛県,松山市,GIRLS BAR BINGO,,ガールズバービンゴ,飲食店営業,,松山市三番町１丁目１６－５第２クリーンビル２F,松山市三番町１丁目１６－５,第２クリーンビル２F,,,,向居巧実,,,,第715号,2021/8/19,2021/8/19,,2026/9/30,,,,,,377,GIRLS BAR BINGO,089,,,,,松山市三番町１丁目１６－５,愛媛県松山市三番町１丁目１６－５,第２クリーンビル２F,193877,38,38201,三番町１,,2021/08/19,2021/08/19,,2026/09/30,,向居巧実  ,,,,,,,,,第715号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＧＩＲＬＳＢＡＲＢＩＮＧＯ19387738201,70fd0386-f966-4db9-9cd5-621446dcf2c4,,personal,bb930929-2498-4118-b6c3-5eb9b5a1782c,2021/08/19,ＧＩＲＬＳ　ＢＡＲ　ＢＩＮＧＯ,ＧＩＲＬＳＢＡＲＢＩＮＧＯ,
382019,45,愛媛県,松山市,こもれび,,コモレビ,飲食店営業,,松山市道後湯之町１－３３ふなや２Ｆ,松山市道後湯之町１－３３,ふなや２Ｆ,,,,,株式会社時の名所,,鮒田好久,第718号,2021/8/19,2021/8/19,,2026/9/30,,,,,,377,こもれび,089,,,,,松山市道後湯之町１－３３,愛媛県松山市道後湯ノ町１－３３,ふなや２Ｆ,193983,38,38201,道後湯ノ町,,2021/08/19,2021/08/19,,2026/09/30,株式会社時の名所,鮒田好久,,,,,,,,,第718号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,こもれび19398338201,10a203fd-ce4f-4cad-a108-b04dea40fe59,株式会社時の名所,bd1f107a-25c7-43e0-8ba0-8fe6f0842a63,2da6c937-348b-4dc8-9b77-f567c640edcc,2021/08/19,こもれび,こもれび,株式会社時の名所
382019,46,愛媛県,松山市,日乃屋カレー 森松店,,ヒノヤカレー モリマツテン,飲食店営業,,松山市森松町２８０－２Mホーナー森松テナント１０３号,松山市森松町２８０－２,Mホーナー森松テナント１０３号,,,,富岡均,,,,第719号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,日乃屋カレー 森松店,089,,,,,松山市森松町２８０－２,愛媛県松山市森松町２８０－２,Mホーナー森松テナント１０３号,194131,38,38201,森松町,,2021/08/20,2021/08/20,,2026/09/30,,富岡均  ,,,,,,,,,第719号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,日乃屋カレ森松店19413138201,084f04a7-d63a-4c48-8690-8dbec1535b81,,personal,1722ad47-5f20-407e-8090-635d449ca3a7,2021/08/20,日乃屋カレー　森松店,日乃屋カレ森松店,
382019,47,愛媛県,松山市,ブルドック,,ブルドック,飲食店営業,,松山市歩行町１丁目９－１ １F,松山市歩行町１丁目９－１,１F,,,089-932-2661,住本太,,,,第720号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,ブルドック,089,089-932-2661,,,,松山市歩行町１丁目９－１,愛媛県松山市歩行町１丁目９－１,１F,193797,38,38201,歩行町１,,2021/08/20,2021/08/20,,2026/09/30,,住本太  ,,,,,,,,,第720号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ブルドック089-932-266119379738201,375fc3b9-68c1-4fab-90aa-73c11c494441,,personal,a6b78996-5112-440d-bbea-6cb56d49f433,2021/08/20,ブルドック,ブルドック,
382019,48,愛媛県,松山市,菜根譚,,サイコンタン,飲食店営業,,松山市三番町5丁目6-6,松山市三番町５丁目６－６,,,,089-934-4711,羽田節子,,,,第721号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,菜根譚,089,089-934-4711,,,,松山市三番町５丁目６－６,愛媛県松山市三番町５丁目６－６,,193881,38,38201,三番町５,,2021/08/20,2021/08/20,,2026/09/30,,羽田節子  ,,,,,,,,,第721号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,菜根譚089-934-471119388138201,8d3e00c5-d3a6-41ea-889c-691c26bf33c2,,personal,dc4f1839-7982-4021-b273-90d3ae214830,2021/08/20,菜根譚,菜根譚,
382019,49,愛媛県,松山市,アイビーハウス,,アイビーハウス,飲食店営業,,松山市浅海原2-3,松山市浅海原２－３,,,,089-995-0977,明瀬励児,,,,第723号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,アイビーハウス,089,089-995-0977,,,,松山市浅海原２－３,愛媛県松山市浅海原２－３,,194279,38,38201,浅海原,,2021/08/20,2021/08/20,,2026/09/30,,明瀬励児  ,,,,,,,,,第723号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,アイビハウス089-995-097719427938201,80d2d824-caae-4316-ba88-870890c17899,,personal,fa9aa2e1-41ae-49d5-b086-b62cbffab3ae,2021/08/20,アイビーハウス,アイビハウス,
382019,50,愛媛県,松山市,お食事処 小ずち,,オショクジドコロ コズチ,飲食店営業,,松山市味酒町2丁目12-2味酒ハイツ1F,松山市味酒町２丁目１２－２,味酒ハイツ１F,,,089-932-9818,石本英喜,,,,第724号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,お食事処 小ずち,089,089-932-9818,,,,松山市味酒町２丁目１２－２,愛媛県松山市味酒町２丁目１２－２,味酒ハイツ１F,194074,38,38201,味酒町２,,2021/08/20,2021/08/20,,2026/09/30,,石本英喜  ,,,,,,,,,第724号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,お食事処小ずち089-932-981819407438201,caabbd1c-25db-4c4e-8295-26ad93499302,,personal,ce38c4e4-44f1-42be-8433-de2954364209,2021/08/20,お食事処　小ずち,お食事処小ずち,
382019,51,愛媛県,松山市,道後荘,,ドウゴソウ,飲食店営業,,松山市道後喜多町９－１３,松山市道後喜多町９－１３,,,,089-925-2611,,東京ケータリング株式会社,,鈴木隆文,第725号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,道後荘,089,089-925-2611,,,,松山市道後喜多町９－１３,愛媛県松山市道後喜多町９－１３,,193973,38,38201,道後喜多町,,2021/08/20,2021/08/20,,2026/09/30,東京ケータリング株式会社,鈴木隆文,,,,,,,,,第725号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,道後荘089-925-261119397338201,2b8c1b79-6dc5-4769-89b1-5d7245d9121b,東京ケータリング株式会社,bb6604c1-b175-43ba-a885-3f050c1909e2,ef76419a-3cd4-431c-abce-005c335eac75,2021/08/20,道後荘,道後荘,東京ケータリング株式会社
382019,52,愛媛県,松山市,焼鳥 山根,,ヤキトリ ヤマネ,飲食店営業,,松山市二番町2丁目5-14 1F,松山市二番町２丁目５－１４,１F,,,089-986-3090,山根徹義,,,,第726号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,焼鳥 山根,089,089-986-3090,,,,松山市二番町２丁目５－１４,愛媛県松山市二番町２丁目５－１４,１F,194003,38,38201,二番町２,,2021/08/20,2021/08/20,,2026/09/30,,山根徹義  ,,,,,,,,,第726号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,焼鳥山根089-986-309019400338201,3793f00b-b1a3-4447-956c-88b0c7db390b,,personal,f9bedcf5-b100-4b57-9473-c6b37425b41c,2021/08/20,焼鳥　山根,焼鳥山根,
382019,53,愛媛県,松山市,DINING 六界 ROKKAI,,ダイニング ロッカイ ロッカイ,飲食店営業,,松山市道後姫塚１００番地 ６階,松山市道後姫塚１００番地,６階,,,089-947-2000,,道後プリンスホテル株式会社,,河内広志,第727号,2021/8/20,2021/8/20,,2026/9/30,,,,,,377,DINING 六界 ROKKAI,089,089-947-2000,,,,松山市道後姫塚１００番地,愛媛県松山市道後姫塚１００番地,６階,193978,38,38201,道後姫塚,,2021/08/20,2021/08/20,,2026/09/30,道後プリンスホテル株式会社,河内広志,,,,,,,,,第727号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＤＩＮＩＮＧ六界ＲＯＫＫＡＩ089-947-200019397838201,8e10433c-ea5d-42a2-9b59-5191c473495f,道後プリンスホテル株式会社,3f6c8e1a-3ed0-4002-a081-12a7565e939a,373d42dc-acec-4d99-b7d1-0d24be65475c,2021/08/20,ＤＩＮＩＮＧ　六界　ＲＯＫＫＡＩ,ＤＩＮＩＮＧ六界ＲＯＫＫＡＩ,道後プリンスホテル株式会社
382019,54,愛媛県,松山市,Ｇｉｒｌ'ｓ Ｂａｒ Ｆａｉｒｉｅｓ,,ガールズ バー フェアリーズ,飲食店営業,,松山市二番町１丁目１０－８クレセントビル３階南,松山市二番町１丁目１０－８,クレセントビル３階南,,,,成嶋翼,,,,第728号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,Ｇｉｒｌ'ｓ Ｂａｒ Ｆａｉｒｉｅｓ,089,,,,,松山市二番町１丁目１０－８,愛媛県松山市二番町１丁目１０－８,クレセントビル３階南,194002,38,38201,二番町１,,2021/08/23,2021/08/23,,2026/09/30,,成嶋翼  ,,,,,,,,,第728号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＧｉｒｌｓＢａｒＦａｉｒｉｅｓ19400238201,b69bd7bb-353a-47d9-86f5-08b93b5822ef,,personal,179a5969-8d0b-44fc-b5f2-87ff6df1a354,2021/08/23,Ｇｉｒｌ＇ｓ　Ｂａｒ　Ｆａｉｒｉｅｓ,ＧｉｒｌｓＢａｒＦａｉｒｉｅｓ,
382019,55,愛媛県,松山市,たこ焼まーくん松山1号店,,タコヤキマークンマツヤマイチゴウテン,飲食店営業,,松山市三町3丁目186 イヨテツスポーツーセンター敷地内,松山市三町３丁目１８６,イヨテツスポーツーセンター敷地内,,,,,丸一商事株式会社,,山口泰弘,第729号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,たこ焼まーくん松山1号店,089,,,,,松山市三町３丁目１８６,愛媛県松山市三町３丁目１８６,イヨテツスポーツーセンター敷地内,193876,38,38201,三町３,,2021/08/23,2021/08/23,,2026/09/30,丸一商事株式会社,山口泰弘,,,,,,,,,第729号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,たこ焼まくん松山１号店19387638201,7dfffbdf-8637-4f60-875e-f8c163e9f55f,丸一商事株式会社,ab03e9ff-d781-40f8-815e-e6f4506e9586,6b73a05d-1705-4436-8b26-6a33a6b1ea28,2021/08/23,たこ焼まーくん松山１号店,たこ焼まくん松山１号店,丸一商事株式会社
382019,56,愛媛県,松山市,マテラの森,,マテラノモリ,飲食店営業,,松山市水泥1263番地1,松山市水泥１２６３番地１,,,,089-970-4129,,オオノ開發株式会社,,大野 剛嗣,第730号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,マテラの森,089,089-970-4129,,,,松山市水泥１２６３番地１,愛媛県松山市水泥町１２６３番地１,,194087,38,38201,水泥町,,2021/08/23,2021/08/23,,2026/09/30,オオノ開發株式会社,大野 剛嗣,,,,,,,,,第730号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,マテラの森089-970-412919408738201,0056dd50-0fca-4c5c-a530-9d15974199d7,オオノ開發株式会社,4513e065-6765-41b1-a950-89aff346de20,908d9cc9-bc1f-4f7a-966d-b3210800d888,2021/08/23,マテラの森,マテラの森,オオノ開發株式会社
382019,57,愛媛県,松山市,Ｔ’Ｓ ＣＡＦＥ,,ティーズ カフェ,飲食店営業,,松山市山越４丁目１－３３２Ｆ,松山市山越４丁目１－３３,２Ｆ,,,089-926-0069,,有限会社ティーズ・ファーマシー,,田中智美,第731号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,Ｔ’Ｓ ＣＡＦＥ,089,089-926-0069,,,,松山市山越４丁目１－３３,愛媛県松山市山越４丁目１－３３,２Ｆ,194139,38,38201,山越４,,2021/08/23,2021/08/23,,2026/09/30,有限会社ティーズ・ファーマシー,田中智美,,,,,,,,,第731号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＴＳＣＡＦＥ089-926-006919413938201,2f9a7937-f1e3-4e65-a25d-8388038b5bc9,有限会社ティーズ・ファーマシー,80a03e6a-9374-4b0f-9206-47ec6e00b2da,00947cdb-4819-444b-bb99-75736758f404,2021/08/23,Ｔ＇Ｓ　ＣＡＦＥ,ＴＳＣＡＦＥ,有限会社ティーズ・ファーマシー
382019,58,愛媛県,松山市,旬彩ばんざい 晴れの,,シュンサイバンザイ ハレノ,飲食店営業,,松山市二番町２丁目５－１６第２雅ビル３Ｆ,松山市二番町２丁目５－１６,第２雅ビル３Ｆ,,,933-1698,石田晴美,,,,第732号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,旬彩ばんざい 晴れの,089,089-933-1698,,,,松山市二番町２丁目５－１６,愛媛県松山市二番町２丁目５－１６,第２雅ビル３Ｆ,194003,38,38201,二番町２,,2021/08/23,2021/08/23,,2026/09/30,,石田晴美  ,,,,,,,,,第732号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,旬彩ばんざい晴れの089-933-169819400338201,acd53c54-033d-4cb2-979a-5d7639a5c07d,,personal,313452f4-e6ce-424e-b888-70733eac42a6,2021/08/23,旬彩ばんざい　晴れの,旬彩ばんざい晴れの,
382019,59,愛媛県,松山市,萌家,,モエギヤ,飲食店営業,,松山市三番町7丁目4-15,松山市三番町７丁目４－１５,,,,089-945-7465,森洋一,,,,第733号,2021/8/23,2021/8/23,,2026/9/30,,,,,,377,萌家,089,089-945-7465,,,,松山市三番町７丁目４－１５,愛媛県松山市三番町７丁目４－１５,,193883,38,38201,三番町７,,2021/08/23,2021/08/23,,2026/09/30,,森洋一  ,,,,,,,,,第733号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,萌家089-945-746519388338201,680bac25-ffc9-4a0a-bcc2-88f3a0abe603,,personal,679c10eb-7d02-4e88-9385-220e3a6a4007,2021/08/23,萌家,萌家,
