法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
4300001012613,株式会社三田川ホルモン,新井正和,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,９４８番地,,0952-52-6253,,三田川ホルモン,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/11/10,2021/11/10,2026/11/30,既製食品及び供食前十分加熱処理されたものに限る,,408,三田川ホルモン,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/11/10,2021/11/10,2026/11/30,株式会社三田川ホルモン,新井正和,0952-52-6253,佐賀県　神埼郡吉野ヶ里町　吉田　９４８番地,佐賀県神埼郡吉野が里町吉田９４８番地,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,既製食品及び供食前十分加熱処理されたものに限る,4300001012613,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,三田川ホルモン20481841201,30a4813c-db2f-4725-b1d0-9684f0759973,株式会社三田川ホルモン205539,361184f2-7377-476d-94ec-8ac8a2bc5c41,3c420d01-9e2f-4393-911d-f9af373c2b9c,2021/11/10,三田川ホルモン,三田川ホルモン,株式会社三田川ホルモン
,石井雅征,,,,,,,,,,おとど商店,8410037,佐賀県,鳥栖市,本町,1丁目880-6,,080-8944-0101,③ 食肉販売業,,2021/9/21,2021/9/21,2028/8/31,　,,409,おとど商店,0942,080-8944-0101,,,,佐賀県　鳥栖市　本町　1丁目880-6,佐賀県鳥栖市本町１丁目８８０－６,,205244,41,41203,本町１,,,2021/09/21,2021/09/21,2028/08/31,,石井雅征 ,,　　　,,,,,,,,,食肉販売業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,I,58,583,,おとど商店080-8944-010120524441203,6f8586b5-fb5d-4286-b534-3f7bd7c1d1b1,,personal,8fd1edd7-a8e9-409e-a513-34ad7c581b7d,2021/09/21,おとど商店,おとど商店,
,池田悠里子,,,,,,,,,,Crepe Haru,8470043,佐賀県,唐津市,新興町,2895-1　1F　,,080-1798-0365,① 飲食店営業,,2021/9/21,2021/9/21,2028/8/31, ,,410,Crepe Haru,0955,080-1798-0365,,,,佐賀県　唐津市　新興町　2895-1　1F　,佐賀県唐津市新興町２８９５－１１F,,204974,41,41202,新興町,,,2021/09/21,2021/09/21,2028/08/31,,池田悠里子 ,,　　　,,,,,,,,,飲食店営業,, ,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＣｒｅｐｅＨａｒｕ080-1798-036520497441202,a0eed33f-3226-4604-8515-f1ff1e30b9d2,,personal,03eb8398-28d6-4d01-8275-087fad5324ec,2021/09/21,Ｃｒｅｐｅ　Ｈａｒｕ,ＣｒｅｐｅＨａｒｕ,
,池田悠里子,,,,,,,,,,Crepe Haru,8470043,佐賀県,唐津市,新興町,2895-1　1F,,080-1798-0365,⑪ 菓子製造業,,2021/9/21,2021/9/21,2028/8/31,　,,410,Crepe Haru,0955,080-1798-0365,,,,佐賀県　唐津市　新興町　2895-1　1F,佐賀県唐津市新興町２８９５－１１F,,204974,41,41202,新興町,,,2021/09/21,2021/09/21,2028/08/31,,池田悠里子 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,ＣｒｅｐｅＨａｒｕ080-1798-036520497441202,a0eed33f-3226-4604-8515-f1ff1e30b9d2,,personal,212a7ff9-5864-4bf7-88f3-eba0436c0a2f,2021/09/21,Ｃｒｅｐｅ　Ｈａｒｕ,ＣｒｅｐｅＨａｒｕ,
,川久保直美,,,,,,,,,,パンとお菓子のFelice,8470033,佐賀県,唐津市,久里,889-1,,,⑪ 菓子製造業,,2021/9/21,2021/9/21,2028/5/31,　,,410,パンとお菓子のFelice,0955,,,,,佐賀県　唐津市　久里　889-1,佐賀県唐津市久里８８９－１,,204957,41,41202,久里,,,2021/09/21,2021/09/21,2028/05/31,,川久保直美 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,パンとお菓子のＦｅｌｉｃｅ20495741202,0f8f171a-350e-4c83-9898-0aeb22937f1b,,personal,db963d27-a882-4c27-9513-17245b178b9c,2021/09/21,パンとお菓子のＦｅｌｉｃｅ,パンとお菓子のＦｅｌｉｃｅ,
,林眞由美,,,,,,,,,,鉄道模型とカレー焼き　林,8450002,佐賀県,小城市,小城町畑田２５５３－２,,,,① 飲食店営業,,2021/9/17,2021/9/17,2028/5/31,　,,408,鉄道模型とカレー焼き　林,0952,,,,,佐賀県　小城市　小城町畑田２５５３－２　,佐賀県小城市小城町畑田２５５３－２,,205448,41,41208,小城町畑田,,,2021/09/17,2021/09/17,2028/05/31,,林眞由美 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,鉄道模型とカレ焼き林20544841208,a38e4b14-74d4-4469-8a0d-b06d57423395,,personal,1fe57019-58f5-42b8-be51-ad7a58fafc7d,2021/09/17,鉄道模型とカレー焼き　林,鉄道模型とカレ焼き林,
,納富秀明,,,,,,,,,,田舎,8400501,佐賀県,佐賀市,富士町古湯,６５０,,0952-58-2390,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　,,408,田舎,0952,0952-58-2390,,,,佐賀県　佐賀市　富士町古湯　６５０,佐賀県佐賀市富士町古湯６５０,,204889,41,41201,富士町古湯,,,2021/09/01,2021/09/01,2027/08/31,,納富秀明 ,,　　　,,,,,,,,,飲食店営業,,　　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,田舎0952-58-239020488941201,b14992d1-c9a4-4674-bac9-4d6778bfd159,,personal,b58e351d-d114-49d2-8747-b461953b350d,2021/09/01,田舎,田舎,
7300001008666,株式会社Ａｓｏｄ,下田敬一,8420031,佐賀県,神埼郡吉野ヶ里町,吉田２８６５番地１,,,095-251-1751,,大砲ラーメン吉野ヶ里店,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,２８６５－１,,0952-51-1751,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　,,408,大砲ラーメン吉野ヶ里店,0952,0952-51-1751,,,,佐賀県　神埼郡吉野ヶ里町　吉田　２８６５－１,佐賀県神埼郡吉野が里町吉田２８６５－１,,205539,41,41327,吉田,,,2021/09/01,2021/09/01,2027/08/31,株式会社Ａｓｏｄ,下田敬一,095-251-1751,佐賀県　神埼郡吉野ヶ里町　吉田２８６５番地１　,佐賀県神埼郡吉野が里町吉田２８６５番地１,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,　　,7300001008666,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,大砲ラメン吉野ヶ里店0952-51-1751205539,17b11aa3-ae8b-4bfd-af42-8ca3951b9bbf,株式会社Ａｓｏｄ205539,eacf8bbd-fef8-4c9f-ae7d-b47c0b625924,cb2e9066-e326-479b-8dfb-1f465bda994c,2021/09/01,大砲ラーメン吉野ヶ里店,大砲ラメン吉野ヶ里店,株式会社Ａｓｏｄ
,見浦謙三,,,,,,,,,,坂元花園,8430303,佐賀県,嬉野市,嬉野町吉田,丙２７３３番地３,,,㉙ 漬物製造業,,2021/9/17,2021/9/17,2027/11/30,　,,412,坂元花園,0954,,,,,佐賀県　嬉野市　嬉野町吉田　丙２７３３番地３,佐賀県嬉野市嬉野町吉田丙２７３３番地３,,205479,41,41209,嬉野町吉田丙,,,2021/09/17,2021/09/17,2027/11/30,,見浦謙三 ,,　　　,,,,,,,,,漬物製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,坂元花園20547941209,c329dacd-7a97-4b3e-9880-41be06f32548,,personal,188c0c30-2dd3-40f7-b1c1-cc21b0b7f306,2021/09/17,坂元花園,坂元花園,
,犬塚良幸,,,,,,,,,,民宿　幸屋,8400501,佐賀県,佐賀市,富士町古湯,８４５,,0952-58-2621,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,民宿　幸屋,0952,0952-58-2621,,,,佐賀県　佐賀市　富士町古湯　８４５,佐賀県佐賀市富士町古湯８４５,,204889,41,41201,富士町古湯,,,2021/09/01,2021/09/01,2027/08/31,,犬塚良幸 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,民宿幸屋0952-58-262120488941201,1311be68-5217-419c-ac01-0c3e3bf108d8,,personal,da5a85a8-b197-4fa2-8a1f-f7e5e84e6c51,2021/09/01,民宿　幸屋,民宿幸屋,
,松永翔,,,,,,,,,,ＣＵＬＢ　皇,8400811,佐賀県,佐賀市,大財１丁目,５－１１,ティファニービル１Ｆ,,① 飲食店営業,,2021/9/15,2021/9/15,2028/2/29,供食前十分加熱処理したものに限る,,408,ＣＵＬＢ　皇,0952,,,,,佐賀県　佐賀市　大財１丁目　５－１１,佐賀県佐賀市大財１丁目５－１１,ティファニービル１Ｆ,204680,41,41201,大財１,,,2021/09/15,2021/09/15,2028/02/29,,松永翔 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理したものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＣＵＬＢ皇20468041201,ef0a5c0d-649e-4c74-8ba2-db94ab9dc1c5,,personal,f7698497-a829-4336-829c-1bd2fd8d481f,2021/09/15,ＣＵＬＢ　皇,ＣＵＬＢ皇,
,野口泰一郎,,,,,,,,,,七輪炭火レストランバーAVANTI,8410035,佐賀県,鳥栖市,東町,3-912-24,,090-1368-2103,① 飲食店営業,,2021/9/14,2021/9/14,2027/11/30,　,,409,七輪炭火レストランバーAVANTI,0942,090-1368-2103,,,,佐賀県　鳥栖市　東町　3-912-24,佐賀県鳥栖市東町３－９１２－２４,,205235,41,41203,東町３,,,2021/09/14,2021/09/14,2027/11/30,,野口泰一郎 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,七輪炭火レストランバＡＶＡＮＴＩ090-1368-210320523541203,85696e25-9dba-4218-9b85-038a81e3da86,,personal,3adde830-19ef-468f-b650-d20db59ec3de,2021/09/14,七輪炭火レストランバーＡＶＡＮＴＩ,七輪炭火レストランバＡＶＡＮＴＩ,
4300002009823,有限会社　埜口,埜口耕一郎,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,2148,,095-252-1789,,和食味処　天皷,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,2148,,0952-52-1789,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,和食味処　天皷,0952,0952-52-1789,,,,佐賀県　神埼郡吉野ヶ里町　吉田　2148,佐賀県神埼郡吉野が里町吉田２１４８,,205539,41,41327,吉田,,,2021/09/01,2021/09/01,2027/08/31,有限会社　埜口,埜口耕一郎,095-252-1789,佐賀県　神埼郡吉野ヶ里町　吉田　2148,佐賀県神埼郡吉野が里町吉田２１４８,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,　,4300002009823,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,和食味処天皷0952-52-1789205539,3d598309-9be7-4209-bace-935064c21b31,有限会社埜口205539,703e7a4e-ea9c-42e4-a6bd-f1f2f576da8d,cb20e9ce-9862-4cd7-8a44-5acc60a924aa,2021/09/01,和食味処　天皷,和食味処天皷,有限会社埜口
5300001012645,株式会社どん亭,坂口仁,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,838-3,,095-252-8840,,どん亭,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,838－3,,0952-52-8840,① 飲食店営業,,2021/10/20,2021/10/20,2028/8/31,　,,408,どん亭,0952,0952-52-8840,,,,佐賀県　神埼郡吉野ヶ里町　吉田　838－3,佐賀県神埼郡吉野が里町吉田８３８－３,,205539,41,41327,吉田,,,2021/10/20,2021/10/20,2028/08/31,株式会社どん亭,坂口仁,095-252-8840,佐賀県　神埼郡吉野ヶ里町　吉田　838-3,佐賀県神埼郡吉野が里町吉田８３８－３,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,　,5300001012645,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,どん亭0952-52-8840205539,d169f7ab-29f8-4f60-8501-717832947b36,株式会社どん亭205539,807110df-558d-4ddc-b5db-5e57fe0e3bba,f596899c-c792-4b4c-81f4-68f859bbb977,2021/10/20,どん亭,どん亭,株式会社どん亭
4300001012613,株式会社三田川ホルモン,新井正和,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,９４８番地,,0952-52-6253,,三田川ホルモン,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,９４８番地,,,③ 食肉販売業,,2021/10/20,2021/10/20,2028/8/31,　,,408,三田川ホルモン,0952,,,,,佐賀県　神埼郡吉野ヶ里町　吉田　９４８番地,佐賀県神埼郡吉野が里町吉田９４８番地,,205539,41,41327,吉田,,,2021/10/20,2021/10/20,2028/08/31,株式会社三田川ホルモン,新井正和,0952-52-6253,佐賀県　神埼郡吉野ヶ里町　吉田　９４８番地,佐賀県神埼郡吉野が里町吉田９４８番地,,205539,佐賀県,神埼郡吉野が里町,吉田,,,食肉販売業,,　,4300001012613,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,I,58,583,,三田川ホルモン205539,30a4813c-db2f-4725-b1d0-9684f0759973,株式会社三田川ホルモン205539,361184f2-7377-476d-94ec-8ac8a2bc5c41,7cf2dddc-2fd5-4bf9-aabf-aa9d3c3ccdf7,2021/10/20,三田川ホルモン,三田川ホルモン,株式会社三田川ホルモン
3300001006599,(株）エイト,池田豊,8490917,佐賀県,神埼郡吉野ヶ里町,吉田,2946-65,,095-253-5611,0952538260,モスバーガー佐賀大和バイパス店,8490917,佐賀県,佐賀市,高木瀬町長瀬,１２２４－１,,0952-33-5666,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,モスバーガー佐賀大和バイパス店,0952,0952-33-5666,,,,佐賀県　佐賀市　高木瀬町長瀬　１２２４－１,佐賀県佐賀市高木瀬町長瀬１２２４－１,,204731,41,41201,高木瀬町長瀬,,,2021/12/01,2021/12/01,2027/11/30,(株）エイト,池田豊,095-253-5611,佐賀県　神埼郡吉野ヶ里町　吉田　2946-65,佐賀県神埼郡吉野が里町吉田２９４６－６５,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,　,3300001006599,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,モスバガ佐賀大和バイパス店0952-33-566620473141201,27cbd261-073e-454f-97da-4e779d35a027,205539,personal,a1f205ae-21df-4739-be87-e81ec2a781c2,2021/12/01,モスバーガー佐賀大和バイパス店,モスバガ佐賀大和バイパス店,（株）エイト
3300001006599,株式会社エイト,池田豊,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,2946－65,,095-253-5611,0952538260,モスバーガー三田川店,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,779-1,,0952-53-4910,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　　　　,,408,モスバーガー三田川店,0952,0952-53-4910,,,,佐賀県　神埼郡吉野ヶ里町　吉田　779-1,佐賀県神埼郡吉野が里町吉田７７９－１,,205539,41,41327,吉田,,,2021/09/01,2021/09/01,2027/08/31,株式会社エイト,池田豊,095-253-5611,佐賀県　神埼郡吉野ヶ里町　吉田　2946－65,佐賀県神埼郡吉野が里町吉田２９４６－６５,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,　　　　,3300001006599,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,モスバガ三田川店0952-53-4910205539,248d27ce-a94e-47b7-90b5-c92f791c6ba7,株式会社エイト205539,ea1625cf-209a-4ac9-9202-eaec6b8e22a4,1990d968-e12f-479b-b6bf-7b4d5a1e8bf9,2021/09/01,モスバーガー三田川店,モスバガ三田川店,株式会社エイト
,副島仁,,,,,,,,,,副島園 the BAR,8430301,佐賀県,嬉野市,嬉野町大字下宿乙７３８,,,,① 飲食店営業,,2021/9/13,2021/9/13,2027/11/30,既製食品及び供食前十分加熱処理されたものに限る,,412,副島園 the BAR,0954,,,,,佐賀県　嬉野市　嬉野町大字下宿乙７３８　,佐賀県嬉野市嬉野町下宿乙７３８,,205466,41,41209,嬉野町下宿乙,,,2021/09/13,2021/09/13,2027/11/30,,副島仁 ,,　　　,,,,,,,,,飲食店営業,,既製食品及び供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,副島園ｔｈｅＢＡＲ20546641209,ed701f62-abe6-4281-b835-2bbd5219591d,,personal,6bac7f40-4901-4227-8b2b-d7e462240f6f,2021/09/13,副島園　ｔｈｅ　ＢＡＲ,副島園ｔｈｅＢＡＲ,
,今福勇輔,,,,,,,,,,food track factory,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2021/9/13,2021/9/13,2026/11/30,供食前十分加熱処理されたものに限る,,409,food track factory,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町,県内一円,205255,41,41203,元町,,,2021/09/13,2021/09/13,2026/11/30,,今福勇輔 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ｆｏｏｄｔｒａｃｋｆａｃｔｏｒｙ20525541203,336ba1de-c8a6-4ea8-bfb6-02be093a5c8c,,personal,7d43618c-aa1c-4d44-bae8-21f82210bbaf,2021/09/13,ｆｏｏｄ　ｔｒａｃｋ　ｆａｃｔｏｒｙ,ｆｏｏｄｔｒａｃｋｆａｃｔｏｒｙ,
,中野重行,,,,,,,,,,レストラン石けり,8480035,佐賀県,伊万里市,二里町大里乙,２０３－３,,0955-23-3922,㉗ 冷凍食品製造業,,2021/9/10,2021/9/10,2028/8/31,　,,411,レストラン石けり,0955,0955-23-3922,,,,佐賀県　伊万里市　二里町大里乙　２０３－３,佐賀県伊万里市二里町大里乙２０３－３,,205329,41,41205,二里町大里乙,,,2021/09/10,2021/09/10,2028/08/31,,中野重行 ,,　　　,,,,,,,,,冷凍食品製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,レストラン石けり0955-23-392220532941205,6e4c6a92-a321-4849-b905-74b5e1dd56ed,,personal,1e156f68-d746-46ef-8dc9-52fdeed9de5b,2021/09/10,レストラン石けり,レストラン石けり,
,鈴山ハルヨ,,,,,,,,,,福味屋,8491315,佐賀県,鹿島市,大字三河内甲２９４８,,,,㉙ 漬物製造業,,2021/9/10,2021/9/10,2028/2/29,　,,412,福味屋,0954,,,,,佐賀県　鹿島市　大字三河内甲２９４８　,佐賀県鹿島市三河内甲２９４８,,205428,41,41207,三河内,,,2021/09/10,2021/09/10,2028/02/29,,鈴山ハルヨ ,,　　　,,,,,,,,,漬物製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,福味屋20542841207,30517389-c01a-4542-9e3c-bd20f7fc0853,,personal,573b9c1f-5682-40d3-8852-62e956167ee5,2021/09/10,福味屋,福味屋,
,江上信也,,,,,,,,,,ラーメン　おっちゃん家,8480041,佐賀県,伊万里市,新天町,６５７,港栄ビル,,① 飲食店営業,,2021/9/10,2021/9/10,2028/2/29,　,,411,ラーメン　おっちゃん家,0955,,,,,佐賀県　伊万里市　新天町　６５７,佐賀県伊万里市新天町６５７,港栄ビル,205324,41,41205,新天町,,,2021/09/10,2021/09/10,2028/02/29,,江上信也 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ラメンおっちゃん家20532441205,ccfef459-06cf-4867-938a-93412c204527,,personal,9d58d60b-8a63-42bc-8573-0e67ab92f491,2021/09/10,ラーメン　おっちゃん家,ラメンおっちゃん家,
9300002009810,有限会社ショッピングセンターフルカワ,古川順之,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,2918番地,,0952-52-2548,,ショッピングセンターフルカワ,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,2918,,0952-52-2548,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,店頭販売に限る,,408,ショッピングセンターフルカワ,0952,0952-52-2548,,,,佐賀県　神埼郡吉野ヶ里町　吉田　2918,佐賀県神埼郡吉野が里町吉田２９１８,,205539,41,41327,吉田,,,2021/09/01,2021/09/01,2027/08/31,有限会社ショッピングセンターフルカワ,古川順之,0952-52-2548,佐賀県　神埼郡吉野ヶ里町　吉田　2918番地,佐賀県神埼郡吉野が里町吉田２９１８番地,,205539,佐賀県,神埼郡吉野が里町,吉田,,,飲食店営業,,店頭販売に限る,9300002009810,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ショッピングセンタフルカワ0952-52-2548205539,d326d9df-b42c-4dc7-bcc1-f6dc5192bf3e,有限会社ショッピングセンターフルカワ205539,47b94dc2-504d-49e4-86c5-356d5c16da79,12b24f26-b05b-4ae0-929e-758788d7a18c,2021/09/01,ショッピングセンターフルカワ,ショッピングセンタフルカワ,有限会社ショッピングセンターフルカワ
,飯塚一郎,,,,,,,,,,HOT-CAB,8493112,佐賀県,唐津市,厳木町中島,1456-3,,,① 飲食店営業,,2021/9/10,2021/9/10,2028/2/29, ,,410,HOT-CAB,0955,,,,,佐賀県　唐津市　厳木町中島　1456-3,佐賀県唐津市厳木町中島１４５６－３,,205108,41,41202,厳木町中島,,,2021/09/10,2021/09/10,2028/02/29,,飯塚一郎 ,,　　　,,,,,,,,,飲食店営業,, ,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＨＯＴＣＡＢ20510841202,fc15bb8d-72c4-4fc9-ab0a-8a388c754c05,,personal,473e02f9-7512-49ec-9b1a-482edf4bd4b3,2021/09/10,ＨＯＴ－ＣＡＢ,ＨＯＴＣＡＢ,
,山本功助,,,,,,,,,,風,8470133,佐賀県,唐津市,湊町,698-5,,,① 飲食店営業,,2021/9/10,2021/9/10,2028/5/31,　,,410,風,0955,,,,,佐賀県　唐津市　湊町　698-5,佐賀県唐津市湊町６９８－５,,205038,41,41202,湊町,,,2021/09/10,2021/09/10,2028/05/31,,山本功助 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,風20503841202,6f160817-5fe5-47ff-a0ae-334c7ac291a9,,personal,251bbe90-65be-416d-8a6a-fedebaace6f6,2021/09/10,風,風,
,原三喜雄,,,,,,,,,,ＧＡＴＡの豆腐,8480027,佐賀県,伊万里市,立花町,１９４０－８－１,,090-6167-8327,㉒ 豆腐製造業,,2021/9/8,2021/9/8,2028/2/29,　,,411,ＧＡＴＡの豆腐,0955,090-6167-8327,,,,佐賀県　伊万里市　立花町　１９４０－８－１,佐賀県伊万里市立花町１９４０－８－１,,205326,41,41205,立花町,,,2021/09/08,2021/09/08,2028/02/29,,原三喜雄 ,,　　　,,,,,,,,,豆腐製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,ＧＡＴＡの豆腐090-6167-832720532641205,e3132667-0285-40b4-bbcd-e6345f38d27a,,personal,4c51246a-9097-4d50-a888-406ade4f4a8d,2021/09/08,ＧＡＴＡの豆腐,ＧＡＴＡの豆腐,
,不後聖也,,,,,,,,,,肉汁爆裂家,8490123,佐賀県,三養基郡上峰町,坊所,1539番地9,,,① 飲食店営業,,2021/9/7,2021/9/7,2028/8/31,　,,409,肉汁爆裂家,0952,,,,,佐賀県　三養基郡上峰町　坊所　1539番地9,佐賀県三養基郡上峰町坊所１５３９番地９,,205544,41,41345,坊所,,,2021/09/07,2021/09/07,2028/08/31,,不後聖也 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,肉汁爆裂家20554441345,07a18bc2-e93b-4cc3-bd6e-08a943d87746,,personal,3449e34b-2fc8-4c35-8462-d2f8c0bfdaa0,2021/09/07,肉汁爆裂家,肉汁爆裂家,
,嶋田康範,,,,,,,,,,ＲＥＳＴＡＲＴ,8400806,佐賀県,佐賀市,神園５丁目,４－９－２,,0952-60-1668,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ＲＥＳＴＡＲＴ,0952,0952-60-1668,,,,佐賀県　佐賀市　神園５丁目　４－９－２,佐賀県佐賀市神園５丁目４－９－２,,204696,41,41201,神園５,,,2021/12/01,2021/12/01,2027/11/30,,嶋田康範 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＲＥＳＴＡＲＴ0952-60-166820469641201,bb8ceaa2-a9cf-425c-a806-f2a594ce1c76,,personal,a7f1bae3-4099-448b-842f-eccd8088b975,2021/12/01,ＲＥＳＴＡＲＴ,ＲＥＳＴＡＲＴ,
