https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,確認番号,申請者1,申請者2,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設名,施設-電話番号1,業種,業態,許可年月日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-066800,西生指令第0669,,髙橋 皇太,神奈川県,横浜市西区南幸2-9-9 アネックス横浜ビル 312,横浜市西区南幸２－９－９,アネックス横浜ビル ３１２,Bar Eternity ,,飲食店営業,,2022年1月27日,2028年1月26日,2022年1月27日,,141,Bar Eternity ,045,,,,,神奈川県　横浜市西区南幸２－９－９,神奈川県横浜市西区南幸２－９－９,アネックス横浜ビル ３１２,78504,14,14103,南幸２,,2022/01/27,2022/01/27,,2028/01/26,,髙橋 皇太,,,,,,,,,西生指令第0669,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,ＢａｒＥｔｅｒｎｉｔｙ7850414103,c069ff9f-3992-4703-b1c2-41e2d5f78f8a,,personal,ff9d98b2-ca98-4571-9299-8c72dd55e9d5,2022/01/27,Ｂａｒ　Ｅｔｅｒｎｉｔｙ　,ＢａｒＥｔｅｒｎｉｔｙ,
20-066803,西生第10190,株式会社フォレスト,,神奈川県,横浜市西区みなとみらい3-5-1 MARK IS みなとみらい B4,横浜市西区みなとみらい３－５－１ ,MARK IS みなとみらい B４,上島珈琲店 MARK IS みなとみらい店 ,319-6377,その他の食料・飲料販売業,,2022年1月19日,2117年12月31日,2022年1月19日,,141,上島珈琲店 MARK IS みなとみらい店 ,045,045-319-6377,,,,神奈川県　横浜市西区みなとみらい３－５－１ ,神奈川県横浜市西区みなとみらい３－５－１,MARK IS みなとみらい B４,78512,14,14103,みなとみらい３,,2022/01/19,2022/01/19,,2117/12/31,株式会社フォレスト,,,,,,,,,,西生第10190,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,上島珈琲店ＭＡＲＫＩＳみなとみらい店045-319-63777851214103,4a6bb6ff-64f9-4f1a-8af3-8f033e9b656c,株式会社フォレスト,daf232df-f071-4139-9a6a-f709e11366e3,e59bca1e-ed02-4bfc-a63a-8fd5a52a7310,2022/01/19,上島珈琲店　ＭＡＲＫ　ＩＳ　みなとみらい店　,上島珈琲店ＭＡＲＫＩＳみなとみらい店,株式会社フォレスト
20-066804,西生指令第0671,マカベ合同会社,,神奈川県,横浜市西区南幸2-6-3 庄司横浜南幸ビル 6F,横浜市西区南幸２－６－３,庄司横浜南幸ビル ６F,しり鳥商店 ,594-7322,飲食店営業,,2022年1月21日,2029年1月20日,2022年1月21日,,141,しり鳥商店 ,045,045-594-7322,,,,神奈川県　横浜市西区南幸２－６－３,神奈川県横浜市西区南幸２－６－３,庄司横浜南幸ビル ６F,78504,14,14103,南幸２,,2022/01/21,2022/01/21,,2029/01/20,マカベ合同会社,,,,,,,,,,西生指令第0671,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,しり鳥商店045-594-73227850414103,a470807c-b109-4f03-a116-d57974cd18b8,マカベ合同会社,111d86a7-37e6-4527-84b7-ab79cec4b651,0ad333f6-8fd9-4cbd-8624-521bea1dd698,2022/01/21,しり鳥商店　,しり鳥商店,マカベ合同会社
20-066807,西生第10193,株式会社そごう・西武,,神奈川県,横浜市西区高島2-18-1 そごう横浜店 8F,横浜市西区高島２－１８－１,そごう横浜店 ８F,8階催会場「バレンタイン ヨコハマ チョコレート パラダイス」　(R4/1/21(金)～2/14(月)),465-2111,その他の食料・飲料販売業,,2022年1月19日,2117年12月31日,2022年1月19日,,141,8階催会場「バレンタイン ヨコハマ チョコレート パラダイス」　(R4/1/21(金)～2/14(月)),045,045-465-2111,,,,神奈川県　横浜市西区高島２－１８－１,神奈川県横浜市西区高島２－１８－１,そごう横浜店 ８F,78475,14,14103,高島２,,2022/01/19,2022/01/19,,2117/12/31,株式会社そごう・西武,,,,,,,,,,西生第10193,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,８階催会場バレンタインヨコハマチョコレトパラダイスＲ４１２１金２１４月045-465-21117847514103,872c0b1c-b28d-48db-9d54-48e4f78188db,株式会社そごう・西武,2744d73e-c6d2-4d11-af61-ea8c38440cbc,3dbde40d-1011-48ea-8c77-af5edc3cb1d0,2022/01/19,８階催会場「バレンタイン　ヨコハマ　チョコレート　パラダイス」　（Ｒ４／１／２１（金）～２／１４（月））,８階催会場バレンタインヨコハマチョコレトパラダイスＲ４１２１金２１４月,株式会社そごう・西武
20-066809,西生第10196,株式会社アペックス,,神奈川県,横浜市西区みなとみらい2-3-3 クイーンズタワーB棟 10F,横浜市西区みなとみらい２－３－３,クイーンズタワーB棟 １０F,株式会社いーふらん 本社 10階 ,330-4410,コップ式自動販売機（自動洗浄・屋内設置）,,2022年1月11日,2117年12月31日,2022年1月11日,,141,株式会社いーふらん 本社 10階 ,045,045-330-4410,,,,神奈川県　横浜市西区みなとみらい２－３－３,神奈川県横浜市西区みなとみらい２－３－３,クイーンズタワーB棟 １０F,78511,14,14103,みなとみらい２,,2022/01/11,2022/01/11,,2117/12/31,株式会社アペックス,,,,,,,,,,西生第10196,,コップ式自動販売機,（自動洗浄・屋内設置）,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,I,61,612,,株式会社いふらん本社１０階045-330-44107851114103,6760a386-6a97-49be-8c8b-b37c3920c1c9,株式会社アペックス,309fc722-e467-4a45-8da9-e34f8870dabb,8b76aa42-077e-424e-8182-d317ca749f19,2022/01/11,株式会社いーふらん　本社　１０階　,株式会社いふらん本社１０階,株式会社アペックス
20-066811,西生第10212,株式会社GREENING,,神奈川県,横浜市西区南幸1-1-1 CIAL横浜 B1 B123,横浜市西区南幸１－１－１ ,CIAL横浜 B１ B１２３,GARDEN HOUSE STORE ,534-5353,その他の食料・飲料販売業,,2022年1月24日,2117年12月31日,2022年1月24日,,141,GARDEN HOUSE STORE ,045,045-534-5353,,,,神奈川県　横浜市西区南幸１－１－１ ,神奈川県横浜市西区南幸１－１－１,CIAL横浜 B１ B１２３,78503,14,14103,南幸１,,2022/01/24,2022/01/24,,2117/12/31,株式会社GREENING,,,,,,,,,,西生第10212,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,ＧＡＲＤＥＮＨＯＵＳＥＳＴＯＲＥ045-534-53537850314103,49bc4f92-7809-4bb1-b619-9cdc4ead6041,株式会社ＧＲＥＥＮＩＮＧ,7e90784b-a855-4b69-b06c-4c1e880347d9,4061b1ae-431d-4cf9-97a0-ff2f5718553e,2022/01/24,ＧＡＲＤＥＮ　ＨＯＵＳＥ　ＳＴＯＲＥ　,ＧＡＲＤＥＮＨＯＵＳＥＳＴＯＲＥ,株式会社ＧＲＥＥＮＩＮＧ
20-066815,西生第10221,株式会社銀座鈴屋,,神奈川県,横浜市西区高島2-18-1 そごう横浜店 B2,横浜市西区高島２－１８－１,そごう横浜店 B２,銀座鈴屋横浜そごう店 ,465-2841,その他の食料・飲料販売業,,2022年1月11日,2117年12月31日,2022年1月11日,,141,銀座鈴屋横浜そごう店 ,045,045-465-2841,,,,神奈川県　横浜市西区高島２－１８－１,神奈川県横浜市西区高島２－１８－１,そごう横浜店 B２,78475,14,14103,高島２,,2022/01/11,2022/01/11,,2117/12/31,株式会社銀座鈴屋,,,,,,,,,,西生第10221,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,銀座鈴屋横浜そごう店045-465-28417847514103,c15dccc5-9883-450f-abfa-5e84fe995a9b,株式会社銀座鈴屋,75fe29f7-fe7d-425d-894a-6e87eec19c35,203c4084-1646-4711-ab7b-16f2310ccfb3,2022/01/11,銀座鈴屋横浜そごう店　,銀座鈴屋横浜そごう店,株式会社銀座鈴屋
20-066816,西生第10228,株式会社エー・ピーカンパニー,,神奈川県,横浜市西区北幸1-1-5 ワタナベビル 3F,横浜市西区北幸１－１－５,ワタナベビル ３F,塚田農場　横浜西口店 ,328-3371,その他の食料・飲料販売業,,2022年1月21日,2117年12月31日,2022年1月21日,,141,塚田農場　横浜西口店 ,045,045-328-3371,,,,神奈川県　横浜市西区北幸１－１－５,神奈川県横浜市西区北幸１－１－５,ワタナベビル ３F,78458,14,14103,北幸１,,2022/01/21,2022/01/21,,2117/12/31,株式会社エー・ピーカンパニー,,,,,,,,,,西生第10228,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,塚田農場横浜西口店045-328-33717845814103,72e65662-59f2-4a70-9005-b370073b21f0,株式会社エー・ピーカンパニー,d87efe5f-4ebf-41f8-9e2e-823ba636a418,853f6e92-70dd-4e04-8521-4f8f3c82ecd9,2022/01/21,塚田農場　横浜西口店　,塚田農場横浜西口店,株式会社エー・ピーカンパニー
20-066820,西生第10251,株式会社スマイルダイニング,,神奈川県,横浜市西区みなとみらい2-2-1 ランドマークプラザ 1F,横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,パティスリー雪乃下ランドマークプラザ店 ,319-4800,その他の食料・飲料販売業,,2022年1月21日,2117年12月31日,2022年1月21日,,141,パティスリー雪乃下ランドマークプラザ店 ,045,045-319-4800,,,,神奈川県　横浜市西区みなとみらい２－２－１,神奈川県横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,78511,14,14103,みなとみらい２,,2022/01/21,2022/01/21,,2117/12/31,株式会社スマイルダイニング,,,,,,,,,,西生第10251,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,パティスリ雪乃下ランドマクプラザ店045-319-48007851114103,3c15cf01-80a0-4e91-b789-bba40d85b6bc,株式会社スマイルダイニング,fe931662-3453-46cd-94a3-2063e837ad1a,94f135f8-869a-42d6-8388-f6ba521419c1,2022/01/21,パティスリー雪乃下ランドマークプラザ店　,パティスリ雪乃下ランドマクプラザ店,株式会社スマイルダイニング
20-066821,西生第10252,株式会社清水屋食品,,神奈川県,横浜市西区南幸1-1-1 CIAL横浜 B1,横浜市西区南幸１－１－１,CIAL横浜 B１,清水屋 (R4/2/5～R4/2/20),,その他の食料・飲料販売業,,2022年1月28日,2117年12月31日,2022年1月28日,,141,清水屋 (R4/2/5～R4/2/20),045,,,,,神奈川県　横浜市西区南幸１－１－１,神奈川県横浜市西区南幸１－１－１,CIAL横浜 B１,78503,14,14103,南幸１,,2022/01/28,2022/01/28,,2117/12/31,株式会社清水屋食品,,,,,,,,,,西生第10252,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,清水屋Ｒ４２５Ｒ４２２０7850314103,b5ebee15-1cc2-46d9-8134-83359e51b7e1,株式会社清水屋食品,c7edefbd-a99c-4295-8391-86815f1a4f6c,553b11de-bf76-4d45-a5d2-b8c5639f86e1,2022/01/28,清水屋　（Ｒ４／２／５～Ｒ４／２／２０）,清水屋Ｒ４２５Ｒ４２２０,株式会社清水屋食品
20-066822,西生第10237,華正楼商事株式会社,,神奈川県,横浜市西区みなとみらい2-2-1 ランドマークプラザ 1F,横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,横浜中華街　華正樓 ,222-5132,その他の食料・飲料販売業,,2022年1月25日,2117年12月31日,2022年1月25日,,141,横浜中華街　華正樓 ,045,045-222-5132,,,,神奈川県　横浜市西区みなとみらい２－２－１,神奈川県横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,78511,14,14103,みなとみらい２,,2022/01/25,2022/01/25,,2117/12/31,華正楼商事株式会社,,,,,,,,,,西生第10237,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,横浜中華街華正樓045-222-51327851114103,90adcf18-14f8-4f58-a213-65bd792d386c,華正楼商事株式会社,b0108a04-d2aa-4629-833b-377140ac4686,88b7e909-730e-4651-bfa3-ad150f50d6ef,2022/01/25,横浜中華街　華正樓　,横浜中華街華正樓,華正楼商事株式会社
20-066823,西生第10263,株式会社美濃吉,,神奈川県,横浜市西区みなとみらい2-2-1 ランドマークプラザ 4F,横浜市西区みなとみらい２－２－１,ランドマークプラザ ４F,京懐石　美濃吉　ランドマークプラザ店 ,222-5420,弁当販売業,,2022年1月28日,2117年12月31日,2022年1月28日,,141,京懐石　美濃吉　ランドマークプラザ店 ,045,045-222-5420,,,,神奈川県　横浜市西区みなとみらい２－２－１,神奈川県横浜市西区みなとみらい２－２－１,ランドマークプラザ ４F,78511,14,14103,みなとみらい２,,2022/01/28,2022/01/28,,2117/12/31,株式会社美濃吉,,,,,,,,,,西生第10263,,弁当販売業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,I,58,581,5811,京懐石美濃吉ランドマクプラザ店045-222-54207851114103,c33dbb10-c61a-4f92-b312-12605f9f4994,株式会社美濃吉,fdbcc006-819c-4f22-a03d-5b3eaa162000,3d11ca41-ccfa-414e-9753-91361b62de40,2022/01/28,京懐石　美濃吉　ランドマークプラザ店　,京懐石美濃吉ランドマクプラザ店,株式会社美濃吉
20-066828,西生第10276,グリコチャネルクリエイト株式会社,,神奈川県,横浜市西区北幸1-11-5 相鉄KSビル 6F,横浜市西区北幸１－１１－５,相鉄KSビル ６F,オフィスグリコ冷凍冷蔵庫270561 ,050-1742-6451,その他の食料・飲料販売業,,2022年1月21日,2117年12月31日,2022年1月21日,,141,オフィスグリコ冷凍冷蔵庫270561 ,045,050-1742-6451,,,,神奈川県　横浜市西区北幸１－１１－５,神奈川県横浜市西区北幸１－１１－５,相鉄KSビル ６F,78458,14,14103,北幸１,,2022/01/21,2022/01/21,,2117/12/31,グリコチャネルクリエイト株式会社,,,,,,,,,,西生第10276,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,オフィスグリコ冷凍冷蔵庫２７０５６１050-1742-64517845814103,ac35e18e-260b-429e-b560-9f02eaef96f1,グリコチャネルクリエイト株式会社,110e5ddf-7a44-4d43-b13b-fd38fd6f1d6d,10450e00-b829-44bf-8cd8-4900f1525e1c,2022/01/21,オフィスグリコ冷凍冷蔵庫２７０５６１　,オフィスグリコ冷凍冷蔵庫２７０５６１,グリコチャネルクリエイト株式会社
20-066829,西生第10278,横浜市,,神奈川県,横浜市西区中央1-5-10,横浜市西区中央１－５－１０,,にしくキッチン (R4/1/31～3/4),320-8386,その他の食料・飲料販売業,,2022年1月31日,2117年12月31日,2022年1月31日,,141,にしくキッチン (R4/1/31～3/4),045,045-320-8386,,,,神奈川県　横浜市西区中央１－５－１０,神奈川県横浜市西区中央１－５－１０,,78476,14,14103,中央１,,2022/01/31,2022/01/31,,2117/12/31,,横浜市 ,,,,,,,,,西生第10278,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,にしくキッチンＲ４１３１３４045-320-83867847614103,3e5cab10-5efd-478e-9362-3f643c9ba419,,personal,8836b399-7b33-48f7-b6e8-246041db8978,2022/01/31,にしくキッチン　（Ｒ４／１／３１～３／４）,にしくキッチンＲ４１３１３４,
20-066833,西生第10275,三菱地所プロパティマネジメント株式会社,,神奈川県,横浜市西区みなとみらい2-2-1 ランドマークプラザ　フェスティバルスクエア 1F,横浜市西区みなとみらい２－２－１ ,ランドマークプラザ フェスティバルスクエア １F,お弁当・恵方巻　販売催事 (令和4年2月1日(火)～3(木)）,224-2247,弁当販売業,,2022年1月31日,2117年12月31日,2022年1月31日,,141,お弁当・恵方巻　販売催事 (令和4年2月1日(火)～3(木)）,045,045-224-2247,,,,神奈川県　横浜市西区みなとみらい２－２－１ ,神奈川県横浜市西区みなとみらい２－２－１,ランドマークプラザ フェスティバルスクエア １F,78511,14,14103,みなとみらい２,,2022/01/31,2022/01/31,,2117/12/31,三菱地所プロパティマネジメント株式会社,,,,,,,,,,西生第10275,,弁当販売業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,I,58,581,5811,お弁当恵方巻販売催事令和４年２月１日火３木045-224-22477851114103,068939d7-087e-4c97-a0fc-2603e3198fa9,三菱地所プロパティマネジメント株式会社,2b76f94b-3e98-4a88-a98f-797d2b77dd53,fdffc0c0-e79b-41e7-ae5b-2675ec8f3b8d,2022/01/31,お弁当・恵方巻　販売催事　（令和４年２月１日（火）～３（木））,お弁当恵方巻販売催事令和４年２月１日火３木,三菱地所プロパティマネジメント株式会社
20-066837,西生第10283,三菱地所プロパティマネジメント株式会社,,神奈川県,横浜市西区みなとみらい2-2-1 ランドマークプラザ 1F,横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,バレンタイン催事 (令和4年2月7日(月)～14(月)）,224-2247,その他の食料・飲料販売業,,2022年1月28日,2117年12月31日,2022年1月28日,,141,バレンタイン催事 (令和4年2月7日(月)～14(月)）,045,045-224-2247,,,,神奈川県　横浜市西区みなとみらい２－２－１,神奈川県横浜市西区みなとみらい２－２－１,ランドマークプラザ １F,78511,14,14103,みなとみらい２,,2022/01/28,2022/01/28,,2117/12/31,三菱地所プロパティマネジメント株式会社,,,,,,,,,,西生第10283,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,バレンタイン催事令和４年２月７日月１４月045-224-22477851114103,1cf0ef1e-0543-4b93-86b5-ee10e6d1ff6b,三菱地所プロパティマネジメント株式会社,2b76f94b-3e98-4a88-a98f-797d2b77dd53,bfa9089f-b2e8-4061-b0fd-ea06bb77dc04,2022/01/28,バレンタイン催事　（令和４年２月７日（月）～１４（月））,バレンタイン催事令和４年２月７日月１４月,三菱地所プロパティマネジメント株式会社
20-066840,西生第10290,株式会社ムーンエレファントジャパン,,神奈川県,横浜市西区高島2-19-12 スカイビル 1F,横浜市西区高島２－１９－１２,スカイビル １F,恵方巻　販売催事 (2022年2月3日),441-1350,その他の食料・飲料販売業,,2022年1月24日,2117年12月31日,2022年1月24日,,141,恵方巻　販売催事 (2022年2月3日),045,045-441-1350,,,,神奈川県　横浜市西区高島２－１９－１２,神奈川県横浜市西区高島２－１９－１２,スカイビル １F,78475,14,14103,高島２,,2022/01/24,2022/01/24,,2117/12/31,株式会社ムーンエレファントジャパン,,,,,,,,,,西生第10290,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,恵方巻販売催事２０２２年２月３日045-441-13507847514103,251eafce-2f86-4656-9dba-d4e8b41ef852,株式会社ムーンエレファントジャパン,1977bc85-d071-41c2-b0d4-cccfe6595328,4e9a10d7-1990-4c2c-a84e-143065aa84ba,2022/01/24,恵方巻　販売催事　（２０２２年２月３日）,恵方巻販売催事２０２２年２月３日,株式会社ムーンエレファントジャパン
20-066841,西生第10291,株式会社活美登利,,神奈川県,横浜市西区高島2-19-12 スカイビル 1F,横浜市西区高島２－１９－１２,スカイビル １F,恵方巻　販売催事 (2022年2月3日),441-1350,その他の食料・飲料販売業,,2022年1月24日,2117年12月31日,2022年1月24日,,141,恵方巻　販売催事 (2022年2月3日),045,045-441-1350,,,,神奈川県　横浜市西区高島２－１９－１２,神奈川県横浜市西区高島２－１９－１２,スカイビル １F,78475,14,14103,高島２,,2022/01/24,2022/01/24,,2117/12/31,株式会社活美登利,,,,,,,,,,西生第10291,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,恵方巻販売催事２０２２年２月３日045-441-13507847514103,251eafce-2f86-4656-9dba-d4e8b41ef852,株式会社活美登利,f3b2b2bb-91f9-4801-91b0-75fba3d4c2ac,deec738f-8d33-45ff-9186-cf0b3d5e5e95,2022/01/24,恵方巻　販売催事　（２０２２年２月３日）,恵方巻販売催事２０２２年２月３日,株式会社活美登利
