https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可,飲食店営業,５５７ＣＡＦＥ,道内一円  ,道内一円 ,,0154-65-1740,（株）ＡＺカンパニー,小谷幸一郎,釧路市豊川町２０番１４号 ,釧路市豊川町２０番１４号, ,0154-65-1740,2021.12.17,2021.12.17,7-499,,22,５５７ＣＡＦＥ,,0154-65-1740,,,,道内一円 ,北海道道内一円,,,1,,,,2021/12/17,2021/12/17,,,（株）ＡＺカンパニー,小谷幸一郎,0154-65-1740,釧路市豊川町２０番１４号,北海道釧路市豊川町２０番１４号, ,9213,北海道,釧路市,豊川町,7-499,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,５５７ＣＡＦＥ0154-65-1740,38e4f060-da40-47fc-bf44-4e0de440c0b4,株式会社ＡＺカンパニー9213,c94552a9-3a62-4840-898b-0f941ce413d8,8640f989-ce7a-4513-9a3b-f6e96ba264e9,2021/12/17,５５７ＣＡＦＥ,５５７ＣＡＦＥ,株式会社ＡＺカンパニー
許可,飲食店営業,マジョリカ,釧路市鳥取大通５丁目３－８  ,釧路市鳥取大通５丁目３－８,,  ,上畑康子,  ,  , ,,  ,2021.12.16,2021.12.16,7-495,,22,マジョリカ,0154,,,,,釧路市鳥取大通５丁目３－８,北海道釧路市鳥取大通５丁目３－８,,9193,1,1206,鳥取大通５,,2021/12/16,2021/12/16,,,,上畑康子   ,, ,,,,,,,7-495,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,マジョリカ91931206,5d2132b4-c972-4ad3-8794-eaca1adcfc0a,,personal,f1217d6a-5dcd-4740-a529-9b9a66a7bccb,2021/12/16,マジョリカ,マジョリカ,
許可,魚介類販売業,藤山物産展示場,白糠郡白糠町東１条南１丁目１－３３  ,白糠郡白糠町東１条南１丁目１－３３,,,（株）藤山水産加工,藤原修治,白糠郡白糠町西庶路西５条南２丁目１－１４ ,白糠郡白糠町西庶路西５条南２丁目１－１４,,01547-5-4317,2021.12.16,2021.12.16,7-496,,22,藤山物産展示場,01547,,,,,白糠郡白糠町東１条南１丁目１－３３,北海道白糠郡白糠町東一条南１丁目１－３３,,22206,1,1668,東一条南１,,2021/12/16,2021/12/16,,,（株）藤山水産加工,藤原修治,01547-5-4317,白糠郡白糠町西庶路西５条南２丁目１－１４,北海道白糠郡白糠町西庶路西五条南２丁目１－１４,,22314,北海道,白糠郡白糠町,西庶路西五条南２,7-496,,魚介類販売業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,,,藤山物産展示場222061668,71798712-893e-4f46-9d19-50e4d145ab60,株式会社藤山水産加工22314,782aadd0-b00c-43f4-b363-8c5aac7d3f2d,185fcc84-a7c9-4047-8ae0-4d4bdaa66a61,2021/12/16,藤山物産展示場,藤山物産展示場,株式会社藤山水産加工
許可,菓子製造業,豚ラーメン榊,釧路市海運１丁目１３番  ,釧路市海運１丁目１３番 ,,0154-32-7051,小川綾,  ,  , ,,  ,2021.12.16,2021.12.16,7-497,,22,豚ラーメン榊,0154,0154-32-7051,,,,釧路市海運１丁目１３番 ,北海道釧路市海運１丁目１３番,,9027,1,1206,海運１,,2021/12/16,2021/12/16,,,,小川綾   ,, ,,,,,,,7-497,,菓子製造業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,豚ラメン榊0154-32-705190271206,d7a31101-f8aa-4d8b-b5d8-7a3b7f1bcd75,,personal,2fa2ed5e-8e15-4b21-bc95-14b173ab4723,2021/12/16,豚ラーメン榊,豚ラメン榊,
届出,コップ式自動販売機(自動洗浄・屋内設置）,1100201869釧路日産クリスタル店,釧路市鳥取大通９丁目２  ,釧路市鳥取大通９丁目２,,0154-53-4123,北海道コカ・コーラボトリング（株）,佐々木康行,札幌市清田区清田１条１丁目２番１号 ,札幌市清田区清田１条１丁目２番１号, ,011-888-2001,,2021.12.16,,,22,1100201869釧路日産クリスタル店,0154,0154-53-4123,,,,釧路市鳥取大通９丁目２,北海道釧路市鳥取大通９丁目２,,9197,1,1206,鳥取大通９,,,2021/12/16,,,北海道コカ・コーラボトリング（株）,佐々木康行,011-888-2001,札幌市清田区清田１条１丁目２番１号,北海道札幌市清田区清田一条１丁目２番１号, ,5944,北海道,札幌市清田区,清田一条１,,,自動販売機,自動洗浄・屋内設置,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,１１００２０１８６９釧路日産クリスタル店0154-53-412391971206,52a353c4-eb01-46b5-92c8-3f192244fb3c,北海道コカ・コーラボトリング株式会社5944,2b86c2b3-ffa6-47cd-8975-95e0703732a5,9ee87095-cfef-4509-a4dd-ae4184d5301b,2021/12/16,１１００２０１８６９釧路日産クリスタル店,１１００２０１８６９釧路日産クリスタル店,北海道コカ・コーラボトリング株式会社
届出,その他の食料・飲料販売業,ミルキークラウン乳業株式会社,営業計画書の基づく釧路保健所管内一円  ,営業計画書の基づく釧路保健所管内一円 ,,,ミルキークラウン乳業株式会社,舘石未希,釧路市新富士町５丁目１番７号 ,釧路市新富士町５丁目１番７号, ,0154-53-7788,,2021.12.13,,,22,ミルキークラウン乳業株式会社,,,,,,営業計画書の基づく釧路保健所管内一円 ,北海道営業計画書ノ基づく釧路保健所管内一円,,,1,,,,,2021/12/13,,,ミルキークラウン乳業株式会社,舘石未希,0154-53-7788,釧路市新富士町５丁目１番７号,北海道釧路市新富士町５丁目１番７号, ,9160,北海道,釧路市,新富士町５,,,その他の食料品製造・加工業,(包装),届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,ミルキクラウン乳業株式会社,34cb06f6-7148-427f-8438-8643dc32d54c,ミルキークラウン乳業株式会社9160,bad4814e-8886-49cc-aba3-8fd6b62c0297,b8f2076d-aafd-4dd3-8e68-7f60b74df87d,2021/12/13,ミルキークラウン乳業株式会社,ミルキクラウン乳業株式会社,ミルキークラウン乳業株式会社
許可,飲食店営業,幸せごはん　ゆきね,釧路市昭和中央３－５－５  ,釧路市昭和中央３－５－５,,,菅野雪音,  ,  , ,,  ,2021.12.10,2021.12.10,7-494,,22,幸せごはん　ゆきね,0154,,,,,釧路市昭和中央３－５－５,北海道釧路市昭和中央３－５－５,,9352,1,1206,昭和中央３,,2021/12/10,2021/12/10,,,,菅野雪音   ,, ,,,,,,,7-494,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,幸せごはんゆきね93521206,a2a79cea-780a-458e-9600-7670155dc205,,personal,475a0000-444a-4a07-96e5-902ed6c7d640,2021/12/10,幸せごはん　ゆきね,幸せごはんゆきね,
許可,菓子製造業,幸せごはん　ゆきね,釧路市昭和中央３－５－５  ,釧路市昭和中央３－５－５,,,菅野雪音,  ,  , ,,  ,2021.12.10,2021.12.10,7-494,,22,幸せごはん　ゆきね,0154,,,,,釧路市昭和中央３－５－５,北海道釧路市昭和中央３－５－５,,9352,1,1206,昭和中央３,,2021/12/10,2021/12/10,,,,菅野雪音   ,, ,,,,,,,7-494,,菓子製造業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,幸せごはんゆきね93521206,a2a79cea-780a-458e-9600-7670155dc205,,personal,4f5fb3bd-66d0-47f1-94a1-34735f6ccc7a,2021/12/10,幸せごはん　ゆきね,幸せごはんゆきね,
届出,魚介類販売業,カキキン有限会社,厚岸郡厚岸町奔渡１丁目１３７番地  ,厚岸郡厚岸町奔渡１丁目１３７番地 ,,0153-52-5277,カキキン有限会社,中嶋均,厚岸郡厚岸町奔渡１丁目１３７番地 ,厚岸郡厚岸町奔渡１丁目１３７番地 ,,0153-52-5277,,2021.12.10,,,22,カキキン有限会社,0153,0153-52-5277,,,,厚岸郡厚岸町奔渡１丁目１３７番地 ,北海道厚岸郡厚岸町奔渡１丁目１３７番地,,22843,1,1662,奔渡１,,,2021/12/10,,,カキキン有限会社,中嶋均,0153-52-5277,厚岸郡厚岸町奔渡１丁目１３７番地 ,北海道厚岸郡厚岸町奔渡１丁目１３７番地,,22843,北海道,厚岸郡厚岸町,奔渡１,,,魚介類販売業,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,,,カキキン有限会社0153-52-5277228431662,9a4f449e-76cb-4b6c-bf92-bea7e1615242,カキキン有限会社22843,e64664c5-9029-42c8-b0a6-8183ce5ef947,8f317959-755e-425a-8527-8f88f76c487a,2021/12/10,カキキン有限会社,カキキン有限会社,カキキン有限会社
届出,野菜果物販売業,釧路ひまわり,釧路郡釧路町桂木６－３  ,釧路郡釧路町桂木６－３,,0154-38-8080,釧路水産振興（株）,大貫昭博,釧路市大町１－１－１３ ,釧路市大町１－１－１３,,0154-42-1241,,2021.12.10,,,22,釧路ひまわり,0154,0154-38-8080,,,,釧路郡釧路町桂木６－３,北海道釧路郡釧路町桂木６－３,,21873,1,1661,桂木６,,,2021/12/10,,,釧路水産振興（株）,大貫昭博,0154-42-1241,釧路市大町１－１－１３,北海道釧路市大町１－１－１３,,9000,北海道,釧路市,大町１,,,野菜果物販売業,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,釧路ひまわり0154-38-8080218731661,1cea7301-6c5b-474b-889e-6b2586d4e0e6,釧路水産振興株式会社9000,3b97f605-a6a9-47b5-a83e-1ec796a7132e,8265a6f2-c832-4252-94b8-96533839ee18,2021/12/10,釧路ひまわり,釧路ひまわり,釧路水産振興株式会社
許可,飲食店営業,からあげ専門店鶏笑釧路店,釧路市益浦１丁目１０番３２号  益浦ユニットＣ号,釧路市益浦１丁目１０番３２号 ,益浦ユニットＣ号,  ,鈴木涼太,  ,  , ,,  ,2021.12.9,2021.12.9,7-493,,22,からあげ専門店鶏笑釧路店,0154,,,,,釧路市益浦１丁目１０番３２号 ,北海道釧路市益浦１丁目１０番３２号,益浦ユニットＣ号,9272,1,1206,益浦１,,2021/12/09,2021/12/09,,,,鈴木涼太   ,, ,,,,,,,7-493,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,からあげ専門店鶏笑釧路店92721206,2ada80ef-f938-413f-89ed-c3ff96ba17e9,,personal,716b4d67-740f-4989-b83d-d32097cc7c6c,2021/12/09,からあげ専門店鶏笑釧路店,からあげ専門店鶏笑釧路店,
許可,飲食店営業,ｍｅｌｌｏｗ　ｃｏｆｆｅｅ,釧路市栄町３－２  栄楽街,釧路市栄町３－２,栄楽街,  ,山口綾子,  ,  , ,,  ,2021.12.8,2021.12.8,7-491,,22,ｍｅｌｌｏｗ　ｃｏｆｆｅｅ,0154,,,,,釧路市栄町３－２,北海道釧路市栄町３－２,栄楽街,9105,1,1206,栄町３,,2021/12/08,2021/12/08,,,,山口綾子   ,, ,,,,,,,7-491,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ｍｅｌｌｏｗｃｏｆｆｅｅ91051206,2fc0d4e4-ed61-42da-ac03-3080f02b9451,,personal,83f47eff-e7f8-46b9-b508-fddd914d3074,2021/12/08,ｍｅｌｌｏｗ　ｃｏｆｆｅｅ,ｍｅｌｌｏｗｃｏｆｆｅｅ,
届出,野菜果物販売業,釧路水産振興（株）,釧路市大町１－１－１３  ,釧路市大町１－１－１３,,0154-42-1241,釧路水産振興（株）,大貫昭博,釧路市大町１－１－１３ ,釧路市大町１－１－１３,,0154-42-1241,,2021.12.8,,,22,釧路水産振興（株）,0154,0154-42-1241,,,,釧路市大町１－１－１３,北海道釧路市大町１－１－１３,,9000,1,1206,大町１,,,2021/12/08,,,釧路水産振興（株）,大貫昭博,0154-42-1241,釧路市大町１－１－１３,北海道釧路市大町１－１－１３,,9000,北海道,釧路市,大町１,,,野菜果物販売業,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,釧路水産振興株式会社0154-42-124190001206,1f92117f-edc2-42d7-8b89-8d4470e75817,釧路水産振興株式会社9000,3b97f605-a6a9-47b5-a83e-1ec796a7132e,45862c01-7916-4bf8-b550-006300f8adcd,2021/12/08,釧路水産振興株式会社,釧路水産振興株式会社,釧路水産振興株式会社
許可,飲食店営業,ｔａｌｃａｆｅ,釧路市光陽町９－１８  ,釧路市光陽町９－１８,,  ,羽柴政人,  ,  , ,,  ,2021.12.8,2021.12.8,7-492,,22,ｔａｌｃａｆｅ,0154,,,,,釧路市光陽町９－１８,北海道釧路市光陽町９－１８,,9084,1,1206,光陽町,,2021/12/08,2021/12/08,,,,羽柴政人   ,, ,,,,,,,7-492,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ｔａｌｃａｆｅ90841206,2f9b34b0-a573-4512-9a63-57693cec1783,,personal,46dee4de-5771-4c6c-b2bf-0c3e246085da,2021/12/08,ｔａｌｃａｆｅ,ｔａｌｃａｆｅ,
届出,集団給食施設,社会福祉法人釧路創生会釧路北園啓生園,釧路市北園１丁目１番２７号  ,釧路市北園１丁目１番２７号, ,0154-55-5252,社会福祉法人釧路啓生会,高橋則之,釧路市北園１丁目１番２７号 ,釧路市北園１丁目１番２７号, ,0154-55-5252,,2021.12.7,,,22,社会福祉法人釧路創生会釧路北園啓生園,0154,0154-55-5252,,,,釧路市北園１丁目１番２７号,北海道釧路市北園１丁目１番２７号, ,9064,1,1206,北園１,,,2021/12/07,,,社会福祉法人釧路啓生会,高橋則之,0154-55-5252,釧路市北園１丁目１番２７号,北海道釧路市北園１丁目１番２７号, ,9064,北海道,釧路市,北園１,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,社会福祉法人釧路創生会釧路北園啓生園0154-55-525290641206,ffdf6e59-911f-439a-8e46-0e3db49a1d43,社会福祉法人釧路啓生会9064,8ea03a90-f0af-4817-88b4-6a29cab36750,ee7acb0d-b802-44ae-8a84-9daa17fcf3ea,2021/12/07,社会福祉法人釧路創生会釧路北園啓生園,社会福祉法人釧路創生会釧路北園啓生園,社会福祉法人釧路啓生会
許可,飲食店営業,スナック　Ｈａｖａｎａ,釧路市愛国東２丁目１５－１６  アイランドビル３F-B,釧路市愛国東２丁目１５－１６,アイランドビル３F－B,  ,中谷一美,  ,  , ,,  ,2021.12.7,2021.12.7,7-488,,22,スナック　Ｈａｖａｎａ,0154,,,,,釧路市愛国東２丁目１５－１６,北海道釧路市愛国東２丁目１５－１６,アイランドビル３F－B,9320,1,1206,愛国東２,,2021/12/07,2021/12/07,,,,中谷一美   ,, ,,,,,,,7-488,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,スナックＨａｖａｎａ93201206,1d65716f-9d3b-48ff-9b0b-c2d93d839da3,,personal,fe0207c2-8854-4d58-aef3-e5e048dc2936,2021/12/07,スナック　Ｈａｖａｎａ,スナックＨａｖａｎａ,
許可,飲食店営業,武士道,釧路市愛国東１丁目３６番９号  １F店舗,釧路市愛国東１丁目３６番９号,１F店舗,,白井武司,  ,  , ,,  ,2021.12.7,2021.12.7,7-489,,22,武士道,0154,,,,,釧路市愛国東１丁目３６番９号,北海道釧路市愛国東１丁目３６番９号,１F店舗,9319,1,1206,愛国東１,,2021/12/07,2021/12/07,,,,白井武司   ,, ,,,,,,,7-489,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,武士道93191206,753d67ef-81f2-4cb2-a76c-a40da993655d,,personal,b752ac03-21a8-4ecc-bd2c-46abd81f4155,2021/12/07,武士道,武士道,
許可,飲食店営業,ルナトゥルース,釧路市末広町５丁目１３番地  オリエンタルプラザ６Ｆ,釧路市末広町５丁目１３番地, オリエンタルプラザ６Ｆ,,合同会社ルナ企画,佐藤真弓,釧路市川北町２番２８号 ,釧路市川北町２番２８号, ,0154-25-8424,2021.12.7,2021.12.7,7-490,,22,ルナトゥルース,0154,,,,,釧路市末広町５丁目１３番地,北海道釧路市末広町５丁目１３番地, オリエンタルプラザ６Ｆ,9167,1,1206,末広町５,,2021/12/07,2021/12/07,,,合同会社ルナ企画,佐藤真弓,0154-25-8424,釧路市川北町２番２８号,北海道釧路市川北町２番２８号, ,9047,北海道,釧路市,川北町,7-490,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ルナトゥルス91671206,2a113f6b-d8ec-48c6-97dc-da3e796fd25f,合同会社ルナ企画9047,19af1ecc-a3b4-4211-ab54-572369266350,6b5aa67e-4e15-41b1-8ee8-c22f4d69d067,2021/12/07,ルナトゥルース,ルナトゥルス,合同会社ルナ企画
届出,弁当販売業,道立標茶高校　売店,川上郡標茶町常盤１０－１  道立標茶高校,川上郡標茶町常盤１０－１,道立標茶高校,015-485-2001,三本雅一,  ,  , ,,  ,,2021.12.6,,,22,道立標茶高校　売店,015,015-485-2001,,,,川上郡標茶町常盤１０－１,北海道川上郡標茶町常盤１０－１,道立標茶高校,22491,1,1664,常盤１０,,,2021/12/06,,,,三本雅一   ,, ,,,,,,,,,弁当販売業,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,581,5811,道立標茶高校売店015-485-2001224911664,76530665-09db-40d5-ae04-b8dbca50794c,,personal,9c9d061e-2605-490c-9b77-acaf660cc235,2021/12/06,道立標茶高校　売店,道立標茶高校売店,
届出,弁当販売業,町立病院売店　三本販売店,川上郡標茶町開運４－１  町立病院内,川上郡標茶町開運４－１,町立病院内,015-485-2135,三本雅一,  ,  , ,,  ,,2021.12.6,,,22,町立病院売店　三本販売店,015,015-485-2135,,,,川上郡標茶町開運４－１,北海道川上郡標茶町開運４－１,町立病院内,22467,1,1664,開運４,,,2021/12/06,,,,三本雅一   ,, ,,,,,,,,,弁当販売業,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,58,581,5811,町立病院売店三本販売店015-485-2135224671664,8176946d-0561-477e-855f-8b7bf7e5a5d8,,personal,d154a44a-c2c9-4fda-8ca8-b6c67a1899b0,2021/12/06,町立病院売店　三本販売店,町立病院売店三本販売店,
届出,集団給食施設,保育園キッズランド,釧路市文苑１丁目２２番１７号  ,釧路市文苑１丁目２２番１７号, ,0154-38-6617,（株）キッズランド,芦田泰子,釧路市文苑1丁目22番17号 ,釧路市文苑１丁目２２番１７号, ,0154-38-6617,,2021.12.6,,,22,保育園キッズランド,0154,0154-38-6617,,,,釧路市文苑１丁目２２番１７号,北海道釧路市文苑１丁目２２番１７号, ,9341,1,1206,文苑１,,,2021/12/06,,,（株）キッズランド,芦田泰子,0154-38-6617,釧路市文苑１丁目２２番１７号,北海道釧路市文苑１丁目２２番１７号, ,9341,北海道,釧路市,文苑１,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,保育園キッズランド0154-38-661793411206,40b1e149-9876-44db-b84d-ee4a936db598,株式会社キッズランド9341,2bcc486f-cf4f-46f4-ac04-127649192f02,0c5a579f-7bb4-4062-a2b8-a31af34e3f3e,2021/12/06,保育園キッズランド,保育園キッズランド,株式会社キッズランド
届出,集団給食施設,厚岸町学校給食センター,厚岸郡厚岸町白浜３丁目１番地  ,厚岸郡厚岸町白浜３丁目１番地 ,,0153-53-2065,厚岸町,若狭靖,厚岸郡厚岸町真栄３丁目１番地 ,厚岸郡厚岸町真栄３丁目１番地 ,,0153-52-3131,,2021.12.3,,,22,厚岸町学校給食センター,0153,0153-53-2065,,,,厚岸郡厚岸町白浜３丁目１番地 ,北海道厚岸郡厚岸町白浜３丁目１番地,,22821,1,1662,白浜３,,,2021/12/03,,,厚岸町,若狭靖,0153-52-3131,厚岸郡厚岸町真栄３丁目１番地 ,北海道厚岸郡厚岸町真栄３丁目１番地,,22837,北海道,厚岸郡厚岸町,真栄３,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,厚岸町学校給食センタ0153-53-2065228211662,3181ee31-24e5-42dd-a864-f5ff237a8b3f,22837,f0f35f9f-71d0-4a15-89a4-e93fc0b5d081,7fa6c88b-b710-4591-8e61-115046de48f5,2021/12/03,厚岸町学校給食センター,厚岸町学校給食センタ,
届出,集団給食施設,弟子屈町学校給食センター,川上郡弟子屈町美里１丁目３番２号  ,川上郡弟子屈町美里１丁目３番２号, ,015-482-3204,弟子屈町,徳永哲雄,川上郡弟子屈町中央２丁目３－１ ,川上郡弟子屈町中央２丁目３－１,,015-482-2191,,2021.12.3,,,22,弟子屈町学校給食センター,015,015-482-3204,,,,川上郡弟子屈町美里１丁目３番２号,北海道川上郡弟子屈町美里１丁目３番２号, ,22553,1,1665,美里１,,,2021/12/03,,,弟子屈町,徳永哲雄,015-482-2191,川上郡弟子屈町中央２丁目３－１,北海道川上郡弟子屈町中央２丁目３－１,,22539,北海道,川上郡弟子屈町,中央２,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,弟子屈町学校給食センタ015-482-3204225531665,b0add4c1-0929-4b20-a595-e197e66f9c26,22539,4885eca6-a1fe-47ac-8639-457d83c224b8,58813eda-ba69-44a9-b960-951b99206ec3,2021/12/03,弟子屈町学校給食センター,弟子屈町学校給食センタ,
届出,集団給食施設,北海道教育大学付属義務教育学校,釧路市桜ヶ岡７丁目１２番４８号  ,釧路市桜ヶ岡７丁目１２番４８号, ,0154-91-6373,国立大学北海道教育大学,蛇穴治夫,札幌市北区あいの里５条３丁目１番３号 ,札幌市北区あいの里５条３丁目１番３号, ,011-778-0993,,2021.12.3,,,22,北海道教育大学付属義務教育学校,0154,0154-91-6373,,,,釧路市桜ヶ岡７丁目１２番４８号,北海道釧路市桜が岡７丁目１２番４８号, ,9121,1,1206,桜が岡７,,,2021/12/03,,,国立大学北海道教育大学,蛇穴治夫,011-778-0993,札幌市北区あいの里５条３丁目１番３号,北海道札幌市北区あいの里五条３丁目１番３号, ,2003,北海道,札幌市北区,あいの里五条３,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,北海道教育大学付属義務教育学校0154-91-637391211206,e85dbe5c-cd9d-445e-85fd-e076362069fe,2003,0e85c343-d6a0-447d-975d-e3aa677e9417,b56d99b8-49f6-4be5-b1d0-d0319cb36308,2021/12/03,北海道教育大学付属義務教育学校,北海道教育大学付属義務教育学校,
届出,その他の食料・飲料販売業,ロイヤル釧路店,釧路市貝塚３－４－４－９  ,釧路市貝塚３－４－４－９,,0154-41-1216,（株）ＡＸＥＳＳ,鵜山達矢,札幌市東区北１９条東１９丁目４番２３号 ,札幌市東区北１９条東１９丁目４番２３号, ,011-784-1556,,2021.12.3,,,22,ロイヤル釧路店,0154,0154-41-1216,,,,釧路市貝塚３－４－４－９,北海道釧路市貝塚３－４－４－９,,9032,1,1206,貝塚３,,,2021/12/03,,,（株）ＡＸＥＳＳ,鵜山達矢,011-784-1556,札幌市東区北１９条東１９丁目４番２３号,北海道札幌市東区北十九条東１９丁目４番２３号, ,2395,北海道,札幌市東区,北十九条東１９,,,その他の食料品製造・加工業,(包装),届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,ロイヤル釧路店0154-41-121690321206,294d4158-a665-401e-a7e3-9ea6bcbdce85,株式会社ＡＸＥＳＳ2395,4a20bee2-bd2c-4c35-8480-6757348003d9,b715605b-0aa1-429f-befc-e8c5b42811fb,2021/12/03,ロイヤル釧路店,ロイヤル釧路店,株式会社ＡＸＥＳＳ
届出,集団給食施設,老人保健施設　老健たいよう,釧路市春採７丁目９番８号  ,釧路市春採７丁目９番８号, ,0154-46-7233,社会福祉法人釧路創生会,佐藤幹介,釧路市春採７丁目９番８号 ,釧路市春採７丁目９番８号, ,0154-47-2300,,2021.12.2,,,22,老人保健施設　老健たいよう,0154,0154-46-7233,,,,釧路市春採７丁目９番８号,北海道釧路市春採７丁目９番８号, ,9242,1,1206,春採７,,,2021/12/02,,,社会福祉法人釧路創生会,佐藤幹介,0154-47-2300,釧路市春採７丁目９番８号,北海道釧路市春採７丁目９番８号, ,9242,北海道,釧路市,春採７,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,老人保健施設老健たいよう0154-46-723392421206,d6f9ac76-1e1c-4990-968f-a03671739cec,社会福祉法人釧路創生会9242,c7c55fe5-3452-4327-848f-e4c9b3db8747,428c2cc3-5f5c-4cff-829b-c7c39bbd73d1,2021/12/02,老人保健施設　老健たいよう,老人保健施設老健たいよう,社会福祉法人釧路創生会
届出,集団給食施設,軽費老人ホーム　ケアハウスやまざくら,釧路市桜ヶ岡４丁目９－１  ,釧路市桜ヶ岡４丁目９－１,,0154-92-3939,社会福祉法人釧路創生会,佐藤幹介,釧路市春採７丁目９番８号 ,釧路市春採７丁目９番８号, ,0154-47-2300,,2021.12.2,,,22,軽費老人ホーム　ケアハウスやまざくら,0154,0154-92-3939,,,,釧路市桜ヶ岡４丁目９－１,北海道釧路市桜が岡４丁目９－１,,9118,1,1206,桜が岡４,,,2021/12/02,,,社会福祉法人釧路創生会,佐藤幹介,0154-47-2300,釧路市春採７丁目９番８号,北海道釧路市春採７丁目９番８号, ,9242,北海道,釧路市,春採７,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,軽費老人ホムケアハウスやまざくら0154-92-393991181206,8455f056-acfd-40ba-bab4-766eb4ad9bf6,社会福祉法人釧路創生会9242,c7c55fe5-3452-4327-848f-e4c9b3db8747,94ffca85-1b5e-465c-b74e-0eb4f74b621f,2021/12/02,軽費老人ホーム　ケアハウスやまざくら,軽費老人ホムケアハウスやまざくら,社会福祉法人釧路創生会
届出,集団給食施設,軽費老人ホームケアハウスよねまち,釧路市米町４丁目３－１５  ,釧路市米町４丁目３－１５,,0154-43-3343,社会福祉法人釧路創生会,佐藤幹介,釧路市春採７丁目９番８号 ,釧路市春採７丁目９番８号, ,0154-47-2300,,2021.12.2,,,22,軽費老人ホームケアハウスよねまち,0154,0154-43-3343,,,,釧路市米町４丁目３－１５,北海道釧路市米町４丁目３－１５,,9315,1,1206,米町４,,,2021/12/02,,,社会福祉法人釧路創生会,佐藤幹介,0154-47-2300,釧路市春採７丁目９番８号,北海道釧路市春採７丁目９番８号, ,9242,北海道,釧路市,春採７,,,給食施設,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,軽費老人ホムケアハウスよねまち0154-43-334393151206,a31f7792-5fc5-4cdc-a372-5514178ae75d,社会福祉法人釧路創生会9242,c7c55fe5-3452-4327-848f-e4c9b3db8747,b50ff650-e5c7-4ad6-a3ec-ae18c6786739,2021/12/02,軽費老人ホームケアハウスよねまち,軽費老人ホムケアハウスよねまち,社会福祉法人釧路創生会
