,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海光（株）養老工場,,カイコウ　ヨウロウコウジョウ,岐阜県養老郡養老町柏尾６９７,岐阜県養老郡養老町柏尾６９７,,0584-84-2908,そうざい製造業 そうざい製造業    ,そうざい製造業,そうざい製造業,,,,,,海光株式会社,ｶｲｺｳ,愛知県名古屋市中川区富永３丁目５６,R4.7.15,R4.7.15,R10.5.31,新規,53000817,,西濃保健所,海光（株）養老工場,0584,0584-84-2908,,,,岐阜県養老郡養老町柏尾６９７,岐阜県養老郡養老町柏尾６９７,,109256,岐阜県,養老郡養老町,柏尾,,2022/07/15,2022/07/15,,2028/05/31,海光株式会社,,,愛知県名古屋市中川区富永３丁目５６,愛知県名古屋市中川区富永３丁目５６,,116119,愛知県,名古屋市中川区,富永３,53000817,新規,そうざい製造業,そうざい製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,海光株式会社養老工場,海光株式会社養老工場,海光株式会社,,1,,,,,カイコウ　ヨウロウコウジョウ
ミニストップ　神戸町北一色店,,ミニストップ　ゴウドチョウキタイシキテン,岐阜県安八郡神戸町北一色５８８－３０,岐阜県安八郡神戸町北一色５８８－３０,,0584-27-4177,飲食店営業 コンビニエンスストア    ,飲食店営業,コンビニエンスストア,,,,,,ミニストップ株式会社,ﾐﾆｽﾄｯﾌﾟｶﾌﾞｼｷｶﾞｲｼｬ,千葉県千葉市美浜区中瀬１丁目５－１,R4.7.8,R4.7.8,R9.8.31,新規,53000818,,西濃保健所,ミニストップ　神戸町北一色店,0584,0584-27-4177,,,,岐阜県安八郡神戸町北一色５８８－３０,岐阜県安八郡神戸町北一色５８８－３０,,109358,岐阜県,安八郡神戸町,北一色,,2022/07/08,2022/07/08,,2027/08/31,ミニストップ株式会社,,,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,53000818,新規,飲食店営業,コンビニエンスストア,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ミニストップ　神戸町北一色店,ミニストップ神戸町北一色店,ミニストップ株式会社,ミニストップ,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ミニストップ　ゴウドチョウキタイシキテン
カフェ‐レスト　ｎｉｃｏ,,カフェレスト　ニコ,岐阜県大垣市上石津町一之瀬１２３５－１,岐阜県大垣市上石津町一之瀬１２３５－１,,090-6587-0053,飲食店営業 レストラン    ,飲食店営業,レストラン,,,,,,村山　英樹,ﾑﾗﾔﾏ ﾋﾃﾞｷ,,R4.7.8,R4.7.8,R10.5.31,新規,53000819,,西濃保健所,カフェ‐レスト　ｎｉｃｏ,0584,090-6587-0053,,,,岐阜県大垣市上石津町一之瀬１２３５－１,岐阜県大垣市上石津町一ノ瀬１２３５－１,,105685,岐阜県,大垣市,上石津町一ノ瀬,,2022/07/08,2022/07/08,,2028/05/31,,村山　英樹,,,,,,,,,53000819,新規,飲食店営業,レストラン,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,カフェ－レスト　ｎｉｃｏ,カフェレストｎｉｃｏ,,,1,,,,,カフェレスト　ニコ
ＤＥＥＰ,,ディープ,岐阜県大垣市本町１丁目９　ラ・ビレット１２ビル１階貸店舗,岐阜県大垣市本町１丁目９,ラ・ビレット１２ビル１階貸店舗,080-3461-6200,飲食店営業 バー    ,飲食店営業,バー,,,,,,奥田　美香,ｵｸﾀﾞ ﾐｶ,,R4.7.8,R4.7.8,R9.11.30,新規,53000820,,西濃保健所,ＤＥＥＰ,0584,080-3461-6200,,,,岐阜県大垣市本町１丁目９,岐阜県大垣市本町１丁目９,ラ・ビレット１２ビル１階貸店舗,105575,岐阜県,大垣市,本町１,,2022/07/08,2022/07/08,,2027/11/30,,奥田　美香,,,,,,,,,53000820,新規,飲食店営業,バー,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＤＥＥＰ,ＤＥＥＰ,,,1,,,,,ディープ
谷そばの会,,タニソバノカイ,岐阜県不破郡垂井町岩手１０９１－２　（谷転作研修所内）,岐阜県不破郡垂井町岩手１０９１－２,（谷転作研修所内）,0584-24-0227,麺類製造業 麺類製造業    ,麺類製造業,麺類製造業,,,,,,髙木　隆雄,ﾀｶｷﾞ ﾀｶｵ,,R4.7.20,R4.7.20,R9.8.31,新規,53000824,,西濃保健所,谷そばの会,0584,0584-24-0227,,,,岐阜県不破郡垂井町岩手１０９１－２,岐阜県不破郡垂井町岩手１０９１－２,（谷転作研修所内）,109311,岐阜県,不破郡垂井町,岩手,,2022/07/20,2022/07/20,,2027/08/31,,髙木　隆雄,,,,,,,,,53000824,新規,麺類製造業,麺類製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,谷そばの会,谷そばの会,,,1,,,,,タニソバノカイ
ローソン垂井町追分,,ローソンタルイチョウオイワケ,岐阜県不破郡垂井町垂井２２７６－２,岐阜県不破郡垂井町垂井２２７６－２,,0584-23-5900,飲食店営業 コンビニエンスストア    ,飲食店営業,コンビニエンスストア,,,,,,筒井　知次,ﾂﾂｲ ﾄﾓﾂｸﾞ,,R4.7.20,R4.7.20,R9.8.31,新規,53000829,,西濃保健所,ローソン垂井町追分,0584,0584-23-5900,,,,岐阜県不破郡垂井町垂井２２７６－２,岐阜県不破郡垂井町垂井２２７６－２,,109306,岐阜県,不破郡垂井町,,,2022/07/20,2022/07/20,,2027/08/31,,筒井　知次,,,,,,,,,53000829,新規,飲食店営業,コンビニエンスストア,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ローソン垂井町追分,ロソン垂井町追分,,ローソン,1,宿泊業，飲食サービス業,飲食店,その他の飲食店,お好み焼・焼きそば・たこ焼店,ローソンタルイチョウオイワケ
ファミリーマート神戸川西店,,ファミリーマートゴウドカワニシテン,岐阜県安八郡神戸町川西４６－３,岐阜県安八郡神戸町川西４６－３,,0584-28-0300,飲食店営業 コンビニエンスストア    ,飲食店営業,コンビニエンスストア,,,,,,株式会社ケィティー,ｹｨﾃｨｰ,岐阜県安八郡神戸町川西字大道西４６－３,R4.7.20,R4.7.20,R9.8.31,新規,53000836,,西濃保健所,ファミリーマート神戸川西店,0584,0584-28-0300,,,,岐阜県安八郡神戸町川西４６－３,岐阜県安八郡神戸町川西４６－３,,109357,岐阜県,安八郡神戸町,川西,,2022/07/20,2022/07/20,,2027/08/31,株式会社ケィティー,,,岐阜県安八郡神戸町川西字大道西４６－３,岐阜県安八郡神戸町川西字大道西４６－３,,109357,岐阜県,安八郡神戸町,川西,53000836,新規,飲食店営業,コンビニエンスストア,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ファミリーマート神戸川西店,ファミリマト神戸川西店,株式会社ケィティー,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマートゴウドカワニシテン
ＲＥＣＡＭＰ養老　バーベキューエリア,,リキャンプ　ヨウロウ　バーベキューエリア,岐阜県養老郡養老町高林１２９８－２,岐阜県養老郡養老町高林１２９８－２,,090-1698-7027,飲食店営業 その他    ,飲食店営業,その他,,,,,ＢＢＱ場,株式会社Ｒｅｃａｍｐ,ｶﾌﾞｼｷｶﾞｲｼｬ ﾘｷｬﾝﾌﾟ,東京都目黒区中目黒３丁目３－２,R4.7.14,R4.7.14,R10.5.31,新規,53000848,,西濃保健所,ＲＥＣＡＭＰ養老　バーベキューエリア,0584,090-1698-7027,,,,岐阜県養老郡養老町高林１２９８－２,岐阜県養老郡養老町高林１２９８－２,,109272,岐阜県,養老郡養老町,高林,,2022/07/14,2022/07/14,,2028/05/31,株式会社Ｒｅｃａｍｐ,,,東京都目黒区中目黒３丁目３－２,東京都目黒区中目黒３丁目３－２,,73936,東京都,目黒区,中目黒３,53000848,新規,飲食店営業,その他 ＢＢＱ場,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＲＥＣＡＭＰ養老　バーベキューエリア,ＲＥＣＡＭＰ養老バベキュエリア,株式会社Ｒｅｃａｍｐ,,1,,,,,リキャンプ　ヨウロウ　バーベキューエリア
安部商店,,アンベショウテン,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,0584-35-1923,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社ふなやす,ﾌﾅﾔｽ,岐阜県養老郡養老町釜段６９９,R4.7.14,R4.7.14,R10.5.31,新規,53000849,,西濃保健所,安部商店,0584,0584-35-1923,,,,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,109258,岐阜県,養老郡養老町,釜段,,2022/07/14,2022/07/14,,2028/05/31,株式会社ふなやす,,,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,109258,岐阜県,養老郡養老町,釜段,53000849,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,安部商店,安部商店,株式会社ふなやす,,2,,,,,アンベショウテン
ドトールコーヒーショップ養老サービスエリア下り店,,ドトールコーヒーショップヨウロウサービスエリアクダリテン,岐阜県養老郡養老町橋爪１４７７,岐阜県養老郡養老町橋爪１４７７,,,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社ドトールコーヒー,ﾄﾞﾄｰﾙｺｰﾋｰ,東京都渋谷区神南１丁目１０－１,R4.7.14,R4.7.14,R10.5.31,新規,53000850,,西濃保健所,ドトールコーヒーショップ養老サービスエリア下り店,0584,,,,,岐阜県養老郡養老町橋爪１４７７,岐阜県養老郡養老町橋爪１４７７,,109280,岐阜県,養老郡養老町,橋爪,,2022/07/14,2022/07/14,,2028/05/31,株式会社ドトールコーヒー,,,東京都渋谷区神南１丁目１０－１,東京都渋谷区神南１丁目１０－１,,74506,東京都,渋谷区,神南１,53000850,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ドトールコーヒーショップ養老サービスエリア下り店,ドトルコヒショップ養老サビスエリア下り店,株式会社ドトールコーヒー,ドトールコーヒーショップ,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,ドトールコーヒーショップヨウロウサービスエリアクダリテン
和菓子処　尾張屋本店　安八店,,オワリヤホンテンアンパチテン,岐阜県安八郡安八町大明神４３５－１,岐阜県安八郡安八町大明神４３５－１,,0584-64-4558,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,河合　信吉,ｶﾜｲﾉﾌﾞﾖｼ,,R4.7.20,R4.7.20,R9.8.31,新規,53000853,,西濃保健所,和菓子処　尾張屋本店　安八店,0584,0584-64-4558,,,,岐阜県安八郡安八町大明神４３５－１,岐阜県安八郡安八町大明神４３５－１,,109338,岐阜県,安八郡安八町,大明神,,2022/07/20,2022/07/20,,2027/08/31,,河合　信吉,,,,,,,,,53000853,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,和菓子処　尾張屋本店　安八店,和菓子処尾張屋本店安八店,,,1,,,,,オワリヤホンテンアンパチテン
台湾料理　吉祥,,タイワンリョウリ　キッショウ,岐阜県安八郡安八町東結２２５－１,岐阜県安八郡安八町東結２２５－１,,0584-62-3858,飲食店営業 中華料理    ,飲食店営業,中華料理,,,,,,小原　美恵,ｵﾊﾞﾗ ﾐｴ,,R4.7.20,R4.7.20,R9.8.31,新規,53000856,,西濃保健所,台湾料理　吉祥,0584,0584-62-3858,,,,岐阜県安八郡安八町東結２２５－１,岐阜県安八郡安八町東結２２５－１,,109342,岐阜県,安八郡安八町,東結,,2022/07/20,2022/07/20,,2027/08/31,,小原　美恵,,,,,,,,,53000856,新規,飲食店営業,中華料理,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,台湾料理　吉祥,台湾料理吉祥,,,1,,,,,タイワンリョウリ　キッショウ
カリスハートピア安八店,,カリスハートピアアンパチテン,岐阜県安八郡安八町氷取３０,岐阜県安八郡安八町氷取３０,,0584-63-1515,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,伊藤　敏徳,ｲﾄｳ ﾄｼﾉﾘ,,R4.7.20,R4.7.20,R9.8.31,新規,53000859,,西濃保健所,カリスハートピア安八店,0584,0584-63-1515,,,,岐阜県安八郡安八町氷取３０,岐阜県安八郡安八町氷取３０,,109335,岐阜県,安八郡安八町,氷取,,2022/07/20,2022/07/20,,2027/08/31,,伊藤　敏徳,,,,,,,,,53000859,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,カリスハートピア安八店,カリスハトピア安八店,,,1,,,,,カリスハートピアアンパチテン
能登,,ノト,岐阜県安八郡神戸町神戸字大円坊１１６８－１ピアニー神戸１階１０５号室,岐阜県安八郡神戸町神戸字大円坊１１６８－１,ピアニー神戸１階１０５号室,0584-27-8118,飲食店営業 居酒屋    ,飲食店営業,居酒屋,,,,,,石﨑　友浩,ｲｼｻﾞｷ ﾄﾓﾋﾛ,,R4.7.20,R4.7.20,R9.8.31,新規,53000863,,西濃保健所,能登,0584,0584-27-8118,,,,岐阜県安八郡神戸町神戸字大円坊１１６８－１,岐阜県安八郡神戸町神戸字大円坊１１６８－１,ピアニー神戸１階１０５号室,109359,岐阜県,安八郡神戸町,神戸,,2022/07/20,2022/07/20,,2027/08/31,,石﨑　友浩,,,,,,,,,53000863,新規,飲食店営業,居酒屋,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,能登,能登,,,1,,,,,ノト
セブン‐イレブン神戸町役場前店,,セブンイレブンゴウドチョウヤクバマエテン,岐阜県安八郡神戸町神戸１１２５－１,岐阜県安八郡神戸町神戸１１２５－１,,0584-27-8655,飲食店営業 コンビニエンスストア    ,飲食店営業,コンビニエンスストア,,,,,,株式会社売売堂,ｳﾘｳﾘﾄﾞｳ,岐阜県大垣市赤坂新町１丁目１２‐１,R4.7.20,R4.7.20,R9.8.31,新規,53000866,,西濃保健所,セブン‐イレブン神戸町役場前店,0584,0584-27-8655,,,,岐阜県安八郡神戸町神戸１１２５－１,岐阜県安八郡神戸町神戸１１２５－１,,109359,岐阜県,安八郡神戸町,神戸,,2022/07/20,2022/07/20,,2027/08/31,株式会社売売堂,,,岐阜県大垣市赤坂新町１丁目１２‐１,岐阜県大垣市赤坂新町１丁目１２－１,,105104,岐阜県,大垣市,赤坂新町１,53000866,新規,飲食店営業,コンビニエンスストア,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン神戸町役場前店,セブンイレブン神戸町役場前店,株式会社売売堂,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,セブンイレブンゴウドチョウヤクバマエテン
魚国総本社．岐阜２４１７４１,,ウオクニソウホンシャギフ,岐阜県安八郡神戸町末守大字五条町１１２０－１イビデン株式会社,岐阜県安八郡神戸町末守大字五条町１１２０－１,イビデン株式会社,0584-27-5551,飲食店営業 給食（事業所）    ,飲食店営業,給食（事業所）,,,,,,株式会社魚国総本社,ｳｵｸﾆｿｳﾎﾝｼｬ,大阪府大阪市中央区道修町１丁目６－１９,R4.7.20,R4.7.20,R9.8.31,新規,53000868,,西濃保健所,魚国総本社．岐阜２４１７４１,0584,0584-27-5551,,,,岐阜県安八郡神戸町末守大字五条町１１２０－１,岐阜県安八郡神戸町末守五条町１１２０－１,イビデン株式会社,109365,岐阜県,安八郡神戸町,末守,,2022/07/20,2022/07/20,,2027/08/31,株式会社魚国総本社,,,大阪府大阪市中央区道修町１丁目６－１９,大阪府大阪市中央区道修町１丁目６－１９,,156065,大阪府,大阪市中央区,道修町１,53000868,新規,飲食店営業,給食（事業所）,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,魚国総本社．岐阜２４１７４１,魚国総本社岐阜２４１７４１,株式会社魚国総本社,,1,,,,,ウオクニソウホンシャギフ
らーめんまるはち　大垣店,,ラーメンマルハチ,岐阜県大垣市楽田町７丁目５３－１,岐阜県大垣市楽田町７丁目５３－１,,,飲食店営業 めん類食堂    ,飲食店営業,めん類食堂,,,,,,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,ﾏﾙﾊﾁ,愛知県小牧市間々原新田１９００－１,R4.7.19,R4.7.19,R9.11.30,新規,53000869,,西濃保健所,らーめんまるはち　大垣店,0584,,,,,岐阜県大垣市楽田町７丁目５３－１,岐阜県大垣市楽田町７丁目５３－１,,105260,岐阜県,大垣市,楽田町７,,2022/07/19,2022/07/19,,2027/11/30,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,,,愛知県小牧市間々原新田１９００－１,愛知県小牧市間々原新田１９００－１,,127387,愛知県,小牧市,間々原新田,53000869,新規,飲食店営業,めん類食堂,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,らーめんまるはち　大垣店,らめんまるはち大垣店,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,,2,,,,,ラーメンマルハチ
らーめんまるはち　大垣店,,ラーメンマルハチ,岐阜県大垣市楽田町７丁目５３－１,岐阜県大垣市楽田町７丁目５３－１,,,そうざい製造業 そうざい製造業    ,そうざい製造業,そうざい製造業,,,,,,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,ﾏﾙﾊﾁ,愛知県小牧市間々原新田１９００－１,R4.7.19,R4.7.19,R9.11.30,新規,53000870,,西濃保健所,らーめんまるはち　大垣店,0584,,,,,岐阜県大垣市楽田町７丁目５３－１,岐阜県大垣市楽田町７丁目５３－１,,105260,岐阜県,大垣市,楽田町７,,2022/07/19,2022/07/19,,2027/11/30,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,,,愛知県小牧市間々原新田１９００－１,愛知県小牧市間々原新田１９００－１,,127387,愛知県,小牧市,間々原新田,53000870,新規,そうざい製造業,そうざい製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,らーめんまるはち　大垣店,らめんまるはち大垣店,株式会社ＭＡＲＵＨＡＣＨＩ．ＧＲＯＵＰ,,2,,,,,ラーメンマルハチ
柏屋つちや,,カシワヤツチヤ,岐阜県大垣市築捨町５丁目１１９－２,岐阜県大垣市築捨町５丁目１１９－２,,,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,合同会社柏屋つちや,ｺﾞｳﾄﾞｳｶﾞｲｼｬｶｼﾜﾔﾂﾁﾔ,岐阜県大垣市美和町１７６６,R4.7.15,R4.7.15,R10.2.29,新規,53000873,,西濃保健所,柏屋つちや,0584,,,,,岐阜県大垣市築捨町５丁目１１９－２,岐阜県大垣市築捨町５丁目１１９－２,,105435,岐阜県,大垣市,築捨町５,,2022/07/15,2022/07/15,,2028/02/29,合同会社柏屋つちや,,,岐阜県大垣市美和町１７６６,岐阜県大垣市美和町１７６６,,105619,岐阜県,大垣市,美和町,53000873,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,柏屋つちや,柏屋つちや,合同会社柏屋つちや,,1,,,,,カシワヤツチヤ
イビデン（大成建設）大垣売店,,イビデン　タイセイケンセツ　オオガキバイテン,岐阜県大垣市河間町３丁目１５－１,岐阜県大垣市河間町３丁目１５－１,,,飲食店営業 給食（事業所）    ,飲食店営業,給食（事業所）,,,,,,アサヒフード株式会社,ｱｻﾋﾌｰﾄﾞ,栃木県宇都宮市越戸４丁目３－３３,R4.7.20,R4.7.20,R9.11.30,新規,53000875,,西濃保健所,イビデン（大成建設）大垣売店,0584,,,,,岐阜県大垣市河間町３丁目１５－１,岐阜県大垣市河間町３丁目１５－１,,105264,岐阜県,大垣市,河間町３,,2022/07/20,2022/07/20,,2027/11/30,アサヒフード株式会社,,,栃木県宇都宮市越戸４丁目３－３３,栃木県宇都宮市越戸４丁目３－３３,,57817,栃木県,宇都宮市,越戸４,53000875,新規,飲食店営業,給食（事業所）,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,イビデン（大成建設）大垣売店,イビデン大成建設大垣売店,アサヒフード株式会社,,1,,,,,イビデン　タイセイケンセツ　オオガキバイテン
ロータス　ケアセンター大垣,,ロータスケアセンターオオガキ,岐阜県大垣市禾森町５丁目８,岐阜県大垣市禾森町５丁目８,,,飲食店営業 給食（社会福祉施設）    ,飲食店営業,給食（社会福祉施設）,,,,,,ｉｄｅａ　ｆｏｏｄ　ｓｔｙｌｅ株式会社,ｲﾃﾞｱﾌｰﾄﾞｽﾀｲﾙ,愛知県額田郡幸田町大字深溝字内池田２－３,R4.7.25,R4.7.25,R10.2.29,新規,53000877,,西濃保健所,ロータス　ケアセンター大垣,0584,,,,,岐阜県大垣市禾森町５丁目８,岐阜県大垣市禾森町５丁目８,,105497,岐阜県,大垣市,禾森町５,,2022/07/25,2022/07/25,,2028/02/29,ｉｄｅａ　ｆｏｏｄ　ｓｔｙｌｅ株式会社,,,愛知県額田郡幸田町大字深溝字内池田２－３,愛知県額田郡幸田町深溝字内池田２－３,,134851,愛知県,額田郡幸田町,深溝,53000877,新規,飲食店営業,給食（社会福祉施設）,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ロータス　ケアセンター大垣,ロタスケアセンタ大垣,ｉｄｅａ　ｆｏｏｄ　ｓｔｙｌｅ株式会社,,1,,,,,ロータスケアセンターオオガキ
渡邉ファーム,,ワタナベファーム,岐阜県海津市海津町五町１,岐阜県海津市海津町五町１,,0584-53-1822,漬物製造業 浅漬け    ,漬物製造業,浅漬け,,,,,,渡邉　友子,ﾜﾀﾅﾍﾞ ﾄﾓｺ,,R4.7.29,R4.7.29,R10.5.31,新規,53000881,,西濃保健所,渡邉ファーム,0584,0584-53-1822,,,,岐阜県海津市海津町五町１,岐阜県海津市海津町五町１,,109008,岐阜県,海津市,海津町五町,,2022/07/29,2022/07/29,,2028/05/31,,渡邉　友子,,,,,,,,,53000881,新規,漬物製造業,浅漬け,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,渡邉ファーム,渡邉ファム,,,1,,,,,ワタナベファーム
テーブルファン,,テーブルファン,岐阜県揖斐郡大野町加納１２１５,岐阜県揖斐郡大野町加納１２１５,,09066452409,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,店舗,有限会社ベリーズ,ﾕｳｹﾞﾝｶﾞｲｼｬﾍﾞﾘｰｽﾞ,岐阜県揖斐郡大野町加納１２１５,R4.7.5,R4.7.5,R10.5.31,新規,55000178,,西濃保健所,テーブルファン,0585,09066452409,,,,岐阜県揖斐郡大野町加納１２１５,岐阜県揖斐郡大野町加納１２１５,,109502,岐阜県,揖斐郡大野町,加納,,2022/07/05,2022/07/05,,2028/05/31,有限会社ベリーズ,,,岐阜県揖斐郡大野町加納１２１５,岐阜県揖斐郡大野町加納１２１５,,109502,岐阜県,揖斐郡大野町,加納,55000178,新規,菓子製造業,菓子製造業 店舗,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,テーブルファン,テブルファン,有限会社ベリーズ,,1,,,,,テーブルファン
株式会社キィポーション本社第三工場,,カブシキカイシャキイポーションホンシャダイサンコウジョウ,岐阜県揖斐郡池田町揖斐郡池田町八幡２８０３－１,岐阜県揖斐郡池田町揖斐郡池田町八幡２８０３－１,,0585455552,食品の小分け業 食品の小分け業    ,食品の小分け業,食品の小分け業,,,,,,株式会社キィポーション,ｶﾌﾞｼｷｶｲｼｬｷｨﾎﾟｰｼｮﾝ,岐阜県揖斐郡池田町八幡６２１－７,R4.7.27,R4.7.27,R9.11.30,新規,55000180,,西濃保健所,株式会社キィポーション本社第三工場,,-058545-5552,,,,岐阜県揖斐郡池田町揖斐郡池田町八幡２８０３－１,岐阜県揖斐郡池田町揖斐郡池田町八幡２８０３－１,,109398,岐阜県,揖斐郡池田町,,,2022/07/27,2022/07/27,,2027/11/30,株式会社キィポーション,,,岐阜県揖斐郡池田町八幡６２１－７,岐阜県揖斐郡池田町八幡６２１－７,,109424,岐阜県,揖斐郡池田町,八幡,55000180,新規,食品の小分け業,食品の小分け業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,卸売業，小売業,飲食料品小売業,食料・飲料卸売業,その他の食料・飲料卸売業,,,,,,,株式会社キィポーション本社第三工場,株式会社キィポション本社第三工場,株式会社キィポーション,,1,,,,,カブシキカイシャキイポーションホンシャダイサンコウジョウ
エコピア平成　加工所,,エコピアヘイセイカコウジョ,岐阜県関市中之保５７５８,岐阜県関市中之保５７５８,,,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,株式会社エコピア平成,ｴｺﾋﾟｱﾍｲｾｲ,岐阜県関市下之保２５０３－２,R4.7.5,R4.7.5,R9.8.31,新規,56000318,,関保健所,エコピア平成　加工所,0575,,,,,岐阜県関市中之保５７５８,岐阜県関市中ノ保５７５８,,106841,岐阜県,関市,中ノ保,,2022/07/05,2022/07/05,,2027/08/31,株式会社エコピア平成,,,岐阜県関市下之保２５０３－２,岐阜県関市下ノ保２５０３－２,,106839,岐阜県,関市,下ノ保,56000318,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,エコピア平成　加工所,エコピア平成加工所,株式会社エコピア平成,,1,,,,,エコピアヘイセイカコウジョ
