https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,18061,,灯の回廊　牧深山のともしび,上越市牧区池舟２　,木草庵前,025-533-5603,,牧まちづくり実行委員会,会長　梨本　正昭,新潟県上越市牧区田島７０５－１０,,025-533-5151,,,⑥ 弁当販売業,,,,0,0,,2022年02月24日,,,,,,,,,163,灯の回廊　牧深山のともしび,025,025-533-5603,,,,上越市牧区池舟２　,新潟県上越市牧区池舟２,木草庵前,89248,15,15222,牧区池舟,2022/02/24,,,,,牧まちづくり実行委員会 ,会長　梨本　正昭,025-533-5151,新潟県上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,,89271,新潟県,上越市,牧区田島,,新規,弁当販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,灯の回廊牧深山のともしび025-533-56038924815222,0988742f-bfa4-4546-b8d7-a0b166e5a410,牧まちづくり実行委員会　89271,ba8bfa72-7602-44b1-b146-a53bf548aa5e,2a13103b-51e3-464d-8889-7a350a7382d3,2022/02/24,灯の回廊　牧深山のともしび,灯の回廊牧深山のともしび,牧まちづくり実行委員会　
法人,新規,18062,,灯の回廊　牧深山のともしび,上越市牧区田島７０５－１０,牧コミュニティプラザ前広場,025-533-5151,,牧まちづくり実行委員会,会長　梨本　正昭,新潟県上越市牧区田島７０５－１０,,025-533-5151,,,⑥ 弁当販売業,,,,0,0,,2022年02月24日,,,,,,,,,163,灯の回廊　牧深山のともしび,025,025-533-5151,,,,上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,牧コミュニティプラザ前広場,89271,15,15222,牧区田島,2022/02/24,,,,,牧まちづくり実行委員会 ,会長　梨本　正昭,025-533-5151,新潟県上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,,89271,新潟県,上越市,牧区田島,,新規,弁当販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,灯の回廊牧深山のともしび025-533-51518927115222,d08c4edc-28e5-4c35-bf15-aa48b25f3a1b,牧まちづくり実行委員会　89271,ba8bfa72-7602-44b1-b146-a53bf548aa5e,88485a3e-2507-4959-b144-a02832341272,2022/02/24,灯の回廊　牧深山のともしび,灯の回廊牧深山のともしび,牧まちづくり実行委員会　
個人,新規,18080,,峯村　正文,上越市頸城区中柳町５０,,025-530-3478,峯村　正文,,,,,,,,⑨ 通信販売・訪問販売による販売業,,,,0,0,,2022年02月28日,,,,,,,,,163,峯村　正文,025,025-530-3478,,,,上越市頸城区中柳町５０,新潟県上越市頸城区中柳町５０,,89137,15,15222,頸城区中柳町,2022/02/28,,,,,,峯村　正文  ,,,,,,,,,,新規,通信販売・訪問販売による販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,61,611,,峯村正文025-530-34788913715222,43efd6cc-551d-4b67-896a-2e17d5c1c68c,,personal,0d7db7b7-f04e-4190-82df-e140e3d21d3c,2022/02/28,峯村　正文,峯村正文,
法人,新規,2819,,株式会社　杉田味噌醸造場,上越市本町４丁目３番１６号,,025-525-2512,,株式会社　　杉田味噌醸造場,代表取締役　杉田　文子,上越市本町４丁目３番１６号,,025-525-2512,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月10日,,,,,,,,,163,株式会社　杉田味噌醸造場,025,025-525-2512,,,,上越市本町４丁目３番１６号,新潟県上越市本町４丁目３番１６号,,88785,15,15222,本町４,2022/02/10,,,,,株式会社　　杉田味噌醸造場, 代表取締役　杉田　文子,025-525-2512,上越市本町４丁目３番１６号,新潟県上越市本町４丁目３番１６号,,88785,新潟県,上越市,本町４,,新規,食料品販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,株式会社杉田味噌醸造場025-525-25128878515222,a538396d-e41d-4884-b83e-7c40b2316cfb,株式会社　杉田味噌醸造場88785,2109a0bd-de63-4531-bec5-f6bccad3dba8,32a579c6-73d0-442f-9e09-133ac0dad0bd,2022/02/10,株式会社杉田味噌醸造場,株式会社杉田味噌醸造場,株式会社　杉田味噌醸造場
個人,新規,18059,,無印良品直江津（つながる市）,上越市西本町３－８－８,直江津ショッピングセンター エルマール２F,025-520-7591,藤岡　あかね,,,,,,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月10日,,,,,,,,,163,無印良品直江津（つながる市）,025,025-520-7591,,,,上越市西本町３－８－８,新潟県上越市西本町３－８－８,直江津ショッピングセンター エルマール２F,88745,15,15222,西本町３,2022/02/10,,,,,,藤岡　あかね  ,,,,,,,,,,新規,食料品販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,無印良品直江津つながる市025-520-75918874515222,ee157816-b203-4979-a5c4-536299b6f64d,,personal,37513ef5-d32c-4d34-8b64-f3fba36e0c84,2022/02/10,無印良品直江津（つながる市）,無印良品直江津つながる市,
法人,新規,18061,,灯の回廊　牧深山のともしび,上越市牧区池舟２　,木草庵前,025-533-5603,,牧まちづくり実行委員会,会長　梨本　正昭,新潟県上越市牧区田島７０５－１０,,025-533-5151,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月24日,,,,,,,,,163,灯の回廊　牧深山のともしび,025,025-533-5603,,,,上越市牧区池舟２　,新潟県上越市牧区池舟２,木草庵前,89248,15,15222,牧区池舟,2022/02/24,,,,,牧まちづくり実行委員会,会長　梨本　正昭,025-533-5151,新潟県上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,,89271,新潟県,上越市,牧区田島,,新規,食料品販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,灯の回廊牧深山のともしび025-533-56038924815222,0988742f-bfa4-4546-b8d7-a0b166e5a410,牧まちづくり実行委員会89271,ba8bfa72-7602-44b1-b146-a53bf548aa5e,9aa6db34-958d-4e6e-a2ea-41e7efd90b9d,2022/02/24,灯の回廊　牧深山のともしび,灯の回廊牧深山のともしび,牧まちづくり実行委員会
法人,新規,18062,,灯の回廊　牧深山のともしび,上越市牧区田島７０５－１０,牧コミュニティプラザ前広場,025-533-5151,,牧まちづくり実行委員会,会長　梨本　正昭,新潟県上越市牧区田島７０５－１０,,025-533-5151,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月24日,,,,,,,,,163,灯の回廊　牧深山のともしび,025,025-533-5151,,,,上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,牧コミュニティプラザ前広場,89271,15,15222,牧区田島,2022/02/24,,,,,牧まちづくり実行委員会,会長　梨本　正昭,025-533-5151,新潟県上越市牧区田島７０５－１０,新潟県上越市牧区田島７０５－１０,,89271,新潟県,上越市,牧区田島,,新規,食料品販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,灯の回廊牧深山のともしび025-533-51518927115222,d08c4edc-28e5-4c35-bf15-aa48b25f3a1b,牧まちづくり実行委員会89271,ba8bfa72-7602-44b1-b146-a53bf548aa5e,60236db3-c177-419d-ba9f-8ccfeaccd3e0,2022/02/24,灯の回廊　牧深山のともしび,灯の回廊牧深山のともしび,牧まちづくり実行委員会
個人,新規,18072,,a.ha.akane,上越市、妙高市、糸魚川市一円,,,藤岡　あかね,,,,,,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年02月21日,,,,,,,,,163,a.ha.akane,,,,,,上越市、妙高市、糸魚川市一円,新潟県上越市、妙高市、糸魚川市一円,,88465,15,15222,,2022/02/21,,,,,,藤岡　あかね  ,,,,,,,,,,新規,食料品販売業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,581,5811,ａｈａａｋａｎｅ8846515222,0e8c2227-fdfb-4aaa-89a7-02a402966179,,personal,ecb734e5-f75a-40e6-bfd7-482d4c039e9a,2022/02/21,ａ．ｈａ．ａｋａｎｅ,ａｈａａｋａｎｅ,
個人,新規,18060,,恵國商店,上越市中郷区藤沢１０６２－１,,090-1841-1031,小島　國夫,,,,,,,,㉔ その他の食料品製造・加工業,,,,0,0,,2022年02月10日,,,,,,,,,163,恵國商店,0255,090-1841-1031,,,,上越市中郷区藤沢１０６２－１,新潟県上越市中郷区藤沢１０６２－１,,89219,15,15222,中郷区藤沢,2022/02/10,,,,,,小島　國夫  ,,,,,,,,,,新規,その他の食料品製造・加工業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,99,,恵國商店090-1841-10318921915222,6923b223-9bd3-4a83-9016-a3ed7c3ac7c4,,personal,1126c862-dd33-4867-8bc8-736f0e228995,2022/02/10,恵國商店,恵國商店,
個人,新規,18080,,峯村　正文,上越市頸城区中柳町５０,,025-530-3478,峯村　正文,,,,,,,,㉔ その他の食料品製造・加工業,,,,0,0,,2022年02月28日,,,,,,,,,163,峯村　正文,025,025-530-3478,,,,上越市頸城区中柳町５０,新潟県上越市頸城区中柳町５０,,89137,15,15222,頸城区中柳町,2022/02/28,,,,,,峯村　正文  ,,,,,,,,,,新規,その他の食料品製造・加工業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,99,,峯村正文025-530-34788913715222,43efd6cc-551d-4b67-896a-2e17d5c1c68c,,personal,e8639312-a1cc-46a6-ac7a-abc936917bee,2022/02/28,峯村　正文,峯村正文,
個人,新規,18081,,いも野郎,上越市寺町２丁目１８－５,,080-1221-8383,佐藤　大輔,,,,,,,,㉔ その他の食料品製造・加工業,,,,0,0,,2022年02月25日,,,,,,,,,163,いも野郎,025,080-1221-8383,,,,上越市寺町２丁目１８－５,新潟県上越市寺町２丁目１８－５,,88697,15,15222,寺町２,2022/02/25,,,,,,佐藤　大輔  ,,,,,,,,,,新規,その他の食料品製造・加工業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,99,,いも野郎080-1221-83838869715222,8f21af75-1235-4fe0-87a6-a9077d0f1d19,,personal,ee24e2d9-baf5-4285-9806-0b3683d240f6,2022/02/25,いも野郎,いも野郎,
法人,新規,18053,,新潟労災病院,上越市東雲町１丁目７番１２号,,025-543-3123,,独立行政法人　労働者健康安全機構,理事長　有賀　徹,神奈川県川崎市中原区木月住吉町１番1号,,044-431-8600,,,㉖ 集団給食施設,,,,0,0,,2022年02月03日,,,,,,,,,163,新潟労災病院,025,025-543-3123,,,,上越市東雲町１丁目７番１２号,新潟県上越市東雲町１丁目７番１２号,,88699,15,15222,東雲町１,2022/02/03,,,,,独立行政法人　労働者健康安全機構, 理事長　有賀　徹,044-431-8600,神奈川県川崎市中原区木月住吉町１番1号,神奈川県川崎市中原区木月住吉町１番１号,,80140,神奈川県,川崎市中原区,木月住吉町,,新規,給食施設,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,77,,,新潟労災病院025-543-31238869915222,f11e159a-d2d9-4b4c-9662-f144479dd401,独立行政法人労働者健康安全機構80140,647cbe18-6762-4078-b33e-547fbd9ccdf6,e71dce91-d7f9-4a8e-b5c4-8bc323c70848,2022/02/03,新潟労災病院,新潟労災病院,独立行政法人労働者健康安全機構
