https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,74,愛媛県,松山市,民宿上松,,ミンシュクウエマツ,飲食店営業,,松山市和気町1丁目119,松山市和気町１丁目１１９,,,,089-979-1500,上松博繁,,,,第280号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,民宿上松,089,089-979-1500,,,,松山市和気町１丁目１１９,愛媛県松山市和気町１丁目１１９,,194159,38,38201,和気町１,,2021/06/10,2021/06/10,,2026/06/30,,上松博繁  ,,,,,,,,,第280号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,民宿上松089-979-150019415938201,09493bb5-b1aa-4332-bf22-8e947b596fe1,,personal,a5c29544-338f-493c-be35-43b03a454fe5,2021/06/10,民宿上松,民宿上松,
382019,75,愛媛県,松山市,元天 ねぎ蛸,,ゲンテン ネギダコ,飲食店営業,,松山市天山1-13-5イオンスタイル松山1階,松山市天山１－１３－５,イオンスタイル松山１階,,,089-998-9555,湯浅良介,,,,第281号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,元天 ねぎ蛸,089,089-998-9555,,,,松山市天山１－１３－５,愛媛県松山市天山１－１３－５,イオンスタイル松山１階,194247,38,38201,天山１,,2021/06/10,2021/06/10,,2026/06/30,,湯浅良介  ,,,,,,,,,第281号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,元天ねぎ蛸089-998-955519424738201,282580a7-770f-4e21-83e6-2b4e3eb16592,,personal,b6a88610-c18f-48e0-8aee-68ba35c3eaa8,2021/06/10,元天　ねぎ蛸,元天ねぎ蛸,
382019,76,愛媛県,松山市,一品料理 千秀,,イッピンリョウリ センシュウ,飲食店営業,,松山市北土居5丁目8-60,松山市北土居５丁目８－６０,,,,,安部保夫,,,,第282号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,一品料理 千秀,089,,,,,松山市北土居５丁目８－６０,愛媛県松山市北土居５丁目８－６０,,194380,38,38201,北土居５,,2021/06/10,2021/06/10,,2026/06/30,,安部保夫  ,,,,,,,,,第282号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,一品料理千秀19438038201,7fcde3fe-9811-45e7-8361-70a4bff46f99,,personal,bd71c84e-c68b-4980-b39b-2b3faedcfd6d,2021/06/10,一品料理　千秀,一品料理千秀,
382019,77,愛媛県,松山市,彩香,,サイカ,飲食店営業,,松山市二番町１丁目９－１４ラフォーレ２０２ ４Ｆ,松山市二番町１丁目９－１４,ラフォーレ２０２　４Ｆ,,,089-932-8887,黒木和代,,,,第283号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,彩香,089,089-932-8887,,,,松山市二番町１丁目９－１４,愛媛県松山市二番町１丁目９－１４,ラフォーレ２０２　４Ｆ,194002,38,38201,二番町１,,2021/06/10,2021/06/10,,2026/06/30,,黒木和代  ,,,,,,,,,第283号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,彩香089-932-888719400238201,78bf4e68-b605-48aa-9365-a1d79848c27b,,personal,52460624-9232-472a-a50e-70bb927e3da7,2021/06/10,彩香,彩香,
382019,78,愛媛県,松山市,ＨＡＰＰＹ ＤＲＡＧＯＮ,,ハッピー ドラゴン,飲食店営業,,松山市三番町１丁目１６－４ハーフビル３Ｆ,松山市三番町１丁目１６－４,ハーフビル３Ｆ,,,089-943-7360,髙橋弘行,,,,第284号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,ＨＡＰＰＹ ＤＲＡＧＯＮ,089,089-943-7360,,,,松山市三番町１丁目１６－４,愛媛県松山市三番町１丁目１６－４,ハーフビル３Ｆ,193877,38,38201,三番町１,,2021/06/10,2021/06/10,,2026/06/30,,髙橋弘行  ,,,,,,,,,第284号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ＨＡＰＰＹＤＲＡＧＯＮ089-943-736019387738201,801d7b0c-55cc-48bf-a61d-f83eba902357,,personal,8073aa9c-e5e5-4246-b0ad-7c1feded0efa,2021/06/10,ＨＡＰＰＹ　ＤＲＡＧＯＮ,ＨＡＰＰＹＤＲＡＧＯＮ,
382019,79,愛媛県,松山市,おもに亭,,オモニテイ,飲食店営業,,松山市一番町１丁目７－１７リーブル悠１Ｆ北側,松山市一番町１丁目７－１７,リーブル悠１Ｆ北側,,,089-935-4778,岡田浩美,,,,第285号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,おもに亭,089,089-935-4778,,,,松山市一番町１丁目７－１７,愛媛県松山市一番町１丁目７－１７,リーブル悠１Ｆ北側,193744,38,38201,一番町１,,2021/06/10,2021/06/10,,2026/06/30,,岡田浩美  ,,,,,,,,,第285号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,おもに亭089-935-477819374438201,6cf24408-180d-4949-bab1-69fdd5ed09e7,,personal,b5778f5e-8046-4a20-97d9-259a46f056c7,2021/06/10,おもに亭,おもに亭,
382019,80,愛媛県,松山市,サービス付き高齢者向け住宅三町,,サービスツキコウレイシャムケジュウタクサンチョウ,飲食店営業,,松山市三町3丁目3-23,松山市三町３丁目３－２３,,,,089-909-7517,,株式会社やまのべフードサービス,,井上寿一,第286号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,サービス付き高齢者向け住宅三町,089,089-909-7517,,,,松山市三町３丁目３－２３,愛媛県松山市三町３丁目３－２３,,193876,38,38201,三町３,,2021/06/10,2021/06/10,,2026/06/30,株式会社やまのべフードサービス,井上寿一,,,,,,,,,第286号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,サビス付き高齢者向け住宅三町089-909-751719387638201,d54649ab-0be3-4048-b074-437b6eac1884,株式会社やまのべフードサービス,e3490b2b-0c9d-4a52-bbe9-b5a303982868,a9b7abb6-50c1-444b-9f0c-13554cc3b0ee,2021/06/10,サービス付き高齢者向け住宅三町,サビス付き高齢者向け住宅三町,株式会社やまのべフードサービス
382019,81,愛媛県,松山市,ラーメンショップ銀天街店,,ラーメンショップギンテンガイテン,飲食店営業,,松山市湊町4丁目4-16,松山市湊町４丁目４－１６,,,,,,株式会社プラスエイシン,,日野隆司,第287号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,ラーメンショップ銀天街店,089,,,,,松山市湊町４丁目４－１６,愛媛県松山市湊町４丁目４－１６,,194092,38,38201,湊町４,,2021/06/10,2021/06/10,,2026/06/30,株式会社プラスエイシン,日野隆司,,,,,,,,,第287号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ラメンショップ銀天街店19409238201,f7331f47-3f4f-4bb0-a07e-d9ed5a8a429b,株式会社プラスエイシン,383819ac-13d6-4c9b-a9d8-fc9c2045868a,feaefe3d-2f43-4816-b9a8-764e578d28ba,2021/06/10,ラーメンショップ銀天街店,ラメンショップ銀天街店,株式会社プラスエイシン
382019,82,愛媛県,松山市,知音,,トモネ,飲食店営業,,松山市二番町１丁目３－３ サンプラザビル８８ ２Ｆ,松山市二番町１丁目３－３,サンプラザビル８８ ２Ｆ,,,089-947-9888,水野知音,,,,第288号,2021/6/10,2021/6/10,,2026/6/30,,,,,,377,知音,089,089-947-9888,,,,松山市二番町１丁目３－３,愛媛県松山市二番町１丁目３－３,サンプラザビル８８ ２Ｆ,194002,38,38201,二番町１,,2021/06/10,2021/06/10,,2026/06/30,,水野知音  ,,,,,,,,,第288号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,知音089-947-988819400238201,1e25d865-a61a-4f12-8430-baa1638fc620,,personal,752de55d-60ce-4f5b-80af-c78a856f06e8,2021/06/10,知音,知音,
382019,83,愛媛県,松山市,和隠,,ワオン,飲食店営業,,松山市二番町1-6-4 star21 part3 3階,松山市二番町１－６－４,star２１ part３ ３階,,,,藤﨑清香,,,,第291号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,和隠,089,,,,,松山市二番町１－６－４,愛媛県松山市二番町１－６－４,star２１ part３ ３階,194002,38,38201,二番町１,,2021/06/11,2021/06/11,,2026/06/30,,藤﨑清香  ,,,,,,,,,第291号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,和隠19400238201,e76e2619-c081-477a-81cf-523e435024a5,,personal,45c28df2-0390-41ea-af4c-757bc6add9d0,2021/06/11,和隠,和隠,
382019,84,愛媛県,松山市,Bar セニョリータ,,バー セニョリータ,飲食店営業,,松山市二番町１丁目６－１０Reon二番町４F,松山市二番町１丁目６－１０,Reon二番町４F,,,,松本剛士,,,,第292号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,Bar セニョリータ,089,,,,,松山市二番町１丁目６－１０,愛媛県松山市二番町１丁目６－１０,Reon二番町４F,194002,38,38201,二番町１,,2021/06/11,2021/06/11,,2026/06/30,,松本剛士  ,,,,,,,,,第292号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,Ｂａｒセニョリタ19400238201,800da65a-1da8-4b90-99ff-712cf82bed1d,,personal,53c96668-80d3-442c-8a6f-9f380a27a1cc,2021/06/11,Ｂａｒ　セニョリータ,Ｂａｒセニョリタ,
382019,85,愛媛県,松山市,そば吉 平田店,,ソバキチ ヒラタテン,飲食店営業,,松山市平田町100-1,松山市平田町１００－１,,,,089-979-3581,,株式会社 そば吉,,吉田英雄,第294号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,そば吉 平田店,089,089-979-3581,,,,松山市平田町１００－１,愛媛県松山市平田町１００－１,,194035,38,38201,平田町,,2021/06/11,2021/06/11,,2026/06/30,株式会社 そば吉,吉田英雄,,,,,,,,,第294号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,そば吉平田店089-979-358119403538201,80bbe6cd-6301-487c-a66d-d0c464d8208b,株式会社そば吉,6c79ea9a-8fcc-421f-b6a8-b395aef1d0c9,379f55a0-f4d2-4a25-b2ab-15e76c9794e7,2021/06/11,そば吉　平田店,そば吉平田店,株式会社そば吉
382019,86,愛媛県,松山市,Cafe Crema,,カフェクレマ,飲食店営業,,松山市湊町４丁目３-７すがやビル２F,松山市湊町４丁目３－７,すがやビル２F,,,089-934-5133,児嶋厚樹,,,,第295号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,Cafe Crema,089,089-934-5133,,,,松山市湊町４丁目３－７,愛媛県松山市湊町４丁目３－７,すがやビル２F,194092,38,38201,湊町４,,2021/06/11,2021/06/11,,2026/06/30,,児嶋厚樹  ,,,,,,,,,第295号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ＣａｆｅＣｒｅｍａ089-934-513319409238201,f4c3e5d4-fcda-4136-a048-d07989896fe2,,personal,2e657f04-f43f-4424-bb85-863d68f2200e,2021/06/11,Ｃａｆｅ　Ｃｒｅｍａ,ＣａｆｅＣｒｅｍａ,
382019,87,愛媛県,松山市,風雲丸松山空港通り店,,フウウンマルマツヤマクウコウドウリテン,飲食店営業,,松山市空港通6丁目13ー18,松山市空港通６丁目１３ー１８,,,,089-989-8013,,北斗七星合同会社,,増田明彦,第296号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,風雲丸松山空港通り店,089,089-989-8013,,,,松山市空港通６丁目１３ー１８,愛媛県松山市空港通６丁目１３－１８,,193848,38,38201,空港通６,,2021/06/11,2021/06/11,,2026/06/30,北斗七星合同会社,増田明彦,,,,,,,,,第296号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,風雲丸松山空港通り店089-989-801319384838201,c73d6319-0ee3-45bf-927e-0855cd630a2d,北斗七星合同会社,c3593825-efce-4ba1-aaff-26e151ad0193,28dea4fd-088e-4f8c-b7ae-e436e04e95a3,2021/06/11,風雲丸松山空港通り店,風雲丸松山空港通り店,北斗七星合同会社
382019,88,愛媛県,松山市,リゾートキッチン,,リゾートキッチン,飲食店営業,,松山市天山1丁目13-5イオンスタイル松山1F,松山市天山１丁目１３－５,イオンスタイル松山１F,,,089-934-0160,,株式会社スパイス王国,,中川藤一郎,第297号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,リゾートキッチン,089,089-934-0160,,,,松山市天山１丁目１３－５,愛媛県松山市天山１丁目１３－５,イオンスタイル松山１F,194247,38,38201,天山１,,2021/06/11,2021/06/11,,2026/06/30,株式会社スパイス王国,中川藤一郎,,,,,,,,,第297号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,リゾトキッチン089-934-016019424738201,27ab4b5b-ce9e-4794-a8dd-c8183703e908,株式会社スパイス王国,7fffe113-1833-4420-a393-2eabb210f77d,edcba709-d6ff-4fae-8968-e31d5f4b062d,2021/06/11,リゾートキッチン,リゾトキッチン,株式会社スパイス王国
382019,89,愛媛県,松山市,和肴Teppan AKIRA459,,ワサイテッパンアキラシコク,飲食店営業,,松山市三番町16-8相原ビル 1F,松山市三番町１６－８,相原ビル １F,,,089-941-0459,,株式会社eX,,青木修,第298号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,和肴Teppan AKIRA459,089,089-941-0459,,,,松山市三番町１６－８,愛媛県松山市三番町１６－８,相原ビル １F,193877,38,38201,三番町１,,2021/06/11,2021/06/11,,2026/06/30,株式会社eX,青木修,,,,,,,,,第298号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,和肴ＴｅｐｐａｎＡＫＩＲＡ４５９089-941-045919387738201,0b1a4741-9d39-49b2-bf31-603642a22d69,株式会社ｅＸ,928e86c1-6d90-459f-a1ad-29cdec2c2a8a,f0cafd46-d46e-4015-af41-490e2f641365,2021/06/11,和肴Ｔｅｐｐａｎ　ＡＫＩＲＡ４５９,和肴ＴｅｐｐａｎＡＫＩＲＡ４５９,株式会社ｅＸ
382019,90,愛媛県,松山市,ホワイトテラスチャンプ,,ホワイトテラスチャンプ,飲食店営業,,松山市勝山町2丁目１５５番１号メゾンドール勝山1F,松山市勝山町２丁目１５５番１号,メゾンドール勝山１F,,,089-947-5717,坂田明彦,,,,第299号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,ホワイトテラスチャンプ,089,089-947-5717,,,,松山市勝山町２丁目１５５番１号,愛媛県松山市勝山町２丁目１５５番１号,メゾンドール勝山１F,193801,38,38201,勝山町２,,2021/06/11,2021/06/11,,2026/06/30,,坂田明彦  ,,,,,,,,,第299号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ホワイトテラスチャンプ089-947-571719380138201,6b3b4575-0cfc-4f25-ba9a-3b2eaa902921,,personal,1859aadf-563c-4c6b-bb33-810e58dcff6a,2021/06/11,ホワイトテラスチャンプ,ホワイトテラスチャンプ,
382019,91,愛媛県,松山市,酒房倶楽部 明酔百鮮,,シュボウクラブ メイスイヒャクセン,飲食店営業,,松山市大街道３丁目８－８ １F,松山市大街道３丁目８－８,１F,,,,松田浩徳,,,,第300号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,酒房倶楽部 明酔百鮮,089,,,,,松山市大街道３丁目８－８,愛媛県松山市大街道３丁目８－８,１F,193776,38,38201,大街道３,,2021/06/11,2021/06/11,,2026/06/30,,松田浩徳  ,,,,,,,,,第300号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,酒房倶楽部明酔百鮮19377638201,76253fdb-004a-4ceb-8f4d-0a8c8a0480b4,,personal,08e0fb56-7be5-41da-8f8c-3cee648fbcaa,2021/06/11,酒房倶楽部　明酔百鮮,酒房倶楽部明酔百鮮,
382019,92,愛媛県,松山市,三浦工業株式会社太陽寮,,ミウラコウギョウカブシキガイシャタイヨウリョウ,飲食店営業,,松山市堀江町甲２４７,松山市堀江町甲２４７,,,,089-979-0484,,コーベフーズ株式会社,,久保孝義,第301号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,三浦工業株式会社太陽寮,089,089-979-0484,,,,松山市堀江町甲２４７,愛媛県松山市堀江町甲２４７,,194054,38,38201,堀江町,,2021/06/11,2021/06/11,,2026/06/30,コーベフーズ株式会社,久保孝義,,,,,,,,,第301号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,三浦工業株式会社太陽寮089-979-048419405438201,d6fc087c-ff42-4283-b3d9-471661ce844f,コーベフーズ株式会社,c574049f-646b-401a-88ae-8f733002e6cb,49c1ac46-3b27-4197-bdae-a79e046a0064,2021/06/11,三浦工業株式会社太陽寮,三浦工業株式会社太陽寮,コーベフーズ株式会社
382019,93,愛媛県,松山市,??野家 松山竹原店,,ヨシノヤ マツヤマタケワラテン,飲食店営業,,松山市竹原2丁目1-39,松山市竹原２丁目１－３９,,,,,,株式会社 西日本吉野家,,勝田彰宏,第302号,2021/6/11,2021/6/11,,2026/6/30,,,,,,377,??野家 松山竹原店,089,,,,,松山市竹原２丁目１－３９,愛媛県松山市竹原２丁目１－３９,,193931,38,38201,竹原２,,2021/06/11,2021/06/11,,2026/06/30,株式会社 西日本吉野家,勝田彰宏,,,,,,,,,第302号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,野家松山竹原店19393138201,0365e48d-8d2e-4c8d-91cd-a5f1bd907ff7,株式会社西日本吉野家,089782f9-fcca-4c48-820a-76d24c6b482f,06c3dffa-8974-453f-b86e-5848938dedad,2021/06/11,？？野家　松山竹原店,野家松山竹原店,株式会社西日本吉野家
382019,94,愛媛県,松山市,骨太味覚,,ホネブトミカク,飲食店営業,,松山市大街道3丁目3－5友近ビル１F,松山市大街道３丁目３－５,友近ビル１F,,,089-933-7756,真木伸久,,,,第305号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,骨太味覚,089,089-933-7756,,,,松山市大街道３丁目３－５,愛媛県松山市大街道３丁目３－５,友近ビル１F,193776,38,38201,大街道３,,2021/06/14,2021/06/14,,2026/06/30,,真木伸久  ,,,,,,,,,第305号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,骨太味覚089-933-775619377638201,665ad8e4-0225-4271-9a73-8368aaeb0c07,,personal,11e819ed-d321-420f-a496-bae08c0edf3c,2021/06/14,骨太味覚,骨太味覚,
382019,95,愛媛県,松山市,一文寿司,,イチモンズシ,飲食店営業,,松山市桑原4丁目13－22,松山市桑原４丁目１３－２２,,,,089-941-6635,山本和弘,,,,第306号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,一文寿司,089,089-941-6635,,,,松山市桑原４丁目１３－２２,愛媛県松山市桑原４丁目１３－２２,,193858,38,38201,桑原４,,2021/06/14,2021/06/14,,2026/06/30,,山本和弘  ,,,,,,,,,第306号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,一文寿司089-941-663519385838201,2a74e4e1-444b-44ed-921d-5bad44a45ab4,,personal,3e520890-7717-4949-b108-176396687349,2021/06/14,一文寿司,一文寿司,
382019,96,愛媛県,松山市,レストラン モルゲン ビアホール,,レストラン モルゲン ビアホール,飲食店営業,,松山市宮西１丁目４－１１モルゲンビル１Ｆ,松山市宮西１丁目４－１１,モルゲンビル１Ｆ,,,,黒田勇三,,,,第307号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,レストラン モルゲン ビアホール,089,,,,,松山市宮西１丁目４－１１,愛媛県松山市宮西１丁目４－１１,モルゲンビル１Ｆ,194116,38,38201,宮西１,,2021/06/14,2021/06/14,,2026/06/30,,黒田勇三  ,,,,,,,,,第307号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,レストランモルゲンビアホル19411638201,535fb81e-b55d-4b93-a991-5598353e840b,,personal,fc18a558-42b1-45b0-a650-7ba909d875ff,2021/06/14,レストラン　モルゲン　ビアホール,レストランモルゲンビアホル,
382019,97,愛媛県,松山市,鮨いの,,スシイノ,飲食店営業,,松山市二番町１丁目１０－９ミツワ３２０ビル ３階,松山市二番町１丁目１０－９,ミツワ３２０ビル ３階,,,,,I FOOD ACHIEVE 株式会社,,猪野祐介,第308号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,鮨いの,089,,,,,松山市二番町１丁目１０－９,愛媛県松山市二番町１丁目１０－９,ミツワ３２０ビル ３階,194002,38,38201,二番町１,,2021/06/14,2021/06/14,,2026/06/30,I FOOD ACHIEVE 株式会社,猪野祐介,,,,,,,,,第308号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,鮨いの19400238201,1969e82d-2b5c-4322-926d-f1a377555101,Ｉ　ＦＯＯＤ　ＡＣＨＩＥＶＥ　株式会社,3b85d96e-20f6-466b-868e-973c0e54bc2f,68bbeb51-3592-43e8-b8ef-0039329412be,2021/06/14,鮨いの,鮨いの,Ｉ　ＦＯＯＤ　ＡＣＨＩＥＶＥ　株式会社
382019,98,愛媛県,松山市,おうち居酒屋 春笑,,オウチイザカヤ ハルミ,飲食店営業,,松山市土居田町６５６－１,松山市土居田町６５６－１,,,,089-974-6855,守本春美,,,,第309号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,おうち居酒屋 春笑,089,089-974-6855,,,,松山市土居田町６５６－１,愛媛県松山市土居田町６５６－１,,193968,38,38201,土居田町,,2021/06/14,2021/06/14,,2026/06/30,,守本春美  ,,,,,,,,,第309号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,おうち居酒屋春笑089-974-685519396838201,9a7f80d7-a971-4cca-b615-70b76a0393f2,,personal,e115e9e3-8972-4a17-96f1-654a98bb2036,2021/06/14,おうち居酒屋　春笑,おうち居酒屋春笑,
382019,99,愛媛県,松山市,ココチ,,ココチ,飲食店営業,,松山市古川西3丁目3-33オックスフォードサーカスカメリア102,松山市古川西３丁目３－３３,オックスフォードサーカスカメリア１０２,,,089-948-4609,大澤潤,,,,第310号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,ココチ,089,089-948-4609,,,,松山市古川西３丁目３－３３,愛媛県松山市古川西３丁目３－３３,オックスフォードサーカスカメリア１０２,194234,38,38201,古川西３,,2021/06/14,2021/06/14,,2026/06/30,,大澤潤  ,,,,,,,,,第310号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ココチ089-948-460919423438201,4ea46d23-6dcf-4fdb-b725-b04197dff79e,,personal,6a41baee-0d33-45dc-bee8-190e588ee409,2021/06/14,ココチ,ココチ,
382019,100,愛媛県,松山市,寿,,コトブキ,飲食店営業,,松山市千舟町2丁目2-10,松山市千舟町２丁目２－１０,,,,089-943-7900,伊賀瀬寿,,,,第311号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,寿,089,089-943-7900,,,,松山市千舟町２丁目２－１０,愛媛県松山市千舟町２丁目２－１０,,193950,38,38201,千舟町２,,2021/06/14,2021/06/14,,2026/06/30,,伊賀瀬寿  ,,,,,,,,,第311号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,寿089-943-790019395038201,d67b8d4e-3360-4211-9783-934b67e46a4d,,personal,b216a8f9-5195-442b-a411-f7c78da0b807,2021/06/14,寿,寿,
382019,101,愛媛県,松山市,なが坂,,ナガサカ,飲食店営業,,松山市二番町3丁目7番地1ダンダンスクエアビル1階,松山市二番町３丁目７番地１,ダンダンスクエアビル１階,,,089-945-7101,,有限会社クライテリア・スタジオ,,長坂有史,第312号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,なが坂,089,089-945-7101,,,,松山市二番町３丁目７番地１,愛媛県松山市二番町３丁目７番地１,ダンダンスクエアビル１階,194004,38,38201,二番町３,,2021/06/14,2021/06/14,,2026/06/30,有限会社クライテリア・スタジオ,長坂有史,,,,,,,,,第312号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,なが坂089-945-710119400438201,25200890-a387-4a2c-9f75-5c9fd0b3177e,有限会社クライテリア・スタジオ,637737e7-528c-4489-bf7d-cb1a5d7009e0,4fe172aa-ac9c-42f8-8dc7-065e52a8e8d2,2021/06/14,なが坂,なが坂,有限会社クライテリア・スタジオ
382019,102,愛媛県,松山市,まるなか,,マルナカ,飲食店営業,,松山市柳井町３丁目２－２,松山市柳井町３丁目２－２,,,,,米田利一,,,,第313号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,まるなか,089,,,,,松山市柳井町３丁目２－２,愛媛県松山市柳井町３丁目２－２,,194135,38,38201,柳井町３,,2021/06/14,2021/06/14,,2026/06/30,,米田利一  ,,,,,,,,,第313号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,まるなか19413538201,83e5ee80-aa13-4739-afad-6830ebe3f2a7,,personal,1f799573-97a4-4e82-abd4-fb18e5e88248,2021/06/14,まるなか,まるなか,
382019,103,愛媛県,松山市,はま路,,ハマジ,飲食店営業,,松山市三津1丁目4－10,松山市三津１丁目４－１０,,,,089-951-0241,濱本篤子,,,,第314号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,はま路,089,089-951-0241,,,,松山市三津１丁目４－１０,愛媛県松山市三津１丁目４－１０,,194081,38,38201,三津１,,2021/06/14,2021/06/14,,2026/06/30,,濱本篤子  ,,,,,,,,,第314号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,はま路089-951-024119408138201,b5c25633-3d15-47a9-a626-8f4745dcf7be,,personal,43c27b1f-a242-4b72-a00b-181dd0d87753,2021/06/14,はま路,はま路,
382019,104,愛媛県,松山市,居酒屋 お久しぶり,,イザカヤ オヒサシブリ,飲食店営業,,松山市保免中２丁目２－７,松山市保免中２丁目２－７,,,,089-971-8187,新丸満子,,,,第315号,2021/6/14,2021/6/14,,2026/6/30,,,,,,377,居酒屋 お久しぶり,089,089-971-8187,,,,松山市保免中２丁目２－７,愛媛県松山市保免中２丁目２－７,,194204,38,38201,保免中２,,2021/06/14,2021/06/14,,2026/06/30,,新丸満子  ,,,,,,,,,第315号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,居酒屋お久しぶり089-971-818719420438201,e6e1c018-ae51-46a0-9e8f-9e150c63b997,,personal,695434f8-3471-410a-a069-f457b09f3773,2021/06/14,居酒屋　お久しぶり,居酒屋お久しぶり,
