https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,許可期間開始日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,（株）阪神ミート,8111352,福岡県,福岡市南区,鶴田,二丁目１番１７号,マルショク鶴田店内,092-565-1915,③ 食肉販売業,相互食肉販売有限会社,092-931-2288,2021.11.29,2021.11.29,2022.1.1,福南保衛第2021055006号,,393,（株）阪神ミート,092,092-565-1915,,,,福岡県　福岡市南区　鶴田　二丁目１番１７号,福岡県福岡市南区鶴田２丁目１番１７号,マルショク鶴田店内,200533,40,40134,鶴田２,,2021/11/29,2021/11/29,2022/01/01,,相互食肉販売有限会社,,092-931-2288,,,,,,,,福南保衛第2021055006号,,食肉販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,583,,株式会社阪神ミト092-565-191520053340134,fd05c7ff-c042-404f-acbe-0b977a0eb415,相互食肉販売有限会社,b192d806-6ebe-494a-989e-8bcbbd1966c7,0535741b-9676-461c-aeb7-5cf1423604d5,2021/11/29,株式会社阪神ミート,株式会社阪神ミト,相互食肉販売有限会社
27,ファミリーマート福岡井尻六ツ角店,8111311,福岡県,福岡市南区,横手,二丁目３４番５号,,092-589-0018,① 飲食店営業,村松正人,,2021.11.11,2021.11.11,2022.1.1,福南保衛第2021015070号,,393,ファミリーマート福岡井尻六ツ角店,092,092-589-0018,,,,福岡県　福岡市南区　横手　二丁目３４番５号,福岡県福岡市南区横手２丁目３４番５号,,200491,40,40134,横手２,,2021/11/11,2021/11/11,2022/01/01,,,村松正人,,,,,,,,,福南保衛第2021015070号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ファミリマト福岡井尻六ツ角店092-589-001820049140134,d9be69d2-5827-4461-951e-bb954bb0cfc6,,personal,e04215e3-683b-4dbf-bcab-e4adae7b2e61,2021/11/11,ファミリーマート福岡井尻六ツ角店,ファミリマト福岡井尻六ツ角店,
28,ゆめのとびら,8150033,福岡県,福岡市南区,大橋,一丁目２４番１号,,,① 飲食店営業,上野遊,,2021.11.9,2021.11.9,2022.1.1,福南保衛第2021015069号,,393,ゆめのとびら,092,,,,,福岡県　福岡市南区　大橋　一丁目２４番１号,福岡県福岡市南区大橋１丁目２４番１号,,200514,40,40134,大橋１,,2021/11/09,2021/11/09,2022/01/01,,,上野遊,,,,,,,,,福南保衛第2021015069号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ゆめのとびら20051440134,ecd16ed0-cfc7-49e1-8e9b-844be45aa919,,personal,6fc20c31-a08d-4b5c-9261-8dc09691a503,2021/11/09,ゆめのとびら,ゆめのとびら,
29,ミニストップ福岡大楠２丁目店,8150082,福岡県,福岡市南区,大楠,二丁目１１番１８号,,092-521-7775,① 飲食店営業,副島則子,,2021.11.22,2021.11.22,2021.11.22,福南保衛第2021010098号,,393,ミニストップ福岡大楠２丁目店,092,092-521-7775,,,,福岡県　福岡市南区　大楠　二丁目１１番１８号,福岡県福岡市南区大楠２丁目１１番１８号,,200378,40,40134,大楠２,,2021/11/22,2021/11/22,2021/11/22,,,副島則子,,,,,,,,,福南保衛第2021010098号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ミニストップ福岡大楠２丁目店092-521-777520037840134,a746b762-9ddd-4b61-823a-8c2405e9dae7,,personal,0017758a-0c7e-4e50-966b-d5ecca28952a,2021/11/22,ミニストップ福岡大楠２丁目店,ミニストップ福岡大楠２丁目店,
30,いくた精肉店,8111302,福岡県,福岡市南区,井尻,四丁目３０番１号,,092-572-3063,① 飲食店営業,徳永博資,,2021.11.26,2021.11.26,2021.11.26,福南保衛第2021010100号,,393,いくた精肉店,092,092-572-3063,,,,福岡県　福岡市南区　井尻　四丁目３０番１号,福岡県福岡市南区井尻４丁目３０番１号,,200371,40,40134,井尻４,,2021/11/26,2021/11/26,2021/11/26,,,徳永博資,,,,,,,,,福南保衛第2021010100号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,いくた精肉店092-572-306320037140134,a6b3c805-7002-495a-a893-6cf3100dcb72,,personal,9b188fc7-2a2d-471e-86a1-7b9876fbf1e8,2021/11/26,いくた精肉店,いくた精肉店,
31,鬨,8111302,福岡県,福岡市南区,井尻,四丁目２１番２２号,,092-582-7655,① 飲食店営業,近藤恭子,,2021.11.4,2021.11.4,2022.1.1,福南保衛第2021015065号,,393,鬨,092,092-582-7655,,,,福岡県　福岡市南区　井尻　四丁目２１番２２号,福岡県福岡市南区井尻４丁目２１番２２号,,200371,40,40134,井尻４,,2021/11/04,2021/11/04,2022/01/01,,,近藤恭子,,,,,,,,,福南保衛第2021015065号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,鬨092-582-765520037140134,ae94baa9-bde9-4dfb-917d-49d1cbb810c8,,personal,5a44b301-29b1-466d-a855-1186094fb59f,2021/11/04,鬨,鬨,
32,ファリンヌ,8150037,福岡県,福岡市南区,玉川町,１１番８－１０１号,アビタシオン高宮,092-553-5918,⑪ 菓子製造業,久保田壽眞子,,2021.11.9,2021.11.9,2022.1.1,福南保衛第2021215009号,,393,ファリンヌ,092,092-553-5918,,,,福岡県　福岡市南区　玉川町　１１番８－１０１号,福岡県福岡市南区玉川町１１番８－１０１号,アビタシオン高宮,200425,40,40134,玉川町,,2021/11/09,2021/11/09,2022/01/01,,,久保田壽眞子,,,,,,,,,福南保衛第2021215009号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,ファリンヌ092-553-591820042540134,9949c082-b7e1-4f08-ad90-0ed2b2b98bc2,,personal,25ef9f05-9c4c-481f-8bd2-5dbe31e091a4,2021/11/09,ファリンヌ,ファリンヌ,
33,香雲亭,8111356,福岡県,福岡市南区,花畑,二丁目２１番２１号,,092-566-5281,① 飲食店営業,佐藤千里,,2021.11.5,2021.11.5,2022.1.1,福南保衛第2021015066号,,393,香雲亭,092,092-566-5281,,,,福岡県　福岡市南区　花畑　二丁目２１番２１号,福岡県福岡市南区花畑２丁目２１番２１号,,200523,40,40134,花畑２,,2021/11/05,2021/11/05,2022/01/01,,,佐藤千里,,,,,,,,,福南保衛第2021015066号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,香雲亭092-566-528120052340134,e121b2e2-22b1-4058-9425-83f7511d567b,,personal,188ddec8-5fcb-4fe6-a846-03092a62ad63,2021/11/05,香雲亭,香雲亭,
34,ゆるり菜,8150042,福岡県,福岡市南区,若久,三丁目１番２３号,,,① 飲食店営業,磯口雄助,,2021.11.22,2021.11.22,2021.11.22,福南保衛第2021010103号,,393,ゆるり菜,092,,,,,福岡県　福岡市南区　若久　三丁目１番２３号,福岡県福岡市南区若久３丁目１番２３号,,200502,40,40134,若久３,,2021/11/22,2021/11/22,2021/11/22,,,磯口雄助,,,,,,,,,福南保衛第2021010103号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ゆるり菜20050240134,e33335b6-a8ea-43a8-91f6-e3a93269d77d,,personal,3a5931c9-f774-4767-b1de-5234accf7574,2021/11/22,ゆるり菜,ゆるり菜,
35,ゆるり菜,8150042,福岡県,福岡市南区,若久,三丁目１番２３号,,,④ 魚介類販売業,磯口雄助,,2021.11.22,2021.11.22,2021.11.22,福南保衛第2021070004号,,393,ゆるり菜,092,,,,,福岡県　福岡市南区　若久　三丁目１番２３号,福岡県福岡市南区若久３丁目１番２３号,,200502,40,40134,若久３,,2021/11/22,2021/11/22,2021/11/22,,,磯口雄助,,,,,,,,,福南保衛第2021070004号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,,,ゆるり菜20050240134,e33335b6-a8ea-43a8-91f6-e3a93269d77d,,personal,2afccb28-06cb-4d1f-baf4-288fe8068030,2021/11/22,ゆるり菜,ゆるり菜,
36,さくらこまち,8111362,福岡県,福岡市南区,長住,二丁目２２番２０号,,,① 飲食店営業,中野豊子,,2021.11.8,2021.11.8,2022.1.1,福南保衛第2021015067号,,393,さくらこまち,092,,,,,福岡県　福岡市南区　長住　二丁目２２番２０号,福岡県福岡市南区長住２丁目２２番２０号,,200434,40,40134,長住２,,2021/11/08,2021/11/08,2022/01/01,,,中野豊子,,,,,,,,,福南保衛第2021015067号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,さくらこまち20043440134,1af916bf-d6de-4df4-bf58-b5ebd887d704,,personal,4eecc354-5f7e-4847-8dc0-e5ea5057cdf0,2021/11/08,さくらこまち,さくらこまち,
37,居酒屋　三太,8150033,福岡県,福岡市南区,大橋,一丁目２０番１４号,高木ビル１０１号,092-542-7028,① 飲食店営業,國分仁,,2021.11.9,2021.11.9,2022.1.1,福南保衛第2021015068号,,393,居酒屋　三太,092,092-542-7028,,,,福岡県　福岡市南区　大橋　一丁目２０番１４号,福岡県福岡市南区大橋１丁目２０番１４号,高木ビル１０１号,200514,40,40134,大橋１,,2021/11/09,2021/11/09,2022/01/01,,,國分仁,,,,,,,,,福南保衛第2021015068号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,居酒屋三太092-542-702820051440134,8de66a99-77c7-4ee3-a2c9-6b11c6eca145,,personal,5046c830-8e62-4237-937f-75288a1cfc03,2021/11/09,居酒屋　三太,居酒屋三太,
38,チキンになりたいコッコちゃんの夢,8111302,福岡県,福岡市南区,井尻,五丁目８番２５号,堀内コーポ１階１０２号,,① 飲食店営業,柳然隅,,2021.11.11,2021.11.11,2021.11.11,福南保衛第2021010104号,,393,チキンになりたいコッコちゃんの夢,092,,,,,福岡県　福岡市南区　井尻　五丁目８番２５号,福岡県福岡市南区井尻５丁目８番２５号,堀内コーポ１階１０２号,200372,40,40134,井尻５,,2021/11/11,2021/11/11,2021/11/11,,,柳然隅,,,,,,,,,福南保衛第2021010104号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,チキンになりたいコッコちゃんの夢20037240134,4e811357-6a69-4423-ad4e-e04954091374,,personal,5a5d914f-c388-4946-bc35-038b4baa07d2,2021/11/11,チキンになりたいコッコちゃんの夢,チキンになりたいコッコちゃんの夢,
39,チキンになりたいコッコちゃんの夢,8111302,福岡県,福岡市南区,井尻,五丁目８番２５号,堀内コーポ１階１０２号,,㉕ そうざい製造業,柳然隅,,2021.11.12,2021.11.12,2021.11.12,福南保衛第2021490013号,,393,チキンになりたいコッコちゃんの夢,092,,,,,福岡県　福岡市南区　井尻　五丁目８番２５号,福岡県福岡市南区井尻５丁目８番２５号,堀内コーポ１階１０２号,200372,40,40134,井尻５,,2021/11/12,2021/11/12,2021/11/12,,,柳然隅,,,,,,,,,福南保衛第2021490013号,,そうざい製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,チキンになりたいコッコちゃんの夢20037240134,4e811357-6a69-4423-ad4e-e04954091374,,personal,7c1d5881-f728-430f-bea1-e90b685e07b3,2021/11/12,チキンになりたいコッコちゃんの夢,チキンになりたいコッコちゃんの夢,
40,かぼちゃ家,8150033,福岡県,福岡市南区,大橋,四丁目３番２号,,092-561-5882,① 飲食店営業,藤原加那子,,2021.11.16,2021.11.16,2022.1.1,福南保衛第2021015072号,,393,かぼちゃ家,092,092-561-5882,,,,福岡県　福岡市南区　大橋　四丁目３番２号,福岡県福岡市南区大橋４丁目３番２号,,200517,40,40134,大橋４,,2021/11/16,2021/11/16,2022/01/01,,,藤原加那子,,,,,,,,,福南保衛第2021015072号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,かぼちゃ家092-561-588220051740134,8568f01d-b785-49d2-a86c-f3ab37220c05,,personal,791bd4d7-d3fb-4ab2-851f-c0168d69402f,2021/11/16,かぼちゃ家,かぼちゃ家,
41,鉄板焼幸,8111347,福岡県,福岡市南区,野多目,一丁目１番２号,,092-512-1839,① 飲食店営業,中村義紀,,2021.11.22,2021.11.22,2022.1.1,福南保衛第2021015075号,,393,鉄板焼幸,092,092-512-1839,,,,福岡県　福岡市南区　野多目　一丁目１番２号,福岡県福岡市南区野多目１丁目１番２号,,200446,40,40134,野多目１,,2021/11/22,2021/11/22,2022/01/01,,,中村義紀,,,,,,,,,福南保衛第2021015075号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,鉄板焼幸092-512-183920044640134,2ec4f6ed-04cd-4949-950e-df2b63aaa852,,personal,7b5e6c4b-2757-4c2e-b152-6fcc7d67da5a,2021/11/22,鉄板焼幸,鉄板焼幸,
42,好吃食品,8111347,福岡県,福岡市南区,野多目,四丁目２番１号,,092-566-5388,㉗ 冷凍食品製造業,張佐輝,,2021.11.25,2021.11.25,2022.1.1,福南保衛第2021535002号,,393,好吃食品,092,092-566-5388,,,,福岡県　福岡市南区　野多目　四丁目２番１号,福岡県福岡市南区野多目４丁目２番１号,,200449,40,40134,野多目４,,2021/11/25,2021/11/25,2022/01/01,,,張佐輝,,,,,,,,,福南保衛第2021535002号,,冷凍食品製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,好吃食品092-566-538820044940134,7fb43e54-728f-4f49-b8c8-1aa37de4d2bc,,personal,1e1c1246-d01e-42a1-8811-57d3d7bad5c6,2021/11/25,好吃食品,好吃食品,
43,元祖！中津からあげもり山花畑店,8111356,福岡県,福岡市南区,花畑,一丁目８番６号,１Ｆ,092-555-7242,① 飲食店営業,菅好介,,2021.11.24,2021.11.24,2022.1.1,福南保衛第2021015076号,,393,元祖！中津からあげもり山花畑店,092,092-555-7242,,,,福岡県　福岡市南区　花畑　一丁目８番６号,福岡県福岡市南区花畑１丁目８番６号,１Ｆ,200522,40,40134,花畑１,,2021/11/24,2021/11/24,2022/01/01,,,菅好介,,,,,,,,,福南保衛第2021015076号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,元祖中津からあげもり山花畑店092-555-724220052240134,a799bf70-1852-4dfc-99d2-206321d70eb9,,personal,a55eec52-62fa-4659-88d9-f6b89596a1ef,2021/11/24,元祖！中津からあげもり山花畑店,元祖中津からあげもり山花畑店,
44,気狂いピエロ,8150041,福岡県,福岡市南区,野間,三丁目７番１５号,,092-541-3221,① 飲食店営業,光安英二,,2021.11.29,2021.11.29,2022.1.1,福南保衛第2021015081号,,393,気狂いピエロ,092,092-541-3221,,,,福岡県　福岡市南区　野間　三丁目７番１５号,福岡県福岡市南区野間３丁目７番１５号,,200455,40,40134,野間３,,2021/11/29,2021/11/29,2022/01/01,,,光安英二,,,,,,,,,福南保衛第2021015081号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,気狂いピエロ092-541-322120045540134,76ae3b33-ad35-4df5-866e-2ebf6ebc9129,,personal,525a18a5-da8e-4484-b2b0-1f65b439bd1f,2021/11/29,気狂いピエロ,気狂いピエロ,
45,スナックあき,8111302,福岡県,福岡市南区,井尻,四丁目５番２７号,,092-572-8803,① 飲食店営業,楢崎秋子,,2021.11.29,2021.11.29,2022.1.1,福南保衛第2021015082号,,393,スナックあき,092,092-572-8803,,,,福岡県　福岡市南区　井尻　四丁目５番２７号,福岡県福岡市南区井尻４丁目５番２７号,,200371,40,40134,井尻４,,2021/11/29,2021/11/29,2022/01/01,,,楢崎秋子,,,,,,,,,福南保衛第2021015082号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,スナックあき092-572-880320037140134,da5da928-5526-4870-8cc4-02d61579987b,,personal,4477e07c-2af0-437c-bf02-6897ce85cc57,2021/11/29,スナックあき,スナックあき,
46,キッチンハウス・からつ,8111356,福岡県,福岡市南区,花畑,三丁目１９番６号,,092-565-6406,① 飲食店営業,唐津富行,,2021.11.29,2021.11.29,2022.1.1,福南保衛第2021015083号,,393,キッチンハウス・からつ,092,092-565-6406,,,,福岡県　福岡市南区　花畑　三丁目１９番６号,福岡県福岡市南区花畑３丁目１９番６号,,200524,40,40134,花畑３,,2021/11/29,2021/11/29,2022/01/01,,,唐津富行,,,,,,,,,福南保衛第2021015083号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,キッチンハウスからつ092-565-640620052440134,cf9c9075-0bd2-4e4a-b4b6-4fdf2ac67ef5,,personal,159607a3-0bf5-43fd-a0e1-673c4b42d95f,2021/11/29,キッチンハウス・からつ,キッチンハウスからつ,
47,蓬莱閣,8150035,福岡県,福岡市南区,向野,二丁目１番８号,,092-552-3460,① 飲食店営業,太田志鴻,,2021.11.29,2021.11.29,2022.1.1,福南保衛第2021015084号,,393,蓬莱閣,092,092-552-3460,,,,福岡県　福岡市南区　向野　二丁目１番８号,福岡県福岡市南区向野２丁目１番８号,,200513,40,40134,向野２,,2021/11/29,2021/11/29,2022/01/01,,,太田志鴻,,,,,,,,,福南保衛第2021015084号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,蓬莱閣092-552-346020051340134,d06029d6-913c-4cbb-9309-e059e34a09f5,,personal,190c458c-fc25-48c8-84ac-ae9a2e120dc6,2021/11/29,蓬莱閣,蓬莱閣,
