https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
株式会社きりんやグループ 代表取締役社長　鈴木　克昌,834-5678,うりずん　やんばる喰いな　大曽根店,名古屋市北区山田一丁目４番５２号　ジェイグロースビル4F,名古屋市北区山田１丁目４番５２号, ジェイグロースビル４F,914-0017,飲食店営業,2021/12/17,3北保健第1-335号,2021/12/21,2027/12/20,,245,うりずん　やんばる喰いな　大曽根店,052,052-914-0017,,,,名古屋市北区山田１丁目４番５２号,愛知県名古屋市北区山田１丁目４番５２号, ジェイグロースビル４F,114250,23,23103,山田１,,,2021/12/17,2021/12/21,2027/12/20,株式会社きりんやグループ ,代表取締役社長　鈴木　克昌,052-834-5678,,,,,,,,3北保健第1-335号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,うりずんやんばる喰いな大曽根店052-914-001711425023103,81664123-7ce1-45af-8a11-9edade29c1ca,株式会社きりんやグループ　,6191cdd1-7c46-431f-a820-0e343635f94d,5b30cdc0-20cd-4e43-b1bb-7f79a6e14a7e,2021/12/17,うりずん　やんばる喰いな　大曽根店,うりずんやんばる喰いな大曽根店,株式会社きりんやグループ　
HIDAKA FE DELANTAR,,インティライミ,名古屋市北区中丸町１丁目４番地の２　サントピア又穂３FB,名古屋市北区中丸町１丁目４番地の２,サントピア又穂３FB,,飲食店営業,2021/12/17,3北保健第1-321号,2021/12/17,2027/12/20,,245,インティライミ,052,,,,,名古屋市北区中丸町１丁目４番地の２,愛知県名古屋市北区中丸町１丁目４番地ノ２,サントピア又穂３FB,114057,23,23103,中丸町１,,,2021/12/17,2021/12/17,2027/12/20,,HIDAKA FE DELANTAR,,,,,,,,,3北保健第1-321号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,インティライミ11405723103,fa141058-a60f-48d5-8860-09d709c23900,,personal,b438ecbc-c87b-4f52-9ee4-a3465a3bd610,2021/12/17,インティライミ,インティライミ,
合同会社ＲＫ’プライム 代表社員　山田　勝也,325-8708,ベビーダ名古屋黒川店,名古屋市北区黒川本通４丁目７番地　メゾン水野１Ｆ,名古屋市北区黒川本通４丁目７番地, メゾン水野１Ｆ,325-8708,飲食店営業,2021/12/21,3北保健第1-340号,2021/12/21,2027/12/20,,245,ベビーダ名古屋黒川店,052,052-325-8708,,,,名古屋市北区黒川本通４丁目７番地,愛知県名古屋市北区黒川本通４丁目７番地, メゾン水野１Ｆ,114002,23,23103,黒川本通４,,,2021/12/21,2021/12/21,2027/12/20,合同会社ＲＫ’プライム ,代表社員　山田　勝也,052-325-8708,,,,,,,,3北保健第1-340号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ベビダ名古屋黒川店052-325-870811400223103,9834548c-4c50-4e92-830d-d197a4ec8950,合同会社ＲＫ＇プライム　,d69000fe-4358-4b68-9be4-a6f12594e331,84cfd9bc-7ded-4cc0-93e0-d14d86aebd5e,2021/12/21,ベビーダ名古屋黒川店,ベビダ名古屋黒川店,合同会社ＲＫ＇プライム　
楠　凱,,Ｂｉｊｏｕｘ,名古屋市北区大曽根三丁目１０番１６号　ライオンビル大曽根４０４,名古屋市北区大曽根３丁目１０番１６号, ライオンビル大曽根４０４,,飲食店営業,2021/12/21,3北保健第1-343号,2021/12/21,2027/12/20,,245,Ｂｉｊｏｕｘ,052,,,,,名古屋市北区大曽根３丁目１０番１６号,愛知県名古屋市北区大曽根３丁目１０番１６号, ライオンビル大曽根４０４,114216,23,23103,大曽根３,,,2021/12/21,2021/12/21,2027/12/20,,楠　凱,,,,,,,,,3北保健第1-343号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,Ｂｉｊｏｕｘ11421623103,ef06daf2-c0d9-45b0-9f8d-ab754a240839,,personal,8ddff9f0-3848-492c-bf14-dab7ee4817ab,2021/12/21,Ｂｉｊｏｕｘ,Ｂｉｊｏｕｘ,
佐溝　信隆,,スパゲティハウス　シェフ,名古屋市北区如来町９３番地　ホワイトハイツ１F,名古屋市北区如来町９３番地, ホワイトハイツ１F,902-5080,飲食店営業,2021/12/24,3北保健第1-345号,2022/1/1,2028/1/20,,245,スパゲティハウス　シェフ,052,052-902-5080,,,,名古屋市北区如来町９３番地,愛知県名古屋市北区如来町９３番地, ホワイトハイツ１F,114206,23,23103,如来町,,,2021/12/24,2022/01/01,2028/01/20,,佐溝　信隆,,,,,,,,,3北保健第1-345号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,スパゲティハウスシェフ052-902-508011420623103,01d78d05-f4fd-4a70-b484-8c8ac2d26346,,personal,704b1ae3-8474-46a1-aa8b-cf4ec48d2dad,2021/12/24,スパゲティハウス　シェフ,スパゲティハウスシェフ,
株式会社ｐｌａｃｅ 代表取締役　平松　直樹,784-6550,トンガリアーノ　大曽根駅前店,名古屋市北区大曽根三丁目１３番１４号　,名古屋市北区大曽根３丁目１３番１４号, ,508-8922,飲食店営業,2021/12/22,3北保健第1-338号,2021/12/22,2028/1/20,,245,トンガリアーノ　大曽根駅前店,052,052-508-8922,,,,名古屋市北区大曽根３丁目１３番１４号,愛知県名古屋市北区大曽根３丁目１３番１４号, ,114216,23,23103,大曽根３,,,2021/12/22,2021/12/22,2028/01/20,株式会社ｐｌａｃｅ ,代表取締役　平松　直樹,052-784-6550,,,,,,,,3北保健第1-338号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,トンガリアノ大曽根駅前店052-508-892211421623103,d433453f-4ce2-4021-962d-6943eef08853,株式会社ｐｌａｃｅ　,e62847f0-9b85-479b-a573-22405f93bfa2,be9f3349-652b-4d06-ab60-fc7ef0b66604,2021/12/22,トンガリアーノ　大曽根駅前店,トンガリアノ大曽根駅前店,株式会社ｐｌａｃｅ　
小田切　寿樹,,ＫＡＥＤＥ,名古屋市北区山田一丁目１０番５４号　ハートイン大曽根１Ｆ－Ａ号,名古屋市北区山田１丁目１０番５４号 ,ハートイン大曽根１Ｆ－Ａ号,908-2210,飲食店営業,2021/12/23,3北保健第1-334号,2022/1/1,2028/1/20,,245,ＫＡＥＤＥ,052,052-908-2210,,,,名古屋市北区山田１丁目１０番５４号 ,愛知県名古屋市北区山田１丁目１０番５４号,ハートイン大曽根１Ｆ－Ａ号,114250,23,23103,山田１,,,2021/12/23,2022/01/01,2028/01/20,,小田切　寿樹,,,,,,,,,3北保健第1-334号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＫＡＥＤＥ052-908-221011425023103,e1727b8c-e860-4186-a217-03301776ebbc,,personal,4634e212-1b66-4207-92c8-e62c27275713,2021/12/23,ＫＡＥＤＥ,ＫＡＥＤＥ,
株式会社　ティー・エフ・ピー 代表取締役　杉野　政人,0561-67-0877,生協あじまの家,名古屋市北区中味鋺三丁目８０７番地　,名古屋市北区中味鋺３丁目８０７番地 ,,909-4188,飲食店営業,2021/12/28,3北保健第1-287号,2022/1/4,2028/1/20,,245,生協あじまの家,052,052-909-4188,,,,名古屋市北区中味鋺３丁目８０７番地 ,愛知県名古屋市北区中味鋺３丁目８０７番地,,114239,23,23103,中味鋺３,,,2021/12/28,2022/01/04,2028/01/20,株式会社　ティー・エフ・ピー ,代表取締役　杉野　政人,0561-67-0877,,,,,,,,3北保健第1-287号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,生協あじまの家052-909-418811423923103,5bf58c39-2f98-4beb-9730-3afce46dc64f,株式会社ティー・エフ・ピー　,6607185e-4028-4993-857d-9c205eb3d9aa,03db131a-a26e-4de5-a8d7-1c5332797d63,2021/12/28,生協あじまの家,生協あじまの家,株式会社ティー・エフ・ピー　
苗村　一美,,すまいるきっちん＆ぷぅ,名古屋市北区黒川本通３丁目６４番地　スクエア黒川　１Ｆ北,名古屋市北区黒川本通３丁目６４番地,スクエア黒川 １Ｆ北,,飲食店営業,2021/12/28,3北保健第1-346号,2021/12/29,2028/1/20,,245,すまいるきっちん＆ぷぅ,052,,,,,名古屋市北区黒川本通３丁目６４番地,愛知県名古屋市北区黒川本通３丁目６４番地,スクエア黒川 １Ｆ北,114001,23,23103,黒川本通３,,,2021/12/28,2021/12/29,2028/01/20,,苗村　一美,,,,,,,,,3北保健第1-346号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,すまいるきっちんぷぅ11400123103,0d02b2ff-12c2-47c5-b256-4fe1832b27b0,,personal,a3654069-c1b2-4875-8302-f1eda009e621,2021/12/28,すまいるきっちん＆ぷぅ,すまいるきっちんぷぅ,
有限会社　マスドゥ 代表取締役　中村　真也,269-3356,ファミリーマート　平田小学校前店,名古屋市西区城西町５番地　,名古屋市西区城西町５番地 ,,509-2511,飲食店営業,2021/12/20,3西保健第1-473号,2021/12/21,2027/12/20,,245,ファミリーマート　平田小学校前店,052,052-509-2511,,,,名古屋市西区城西町５番地 ,愛知県名古屋市西区城西町５番地,,114326,23,23104,城西町,,,2021/12/20,2021/12/21,2027/12/20,有限会社　マスドゥ ,代表取締役　中村　真也,052-269-3356,,,,,,,,3西保健第1-473号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ファミリマト平田小学校前店052-509-251111432623104,1e609540-3cc9-47bc-a3fa-55c30d018ca2,有限会社マスドゥ　,67e31116-677a-452d-9074-e5e1047f08f1,20a1197e-ab79-4cb5-bea7-f41d91eaf3c7,2021/12/20,ファミリーマート　平田小学校前店,ファミリマト平田小学校前店,有限会社マスドゥ　
大池　正敏,,ひらたのベトコンラーメン,名古屋市西区平出町３４１番地　,名古屋市西区平出町３４１番地 ,,,飲食店営業,2021/12/1,3西保健第1-436号,2021/12/21,2027/12/20,,245,ひらたのベトコンラーメン,052,,,,,名古屋市西区平出町３４１番地 ,愛知県名古屋市西区平出町３４１番地,,114367,23,23104,平出町,,,2021/12/01,2021/12/21,2027/12/20,,大池　正敏,,,,,,,,,3西保健第1-436号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ひらたのベトコンラメン11436723104,bf6ad59c-bd6a-45b1-8a72-212d8f8bf540,,personal,789697b4-486a-4a95-9064-aa3aad375a2c,2021/12/01,ひらたのベトコンラーメン,ひらたのベトコンラメン,
株式会社　フードアイデア 代表取締役　福井　優子,050-5876-6929,Kitchen あざらし,名古屋市西区名西二丁目８番１８号　,名古屋市西区名西２丁目８番１８号, ,050-5876-6929,飲食店営業,2021/12/2,3西保健第1-413号,2021/12/10,2028/10/20,,245,Kitchen あざらし,052,050-5876-6929,,,,名古屋市西区名西２丁目８番１８号,愛知県名古屋市西区名西２丁目８番１８号, ,114449,23,23104,名西２,,,2021/12/02,2021/12/10,2028/10/20,株式会社　フードアイデア ,代表取締役　福井　優子,050-5876-6929,,,,,,,,3西保健第1-413号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,Ｋｉｔｃｈｅｎあざらし050-5876-692911444923104,11693b86-50b8-42c4-ba2e-66ae1ec2eda5,株式会社フードアイデア　,be97ff9a-c7de-4c50-acf3-443f1163011e,163a871f-073c-48c0-a041-855564f32de4,2021/12/02,Ｋｉｔｃｈｅｎ　あざらし,Ｋｉｔｃｈｅｎあざらし,株式会社フードアイデア　
株式会社　ラーダ 代表取締役　川島　淳,524-2856,カフェテラス　ラーダ平田店,名古屋市西区山木一丁目２１２番地　,名古屋市西区山木１丁目２１２番地 ,,501-5776,飲食店営業,2021/12/3,3西保健第1-437号,2021/12/21,2027/12/20,,245,カフェテラス　ラーダ平田店,052,052-501-5776,,,,名古屋市西区山木１丁目２１２番地 ,愛知県名古屋市西区山木１丁目２１２番地,,114390,23,23104,山木１,,,2021/12/03,2021/12/21,2027/12/20,株式会社　ラーダ ,代表取締役　川島　淳,052-524-2856,,,,,,,,3西保健第1-437号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,カフェテラスラダ平田店052-501-577611439023104,5515b003-7eee-4ea4-b35d-dd24133e24a4,株式会社ラーダ　,66bde548-eaa9-405a-8d7a-88bbf4aa43a2,6b1b50cf-63ad-453b-a673-3a4ab66beaac,2021/12/03,カフェテラス　ラーダ平田店,カフェテラスラダ平田店,株式会社ラーダ　
株式会社　シルバー珈琲 代表取締役　浜島　洋一,503-6581,茶房・伽羅,名古屋市西区西原町１３２番地　,名古屋市西区西原町１３２番地 ,,504-0370,飲食店営業,2021/12/6,3西保健第1-441号,2021/12/21,2027/12/20,,245,茶房・伽羅,052,052-504-0370,,,,名古屋市西区西原町１３２番地 ,愛知県名古屋市西区西原町１３２番地,,114358,23,23104,西原町,,,2021/12/06,2021/12/21,2027/12/20,株式会社　シルバー珈琲 ,代表取締役　浜島　洋一,052-503-6581,,,,,,,,3西保健第1-441号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,茶房伽羅052-504-037011435823104,54f5066c-afe3-4078-a8d0-dcfd0e262079,株式会社シルバー珈琲　,48d5e440-9a2b-4569-8afc-e83a8e988aa6,0ef0596f-81bc-47ed-89ec-7e67006cf6b1,2021/12/06,茶房・伽羅,茶房伽羅,株式会社シルバー珈琲　
エイコーHD株式会社 代表取締役　伊地知　高博,502-3337,AND PLUS `SHARE' OFFICE＋COFFEE,名古屋市西区那古野一丁目１９番４号　,名古屋市西区那古野１丁目１９番４号, ,502-3337,飲食店営業,2021/12/6,3西保健第1-433号,2021/12/6,2028/6/20,,245,AND PLUS `SHARE' OFFICE＋COFFEE,052,052-502-3337,,,,名古屋市西区那古野１丁目１９番４号,愛知県名古屋市西区那古野１丁目１９番４号, ,114348,23,23104,那古野１,,,2021/12/06,2021/12/06,2028/06/20,エイコーHD株式会社 ,代表取締役　伊地知　高博,052-502-3337,,,,,,,,3西保健第1-433号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＡＮＤＰＬＵＳ｀ＳＨＡＲＥＯＦＦＩＣＥＣＯＦＦＥＥ052-502-333711434823104,8aa50af0-6074-4d40-adce-b5128f2824f2,エイコーＨＤ株式会社,4e406f4c-7f56-429c-8860-db4a774fb838,f08e3574-3778-4dfe-a51a-9399b3ff4dea,2021/12/06,ＡＮＤ　ＰＬＵＳ　｀ＳＨＡＲＥ＇　ＯＦＦＩＣＥ＋ＣＯＦＦＥＥ,ＡＮＤＰＬＵＳ｀ＳＨＡＲＥＯＦＦＩＣＥＣＯＦＦＥＥ,エイコーＨＤ株式会社
齋藤　道枝,,カラオケ喫茶　香月,名古屋市西区木前町１６２番地の１　,名古屋市西区木前町１６２番地の１,,503-5881,飲食店営業,2021/12/7,3西保健第1-450号,2021/12/21,2027/12/20,,245,カラオケ喫茶　香月,052,052-503-5881,,,,名古屋市西区木前町１６２番地の１,愛知県名古屋市西区木前町１６２番地ノ１,,114305,23,23104,木前町,,,2021/12/07,2021/12/21,2027/12/20,,齋藤　道枝,,,,,,,,,3西保健第1-450号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,カラオケ喫茶香月052-503-588111430523104,9a345c52-123f-4c64-88af-b7dcaee95ce6,,personal,40738457-a078-472d-8b81-f8f061f3bbe6,2021/12/07,カラオケ喫茶　香月,カラオケ喫茶香月,
橋本　忠,,ＢＥＮＴＯＭＡＮ平田,名古屋市西区浮野町２２番地２３－１　,名古屋市西区浮野町２２番地２３－１,,501-8192,飲食店営業,2021/12/7,3西保健第1-451号,2021/12/21,2027/12/20,,245,ＢＥＮＴＯＭＡＮ平田,052,052-501-8192,,,,名古屋市西区浮野町２２番地２３－１,愛知県名古屋市西区浮野町２２番地２３－１,,114270,23,23104,浮野町,,,2021/12/07,2021/12/21,2027/12/20,,橋本　忠,,,,,,,,,3西保健第1-451号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＢＥＮＴＯＭＡＮ平田052-501-819211427023104,27d16cc8-46ea-4970-be65-5504dc3cc1bf,,personal,7098689e-f4a2-463c-b033-f0e6fa7c8a45,2021/12/07,ＢＥＮＴＯＭＡＮ平田,ＢＥＮＴＯＭＡＮ平田,
櫻井　千壽,,美食工房　千壽,名古屋市西区名駅二丁目１８番６号　,名古屋市西区名駅２丁目１８番６号, ,,飲食店営業,2021/12/9,3西保健第1-444号,2021/12/11,2028/7/20,,245,美食工房　千壽,052,,,,,名古屋市西区名駅２丁目１８番６号,愛知県名古屋市西区名駅２丁目１８番６号, ,114387,23,23104,名駅２,,,2021/12/09,2021/12/11,2028/07/20,,櫻井　千壽,,,,,,,,,3西保健第1-444号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,美食工房千壽11438723104,dfde581f-2ef0-4c75-abf3-496921031173,,personal,a5b427a5-af38-4255-9ee1-197db2874815,2021/12/09,美食工房　千壽,美食工房千壽,
株式会社　コノミヤ 代表取締役　芋縄　隆史,06-6968-0561,コノミヤ平田店,名古屋市西区浮野町８６番地　,名古屋市西区浮野町８６番地 ,,502-5313,飲食店営業,2021/12/13,3西保健第1-448号,2021/12/21,2027/12/20,,245,コノミヤ平田店,052,052-502-5313,,,,名古屋市西区浮野町８６番地 ,愛知県名古屋市西区浮野町８６番地,,114270,23,23104,浮野町,,,2021/12/13,2021/12/21,2027/12/20,株式会社　コノミヤ ,代表取締役　芋縄　隆史,06-6968-0561,,,,,,,,3西保健第1-448号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,コノミヤ平田店052-502-531311427023104,fb810de4-01f1-4c1d-9606-2fd5927d2003,株式会社コノミヤ　,99052350-63a8-4134-b559-ec29bf9e9382,36c8de05-d2c1-4b2f-a46b-926c30ecd3a8,2021/12/13,コノミヤ平田店,コノミヤ平田店,株式会社コノミヤ　
早川　理,,雪風,名古屋市西区新木町６０番地　,名古屋市西区新木町６０番地 ,,401-3766,飲食店営業,2021/12/13,3西保健第1-442号,2021/12/21,2027/12/20,,245,雪風,052,052-401-3766,,,,名古屋市西区新木町６０番地 ,愛知県名古屋市西区新木町６０番地,,114260,23,23104,新木町,,,2021/12/13,2021/12/21,2027/12/20,,早川　理,,,,,,,,,3西保健第1-442号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,雪風052-401-376611426023104,70fc9acd-4d94-4750-9098-9305ca1d3783,,personal,0fcc29f9-2ce6-4ba0-9611-4eec8b2141cf,2021/12/13,雪風,雪風,
学校法人　三幸学園 理事長　昼間　一彦,03-3814-6151,レストラン　Chez  Tsuji,名古屋市西区則武新町三丁目９番２６号　,名古屋市西区則武新町３丁目９番２６号, ,589-8488,飲食店営業,2021/12/13,3西保健第1-457号,2021/12/13,2028/3/20,,245,レストラン　Chez  Tsuji,052,052-589-8488,,,,名古屋市西区則武新町３丁目９番２６号,愛知県名古屋市西区則武新町３丁目９番２６号, ,114362,23,23104,則武新町３,,,2021/12/13,2021/12/13,2028/03/20,学校法人　三幸学園 ,理事長　昼間　一彦,03-3814-6151,,,,,,,,3西保健第1-457号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,レストランＣｈｅｚＴｓｕｊｉ052-589-848811436223104,f8e2522b-efb6-4394-9508-016e5ca159eb,学校法人三幸学園　,1d6fd16a-4788-4cbc-93a9-8630c8b186b2,7966b981-ec65-4256-a369-4e5299c7e82c,2021/12/13,レストラン　Ｃｈｅｚ　Ｔｓｕｊｉ,レストランＣｈｅｚＴｓｕｊｉ,学校法人三幸学園　
株式会社　ソアズロック 代表取締役　加藤　渉,684-6205,SOARZROCK,名古屋市西区那古野一丁目３６番１７号　１F,名古屋市西区那古野１丁目３６番１７号,１F,684-6205,飲食店営業,2021/12/13,3西保健第1-463号,2021/12/13,2028/6/20,,245,SOARZROCK,052,052-684-6205,,,,名古屋市西区那古野１丁目３６番１７号,愛知県名古屋市西区那古野１丁目３６番１７号,１F,114348,23,23104,那古野１,,,2021/12/13,2021/12/13,2028/06/20,株式会社　ソアズロック ,代表取締役　加藤　渉,052-684-6205,,,,,,,,3西保健第1-463号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＳＯＡＲＺＲＯＣＫ052-684-620511434823104,9a1876cb-6c1c-44e7-bba9-f148256fe567,株式会社ソアズロック　,6f4810b8-60e9-4801-8272-4e93190694ef,020205f9-f860-48f2-b4c7-02ac4a3d6a81,2021/12/13,ＳＯＡＲＺＲＯＣＫ,ＳＯＡＲＺＲＯＣＫ,株式会社ソアズロック　
丸石　辰三,,すし丸,名古屋市西区城西四丁目１７番１６号　,名古屋市西区城西４丁目１７番１６号, ,908-6778,飲食店営業,2021/12/13,3西保健第1-459号,2021/12/14,2028/8/20,,245,すし丸,052,052-908-6778,,,,名古屋市西区城西４丁目１７番１６号,愛知県名古屋市西区城西４丁目１７番１６号, ,114405,23,23104,城西４,,,2021/12/13,2021/12/14,2028/08/20,,丸石　辰三,,,,,,,,,3西保健第1-459号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,すし丸052-908-677811440523104,c7dad5ca-4b90-4afd-a710-bc0f7808da17,,personal,6998fa5a-061e-4e98-a842-a3d50598c91c,2021/12/13,すし丸,すし丸,
辻　洋子,,居酒屋　ようこそ,名古屋市西区中沼町１９９番地　,名古屋市西区中沼町１９９番地 ,,501-1323,飲食店営業,2021/12/14,3西保健第1-443号,2021/12/21,2027/12/20,,245,居酒屋　ようこそ,052,052-501-1323,,,,名古屋市西区中沼町１９９番地 ,愛知県名古屋市西区中沼町１９９番地,,114346,23,23104,中沼町,,,2021/12/14,2021/12/21,2027/12/20,,辻　洋子,,,,,,,,,3西保健第1-443号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,居酒屋ようこそ052-501-132311434623104,79148de7-0505-4984-894e-0935c645f2b0,,personal,ed103e53-a742-4f0e-86da-049503c8b2a5,2021/12/14,居酒屋　ようこそ,居酒屋ようこそ,
社会福祉法人　和進奉仕会 理事長　吉田　寛一郎,791-2808,ふれあい,名古屋市西区平出町８７番地　和進館ふれあいセンター,名古屋市西区平出町８７番地 和進館ふれあいセンター,,505-7201,飲食店営業,2021/12/14,3西保健第1-456号,2021/12/21,2027/12/20,,245,ふれあい,052,052-505-7201,,,,名古屋市西区平出町８７番地 和進館ふれあいセンター,愛知県名古屋市西区平出町８７番地和進館ふれあいセンタ－,,114367,23,23104,平出町,,,2021/12/14,2021/12/21,2027/12/20,社会福祉法人　和進奉仕会 ,理事長　吉田　寛一郎,052-791-2808,,,,,,,,3西保健第1-456号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ふれあい052-505-720111436723104,f9883b46-1797-41b9-b4fc-529c5525c0ee,社会福祉法人和進奉仕会　,991969b7-9c5e-4502-9b68-aacc9e450aae,ba0cbd37-9888-4048-8b1b-b3e4a54fedeb,2021/12/14,ふれあい,ふれあい,社会福祉法人和進奉仕会　
サリー・スパイスランド株式会社 代表取締役　平光　晃子,,サリー,名古屋市西区則武新町三丁目２番１３号　,名古屋市西区則武新町３丁目２番１３号, ,052-562-1888,飲食店営業,2021/12/15,3西保健第1-439号,2021/12/15,2028/3/20,,245,サリー,052,052-562-1888,,,,名古屋市西区則武新町３丁目２番１３号,愛知県名古屋市西区則武新町３丁目２番１３号, ,114362,23,23104,則武新町３,,,2021/12/15,2021/12/15,2028/03/20,サリー・スパイスランド株式会社 ,代表取締役　平光　晃子,,,,,,,,,3西保健第1-439号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,サリ052-562-188811436223104,3a01a54e-0fe8-4c5e-baef-0a92b79dad0d,サリー・スパイスランド株式会社,2e08b64d-f2b4-4895-ab8c-02cb0b220c22,766446a1-a588-480f-b13c-138ddb8f3d71,2021/12/15,サリー,サリ,サリー・スパイスランド株式会社
田中　雄,,喫茶ファースト,名古屋市西区堀越三丁目１９番１９号　,名古屋市西区堀越３丁目１９番１９号, ,,飲食店営業,2021/12/15,3西保健第1-462号,2022/1/21,2027/1/20,,245,喫茶ファースト,052,,,,,名古屋市西区堀越３丁目１９番１９号,愛知県名古屋市西区堀越３丁目１９番１９号, ,114437,23,23104,堀越３,,,2021/12/15,2022/01/21,2027/01/20,,田中　雄,,,,,,,,,3西保健第1-462号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,喫茶ファスト11443723104,68b1b103-c733-459f-92a8-0d036dd24a73,,personal,073d1bdc-615d-43c6-97be-9e03a142e121,2021/12/15,喫茶ファースト,喫茶ファスト,
