https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,許可期間開始日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,凛,8150041,福岡県,福岡市南区,野間,一丁目１０番２０号,野間プラザ３０１号,,① 飲食店営業,馬込千枝美,,2021.12.17,2021.12.17,2022.1.1,福南保衛第2021015110号,,393,凛,092,,,,,福岡県　福岡市南区　野間　一丁目１０番２０号,福岡県福岡市南区野間１丁目１０番２０号,野間プラザ３０１号,200453,40,40134,野間１,,2021/12/17,2021/12/17,2022/01/01,,,馬込千枝美,,,,,,,,,福南保衛第2021015110号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,凛20045340134,501da27a-1762-4872-a651-5e8ab50be6fc,,personal,67c4be53-2836-42af-b39f-91bbac0de7d7,2021/12/17,凛,凛,
32,海鮮居酒屋　凪,8150033,福岡県,福岡市南区,大橋,一丁目２０番２１号,ルピエ・グランポン１０１号,092-542-1677,① 飲食店営業,松尾正,,2021.12.27,2021.12.27,2021.12.27,福南保衛第2021010124号,,393,海鮮居酒屋　凪,092,092-542-1677,,,,福岡県　福岡市南区　大橋　一丁目２０番２１号,福岡県福岡市南区大橋１丁目２０番２１号,ルピエ・グランポン１０１号,200514,40,40134,大橋１,,2021/12/27,2021/12/27,2021/12/27,,,松尾正,,,,,,,,,福南保衛第2021010124号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,海鮮居酒屋凪092-542-167720051440134,dbc20b40-3e99-42da-a3a3-423876a3a559,,personal,321570d8-5999-477a-93f5-7bf38709213f,2021/12/27,海鮮居酒屋　凪,海鮮居酒屋凪,
33,ＢＡＲ　ＣＨＡＮＣＥ,8150033,福岡県,福岡市南区,大橋,一丁目２０番２３号,Ｕビル大橋３Ｆ,,① 飲食店営業,植野凌,,2021.12.23,2021.12.23,2021.12.23,福南保衛第2021010125号,,393,ＢＡＲ　ＣＨＡＮＣＥ,092,,,,,福岡県　福岡市南区　大橋　一丁目２０番２３号,福岡県福岡市南区大橋１丁目２０番２３号,Ｕビル大橋３Ｆ,200514,40,40134,大橋１,,2021/12/23,2021/12/23,2021/12/23,,,植野凌,,,,,,,,,福南保衛第2021010125号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＢＡＲＣＨＡＮＣＥ20051440134,d2858d4b-e418-4920-b5f2-a1a0b49f3820,,personal,38c3ec9a-489c-40c4-9db0-2c6401030aec,2021/12/23,ＢＡＲ　ＣＨＡＮＣＥ,ＢＡＲＣＨＡＮＣＥ,
34,アニーカフェ,8111302,福岡県,福岡市南区,井尻,五丁目２番３号,,092-915-0088,① 飲食店営業,江頭康浩,,2021.12.23,2021.12.23,2022.1.1,福南保衛第2021015111号,,393,アニーカフェ,092,092-915-0088,,,,福岡県　福岡市南区　井尻　五丁目２番３号,福岡県福岡市南区井尻５丁目２番３号,,200372,40,40134,井尻５,,2021/12/23,2021/12/23,2022/01/01,,,江頭康浩,,,,,,,,,福南保衛第2021015111号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,アニカフェ092-915-008820037240134,c5e7df28-2f4d-41ff-b753-ab3ae39bc5e8,,personal,0c31f805-2a29-4d44-aaed-ead9dcc4e517,2021/12/23,アニーカフェ,アニカフェ,
35,まるやす,8111321,福岡県,福岡市南区,柳瀬,一丁目３３番１５号,フォーリスト１Ｆ,,③ 食肉販売業,株式会社ＮＯＣ,092-775-8839,2021.12.20,2021.12.20,2021.12.20,福南保衛第2021050007号,,393,まるやす,092,,,,,福岡県　福岡市南区　柳瀬　一丁目３３番１５号,福岡県福岡市南区柳瀬１丁目３３番１５号,フォーリスト１Ｆ,200487,40,40134,柳瀬１,,2021/12/20,2021/12/20,2021/12/20,,株式会社ＮＯＣ,,092-775-8839,,,,,,,,福南保衛第2021050007号,,食肉販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,583,,まるやす20048740134,dc1f9ff3-2297-4270-a7dc-e3ee55b8e36a,株式会社ＮＯＣ,ed2aabe6-c680-486e-b59a-679cace749b1,04f8e349-eae6-4b9e-9a7a-3d628762425e,2021/12/20,まるやす,まるやす,株式会社ＮＯＣ
36,和ｒａｋｕ,8150042,福岡県,福岡市南区,若久,六丁目１番１０号,,092-557-8739,① 飲食店営業,株式会社うらたメディカルケアサービス,092-557-8739,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015103号　,,393,和ｒａｋｕ,092,092-557-8739,,,,福岡県　福岡市南区　若久　六丁目１番１０号,福岡県福岡市南区若久６丁目１番１０号,,200505,40,40134,若久６,,2021/12/08,2021/12/08,2022/01/01,,株式会社うらたメディカルケアサービス,,092-557-8739,,,,,,,,福南保衛第2021015103号　,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,和ｒａｋｕ092-557-873920050540134,e9e3a480-2cc2-4310-87ef-b8690517c84c,株式会社うらたメディカルケアサービス,a74e93a5-aa91-4dab-baeb-1dcaed447c2d,d283b426-b19e-4b54-978a-65b33223d11e,2021/12/08,和ｒａｋｕ,和ｒａｋｕ,株式会社うらたメディカルケアサービス
37,大橋酒場しんのすけ,8150033,福岡県,福岡市南区,大橋,四丁目１２番２７号,,092-552-0003,① 飲食店営業,アトモスダイニング株式会社,092-714-7710,2021.12.27,2021.12.27,2022.1.1,福南保衛第2021015112号,,393,大橋酒場しんのすけ,092,092-552-0003,,,,福岡県　福岡市南区　大橋　四丁目１２番２７号,福岡県福岡市南区大橋４丁目１２番２７号,,200517,40,40134,大橋４,,2021/12/27,2021/12/27,2022/01/01,,アトモスダイニング株式会社,,092-714-7710,,,,,,,,福南保衛第2021015112号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,大橋酒場しんのすけ092-552-000320051740134,d901c46d-3c82-48ed-a2ae-7fc42a2dac0f,アトモスダイニング株式会社,7e44b700-756b-4669-aa35-e5d17d93fea2,797cbf31-677b-41d5-935e-4f43a3a84d0a,2021/12/27,大橋酒場しんのすけ,大橋酒場しんのすけ,アトモスダイニング株式会社
38,マックスバリュエクスプレス大橋店,8150033,福岡県,福岡市南区,大橋一丁目２７番８号,,,092-552-4411,① 飲食店営業,イオン九州株式会社,092-472-3590,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015100号,,393,マックスバリュエクスプレス大橋店,092,092-552-4411,,,,福岡県　福岡市南区　大橋一丁目２７番８号　,福岡県福岡市南区大橋１丁目２７番８号,,200514,40,40134,大橋１,,2021/12/08,2021/12/08,2022/01/01,,イオン九州株式会社,,092-472-3590,,,,,,,,福南保衛第2021015100号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,マックスバリュエクスプレス大橋店092-552-441120051440134,710109ec-f6e5-4dff-a748-122c8e6f8f82,イオン九州株式会社,40477ab0-31c5-46ba-b158-1f89c3da9677,e1917662-889b-45e3-9b79-2a76c787e053,2021/12/08,マックスバリュエクスプレス大橋店,マックスバリュエクスプレス大橋店,イオン九州株式会社
39,辛麺屋　輪　総本家,8150033,福岡県,福岡市南区,大橋,一丁目１６番９号,,092-408-4333,① 飲食店営業,株式会社ＨＲＴ,094-285-9573,2021.12.2,2021.12.2,2022.1.1,福南保衛第2021015088号,,393,辛麺屋　輪　総本家,092,092-408-4333,,,,福岡県　福岡市南区　大橋　一丁目１６番９号,福岡県福岡市南区大橋１丁目１６番９号,,200514,40,40134,大橋１,,2021/12/02,2021/12/02,2022/01/01,,株式会社ＨＲＴ,,094-285-9573,,,,,,,,福南保衛第2021015088号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,辛麺屋輪総本家092-408-433320051440134,321cf087-1d26-4e69-89dc-c1788441f955,株式会社ＨＲＴ,fc63c59c-3518-4187-8128-42fcdeea24ac,31ad00bb-dc55-4d6b-88c5-76c2bb33e4d2,2021/12/02,辛麺屋　輪　総本家,辛麺屋輪総本家,株式会社ＨＲＴ
40,お持ち帰りの焼鳥屋井尻店,8111302,福岡県,福岡市南区,井尻,五丁目３番１号,,092-592-5593,① 飲食店営業,株式会社チェーンフードサービス,092-735-2225,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015092号,,393,お持ち帰りの焼鳥屋井尻店,092,092-592-5593,,,,福岡県　福岡市南区　井尻　五丁目３番１号,福岡県福岡市南区井尻５丁目３番１号,,200372,40,40134,井尻５,,2021/12/07,2021/12/07,2022/01/01,,株式会社チェーンフードサービス,,092-735-2225,,,,,,,,福南保衛第2021015092号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,お持ち帰りの焼鳥屋井尻店092-592-559320037240134,6bc8f104-62ed-499b-aba7-3511d2b2c545,株式会社チェーンフードサービス,f9099c18-b496-4f51-aa6d-94008f380026,06daf0a9-7f0e-40de-b44f-b45bb0a1b0af,2021/12/07,お持ち帰りの焼鳥屋井尻店,お持ち帰りの焼鳥屋井尻店,株式会社チェーンフードサービス
41,食堂セゾンドール,8150083,福岡県,福岡市南区,高宮,一丁目３番３２号,高宮第２オークマンション１０４号,092-524-0432,① 飲食店営業,住吉酒販有限会社,092-281-3815,2021.12.3,2021.12.3,2022.1.1,福南保衛第2021015089号,,393,食堂セゾンドール,092,092-524-0432,,,,福岡県　福岡市南区　高宮　一丁目３番３２号,福岡県福岡市南区高宮１丁目３番３２号,高宮第２オークマンション１０４号,200418,40,40134,高宮１,,2021/12/03,2021/12/03,2022/01/01,,住吉酒販有限会社,,092-281-3815,,,,,,,,福南保衛第2021015089号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,食堂セゾンドル092-524-043220041840134,edb4d668-084c-4d17-954e-f324b4bf03d0,住吉酒販有限会社,6fb9182a-177d-45bc-bf25-453f30dc7446,0e753ac0-44aa-49a3-9347-26123ec84ad8,2021/12/03,食堂セゾンドール,食堂セゾンドル,住吉酒販有限会社
42,株式会社　平成水産,8111324,福岡県,福岡市南区,警弥郷,一丁目１９番１号,,092-592-2033,④ 魚介類販売業,株式会社平成水産,092-592-2033,2021.12.14,2021.12.14,2022.1.1,福南保衛第2021075005号,,393,株式会社　平成水産,092,092-592-2033,,,,福岡県　福岡市南区　警弥郷　一丁目１９番１号,福岡県福岡市南区警弥郷１丁目１９番１号,,200396,40,40134,警弥郷１,,2021/12/14,2021/12/14,2022/01/01,,株式会社平成水産,,092-592-2033,,,,,,,,福南保衛第2021075005号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,株式会社平成水産092-592-203320039640134,1ed2c159-cf42-4bfa-941e-82e8f54f2d33,株式会社平成水産,ae22b613-ccef-4324-94ed-22fbe04c9304,388deeca-be86-4ce9-93ed-a5484083eec7,2021/12/14,株式会社平成水産,株式会社平成水産,株式会社平成水産
43,雪印メグミルク株式会社　福岡工場（GC棟）,8150001,福岡県,福岡市南区,五十川,1-2-20,,,⑦ 乳処理業,雪印メグミルク株式会社,03-3226-2388,2021.12.20,2021.12.20,2022.1.1,福南保衛第2021135001号,,393,雪印メグミルク株式会社　福岡工場（GC棟）,092,,,,,福岡県　福岡市南区　五十川　1-2-20,福岡県福岡市南区五十川１－２－２０,,200400,40,40134,五十川１,,2021/12/20,2021/12/20,2022/01/01,,雪印メグミルク株式会社,,03-3226-2388,,,,,,,,福南保衛第2021135001号,,乳処理業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,32,,,雪印メグミルク株式会社福岡工場ＧＣ棟20040040134,8b557936-2fad-4ec9-9713-02d4635b8c3d,雪印メグミルク株式会社,5fbe91fe-20b6-43dd-b154-1e71412992ff,04e7864f-23ab-4d52-ab66-596e9fe99bfd,2021/12/20,雪印メグミルク株式会社福岡工場（ＧＣ棟）,雪印メグミルク株式会社福岡工場ＧＣ棟,雪印メグミルク株式会社
44,雪印メグミルク株式会社　福岡工場（GC棟）,8150001,福岡県,福岡市南区,五十川,1-2-20,,,⑬ 乳製品製造業,雪印メグミルク株式会社,03-3226-2388,2021.12.20,2021.12.20,2022.1.1,福南保衛第2021255001号,,393,雪印メグミルク株式会社　福岡工場（GC棟）,092,,,,,福岡県　福岡市南区　五十川　1-2-20,福岡県福岡市南区五十川１－２－２０,,200400,40,40134,五十川１,,2021/12/20,2021/12/20,2022/01/01,,雪印メグミルク株式会社,,03-3226-2388,,,,,,,,福南保衛第2021255001号,,乳製品製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,雪印メグミルク株式会社福岡工場ＧＣ棟20040040134,8b557936-2fad-4ec9-9713-02d4635b8c3d,雪印メグミルク株式会社,5fbe91fe-20b6-43dd-b154-1e71412992ff,1fde7494-ff88-419a-8aa1-efc1e0d7750c,2021/12/20,雪印メグミルク株式会社福岡工場（ＧＣ棟）,雪印メグミルク株式会社福岡工場ＧＣ棟,雪印メグミルク株式会社
45,居酒屋千じゅ,8150033,福岡県,福岡市南区,大橋,一丁目１５番６号,アルボーレ大橋Ｂ１,092-552-1010,① 飲食店営業,株式会社博多千じゅ,092-552-1010,2021.12.9,2021.12.9,2021.12.9,福南保衛第2021010114号,,393,居酒屋千じゅ,092,092-552-1010,,,,福岡県　福岡市南区　大橋　一丁目１５番６号,福岡県福岡市南区大橋１丁目１５番６号,アルボーレ大橋Ｂ１,200514,40,40134,大橋１,,2021/12/09,2021/12/09,2021/12/09,,株式会社博多千じゅ,,092-552-1010,,,,,,,,福南保衛第2021010114号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,居酒屋千じゅ092-552-101020051440134,70a0be98-e91e-4b1c-ab06-3089afd07b38,株式会社博多千じゅ,785ebffe-590b-4d63-86d4-87f5ed749240,a183650f-8bbc-4c8b-a9ff-201f449dd20c,2021/12/09,居酒屋千じゅ,居酒屋千じゅ,株式会社博多千じゅ
46,黒田屋本部工場,8111356,福岡県,福岡市南区,花畑,四丁目４番１号,,092-565-2997,⑨ 食肉処理業,株式会社黒田屋,092-565-0247,2021.12.9,2021.12.9,2022.1.1,福南保衛第2021175001号,,393,黒田屋本部工場,092,092-565-2997,,,,福岡県　福岡市南区　花畑　四丁目４番１号,福岡県福岡市南区花畑４丁目４番１号,,200525,40,40134,花畑４,,2021/12/09,2021/12/09,2022/01/01,,株式会社黒田屋,,092-565-0247,,,,,,,,福南保衛第2021175001号,,食肉処理業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),A,1,,,黒田屋本部工場092-565-299720052540134,bf505005-4ba0-4ce8-8fba-9fcb361097a7,株式会社黒田屋,7b2ccaa5-a709-4327-95e7-aed226e5a210,1be23748-d0f1-43f3-be50-f7c87876caad,2021/12/09,黒田屋本部工場,黒田屋本部工場,株式会社黒田屋
47,黒田屋本部工場,8111356,福岡県,福岡市南区,花畑,四丁目４番１号,,092-565-2997,㉔ 麺類製造業,株式会社黒田屋,092-565-0247,2021.12.9,2021.12.9,2022.1.1,福南保衛第2021475002号,,393,黒田屋本部工場,092,092-565-2997,,,,福岡県　福岡市南区　花畑　四丁目４番１号,福岡県福岡市南区花畑４丁目４番１号,,200525,40,40134,花畑４,,2021/12/09,2021/12/09,2022/01/01,,株式会社黒田屋,,092-565-0247,,,,,,,,福南保衛第2021475002号,,麺類製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,黒田屋本部工場092-565-299720052540134,bf505005-4ba0-4ce8-8fba-9fcb361097a7,株式会社黒田屋,7b2ccaa5-a709-4327-95e7-aed226e5a210,77b79882-ef22-44c5-a0e2-4f36620a968b,2021/12/09,黒田屋本部工場,黒田屋本部工場,株式会社黒田屋
48,黒田屋本部工場,8111356,福岡県,福岡市南区,花畑,四丁目４番１号,,092-565-2997,㉕ そうざい製造業,株式会社黒田屋,092-565-0247,2021.12.9,2021.12.9,2022.1.1,福南保衛第2021495007号,,393,黒田屋本部工場,092,092-565-2997,,,,福岡県　福岡市南区　花畑　四丁目４番１号,福岡県福岡市南区花畑４丁目４番１号,,200525,40,40134,花畑４,,2021/12/09,2021/12/09,2022/01/01,,株式会社黒田屋,,092-565-0247,,,,,,,,福南保衛第2021495007号,,そうざい製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,黒田屋本部工場092-565-299720052540134,bf505005-4ba0-4ce8-8fba-9fcb361097a7,株式会社黒田屋,7b2ccaa5-a709-4327-95e7-aed226e5a210,cbc53484-e142-4d0c-bf8a-8c4889f33491,2021/12/09,黒田屋本部工場,黒田屋本部工場,株式会社黒田屋
49,合同会社西友　サニー向新町店若菜,8111345,福岡県,福岡市南区,向新町,一丁目１４番５０号,,092-551-5902,① 飲食店営業,合同会社西友,03-3598-7000,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015102号,,393,合同会社西友　サニー向新町店若菜,092,092-551-5902,,,,福岡県　福岡市南区　向新町　一丁目１４番５０号,福岡県福岡市南区向新町１丁目１４番５０号,,200536,40,40134,向新町１,,2021/12/08,2021/12/08,2022/01/01,,合同会社西友,,03-3598-7000,,,,,,,,福南保衛第2021015102号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,合同会社西友サニ向新町店若菜092-551-590220053640134,81d96399-368b-47f0-8043-972bc4ee7c0b,合同会社西友,03fad6f7-d4f7-4d71-8f58-1602d2d1ce6c,54dcf5ed-d6bf-40eb-b54c-05adcf8d35f5,2021/12/08,合同会社西友　サニー向新町店若菜,合同会社西友サニ向新町店若菜,合同会社西友
50,合同会社西友　サニー若久店,8150042,福岡県,福岡市南区,若久,五丁目２５番５号,,092-561-1132,⑪ 菓子製造業,合同会社西友,03-3598-7000,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021215014号,,393,合同会社西友　サニー若久店,092,092-561-1132,,,,福岡県　福岡市南区　若久　五丁目２５番５号,福岡県福岡市南区若久５丁目２５番５号,,200504,40,40134,若久５,,2021/12/08,2021/12/08,2022/01/01,,合同会社西友,,03-3598-7000,,,,,,,,福南保衛第2021215014号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,合同会社西友サニ若久店092-561-113220050440134,b44e127f-8a8e-4a4b-9758-70f2d9cc0f1a,合同会社西友,03fad6f7-d4f7-4d71-8f58-1602d2d1ce6c,7715a60a-210b-46ff-91fc-17e7e1c6d57e,2021/12/08,合同会社西友　サニー若久店,合同会社西友サニ若久店,合同会社西友
51,合同会社西友　サニー長丘店,8150075,福岡県,福岡市南区,長丘,三丁目３番１号,,092-562-1181,④ 魚介類販売業,合同会社西友,03-3598-7000,2021.12.10,2021.12.10,2022.1.1,福南保衛第2021075004号,,393,合同会社西友　サニー長丘店,092,092-562-1181,,,,福岡県　福岡市南区　長丘　三丁目３番１号,福岡県福岡市南区長丘３丁目３番１号,,200430,40,40134,長丘３,,2021/12/10,2021/12/10,2022/01/01,,合同会社西友,,03-3598-7000,,,,,,,,福南保衛第2021075004号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,合同会社西友サニ長丘店092-562-118120043040134,c487ea68-3998-4dcc-92c2-4ee0c93826db,合同会社西友,03fad6f7-d4f7-4d71-8f58-1602d2d1ce6c,988dc426-e9d1-4eb8-9206-8cec315bd492,2021/12/10,合同会社西友　サニー長丘店,合同会社西友サニ長丘店,合同会社西友
52,合同会社西友　サニー長丘店,8150075,福岡県,福岡市南区,長丘,三丁目３番１号,,092-562-1181,⑪ 菓子製造業,合同会社西友,03-3598-7000,2021.12.10,2021.12.10,2022.1.1,福南保衛第2021215015号,,393,合同会社西友　サニー長丘店,092,092-562-1181,,,,福岡県　福岡市南区　長丘　三丁目３番１号,福岡県福岡市南区長丘３丁目３番１号,,200430,40,40134,長丘３,,2021/12/10,2021/12/10,2022/01/01,,合同会社西友,,03-3598-7000,,,,,,,,福南保衛第2021215015号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,合同会社西友サニ長丘店092-562-118120043040134,c487ea68-3998-4dcc-92c2-4ee0c93826db,合同会社西友,03fad6f7-d4f7-4d71-8f58-1602d2d1ce6c,92675d9e-4ec0-4039-ac3f-60e6b76d5afd,2021/12/10,合同会社西友　サニー長丘店,合同会社西友サニ長丘店,合同会社西友
53,マクドナルド　老司店,8111346,福岡県,福岡市南区,老司2-7-5,,,,① 飲食店営業,有限会社ニューステージ,092-555-6250,2021.12.13,2021.12.13,2022.1.1,福南保衛第2021015106号,,393,マクドナルド　老司店,092,,,,,福岡県　福岡市南区　老司2-7-5　,福岡県福岡市南区老司２－７－５,,200495,40,40134,老司２,,2021/12/13,2021/12/13,2022/01/01,,有限会社ニューステージ,,092-555-6250,,,,,,,,福南保衛第2021015106号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,マクドナルド老司店20049540134,d1e4095c-d04c-4347-ae38-b88ce7216621,有限会社ニューステージ,4aff4619-7b83-4f06-b8af-1aecf547c966,4630208d-e654-4a61-8773-c410ccb324cf,2021/12/13,マクドナルド　老司店,マクドナルド老司店,有限会社ニューステージ
54,中村学園事業部２２６８０,8150035,福岡県,福岡市南区,向野,一丁目１７番２５号,,092-441-2731,① 飲食店営業,学校法人中村学園,092-441-2742,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015093号,,393,中村学園事業部２２６８０,092,092-441-2731,,,,福岡県　福岡市南区　向野　一丁目１７番２５号,福岡県福岡市南区向野１丁目１７番２５号,,200512,40,40134,向野１,,2021/12/07,2021/12/07,2022/01/01,,学校法人中村学園,,092-441-2742,,,,,,,,福南保衛第2021015093号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,中村学園事業部２２６８０092-441-273120051240134,da859b0c-6803-49c9-bed1-36ebc55904e4,学校法人中村学園,af38fb8c-4f28-449c-a346-7c5725999130,0b0f31eb-dc81-4d84-beb9-5b8e260be24e,2021/12/07,中村学園事業部２２６８０,中村学園事業部２２６８０,学校法人中村学園
55,中村学園事業部２６７００,8111355,福岡県,福岡市南区,桧原,七丁目１３番３５号,松尾建設（株）桧原寮内,092-565-7176,① 飲食店営業,学校法人中村学園,092-441-2742,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015094号,,393,中村学園事業部２６７００,092,092-565-7176,,,,福岡県　福岡市南区　桧原　七丁目１３番３５号,福岡県福岡市南区桧原７丁目１３番３５号,松尾建設（株）桧原寮内,200464,40,40134,桧原７,,2021/12/07,2021/12/07,2022/01/01,,学校法人中村学園,,092-441-2742,,,,,,,,福南保衛第2021015094号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,中村学園事業部２６７００092-565-717620046440134,01eae688-8c9c-4313-834c-316151cb959d,学校法人中村学園,af38fb8c-4f28-449c-a346-7c5725999130,544b82e8-bd8f-479a-804f-5e2b80780051,2021/12/07,中村学園事業部２６７００,中村学園事業部２６７００,学校法人中村学園
56,うなぎの黒田屋,8111343,福岡県,福岡市南区,和田,四丁目１０番２５号,,092-561-3663,① 飲食店営業,有限会社田賀,092-561-3663,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015096号,,393,うなぎの黒田屋,092,092-561-3663,,,,福岡県　福岡市南区　和田　四丁目１０番２５号,福岡県福岡市南区和田４丁目１０番２５号,,200511,40,40134,和田４,,2021/12/07,2021/12/07,2022/01/01,,有限会社田賀,,092-561-3663,,,,,,,,福南保衛第2021015096号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,うなぎの黒田屋092-561-366320051140134,2a36e3c9-7da3-454c-b536-8b72e0291af5,有限会社田賀,481c50a6-8a8b-4884-82d8-b3f7c299e94d,e0de4e46-9e35-4a87-855e-d4ba915fdeef,2021/12/07,うなぎの黒田屋,うなぎの黒田屋,有限会社田賀
57,株式会社山口油屋福太郎,8150001,福岡県,福岡市南区,五十川一丁目,１番１号,,092-475-7777,⑯ 水産製品製造業,株式会社山口油屋福太郎,092-475-7777,2021.12.7,2021.12.7,2021.12.7,福南保衛第2021310002号,,393,株式会社山口油屋福太郎,092,092-475-7777,,,,福岡県　福岡市南区　五十川一丁目　１番１号,福岡県福岡市南区五十川１丁目１番１号,,200400,40,40134,五十川１,,2021/12/07,2021/12/07,2021/12/07,,株式会社山口油屋福太郎,,092-475-7777,,,,,,,,福南保衛第2021310002号,,水産製品製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,92,,株式会社山口油屋福太郎092-475-777720040040134,6be646c9-1081-4300-8e4f-22e5eb444d3c,株式会社山口油屋福太郎,0fc4ea96-8356-4afd-bf70-afd5c592570f,0afb5b61-ba58-4064-bec9-ec80185270d5,2021/12/07,株式会社山口油屋福太郎,株式会社山口油屋福太郎,株式会社山口油屋福太郎
58,ニューヨークステーキ精肉店,8150041,福岡県,福岡市南区,野間,四丁目３番３３号,１Ｆ,092-408-1246,① 飲食店営業,ライフエディット株式会社,,2021.12.22,2021.12.22,2021.12.22,福南保衛第2021010122号,,393,ニューヨークステーキ精肉店,092,092-408-1246,,,,福岡県　福岡市南区　野間　四丁目３番３３号,福岡県福岡市南区野間４丁目３番３３号,１Ｆ,200456,40,40134,野間４,,2021/12/22,2021/12/22,2021/12/22,,ライフエディット株式会社,,,,,,,,,,福南保衛第2021010122号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ニュヨクステキ精肉店092-408-124620045640134,5564e92b-5559-447d-a908-983c27abfe61,ライフエディット株式会社,c0a5f201-4b89-4b52-a1ba-b666c46bfa7d,e8604b60-cd66-45e7-931b-841412115353,2021/12/22,ニューヨークステーキ精肉店,ニュヨクステキ精肉店,ライフエディット株式会社
