https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,n処理終了,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,,,,,,,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,,,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,施設＿名称（屋号・商号）,所在地,,,,,,,,,施設＿電話番号（所在地）,種目（営業の種類）,申請者＿申請者名,,,申請者＿住所,,申請者＿電話番号,届出年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
8903,ジェイアンドシーオー合同会社    食品事業本部,桜井市桜井    １９６－６桜井駅前ビル２Ｆ,,桜井市桜井,,１９６－６桜井駅前ビル２Ｆ,桜井市桜井１９６－６,桜井市桜井１９６－６,桜井市桜井１９６－６,桜井駅前ビル２Ｆ,0744-35-2681,いわゆる健康食品の製造・加工業,ジェイアンドシーオー合同会社,,,桜井市河西    ７１１,,0744-35-2681,R03.09.06,,322,ジェイアンドシーオー合同会社    食品事業本部,0744,0744-35-2681,,,,桜井市桜井１９６－６,奈良県桜井市桜井１９６－６,桜井駅前ビル２Ｆ,173168,29,29206,桜井,2021/09/06,,,,,ジェイアンドシーオー合同会社,,0744-35-2681,桜井市河西    ７１１,奈良県桜井市河西７１１,,173159,奈良県,桜井市,河西,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ジェイアンドシオ合同会社食品事業本部0744-35-268117316829206,9c4e9ef6-2235-400a-b297-5c38f4397876,ジェイアンドシーオー合同会社173159,2c723ecc-4053-4061-8735-fc1faff689e9,469e619e-f0cf-4d4a-8842-16a7e46e81c1,2021/09/06,ジェイアンドシーオー合同会社　食品事業本部,ジェイアンドシオ合同会社食品事業本部,ジェイアンドシーオー合同会社
8906,ドトールコーヒーショップ近鉄橿原神宮前駅店,橿原市久米町    ６１８    橿原神宮前駅構内,,橿原市久米町 ６１８    橿原神宮前駅構内,,,橿原市久米町 ６１８    橿原神宮前駅構内,橿原市久米町６１８橿原神宮前駅構内,橿原市久米町６１８,橿原神宮前駅構内,0744-23-2908,その他の食料・飲料販売業,株式会社近鉄リテーリング,,,大阪市天王寺区上本町    ６－５－１３,,06-6772-7501,R03.09.07,,322,ドトールコーヒーショップ近鉄橿原神宮前駅店,0744,0744-23-2908,,,,橿原市久米町６１８,奈良県橿原市久米町６１８,橿原神宮前駅構内,173049,29,29205,久米町,2021/09/07,,,,,株式会社近鉄リテーリング,,06-6772-7501,大阪市天王寺区上本町    ６－５－１３,大阪府大阪市天王寺区上本町６－５－１３,,154545,大阪府,大阪市天王寺区,上本町６,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ドトルコヒショップ近鉄橿原神宮前駅店0744-23-290817304929205,59ba4ab1-eb0c-4d6c-9fcb-798924af3092,株式会社近鉄リテーリング154545,2fdd7b76-930d-47a3-ae66-e39034a9e21a,ba1d4ad1-d0c9-4a81-8024-5c6e7c701613,2021/09/07,ドトールコーヒーショップ近鉄橿原神宮前駅店,ドトルコヒショップ近鉄橿原神宮前駅店,株式会社近鉄リテーリング
8909,中谷農園,宇陀市榛原檜牧    ２３,,宇陀市榛原檜牧,,２３,宇陀市榛原檜牧２３,宇陀市榛原檜牧２３,宇陀市榛原檜牧２３,,,野菜果物販売業,,,,,,,R03.09.13,,322,中谷農園,0745,,,,,宇陀市榛原檜牧２３,奈良県宇陀市榛原桧牧２３,,173837,29,29212,榛原桧牧,2021/09/13,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,中谷農園17383729212,9e48ff08-0228-442e-9667-f04f5cb88c1a,,personal,7f70fa54-c155-4056-9069-7b9856e1e1ce,2021/09/13,中谷農園,中谷農園,
8915,産直市場よってって    大和高田店,大和高田市市場    ４７９－１,,大和高田市市場,,４７９－１,大和高田市市場４７９－１,大和高田市市場４７９－１,大和高田市市場４７９－１,,0745-23-1147,百貨店、総合スーパー,株式会社プラス,,,田辺市宝来町    １７－１２,,0739-25-4570,R03.09.11,,322,産直市場よってって    大和高田店,0745,0745-23-1147,,,,大和高田市市場４７９－１,奈良県大和高田市市場４７９－１,,172747,29,29202,市場,2021/09/11,,,,,株式会社プラス,,0739-25-4570,田辺市宝来町    １７－１２,和歌山県田辺市宝来町１７－１２,,175631,和歌山県,田辺市,宝来町,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,産直市場よってって大和高田店0745-23-114717274729202,f1641599-25f3-431f-9d28-d6fd19247d89,株式会社プラス175631,5c43f4a1-7daa-4643-8058-e369ec32f400,0d0d1708-4869-40a2-a552-121cee9cb35c,2021/09/11,産直市場よってって　大和高田店,産直市場よってって大和高田店,株式会社プラス
8916,魚福,橿原市他県内一円（奈良市除く）,,橿原市他県内一円,,,橿原市他県内一円,橿原市他県内一円,橿原市他県内一円,（奈良市除く）,0745-69-3653,魚介類販売業（包装済みの魚介類のみの販売）,,,,,,,R03.09.14,,322,魚福,0744,0745-69-3653,,,,橿原市他県内一円,奈良県橿原市他県内一円,（奈良市除く）,173016,29,29205,,2021/09/14,,,,,,,,,,,,,,,,,魚介類販売業,包装済みの魚介類のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,魚福0745-69-365317301629205,eabab302-f9f7-4d8c-8348-935ebe548800,,personal,34acf479-87aa-4449-8c6a-5f5f09254233,2021/09/14,魚福,魚福,
8917,ｂｉｊｉｎ－ｎｅｓｓ,宇陀市室生下田口    １５４８－１,,宇陀市室生下田口 １５４８－１,,,宇陀市室生下田口 １５４８－１,宇陀市室生下田口１５４８－１,宇陀市室生下田口１５４８－１,,0745-88-9384,農産保存食料品製造・加工業,,,,,,,R03.09.15,,322,ｂｉｊｉｎ－ｎｅｓｓ,0745,0745-88-9384,,,,宇陀市室生下田口１５４８－１,奈良県宇陀市室生下田口１５４８－１,,173854,29,29212,室生下田口,2021/09/15,,,,,,,,,,,,,,,,,農産保存食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,93,,ｂｉｊｉｎｎｅｓｓ0745-88-938417385429212,eb134bb7-b028-4fd5-bdcc-2a4ab655a627,,personal,cbf3a244-7c67-4bf6-915c-2ce38e7ac4cb,2021/09/15,ｂｉｊｉｎ－ｎｅｓｓ,ｂｉｊｉｎｎｅｓｓ,
8918,,桜井市芹井    １９２－１,,桜井市芹井,,１９２－１,桜井市芹井１９２－１,桜井市芹井１９２－１,桜井市芹井１９２－１,,0744-48-8163,野菜果物販売業,,,,,,,R03.09.17,,322,,0744,0744-48-8163,,,,桜井市芹井１９２－１,奈良県桜井市芹井１９２－１,,173176,29,29206,芹井,2021/09/17,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,0744-48-816317317629206,67eab6db-31de-4f68-b7ce-9f1975c5aa7e,,personal,a220aa31-21a8-41c5-b447-53553dcee061,2021/09/17,,,
8919,コーナン榛原店,宇陀市榛原長峯    ６５５,,宇陀市榛原長峯,,６５５,宇陀市榛原長峯６５５,宇陀市榛原長峯６５５,宇陀市榛原長峯６５５,,0745-85-5701,百貨店、総合スーパー,コーナン商事株式会社,,,堺市西区鳳東町    ４－４０１－１,,06-6397-1621,R03.09.21,,322,コーナン榛原店,0745,0745-85-5701,,,,宇陀市榛原長峯６５５,奈良県宇陀市榛原長峯６５５,,173827,29,29212,榛原長峯,2021/09/21,,,,,コーナン商事株式会社,,06-6397-1621,堺市西区鳳東町    ４－４０１－１,大阪府堺市西区鳳東町４－４０１－１,,156764,大阪府,堺市西区,鳳東町４,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,コナン榛原店0745-85-570117382729212,c6751894-2e56-4d0d-b5f7-df9d1cf61f6d,コーナン商事株式会社156764,b6dd1e53-25b9-4fc9-abfa-21e7c96e4b33,ed66905e-20c9-452e-9173-98dfe205ad3a,2021/09/21,コーナン榛原店,コナン榛原店,コーナン商事株式会社
8922,特定非営利活動法人    グランドグリーン,宇陀市室生上笠間    ３２７２,,宇陀市室生上笠間 ３２７２,,,宇陀市室生上笠間 ３２７２,宇陀市室生上笠間３２７２,宇陀市室生上笠間３２７２,,0745-80-1035,野菜果物販売業,特定非営利活動法人    グランドグリーン,,,宇陀市室生上笠間    ３２７２,,0745-80-1035,R03.09.22,,322,特定非営利活動法人    グランドグリーン,0745,0745-80-1035,,,,宇陀市室生上笠間３２７２,奈良県宇陀市室生上笠間３２７２,,173850,29,29212,室生上笠間,2021/09/22,,,,,特定非営利活動法人    グランドグリーン,,0745-80-1035,宇陀市室生上笠間    ３２７２,奈良県宇陀市室生上笠間３２７２,,173850,奈良県,宇陀市,室生上笠間,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,特定非営利活動法人グランドグリン0745-80-103517385029212,15e63a2c-8bc8-42fa-8a29-a6e2d322b848,特定非営利活動法人　グランドグリーン173850,48091537-67d4-4349-aaae-baed5c1bc2bb,acc2534b-13ba-4676-a83b-eb1f25b0a79e,2021/09/22,特定非営利活動法人　グランドグリーン,特定非営利活動法人グランドグリン,特定非営利活動法人　グランドグリーン
8923,ウエルシア    橿原今井店,橿原市今井町    ３－１０－２１,,橿原市今井町,,３－１０－２１,橿原市今井町３－１０－２１,橿原市今井町３－１０－２１,橿原市今井町３－１０－２１,,0744-20-2720,百貨店、総合スーパー,ウエルシア薬局株式会社,,,千代田区外神田    ２－２－１５,,03-5209-5677,R03.09.24,,322,ウエルシア    橿原今井店,0744,0744-20-2720,,,,橿原市今井町３－１０－２１,奈良県橿原市今井町３－１０－２１,,173021,29,29205,今井町３,2021/09/24,,,,,ウエルシア薬局株式会社,,03-5209-5677,千代田区外神田    ２－２－１５,東京都千代田区外神田２－２－１５,,72907,東京都,千代田区,外神田２,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,ウエルシア橿原今井店0744-20-272017302129205,a08b3618-c303-4f3f-b4a7-267972e374d9,ウエルシア薬局株式会社72907,50237df7-8ad1-4503-bad5-941a11c4af60,986ccf07-3fc2-4e51-8b1a-2e05a9c76d51,2021/09/24,ウエルシア　橿原今井店,ウエルシア橿原今井店,ウエルシア薬局株式会社
8924,セブンーイレブンハートイン    ＪＲ桜井駅南口店,桜井市桜井    １９１－１,,桜井市桜井,,１９１－１,桜井市桜井１９１－１,桜井市桜井１９１－１,桜井市桜井１９１－１,,0744-44-2570,コンビニエンスストア,株式会社ジェイアール西日本デイリーサービスネット,,,尼崎市潮江    １－２－１２,,06-4960-9819,R03.09.24,,322,セブンーイレブンハートイン    ＪＲ桜井駅南口店,0744,0744-44-2570,,,,桜井市桜井１９１－１,奈良県桜井市桜井１９１－１,,173168,29,29206,桜井,2021/09/24,,,,,株式会社ジェイアール西日本デイリーサービスネット,,06-4960-9819,尼崎市潮江    １－２－１２,兵庫県尼崎市潮江１－２－１２,,166802,兵庫県,尼崎市,潮江１,,,コンビニエンスストア,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,589,5891,セブンイレブンハトインＪＲ桜井駅南口店0744-44-257017316829206,83126266-405c-4ce0-a3a5-4eafa6671acb,株式会社ジェイアール西日本デイリーサービスネット166802,fff8c30a-7e33-4401-a461-9bdc73afabbe,604a98a0-a5be-48a2-8ded-3c93a11b6ed3,2021/09/24,セブンイレブンハートイン　ＪＲ桜井駅南口店,セブンイレブンハトインＪＲ桜井駅南口店,株式会社ジェイアール西日本デイリーサービスネット
8926,ダイソー    サンクシティ榛原店,宇陀市榛原下井足    ４９－１サンクショッピングシティ３階,,宇陀市榛原下井足,,４９－１サンクショッピングシティ３階,宇陀市榛原下井足４９－１,宇陀市榛原下井足４９－１,宇陀市榛原下井足４９－１,サンクショッピングシティ３階,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー    サンクシティ榛原店,0745,,,,,宇陀市榛原下井足４９－１,奈良県宇陀市榛原下井足４９－１,サンクショッピングシティ３階,173813,29,29212,榛原下井足,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソサンクシティ榛原店17381329212,9f813ff9-b19f-45a2-bc2b-3fb54812d74f,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,5a94b06c-9fda-4c35-aecf-5cd9488471fe,2021/09/27,ダイソー　サンクシティ榛原店,ダイソサンクシティ榛原店,株式会社大創産業
8927,ダイソー奈良橿原店,橿原市新賀町坊ノ坪    ２０６－１,,橿原市新賀町坊ノ坪,,２０６－１,橿原市新賀町坊ノ坪２０６－１,橿原市新賀町坊ノ坪２０６－１,橿原市新賀町坊ノ坪２０６－１,,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー奈良橿原店,0744,,,,,橿原市新賀町坊ノ坪２０６－１,奈良県橿原市新賀町坊ノ坪２０６－１,,173058,29,29205,新賀町,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソ奈良橿原店17305829205,4fc7f1e5-290b-4440-a896-c35b6f1b2b15,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,a13c3c6b-68de-4c5b-92dd-dfaae5868045,2021/09/27,ダイソー奈良橿原店,ダイソ奈良橿原店,株式会社大創産業
8928,ダイソースーパーセンターオークワ田原本店,磯城郡田原本町十六面    ７１－１スーパーセンターオークワ田原本店内,,磯城郡田原本町十六面,,７１－１スーパーセンターオークワ田原本店内,磯城郡田原本町十六面７１－１,磯城郡田原本町十六面７１－１,磯城郡田原本町十六面７１－１,スーパーセンターオークワ田原本店内,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソースーパーセンターオークワ田原本店,0744,,,,,磯城郡田原本町十六面７１－１,奈良県磯城郡田原本町十六面７１－１,スーパーセンターオークワ田原本店内,174138,29,29363,十六面,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソスパセンタオクワ田原本店17413829363,1c801ac0-63a6-4ef6-a7db-b5f940c5644d,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,4dd6204d-69f3-46ae-875c-5b45eba4a0a4,2021/09/27,ダイソースーパーセンターオークワ田原本店,ダイソスパセンタオクワ田原本店,株式会社大創産業
8929,ダイソー    イオンモール橿原店,橿原市曲川町    ７－２０－１イオンモール橿原    サウスモール１Ｆ,,橿原市曲川町 ７－２０－１,,,橿原市曲川町 ７－２０－１,橿原市曲川町７－２０－１,橿原市曲川町７－２０－１,イオンモール橿原    サウスモール１Ｆ,0744-21-2036,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー    イオンモール橿原店,0744,0744-21-2036,,,,橿原市曲川町７－２０－１,奈良県橿原市曲川町７－２０－１,イオンモール橿原    サウスモール１Ｆ,173102,29,29205,曲川町７,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソイオンモル橿原店0744-21-203617310229205,c51b3b57-e6d1-44da-8e82-5f198a05f380,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,b810f960-367e-4e48-802e-01ac73f68db5,2021/09/27,ダイソー　イオンモール橿原店,ダイソイオンモル橿原店,株式会社大創産業
8930,ダイソー    イオン桜井店,桜井市上之庄    ２７８－１イオン桜井店２階,,桜井市上之庄 ２７８－１,,,桜井市上之庄 ２７８－１,桜井市上之庄２７８－１,桜井市上之庄２７８－１,イオン桜井店２階,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー    イオン桜井店,0744,,,,,桜井市上之庄２７８－１,奈良県桜井市上ノ庄２７８－１,イオン桜井店２階,173156,29,29206,上ノ庄,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソイオン桜井店17315629206,2df8fcf2-6f9a-4b92-94fd-e03fef0785bf,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,07a7856c-8923-4b12-a12d-e3479fa33cb7,2021/09/27,ダイソー　イオン桜井店,ダイソイオン桜井店,株式会社大創産業
8931,ダイソー    奈良桜井店,桜井市三輪元松之本方    ６８,,桜井市三輪元松之本方,,６８,桜井市三輪元松之本方６８,桜井市三輪元松之本方６８,桜井市三輪元松之本方６８,,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー    奈良桜井店,0744,,,,,桜井市三輪元松之本方６８,奈良県桜井市三輪元松ノ本方６８,,173200,29,29206,三輪,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソ奈良桜井店17320029206,764736a3-46e2-4e73-9aa4-92a2ec3af9be,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,7ef963f3-039e-45e3-8b03-d5e7945bd2a8,2021/09/27,ダイソー　奈良桜井店,ダイソ奈良桜井店,株式会社大創産業
8933,ダイソー橿原神宮店,橿原市久米町    ６８１,,橿原市久米町,,６８１,橿原市久米町６８１,橿原市久米町６８１,橿原市久米町６８１,,,その他の食料・飲料販売業,株式会社大創産業,,,東広島市西条吉行東１－４－１４,,082-420-0100,R03.09.27,,322,ダイソー橿原神宮店,0744,,,,,橿原市久米町６８１,奈良県橿原市久米町６８１,,173049,29,29205,久米町,2021/09/27,,,,,株式会社大創産業,,082-420-0100,東広島市西条吉行東１－４－１４,広島県東広島市西条吉行東１－４－１４,,186030,広島県,東広島市,西条吉行東１,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ダイソ橿原神宮店17304929205,645d5683-1da4-4b78-84ce-d8e0313c3007,株式会社大創産業186030,4b7478b9-e92a-48e2-998f-aaaee569b5a2,e17bef59-2081-4703-a6c4-f3346ed4e683,2021/09/27,ダイソー橿原神宮店,ダイソ橿原神宮店,株式会社大創産業
8935,Ｙショップ国保中央病院店,磯城郡田原本町宮古    ４０４－１,,磯城郡田原本町宮古,,４０４－１,磯城郡田原本町宮古４０４－１,磯城郡田原本町宮古４０４－１,磯城郡田原本町宮古４０４－１,,0744-48-0717,コンビニエンスストア,ワタキューセイモア株式会社,,,綴喜郡井手町多賀茶臼塚    １２－２,,0774-82-5101,R03.09.30,,322,Ｙショップ国保中央病院店,0744,0744-48-0717,,,,磯城郡田原本町宮古４０４－１,奈良県磯城郡田原本町宮古４０４－１,,174158,29,29363,宮古,2021/09/30,,,,,ワタキューセイモア株式会社,,0774-82-5101,綴喜郡井手町多賀茶臼塚    １２－２,京都府綴喜郡井手町多賀茶臼塚１２－２,,152151,京都府,綴喜郡井手町,多賀,,,コンビニエンスストア,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,589,5891,Ｙショップ国保中央病院店0744-48-071717415829363,ec1b7668-c546-4ea7-bd9a-db985c3f986c,ワタキューセイモア株式会社152151,a07be8e2-23c4-4b5e-850a-5fbd29f103b7,a99105ba-b4b7-4e2d-9df5-eb14c0a2de2f,2021/09/30,Ｙショップ国保中央病院店,Ｙショップ国保中央病院店,ワタキューセイモア株式会社
8936,Ｒプラス,橿原市小槻町    ２８８－１５,,橿原市小槻町,,２８８－１５,橿原市小槻町２８８－１５,橿原市小槻町２８８－１５,橿原市小槻町２８８－１５,,,コーヒー製造・加工業（飲料の製造を除く。）,,,,,,,R03.09.30,,322,Ｒプラス,0744,,,,,橿原市小槻町２８８－１５,奈良県橿原市小槻町２８８－１５,,173028,29,29205,小槻町,2021/09/30,,,,,,,,,,,,,,,,,コーヒー製造・加工業,（飲料の製造を除く。）,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,10,103,1032,Ｒプラス17302829205,27280489-55c7-4f00-a087-d47c936d2fa5,,personal,23ab6878-dae7-466d-afbb-a5d079faf354,2021/09/30,Ｒプラス,Ｒプラス,
8937,曽爾高原ゆず生産組合「たわわ」,宇陀郡曽爾村小長尾    ２４９－１,,宇陀郡曽爾村小長尾,,２４９－１,宇陀郡曽爾村小長尾２４９－１,宇陀郡曽爾村小長尾２４９－１,宇陀郡曽爾村小長尾２４９－１,,0745-94-2775,野菜果物販売業,,,,,,,R03.09.06,,322,曽爾高原ゆず生産組合「たわわ」,0745,0745-94-2775,,,,宇陀郡曽爾村小長尾２４９－１,奈良県宇陀郡曽爾村小長尾２４９－１,,174179,29,29385,小長尾,2021/09/06,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,曽爾高原ゆず生産組合たわわ0745-94-277517417929385,790e4742-2490-4435-b5ae-eaf75ce7ff62,,personal,d2d240da-8948-47e9-8909-038590cbeca1,2021/09/06,曽爾高原ゆず生産組合「たわわ」,曽爾高原ゆず生産組合たわわ,
10453,びわ,吉野郡天川村五色８５－１７,,吉野郡天川村五色８５－１７,,,吉野郡天川村五色８５－１７,吉野郡天川村五色８５－１７,吉野郡天川村五色８５－１７,,0747-63-0745,農産保存食料品製造・加工業,,,,,,,R03.08.26,,324,びわ,0747,0747-63-0745,,,,吉野郡天川村五色８５－１７,奈良県吉野郡天川村五色８５－１７,,174523,29,29446,五色,2021/08/26,,,,,,,,,,,,,,,,,農産保存食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,93,,びわ0747-63-074517452329446,08770f1d-b9a0-4c8f-bdb5-5aac637d5cc3,,personal,254dfd65-344a-400f-9c31-7c402f194c2e,2021/08/26,びわ,びわ,
10454,ショップしもきた,吉野郡下北山村上池原４１１,,吉野郡下北山村上池原４１１,,,吉野郡下北山村上池原４１１,吉野郡下北山村上池原４１１,吉野郡下北山村上池原４１１,,07468-5-2303,野菜果物販売業,奈良県農業協同組合,,,奈良市大森町５７－３,,0747-52-9048,R03.08.26,,324,ショップしもきた,07468,07468-5-2303,,,,吉野郡下北山村上池原４１１,奈良県吉野郡下北山村上池原４１１,,174509,29,29450,上池原,2021/08/26,,,,,奈良県農業協同組合,,0747-52-9048,奈良市大森町５７－３,奈良県奈良市大森町５７－３,,172145,奈良県,奈良市,大森町,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,ショップしもきた07468-5-230317450929450,84e420ac-9b34-4f64-86fe-e2b2221db9c2,奈良県農業協同組合172145,c16372f2-cd58-4bd1-a794-037d41741176,f6d29bdd-2d44-4db6-b7c1-375f8d67b20a,2021/08/26,ショップしもきた,ショップしもきた,奈良県農業協同組合
10455,ハーベスト    うらら,吉野郡大淀町越部９５－２,,吉野郡大淀町越部９５－２,,,吉野郡大淀町越部９５－２,吉野郡大淀町越部９５－２,吉野郡大淀町越部９５－２,,,農産保存食料品製造・加工業,,,,,,,R03.08.26,,324,ハーベスト    うらら,0747,,,,,吉野郡大淀町越部９５－２,奈良県吉野郡大淀町越部９５－２,,174424,29,29442,越部,2021/08/26,,,,,,,,,,,,,,,,,農産保存食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,93,,ハベストうらら17442429442,14702e3e-d8ff-4e71-a37e-cb318b0c5f3e,,personal,ede4cb79-d488-4277-b3f5-168b682c9e71,2021/08/26,ハーベスト　うらら,ハベストうらら,
10459,直売所    わかば,吉野郡大淀町今木７７９－１,,吉野郡大淀町今木７７９－１,,,吉野郡大淀町今木７７９－１,吉野郡大淀町今木７７９－１,吉野郡大淀町今木７７９－１,,0745-67-0805,野菜果物販売業,社会福祉法人    ひまわり,,,磯城郡三宅町伴堂８５０,,0745-42-2919,R03.08.26,,324,直売所    わかば,0745,0745-67-0805,,,,吉野郡大淀町今木７７９－１,奈良県吉野郡大淀町今木７７９－１,,174419,29,29442,今木,2021/08/26,,,,,社会福祉法人    ひまわり,,0745-42-2919,磯城郡三宅町伴堂８５０,奈良県磯城郡三宅町伴堂８５０,,174170,奈良県,磯城郡三宅町,伴堂,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,直売所わかば0745-67-080517441929442,67af55d5-5977-4c15-a287-6c212f21956b,社会福祉法人　ひまわり174170,7fa4460d-085d-4a0d-95e2-d0ca7dad44ca,43e5f8ca-cf43-44a7-b584-426216ace9ba,2021/08/26,直売所　わかば,直売所わかば,社会福祉法人　ひまわり
