https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,,,,,,,,,申請年月日,申請者4,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,2100302042,東京都,渋谷区,ＪＰローソン代々木郵便局店,,コンビニエンスストア,,東京都渋谷区西原1-42-2,,,,03-3469-1801,株式会社郵便局物販サービス,,3渋保生食届第2042号,,,,,,,,,2021/12/6,,代表取締役,荒若　仁,東京都江東区東陽四丁目１番１３号,東陽セントラルビル,03-6746-1882,,,192,ＪＰローソン代々木郵便局店,03,03-3469-1801,,,,東京都渋谷区西原1-42-2,東京都渋谷区西原１－４２－２,,74520,13,13113,西原１,2021/12/06,,,,,株式会社郵便局物販サービス, 代表取締役 荒若　仁,03-6746-1882,東京都江東区東陽四丁目１番１３号,東京都江東区東陽４丁目１番１３号,東陽セントラルビル,73688,東京都,江東区,東陽４,3渋保生食届第2042号,,コンビニエンスストア,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,589,5891,ＪＰロソン代木郵便局店03-3469-18017452013113,61f79809-7121-46a4-b36c-ea0773ccb278,株式会社郵便局物販サービス73688,a49e4efc-649e-438f-9ec1-dc643bd89c8b,9a5b90f3-1315-43b8-b6ae-9a527d409bb9,2021/12/06,ＪＰローソン代々木郵便局店,ＪＰロソン代木郵便局店,株式会社郵便局物販サービス
131130,2100302041,東京都,渋谷区,ローソン渋谷道玄坂上店,,コンビニエンスストア,,東京都渋谷区円山町19-1,渋谷プライムプラザ　１階,,,03-3461-3855,有限会社セブンワイズ,,3渋保生食届第2041号,,,,,,,,,2021/12/6,,代表取締役,余田  利通,東京都渋谷区千駄ヶ谷一丁目２１番１３号,ネオマイム千駄ヶ谷４０４,03-3796-3403,,,192,ローソン渋谷道玄坂上店,03,03-3461-3855,,,,東京都渋谷区円山町19-1,東京都渋谷区円山町１９－１,渋谷プライムプラザ　１階,74544,13,13113,円山町,2021/12/06,,,,,有限会社セブンワイズ, 代表取締役 余田  利通,03-3796-3403,東京都渋谷区千駄ヶ谷一丁目２１番１３号,東京都渋谷区千駄が谷１丁目２１番１３号,ネオマイム千駄ヶ谷４０４,74508,東京都,渋谷区,千駄が谷１,3渋保生食届第2041号,,コンビニエンスストア,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,589,5891,ロソン渋谷道玄坂上店03-3461-38557454413113,9854917d-f819-410a-ae02-1d6ecd7ed589,有限会社セブンワイズ74508,3c2cd1ed-0878-4c62-9d32-8a6a875255f4,103254dd-a7ae-40d7-a2ee-24e50b60ad6d,2021/12/06,ローソン渋谷道玄坂上店,ロソン渋谷道玄坂上店,有限会社セブンワイズ
131130,2100302051,東京都,渋谷区,ファイザー,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区代々木3-22-7,新宿文化クイントビル２１階,,,,コカ・コーラボトラーズジャパン株式会社,,3渋保生食届第2051号,,,,,,,,,2021/12/6,,,カリンドラガン,東京都港区赤坂９丁目７番１号,,0800-919-0509,,,192,ファイザー,03,,,,,東京都渋谷区代々木3-22-7,東京都渋谷区代々木３－２２－７,新宿文化クイントビル２１階,74548,13,13113,代々木３,2021/12/06,,,,,コカ・コーラボトラーズジャパン株式会社,  カリンドラガン,0800-919-0509,東京都港区赤坂９丁目７番１号,東京都港区赤坂９丁目７番１号,,73054,東京都,港区,赤坂９,3渋保生食届第2051号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,ファイザ7454813113,8e23cbb6-a7c7-4873-b20f-b7ef00c052bd,コカ・コーラボトラーズジャパン株式会社73054,0f19a973-2ee7-4104-80ed-1ccc207d1085,e68756ff-441d-4721-b8a7-1f9c28381fb0,2021/12/06,ファイザー,ファイザ,コカ・コーラボトラーズジャパン株式会社
131130,2100302009,東京都,渋谷区,日本音楽著作権協会　４Ｆ　カップ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区上原3-6-12,,,,03-3481-2162,ＦＶジャパン株式会社,,3渋保生食届第2009号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本音楽著作権協会　４Ｆ　カップ,03,03-3481-2162,,,,東京都渋谷区上原3-6-12,東京都渋谷区上原３－６－１２,,74474,13,13113,上原３,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2009号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本音楽著作権協会４Ｆカップ03-3481-21627447413113,2aa90402-c2f5-4ef2-b306-57cd3eb128af,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,715a22e0-aa75-41fd-9c3f-6bb3473c441c,2021/12/03,日本音楽著作権協会　４Ｆ　カップ,日本音楽著作権協会４Ｆカップ,ＦＶジャパン株式会社
131130,2100302010,東京都,渋谷区,日本音楽著作権協会　６Ｆ　カップ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区上原3-6-12,,,,03-3481-2162,ＦＶジャパン株式会社,,3渋保生食届第2010号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本音楽著作権協会　６Ｆ　カップ,03,03-3481-2162,,,,東京都渋谷区上原3-6-12,東京都渋谷区上原３－６－１２,,74474,13,13113,上原３,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2010号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本音楽著作権協会６Ｆカップ03-3481-21627447413113,99d3590b-f90e-46af-bd55-f1a75c9ff8b6,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,5bfbfbfe-8931-430b-a149-6f331eeafba7,2021/12/03,日本音楽著作権協会　６Ｆ　カップ,日本音楽著作権協会６Ｆカップ,ＦＶジャパン株式会社
131130,2100301992,東京都,渋谷区,日本アムウェイ㈱１０Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1992号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱１０Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1992号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社１０Ｆ休憩室03-5428-71027447613113,be7f78da-b452-4a33-b696-3322401f310a,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,9240aac1-cdac-481f-8f68-ff5b6e7fbfc9,2021/12/03,日本アムウェイ株式会社１０Ｆ休憩室,日本アムウェイ株式会社１０Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301993,東京都,渋谷区,日本アムウェイ㈱１１Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1993号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱１１Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1993号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社１１Ｆ休憩室03-5428-71027447613113,ef073d45-3a33-4183-a5ca-01a630689e04,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,039d8348-4032-454b-b6cc-f4c3899f8380,2021/12/03,日本アムウェイ株式会社１１Ｆ休憩室,日本アムウェイ株式会社１１Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301994,東京都,渋谷区,日本アムウェイ㈱１２Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1994号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱１２Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1994号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社１２Ｆ休憩室03-5428-71027447613113,c9d2cc1b-ac6e-4479-98f7-4a55cb42bd47,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,c2351c0c-b143-4988-adae-822110641feb,2021/12/03,日本アムウェイ株式会社１２Ｆ休憩室,日本アムウェイ株式会社１２Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301995,東京都,渋谷区,日本アムウェイ㈱３Ｆ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1995号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱３Ｆ,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1995号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社３Ｆ03-5428-71027447613113,4ecc56fb-fb0b-4c0c-83cd-8eea779e37d5,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,88e0cdd2-3b9e-410b-9c52-5fa9d0097813,2021/12/03,日本アムウェイ株式会社３Ｆ,日本アムウェイ株式会社３Ｆ,ＦＶジャパン株式会社
131130,2100301996,東京都,渋谷区,日本アムウェイ㈱４Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1996号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱４Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1996号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社４Ｆ休憩室03-5428-71027447613113,4888c423-e06a-488d-8e02-440f6403d529,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,c9644b5e-b2cf-4a9f-885e-d29799aa8611,2021/12/03,日本アムウェイ株式会社４Ｆ休憩室,日本アムウェイ株式会社４Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301997,東京都,渋谷区,日本アムウェイ㈱５Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1997号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱５Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1997号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社５Ｆ休憩室03-5428-71027447613113,89b4daad-8b5d-4035-8f45-4b80e4faf8e1,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,63d3ec71-7901-4665-8ab6-498238f4210f,2021/12/03,日本アムウェイ株式会社５Ｆ休憩室,日本アムウェイ株式会社５Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301998,東京都,渋谷区,日本アムウェイ㈱６Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,5428-7900,ＦＶジャパン株式会社,,3渋保生食届第1998号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱６Ｆ休憩室,03,03-5428-7900,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1998号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社６Ｆ休憩室03-5428-79007447613113,9d2ed535-2e3e-4088-af06-1c4ff394acbe,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,0bd65b81-e78a-4cfa-a882-af65ae2cb90c,2021/12/03,日本アムウェイ株式会社６Ｆ休憩室,日本アムウェイ株式会社６Ｆ休憩室,ＦＶジャパン株式会社
131130,2100301999,東京都,渋谷区,日本アムウェイ㈱７Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第1999号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱７Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1999号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社７Ｆ休憩室03-5428-71027447613113,5a62c6e4-50ab-4286-b004-e918937c83de,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,650c8a0b-4503-4cde-ae2e-d0a4a5b14a68,2021/12/03,日本アムウェイ株式会社７Ｆ休憩室,日本アムウェイ株式会社７Ｆ休憩室,ＦＶジャパン株式会社
131130,2100302000,東京都,渋谷区,日本アムウェイ㈱８Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,5428-7900,ＦＶジャパン株式会社,,3渋保生食届第2000号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱８Ｆ休憩室,03,03-5428-7900,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2000号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社８Ｆ休憩室03-5428-79007447613113,ce01895b-dabd-4f1f-990c-a95384cbd17a,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,cba78554-bae2-495b-a995-470096581397,2021/12/03,日本アムウェイ株式会社８Ｆ休憩室,日本アムウェイ株式会社８Ｆ休憩室,ＦＶジャパン株式会社
131130,2100302001,東京都,渋谷区,日本アムウェイ㈱９Ｆ休憩室,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,03-5428-7102,ＦＶジャパン株式会社,,3渋保生食届第2001号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱９Ｆ休憩室,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2001号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社９Ｆ休憩室03-5428-71027447613113,5531147a-366b-49a5-8b16-afc5a1585c49,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,4ef634df-777a-43d0-a62a-88dc62cb22c7,2021/12/03,日本アムウェイ株式会社９Ｆ休憩室,日本アムウェイ株式会社９Ｆ休憩室,ＦＶジャパン株式会社
131130,2100302002,東京都,渋谷区,日本アムウェイ㈱Ｂ１警備室前,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,,,,5428-7900,ＦＶジャパン株式会社,,3渋保生食届第2002号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ㈱Ｂ１警備室前,03,03-5428-7900,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2002号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ株式会社Ｂ１警備室前03-5428-79007447613113,96560b8d-dc38-4289-9f94-8571e77afdac,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,384155b1-7fc2-4b1d-b34e-9e3644395748,2021/12/03,日本アムウェイ株式会社Ｂ１警備室前,日本アムウェイ株式会社Ｂ１警備室前,ＦＶジャパン株式会社
131130,2100302003,東京都,渋谷区,日本アムウェイ本社１３Ｆ給湯室カップ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町7-1,アムウェイ本社ビル　１３階,,,5428-7102,ＦＶジャパン株式会社,,3渋保生食届第2003号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,日本アムウェイ本社１３Ｆ給湯室カップ,03,03-5428-7102,,,,東京都渋谷区宇田川町7-1,東京都渋谷区宇田川町７－１,アムウェイ本社ビル　１３階,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第2003号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,日本アムウェイ本社１３Ｆ給湯室カップ03-5428-71027447613113,9613e824-8083-4229-85c7-e2ccea6a1692,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,a933ebaf-f2f4-429c-9e53-7db6c54c9c2b,2021/12/03,日本アムウェイ本社１３Ｆ給湯室カップ,日本アムウェイ本社１３Ｆ給湯室カップ,ＦＶジャパン株式会社
131130,2100301990,東京都,渋谷区,東急ハンズ渋谷店７Ｆ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町12-18,東急ハンズ渋谷店　７階,,,03-5489-5111,ＦＶジャパン株式会社,,3渋保生食届第1990号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,0800-919-0509,,,192,東急ハンズ渋谷店７Ｆ,03,03-5489-5111,,,,東京都渋谷区宇田川町12-18,東京都渋谷区宇田川町１２－１８,東急ハンズ渋谷店　７階,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,0800-919-0509,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1990号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,東急ハンズ渋谷店７Ｆ03-5489-51117447613113,2f5f8577-3231-4158-a613-43363f2a4ec8,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,483c02e5-bb6c-4a23-a9b9-b1fe40a96016,2021/12/03,東急ハンズ渋谷店７Ｆ,東急ハンズ渋谷店７Ｆ,ＦＶジャパン株式会社
131130,2100301991,東京都,渋谷区,ティップクロスＴＯＫＹＯ,,自動販売機による販売業,コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く,東京都渋谷区宇田川町16-4,１階,,,,ＦＶジャパン株式会社,,3渋保生食届第1991号,,,,,,,,,2021/12/3,,代表取締役,佐野　達彦,東京都港区赤坂六丁目１番２０号,,03-5444-8558,,,192,ティップクロスＴＯＫＹＯ,03,,,,,東京都渋谷区宇田川町16-4,東京都渋谷区宇田川町１６－４,１階,74476,13,13113,宇田川町,2021/12/03,,,,,ＦＶジャパン株式会社, 代表取締役 佐野　達彦,03-5444-8558,東京都港区赤坂六丁目１番２０号,東京都港区赤坂６丁目１番２０号,,73051,東京都,港区,赤坂６,3渋保生食届第1991号,,自動販売機, コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,ティップクロスＴＯＫＹＯ7447613113,e413968f-a137-40ae-a71f-29a4432e09a6,ＦＶジャパン株式会社73051,cbc9923a-fc0c-4198-ac33-8241afe8658b,d2d19220-ef63-4cd4-95de-4b89f02c5a57,2021/12/03,ティップクロスＴＯＫＹＯ,ティップクロスＴＯＫＹＯ,ＦＶジャパン株式会社
131130,2100301986,東京都,渋谷区,西武渋谷店　Ｂ２ラウンジ従業員用カップ,,コップ式自動販売機,自動洗浄・屋内設置,東京都渋谷区宇田川町21-1,,,,03-3462-3234,コカ・コーラボトラーズジャパン株式会社,,3渋保生食届第1986号,,,,,,,,,2021/12/3,,代表取締役,カリン・ドラガン,東京都港区赤坂九丁目７番１号,,03-6896-3859,,,192,西武渋谷店　Ｂ２ラウンジ従業員用カップ,03,03-3462-3234,,,,東京都渋谷区宇田川町21-1,東京都渋谷区宇田川町２１－１,,74476,13,13113,宇田川町,2021/12/03,,,,,コカ・コーラボトラーズジャパン株式会社, 代表取締役 カリン・ドラガン,03-6896-3859,東京都港区赤坂九丁目７番１号,東京都港区赤坂９丁目７番１号,,73054,東京都,港区,赤坂９,3渋保生食届第1986号,,コップ式自動販売機, 自動洗浄・屋内設置,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,61,612,,西武渋谷店Ｂ２ラウンジ従業員用カップ03-3462-32347447613113,6c8344fc-401b-4db8-9437-9a6a7b453d08,コカ・コーラボトラーズジャパン株式会社73054,0f19a973-2ee7-4104-80ed-1ccc207d1085,ddd23e48-0ca0-4bd2-aa36-e9ad4443cb74,2021/12/03,西武渋谷店　Ｂ２ラウンジ従業員用カップ,西武渋谷店Ｂ２ラウンジ従業員用カップ,コカ・コーラボトラーズジャパン株式会社
