https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,28,愛媛県,松山市,ローソン松山別府町店,,,飲食店営業,上記以外の飲食店営業,松山市別府町４８８－１,,,,951-6560,芥川 典幸,,,,,第00000142号,R3.5.17,R3.5.17,,R8.6.30,,,,,,377,ローソン松山別府町店,089,089-951-6560,,,,松山市別府町４８８－１,愛媛県松山市別府町４８８－１,,194052,38,38201,別府町,,2021/05/17,2021/05/17,,2026/06/30,,芥川 典幸  ,,,,,,,,,第00000142号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ロソン松山別府町店089-951-656019405238201,baf386d3-cfb5-4e6d-9905-7cbbfca730be,,personal,f4dbc97b-89f9-4fd6-a8a3-1b427157785a,2021/05/17,ローソン松山別府町店,ロソン松山別府町店,
382019,29,愛媛県,松山市,とにまる,,,飲食店営業,上記以外の飲食店営業,松山市居相４丁目１７－３０,,,,,佐々木 仁志,,,,,第00000156号,R3.5.24,R3.5.24,,R8.6.30,,,,,,377,とにまる,089,,,,,松山市居相４丁目１７－３０,愛媛県松山市居相４丁目１７－３０,,194360,38,38201,居相４,,2021/05/24,2021/05/24,,2026/06/30,,佐々木 仁志  ,,,,,,,,,第00000156号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,とにまる19436038201,1809b724-3c8e-4412-8870-e6510d952b73,,personal,d00cc853-2022-4e7e-adaf-36f532eb9e3b,2021/05/24,とにまる,とにまる,
382019,30,愛媛県,松山市,ｃｌｕｂ ｅｙｅ,,,飲食店営業,上記以外の飲食店営業,松山市三番町１丁目１１－１０,Ｉｓｓｅｉビル ２Ｆ,,,935-8987,,株式会社ＣＬＫ,,代表取締役,東 千恵,第00000157号,R3.5.24,R3.5.24,,R8.6.30,,,,,,377,ｃｌｕｂ ｅｙｅ,089,089-935-8987,,,,松山市三番町１丁目１１－１０,愛媛県松山市三番町１丁目１１－１０,Ｉｓｓｅｉビル ２Ｆ,193877,38,38201,三番町１,,2021/05/24,2021/05/24,,2026/06/30,株式会社ＣＬＫ,東 千恵,,,,,,,,,第00000157号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ｃｌｕｂｅｙｅ089-935-898719387738201,373e8be9-d45b-4968-a164-52973ec94dbf,株式会社ＣＬＫ,b49c4aad-86d5-48e4-aa06-7c6f625b354f,d5fdd534-7ce1-4240-acfd-09c615c8cf44,2021/05/24,ｃｌｕｂ　ｅｙｅ,ｃｌｕｂｅｙｅ,株式会社ＣＬＫ
382019,31,愛媛県,松山市,いよてつ髙島屋 ７階催会場,会場,いよてつ髙島屋 ７階催会場　会場,飲食店営業,上記以外の飲食店営業,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,,,948-2157,,株式会社伊予鉄髙島屋,,代表取締役,林 巧,第00000159号,R3.5.25,R3.5.25,,R8.6.30,,,,,,377,いよてつ髙島屋 ７階催会場　会場,089,089-948-2157,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,194093,38,38201,湊町５,,2021/05/25,2021/05/25,,2026/06/30,株式会社伊予鉄髙島屋,林 巧,,,,,,,,,第00000159号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,いよてつ髙島屋７階催会場089-948-215719409338201,ac596a5c-ce05-4866-a598-ff53eec1ec75,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,f7fd80d5-625e-4172-838f-9f360e3f618d,2021/05/25,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,32,愛媛県,松山市,（株）谷本蒲鉾店 道後店,,,飲食店営業,上記以外の飲食店営業,松山市道後湯之町２０,,,,089-933-3032,,株式会社谷本蒲鉾店,,代表取締役,谷本 訓男,第00000163号,R3.5.25,R3.5.25,,R8.6.30,,,,,,377,（株）谷本蒲鉾店 道後店,089,089-933-3032,,,,松山市道後湯之町２０,愛媛県松山市道後湯ノ町２０,,193983,38,38201,道後湯ノ町,,2021/05/25,2021/05/25,,2026/06/30,株式会社谷本蒲鉾店,谷本 訓男,,,,,,,,,第00000163号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,株式会社谷本蒲鉾店道後店089-933-303219398338201,9b081c8b-01db-46a3-882a-56e1c41e2ec2,株式会社谷本蒲鉾店,7af01b7f-f7a1-498d-a339-e779755dccb9,4ca6481e-093f-4dcc-90e2-34d0c061d491,2021/05/25,株式会社谷本蒲鉾店　道後店,株式会社谷本蒲鉾店道後店,株式会社谷本蒲鉾店
382019,33,愛媛県,松山市,ＢＡＲ ｂａｒ ｂａｒ,,,飲食店営業,上記以外の飲食店営業,松山市二番町１丁目５－１８,アヴェニール神戸館３階南,,,,松本 美紀,,,,,第00000164号,R3.5.25,R3.5.25,,R8.6.30,,,,,,377,ＢＡＲ ｂａｒ ｂａｒ,089,,,,,松山市二番町１丁目５－１８,愛媛県松山市二番町１丁目５－１８,アヴェニール神戸館３階南,194002,38,38201,二番町１,,2021/05/25,2021/05/25,,2026/06/30,,松本 美紀  ,,,,,,,,,第00000164号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ＢＡＲｂａｒｂａｒ19400238201,f80aec8d-542b-4b0a-b110-3f657c3e3169,,personal,85128832-21b7-4df5-905a-8a0b9d895c03,2021/05/25,ＢＡＲ　ｂａｒ　ｂａｒ,ＢＡＲｂａｒｂａｒ,
382019,34,愛媛県,松山市,Ｐｈａｌａｅｎｏｐｓｉｓ,,,飲食店営業,上記以外の飲食店営業,松山市二番町１丁目９－１４,ラフォーレ２０２ １階,,,089-904-7279,,株式会社ＮＡｎａＲＹ,,代表取締役,越智 啓介,第00000168号,R3.5.26,R3.5.26,,R8.6.30,,,,,,377,Ｐｈａｌａｅｎｏｐｓｉｓ,089,089-904-7279,,,,松山市二番町１丁目９－１４,愛媛県松山市二番町１丁目９－１４,ラフォーレ２０２ １階,194002,38,38201,二番町１,,2021/05/26,2021/05/26,,2026/06/30,株式会社ＮＡｎａＲＹ,越智 啓介,,,,,,,,,第00000168号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,Ｐｈａｌａｅｎｏｐｓｉｓ089-904-727919400238201,5b6dce80-511a-4b1d-a1c4-661eaab7249c,株式会社ＮＡｎａＲＹ,5aea59d3-2ba0-4025-a8b3-d06c3457fd07,62fb11fb-fdce-487a-b63e-55b18bbcf638,2021/05/26,Ｐｈａｌａｅｎｏｐｓｉｓ,Ｐｈａｌａｅｎｏｐｓｉｓ,株式会社ＮＡｎａＲＹ
382019,35,愛媛県,松山市,歌志軒 松山店,,,飲食店営業,上記以外の飲食店営業,松山市三番町８－１０－７,十和田ビル１Ｆ,,,089-968-2753,,株式会社丸三,,代表取締役,三山 潤在,第00000170号,R3.5.27,R3.5.27,,R8.6.30,,,,,,377,歌志軒 松山店,089,089-968-2753,,,,松山市三番町８－１０－７,愛媛県松山市三番町８－１０－７,十和田ビル１Ｆ,193884,38,38201,三番町８,,2021/05/27,2021/05/27,,2026/06/30,株式会社丸三,三山 潤在,,,,,,,,,第00000170号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,歌志軒松山店089-968-275319388438201,a0313c52-ad31-4dd2-845e-c5f09677e3bf,株式会社丸三,7640e87b-7ae6-4cd3-b079-69705d9cb53f,30ba0ac3-fe9e-468f-bbf6-3c1ea6e6cdfd,2021/05/27,歌志軒　松山店,歌志軒松山店,株式会社丸三
382019,36,愛媛県,松山市,ビジネスラウンジ,,,飲食店営業,上記以外の飲食店営業,松山市南吉田町２７３１,松山空港ターミナルビル２階,,,089-973-5225,,松山空港ビル株式会社,,代表取締役,清水 一郎,第00000173号,R3.5.27,R3.5.27,,R8.6.30,,,,,,377,ビジネスラウンジ,089,089-973-5225,,,,松山市南吉田町２７３１,愛媛県松山市南吉田町２７３１,松山空港ターミナルビル２階,194114,38,38201,南吉田町,,2021/05/27,2021/05/27,,2026/06/30,松山空港ビル株式会社,清水 一郎,,,,,,,,,第00000173号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ビジネスラウンジ089-973-522519411438201,26c10c9e-4afb-4b5a-b3ba-4c7da19ca076,松山空港ビル株式会社,6d355774-7ec7-4030-bf41-0a01af51bde6,4c4a88fa-1812-40bf-91fd-f02d016be66b,2021/05/27,ビジネスラウンジ,ビジネスラウンジ,松山空港ビル株式会社
382019,37,愛媛県,松山市,Ｂａｒ ＳＴＯＮＥ,,,飲食店営業,上記以外の飲食店営業,松山市二番町１丁目１０－７,すぎのビル５Ｆ,,,,大森 嶺王,,,,,第00000184号,R3.5.31,R3.5.31,,R8.6.30,,,,,,377,Ｂａｒ ＳＴＯＮＥ,089,,,,,松山市二番町１丁目１０－７,愛媛県松山市二番町１丁目１０－７,すぎのビル５Ｆ,194002,38,38201,二番町１,,2021/05/31,2021/05/31,,2026/06/30,,大森 嶺王  ,,,,,,,,,第00000184号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ＢａｒＳＴＯＮＥ19400238201,d7ce0d9a-2e38-4f05-a044-b989a91334e7,,personal,cca49f71-9b6d-47c5-9503-72774a89c99e,2021/05/31,Ｂａｒ　ＳＴＯＮＥ,ＢａｒＳＴＯＮＥ,
382019,38,愛媛県,松山市,ｍａｎａ,,,飲食店営業,上記以外の飲食店営業,松山市三番町１丁目９－９,永田ビル４Ｆ,,,,長田 真奈,,,,,第00000185号,R3.5.31,R3.5.31,,R8.6.30,,,,,,377,ｍａｎａ,089,,,,,松山市三番町１丁目９－９,愛媛県松山市三番町１丁目９－９,永田ビル４Ｆ,193877,38,38201,三番町１,,2021/05/31,2021/05/31,,2026/06/30,,長田 真奈  ,,,,,,,,,第00000185号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,ｍａｎａ19387738201,f4c59f11-dec9-40fb-8892-ac4c3c5b8edd,,personal,68c50354-55ef-4744-a5a1-f1f3d984f3af,2021/05/31,ｍａｎａ,ｍａｎａ,
382019,39,愛媛県,松山市,（株）松山生協 椿店,,,喫茶店営業,自動販売機,松山市古川南１丁目１４－３０,,,,089-957-8889,,株式会社松山生協,,代表取締役,阿部 和孝,第00000171号,R3.5.27,R3.5.27,,R8.6.30,,,,,,377,（株）松山生協 椿店,089,089-957-8889,,,,松山市古川南１丁目１４－３０,愛媛県松山市古川南１丁目１４－３０,,194235,38,38201,古川南１,,2021/05/27,2021/05/27,,2026/06/30,株式会社松山生協,阿部 和孝,,,,,,,,,第00000171号,,喫茶店営業, 自動販売機,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,株式会社松山生協椿店089-957-888919423538201,ecabe6a7-7fa0-4f91-91d7-aa82278ef578,株式会社松山生協,e86b6545-abc7-42d3-be95-1a04f34ed4ff,b78d5f42-be97-4573-b2fd-2d664f8e5305,2021/05/27,株式会社松山生協　椿店,株式会社松山生協椿店,株式会社松山生協
382019,40,愛媛県,松山市,（株）松山生協 三津店,,,喫茶店営業,自動販売機,松山市古三津２丁目１８－２７,,,,089-953-0545,,株式会社松山生協,,代表取締役,阿部 和孝,第00000172号,R3.5.27,R3.5.27,,R8.6.30,,,,,,377,（株）松山生協 三津店,089,089-953-0545,,,,松山市古三津２丁目１８－２７,愛媛県松山市古三津２丁目１８－２７,,194195,38,38201,古三津２,,2021/05/27,2021/05/27,,2026/06/30,株式会社松山生協,阿部 和孝,,,,,,,,,第00000172号,,喫茶店営業, 自動販売機,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,M,76,,,株式会社松山生協三津店089-953-054519419538201,35b7999b-a6bc-4871-98bf-a0811ce1d449,株式会社松山生協,e86b6545-abc7-42d3-be95-1a04f34ed4ff,510f42a0-73d9-4dce-bca8-85d0f6645cc8,2021/05/27,株式会社松山生協　三津店,株式会社松山生協三津店,株式会社松山生協
382019,41,愛媛県,松山市,とにまる,,,菓子製造業,今川焼,松山市居相４丁目１７－３０,,,,,佐々木 仁志,,,,,第00000155号,R3.5.24,R3.5.24,,R8.6.30,,,,,,377,とにまる,089,,,,,松山市居相４丁目１７－３０,愛媛県松山市居相４丁目１７－３０,,194360,38,38201,居相４,,2021/05/24,2021/05/24,,2026/06/30,,佐々木 仁志  ,,,,,,,,,第00000155号,,菓子製造業, 今川焼,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,とにまる19436038201,1809b724-3c8e-4412-8870-e6510d952b73,,personal,c8ef62fd-99a0-4e9f-a5d3-ab15ecf3f407,2021/05/24,とにまる,とにまる,
382019,42,愛媛県,松山市,しまのぱんかふぇ ｔｅｔｏｔｅ,,,菓子製造業,上記以外の菓子製造業,松山市熊田甲６９６,,,,089-997-1536,山田 健生,,,,,第00000140号,R3.5.14,R3.5.14,,R8.6.30,,,,,,377,しまのぱんかふぇ ｔｅｔｏｔｅ,089,089-997-1536,,,,松山市熊田甲６９６,愛媛県松山市熊田甲６９６,,194303,38,38201,熊田,,2021/05/14,2021/05/14,,2026/06/30,,山田 健生  ,,,,,,,,,第00000140号,,菓子製造業, 上記以外の菓子製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,しまのぱんかふぇｔｅｔｏｔｅ089-997-153619430338201,268688d2-5025-4f5a-b3d7-a5969cb33cff,,personal,aaa998a7-8530-4c6a-b332-8709c3978009,2021/05/14,しまのぱんかふぇ　ｔｅｔｏｔｅ,しまのぱんかふぇｔｅｔｏｔｅ,
382019,43,愛媛県,松山市,いよてつ髙島屋 ７階催会場,会場,いよてつ髙島屋 ７階催会場　会場,菓子製造業,上記以外の菓子製造業,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,,,948-2157,,株式会社伊予鉄髙島屋,,代表取締役,林 巧,第00000160号,R3.5.25,R3.5.25,,R8.6.30,,,,,,377,いよてつ髙島屋 ７階催会場　会場,089,089-948-2157,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,194093,38,38201,湊町５,,2021/05/25,2021/05/25,,2026/06/30,株式会社伊予鉄髙島屋,林 巧,,,,,,,,,第00000160号,,菓子製造業, 上記以外の菓子製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,いよてつ髙島屋７階催会場089-948-215719409338201,ac596a5c-ce05-4866-a598-ff53eec1ec75,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,03106bd4-b9a6-442e-8a60-d056e3ad5483,2021/05/25,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,44,愛媛県,松山市,ＨＡＰＰＹＳＡＬＯＮ メルモ,,,菓子製造業,上記以外の菓子製造業,松山市喜与町１丁目５－２,パルフェ喜与町６０１,,,089-933-2888,三並 沙織,,,,,第00000179号,R3.5.28,R3.5.28,,R8.6.30,,,,,,377,ＨＡＰＰＹＳＡＬＯＮ メルモ,089,089-933-2888,,,,松山市喜与町１丁目５－２,愛媛県松山市喜与町１丁目５－２,パルフェ喜与町６０１,193840,38,38201,喜与町１,,2021/05/28,2021/05/28,,2026/06/30,,三並 沙織  ,,,,,,,,,第00000179号,,菓子製造業, 上記以外の菓子製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,ＨＡＰＰＹＳＡＬＯＮメルモ089-933-288819384038201,089ccef4-2d93-4fe2-8fb1-64b68e4af5f6,,personal,c41e37a8-d3a1-44dd-9b4d-739544f36d4f,2021/05/28,ＨＡＰＰＹＳＡＬＯＮ　メルモ,ＨＡＰＰＹＳＡＬＯＮメルモ,
382019,45,愛媛県,松山市,株式会社名所堂南吉田工場,,,菓子製造業,上記以外の菓子製造業,松山市南吉田町１３－１,,,,910-5399,,株式会社名所堂,,代表取締役,樋口 文博,第00000180号,R3.5.28,R3.5.28,,R8.6.30,,,,,,377,株式会社名所堂南吉田工場,089,089-910-5399,,,,松山市南吉田町１３－１,愛媛県松山市南吉田町１３－１,,194114,38,38201,南吉田町,,2021/05/28,2021/05/28,,2026/06/30,株式会社名所堂,樋口 文博,,,,,,,,,第00000180号,,菓子製造業, 上記以外の菓子製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,株式会社名所堂南吉田工場089-910-539919411438201,580607fb-ac22-4ea7-a3b7-9a5d917a12e0,株式会社名所堂,b5f84758-1c58-48c9-86e4-4d5377026f57,c4909c3e-5f63-40f6-8b6e-f9be6efbfa92,2021/05/28,株式会社名所堂南吉田工場,株式会社名所堂南吉田工場,株式会社名所堂
382019,46,愛媛県,松山市,とりからくん湊町店,,,アイスクリーム類製造業,ソフトクリーム類,松山市湊町３丁目８－１,,,,934-4568,,株式会社クロス・サービス,,代表取締役,岡部 純二,第00000153号,R3.5.21,R3.5.21,,R8.6.30,,,,,,377,とりからくん湊町店,089,089-934-4568,,,,松山市湊町３丁目８－１,愛媛県松山市湊町３丁目８－１,,194091,38,38201,湊町３,,2021/05/21,2021/05/21,,2026/06/30,株式会社クロス・サービス,岡部 純二,,,,,,,,,第00000153号,,アイスクリーム類製造業, ソフトクリーム類,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,とりからくん湊町店089-934-456819409138201,000d7931-d787-460c-91d7-7ffa0233da5b,株式会社クロス・サービス,86caee23-b6f7-48eb-87de-772b21c7fa40,0c411080-e996-4315-9ba9-d28859241354,2021/05/21,とりからくん湊町店,とりからくん湊町店,株式会社クロス・サービス
382019,47,愛媛県,松山市,ｃｈｏｃｏｌａｔｅｒｉｅ ｔｓｕｍｕｇｉ,,,アイスクリーム類製造業,上記以外のアイスクリーム類製造業,松山市二番町３丁目７－１２,クオリタ松山１Ｆ,,,089-909-5182,,株式会社ありがとうサービス,,代表取締役,井本 雅之,第00000149号,R3.5.19,R3.5.19,,R8.6.30,,,,,,377,ｃｈｏｃｏｌａｔｅｒｉｅ ｔｓｕｍｕｇｉ,089,089-909-5182,,,,松山市二番町３丁目７－１２,愛媛県松山市二番町３丁目７－１２,クオリタ松山１Ｆ,194004,38,38201,二番町３,,2021/05/19,2021/05/19,,2026/06/30,株式会社ありがとうサービス,井本 雅之,,,,,,,,,第00000149号,,アイスクリーム類製造業, 上記以外のアイスクリーム類製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,ｃｈｏｃｏｌａｔｅｒｉｅｔｓｕｍｕｇｉ089-909-518219400438201,6d67ae1d-3c80-4d01-aa80-5fe1340d8a66,株式会社ありがとうサービス,d82748ba-f827-4d18-aa75-f3665f9fb335,c339c1fb-03bd-4e09-bbcf-5832473f1d64,2021/05/19,ｃｈｏｃｏｌａｔｅｒｉｅ　ｔｓｕｍｕｇｉ,ｃｈｏｃｏｌａｔｅｒｉｅｔｓｕｍｕｇｉ,株式会社ありがとうサービス
382019,48,愛媛県,松山市,あたたみ,,,そうざい製造業,そうざい製造業,松山市千舟町７丁目３－３,,,,089-968-1221,,合同会社あたたみ,,代表社員,三上 忠芳,第00000117号,R3.5.6,R3.5.6,,R8.6.30,,,,,,377,あたたみ,089,089-968-1221,,,,松山市千舟町７丁目３－３,愛媛県松山市千舟町７丁目３－３,,193955,38,38201,千舟町７,,2021/05/06,2021/05/06,,2026/06/30,合同会社あたたみ,三上 忠芳,,,,,,,,,第00000117号,,そうざい製造業, そうざい製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,あたたみ089-968-122119395538201,54388f21-38a2-4063-8fe8-64562e6c0462,合同会社あたたみ,7bb40a74-fee2-4fa4-883d-030181552226,7172b058-bbdd-4863-add2-126478eb85ad,2021/05/06,あたたみ,あたたみ,合同会社あたたみ
382019,49,愛媛県,松山市,中華食堂 悟空,,,そうざい製造業,そうざい製造業,松山市西垣生町７９０－５,,,,994-8590,,株式会社しげまる,,代表取締役,長谷川 茂,第00000148号,R3.5.17,R3.5.17,,R8.6.30,,,,,,377,中華食堂 悟空,089,089-994-8590,,,,松山市西垣生町７９０－５,愛媛県松山市西垣生町７９０－５,,194001,38,38201,西垣生町,,2021/05/17,2021/05/17,,2026/06/30,株式会社しげまる,長谷川 茂,,,,,,,,,第00000148号,,そうざい製造業, そうざい製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,中華食堂悟空089-994-859019400138201,eb49fd25-e445-4620-8cde-290e3cc35185,株式会社しげまる,0bd50e44-f23d-46e8-9356-5772438efaba,1d4b3455-3417-475b-841d-eeee1d77e5fa,2021/05/17,中華食堂　悟空,中華食堂悟空,株式会社しげまる
382019,50,愛媛県,松山市,＃そうる’ｄ ＯＵＴ,,,そうざい製造業,そうざい製造業,松山市清水町２丁目１５－１０,フレンドリー清水１Ｆ,,,,岡田 翔偉,,,,,第00000178号,R3.5.28,R3.5.28,,R8.6.30,,,,,,377,＃そうる’ｄ ＯＵＴ,089,,,,,松山市清水町２丁目１５－１０,愛媛県松山市清水町２丁目１５－１０,フレンドリー清水１Ｆ,193888,38,38201,清水町２,,2021/05/28,2021/05/28,,2026/06/30,,岡田 翔偉  ,,,,,,,,,第00000178号,,そうざい製造業, そうざい製造業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,E,9,,,そうるｄＯＵＴ19388838201,d1d17eed-b092-40ee-8cce-edeadfbc6473,,personal,0432da06-aac3-4054-bf1b-d24b49919e5e,2021/05/28,＃そうる＇ｄ　ＯＵＴ,そうるｄＯＵＴ,
382019,51,愛媛県,松山市,ローソン松山別府町店,,,魚介類販売業,簡易,松山市別府町４８８－１,,,,951-6560,芥川 典幸,,,,,第00000144号,R3.5.17,R3.5.17,,R8.6.30,,,,,,377,ローソン松山別府町店,089,089-951-6560,,,,松山市別府町４８８－１,愛媛県松山市別府町４８８－１,,194052,38,38201,別府町,,2021/05/17,2021/05/17,,2026/06/30,,芥川 典幸  ,,,,,,,,,第00000144号,,魚介類販売業, 簡易,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,I,58,,,ロソン松山別府町店089-951-656019405238201,baf386d3-cfb5-4e6d-9905-7cbbfca730be,,personal,d2e355e0-4acb-4453-94f8-9e4eafdd5954,2021/05/17,ローソン松山別府町店,ロソン松山別府町店,
382019,52,愛媛県,松山市,アジアＢＣ,,,魚介類販売業,上記以外の魚介類販売業,松山市久万ノ台３４８－１,中央市場関連店舗１－Ｂ－１,,,089-995-8768,永尾 克也,,,,,第00000167号,R3.5.26,R3.5.26,,R8.6.30,,,,,,377,アジアＢＣ,089,089-995-8768,,,,松山市久万ノ台３４８－１,愛媛県松山市久万ノ台３４８－１,中央市場関連店舗１－Ｂ－１,193853,38,38201,久万ノ台,,2021/05/26,2021/05/26,,2026/06/30,,永尾 克也  ,,,,,,,,,第00000167号,,魚介類販売業, 上記以外の魚介類販売業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,I,58,,,アジアＢＣ089-995-876819385338201,305d6426-4fb4-4b4f-8b1f-31452eccd269,,personal,178b6423-16d0-45ab-b2ae-2f1f450850c8,2021/05/26,アジアＢＣ,アジアＢＣ,
382019,53,愛媛県,松山市,ローソン松山別府町店,,,食肉販売業,簡易,松山市別府町４８８－１,,,,951-6560,芥川 典幸,,,,,第00000141号,R3.5.17,R3.5.17,,R8.6.30,,,,,,377,ローソン松山別府町店,089,089-951-6560,,,,松山市別府町４８８－１,愛媛県松山市別府町４８８－１,,194052,38,38201,別府町,,2021/05/17,2021/05/17,,2026/06/30,,芥川 典幸  ,,,,,,,,,第00000141号,,食肉販売業, 簡易,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,I,58,583,,ロソン松山別府町店089-951-656019405238201,baf386d3-cfb5-4e6d-9905-7cbbfca730be,,personal,2bc32137-5742-4eed-ac71-97016b9d53c9,2021/05/17,ローソン松山別府町店,ロソン松山別府町店,
382019,54,愛媛県,松山市,いよてつ髙島屋 ７階催会場,焼きもん道場森久・利久,いよてつ髙島屋 ７階催会場　焼きもん道場森久・利久,食肉販売業,簡易,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,,,948-2157,,株式会社伊予鉄髙島屋,,代表取締役,林 巧,第00000161号,R3.5.25,R3.5.25,,R8.6.30,,,,,,377,いよてつ髙島屋 ７階催会場　焼きもん道場森久・利久,089,089-948-2157,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 7Ｆ,194093,38,38201,湊町５,,2021/05/25,2021/05/25,,2026/06/30,株式会社伊予鉄髙島屋,林 巧,,,,,,,,,第00000161号,,食肉販売業, 簡易,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,I,58,583,,いよてつ髙島屋７階催会場089-948-215719409338201,ac596a5c-ce05-4866-a598-ff53eec1ec75,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,d923c794-0db6-43c1-9c72-19b0a03f70d4,2021/05/25,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,55,愛媛県,松山市,やっぱりステーキ,松山ロープウェー通り店 ２Ｆ,やっぱりステーキ　松山ロープウェー通り店 ２Ｆ,食肉販売業,上記以外の食肉販売業,松山市大街道３丁目２－２７,２Ｆ,,,089-950-4870,,株式会社ｇｒｏｏｖｅ,,代表取締役,田村 基樹,第00000175号,R3.5.28,R3.5.28,,R8.6.30,,,,,,377,やっぱりステーキ　松山ロープウェー通り店 ２Ｆ,089,089-950-4870,,,,松山市大街道３丁目２－２７,愛媛県松山市大街道３丁目２－２７,２Ｆ,193776,38,38201,大街道３,,2021/05/28,2021/05/28,,2026/06/30,株式会社ｇｒｏｏｖｅ,田村 基樹,,,,,,,,,第00000175号,,食肉販売業, 上記以外の食肉販売業,,,377_愛媛県_松山市保健所_食品衛生()_2021年05月_末日.csv,I,58,583,,やっぱりステキ089-950-487019377638201,f36a8e70-02c8-4ecd-985b-578894d25220,株式会社ｇｒｏｏｖｅ,f81e4168-0daa-4d47-859f-d92ede7440cc,201dced8-6bb4-4da4-9808-92a548b445fb,2021/05/28,やっぱりステーキ,やっぱりステキ,株式会社ｇｒｏｏｖｅ
