https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,28,愛媛県,松山市,鯛めし もとやま 3号店,,タイメシ モトヤマ サンゴウテン,飲食店営業,松山市大街道３丁目１－５ JJビル１階,松山市大街道３丁目１－５,JJビル１階,,,089-941-5676,,株式会社オフィス本山,,本山知博,第554号,2021/7/19,2021/7/19,,2026/9/30,,,,,,377,鯛めし もとやま 3号店,089,089-941-5676,,,,松山市大街道３丁目１－５,愛媛県松山市大街道３丁目１－５,JJビル１階,193776,38,38201,大街道３,,2021/07/19,2021/07/19,,2026/09/30,株式会社オフィス本山,本山知博,,,,,,,,,第554号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,鯛めしもとやま３号店089-941-567619377638201,c5bcca03-7757-43dc-bced-881e3280ea5e,株式会社オフィス本山,424c047f-39ca-4dcf-90ca-0c265b3efb30,d8b907af-7a89-4a6b-9ab0-31f4a74333c6,2021/07/19,鯛めし　もとやま　３号店,鯛めしもとやま３号店,株式会社オフィス本山
382019,29,愛媛県,松山市,空,,クウ,飲食店営業,松山市二番町２丁目６－１２三好ビル ２F,松山市二番町２丁目６－１２,三好ビル ２F,,,089-933-3277,髙松ひとみ,,,,第555号,2021/7/19,2021/7/19,,2026/9/30,,,,,,377,空,089,089-933-3277,,,,松山市二番町２丁目６－１２,愛媛県松山市二番町２丁目６－１２,三好ビル ２F,194003,38,38201,二番町２,,2021/07/19,2021/07/19,,2026/09/30,,髙松ひとみ  ,,,,,,,,,第555号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,空089-933-327719400338201,bf2711b0-fed5-4f9a-879e-c230acce3067,,personal,d972084d-ed5f-49e0-8174-88e37ff4ad50,2021/07/19,空,空,
382019,30,愛媛県,松山市,住宅型有料老人ホーム ダイヤ,,ジュウタクガタユウリョウロウジンホーム ダイヤ,飲食店営業,松山市中村２丁目７－２３,松山市中村２丁目７－２３,,,,089-909-3345,,有限会社 近藤会館,,近藤幸夫,第557号,2021/7/20,2021/7/20,,2026/9/30,,,,,,377,住宅型有料老人ホーム ダイヤ,089,089-909-3345,,,,松山市中村２丁目７－２３,愛媛県松山市中村２丁目７－２３,,193991,38,38201,中村２,,2021/07/20,2021/07/20,,2026/09/30,有限会社 近藤会館,近藤幸夫,,,,,,,,,第557号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,住宅型有料老人ホムダイヤ089-909-334519399138201,d16a556f-cd99-4863-b77b-f5e0d627e017,有限会社近藤会館,0ba7ec00-02b5-4b2c-8b1f-207df3088c7e,575ab47c-ce1d-42e0-aff6-5c75bcd2ecdf,2021/07/20,住宅型有料老人ホーム　ダイヤ,住宅型有料老人ホムダイヤ,有限会社近藤会館
382019,31,愛媛県,松山市,くるますし,,クルマスシ,飲食店営業,松山市一番町１丁目６－９,松山市一番町１丁目６－９,,,,089-932-3689,,株式会社たかひら,,高平康司,第558号,2021/7/20,2021/7/20,,2026/9/30,,,,,,377,くるますし,089,089-932-3689,,,,松山市一番町１丁目６－９,愛媛県松山市一番町１丁目６－９,,193744,38,38201,一番町１,,2021/07/20,2021/07/20,,2026/09/30,株式会社たかひら,高平康司,,,,,,,,,第558号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,くるますし089-932-368919374438201,91cd5944-04be-4faf-9f72-052d92dcdf1b,株式会社たかひら,9b990557-a355-44d9-8db7-3881dd90d82b,0d6a3457-0091-498a-9bae-f1bcf896e825,2021/07/20,くるますし,くるますし,株式会社たかひら
382019,32,愛媛県,松山市,おにく 幸せ,,オニク シアワセ,飲食店営業,松山市一番町２丁目１－１１福助ビル１F,松山市一番町２丁目１－１１,福助ビル１F,,,089-993-7796,稲岡秀紀,,,,第559号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,おにく 幸せ,089,089-993-7796,,,,松山市一番町２丁目１－１１,愛媛県松山市一番町２丁目１－１１,福助ビル１F,193745,38,38201,一番町２,,2021/07/21,2021/07/21,,2026/09/30,,稲岡秀紀  ,,,,,,,,,第559号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,おにく幸せ089-993-779619374538201,aa70af85-a319-4e43-8255-41957aab6da5,,personal,38cd7c38-4cc6-422a-8f3b-d2f4056aa2fa,2021/07/21,おにく　幸せ,おにく幸せ,
382019,33,愛媛県,松山市,Ｊａｙ，Ｄｒｉｆｔｅｒ,,ジェイ ドリフター,飲食店営業,松山市本町６丁目２－１２ザイオンビル２Ｆ,松山市本町６丁目２－１２,ザイオンビル２Ｆ,,,,伊賀上竜司,,,,第560号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,Ｊａｙ，Ｄｒｉｆｔｅｒ,089,,,,,松山市本町６丁目２－１２,愛媛県松山市本町６丁目２－１２,ザイオンビル２Ｆ,194061,38,38201,本町６,,2021/07/21,2021/07/21,,2026/09/30,,伊賀上竜司  ,,,,,,,,,第560号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,ＪａｙＤｒｉｆｔｅｒ19406138201,69a2e9b9-8e55-4c0f-805a-67165f548e10,,personal,739db57d-83f6-43ee-8c67-7795ac3e1609,2021/07/21,Ｊａｙ，Ｄｒｉｆｔｅｒ,ＪａｙＤｒｉｆｔｅｒ,
382019,34,愛媛県,松山市,カフェ ＮＯ．２,,カフェ ナンバートゥー,飲食店営業,松山市湊町４丁目１４－８,松山市湊町４丁目１４－８,,,,089-913-0146,木原弘子,,,,第561号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,カフェ ＮＯ．２,089,089-913-0146,,,,松山市湊町４丁目１４－８,愛媛県松山市湊町４丁目１４－８,,194092,38,38201,湊町４,,2021/07/21,2021/07/21,,2026/09/30,,木原弘子  ,,,,,,,,,第561号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,カフェＮＯ２089-913-014619409238201,664bb50c-d862-4d24-aac1-9931f4d7dd2c,,personal,0d2e948c-7b49-401a-bfaf-ea9630e13a97,2021/07/21,カフェ　ＮＯ．２,カフェＮＯ２,
382019,35,愛媛県,松山市,茶々,,チャチャ,飲食店営業,松山市湊町3丁目8－1,松山市湊町３丁目８－１,,,,,,株式会社cef,,須賀俊介,第562号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,茶々,089,,,,,松山市湊町３丁目８－１,愛媛県松山市湊町３丁目８－１,,194091,38,38201,湊町３,,2021/07/21,2021/07/21,,2026/09/30,株式会社cef,須賀俊介,,,,,,,,,第562号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,茶19409138201,bece9832-c9bc-4944-9e11-c1ab7c15590e,株式会社ｃｅｆ,f69e5d4b-8a71-4410-a3d6-90af81196521,132ba08c-1d92-4513-b3ad-aadfc839c8c9,2021/07/21,茶々,茶,株式会社ｃｅｆ
382019,36,愛媛県,松山市,Ｓｈｏ’ｓ ｂａｒ,,ショーズ バー,飲食店営業,松山市一番町２丁目５－２７パークワンビル３Ｆ,松山市一番町２丁目５－２７,パークワンビル３Ｆ,,,,白石優也,,,,第563号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,Ｓｈｏ’ｓ ｂａｒ,089,,,,,松山市一番町２丁目５－２７,愛媛県松山市一番町２丁目５－２７,パークワンビル３Ｆ,193745,38,38201,一番町２,,2021/07/21,2021/07/21,,2026/09/30,,白石優也  ,,,,,,,,,第563号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,Ｓｈｏｓｂａｒ19374538201,23e2488f-afad-416c-b9fd-139d8f91d622,,personal,cfc26922-f82a-4957-ad0b-c622b63d4602,2021/07/21,Ｓｈｏ＇ｓ　ｂａｒ,Ｓｈｏｓｂａｒ,
382019,37,愛媛県,松山市,豚ホルモン専門店 39 とん吉,,ブタホルモンセンモンテン サンキュー トンキチ,飲食店営業,松山市三番町1丁目7-6,松山市三番町１丁目７－６,,,,089-934-2929,,DCプランニング株式会社,,吉村真弓,第564号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,豚ホルモン専門店 39 とん吉,089,089-934-2929,,,,松山市三番町１丁目７－６,愛媛県松山市三番町１丁目７－６,,193877,38,38201,三番町１,,2021/07/21,2021/07/21,,2026/09/30,DCプランニング株式会社,吉村真弓,,,,,,,,,第564号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,豚ホルモン専門店３９とん吉089-934-292919387738201,6d51e692-0242-4beb-ad71-0bb344da1965,ＤＣプランニング株式会社,0f1cd111-6baa-4e24-af98-f76a721d1d8c,6baad72a-6651-4b93-8058-5610d2c5e299,2021/07/21,豚ホルモン専門店　３９　とん吉,豚ホルモン専門店３９とん吉,ＤＣプランニング株式会社
382019,38,愛媛県,松山市,Subako,,スバコ,飲食店営業,松山市千舟町2-8-1三好ビル1,松山市千舟町２－８－１,三好ビル１,,,089-961-4333,高橋太陽,,,,第565号,2021/7/21,2021/7/21,,2026/9/30,,,,,,377,Subako,089,089-961-4333,,,,松山市千舟町２－８－１,愛媛県松山市千舟町２－８－１,三好ビル１,193950,38,38201,千舟町２,,2021/07/21,2021/07/21,,2026/09/30,,高橋太陽  ,,,,,,,,,第565号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,Ｓｕｂａｋｏ089-961-433319395038201,b9bc3bb8-ba22-450f-bc00-8379561c6065,,personal,8f025d43-aedf-4c59-a4a4-d75f7d9760f9,2021/07/21,Ｓｕｂａｋｏ,Ｓｕｂａｋｏ,
382019,39,愛媛県,松山市,マルナカ土居田店,,マルナカドイダテン,飲食店営業,松山市空港通１丁目３－１３,松山市空港通１丁目３－１３,,,,089-968-8511,,マックスバリュ西日本株式会社,,平尾健一,第566号,2021/7/26,2021/7/26,,2026/9/30,,,,,,377,マルナカ土居田店,089,089-968-8511,,,,松山市空港通１丁目３－１３,愛媛県松山市空港通１丁目３－１３,,193843,38,38201,空港通１,,2021/07/26,2021/07/26,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第566号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ土居田店089-968-851119384338201,549970c5-7b4f-4c17-a5da-2f470f3e66da,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,b8f6f3d9-1499-4249-8b55-a791c12087f7,2021/07/26,マルナカ土居田店,マルナカ土居田店,マックスバリュ西日本株式会社
382019,40,愛媛県,松山市,マルナカ美沢店,,マルナカミサワテン,飲食店営業,松山市美沢2丁目５番２６号,松山市美沢２丁目５番２６号,,,,089-917-7707,,マックスバリュ西日本株式会社,,平尾健一,第569号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ美沢店,089,089-917-7707,,,,松山市美沢２丁目５番２６号,愛媛県松山市美沢２丁目５番２６号,,194077,38,38201,美沢２,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第569号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ美沢店089-917-770719407738201,b85467f7-1782-4f8f-af2e-8b321088adaa,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,55f440a6-fedb-49cb-a60b-30c1515a2e08,2021/07/27,マルナカ美沢店,マルナカ美沢店,マックスバリュ西日本株式会社
382019,41,愛媛県,松山市,マルナカ北条店,,マルナカホウジョウテン,飲食店営業,松山市北条辻甲２２７番２,松山市北条辻甲２２７番２,,,,,,マックスバリュ西日本株式会社,,平尾健一,第570号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ北条店,089,,,,,松山市北条辻甲２２７番２,愛媛県松山市北条辻甲２２７番２,,194345,38,38201,北条辻,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第570号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ北条店19434538201,5615ae85-62b6-4c80-a07b-7e9bf328e345,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,b0e084fa-498f-4fc3-abea-213ce93431cd,2021/07/27,マルナカ北条店,マルナカ北条店,マックスバリュ西日本株式会社
382019,42,愛媛県,松山市,マルナカ中央通り店,,マルナカチュウオウドオリテン,飲食店営業,松山市中央１丁目１－３６,松山市中央１丁目１－３６,,,,,,マックスバリュ西日本株式会社,,平尾健一,第571号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ中央通り店,089,,,,,松山市中央１丁目１－３６,愛媛県松山市中央１丁目１－３６,,193957,38,38201,中央１,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第571号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ中央通り店19395738201,5c650047-d1f5-4ae0-a358-28185ab260dc,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,6593b394-c8eb-4a8c-8318-7a0536c31264,2021/07/27,マルナカ中央通り店,マルナカ中央通り店,マックスバリュ西日本株式会社
382019,43,愛媛県,松山市,マックスバリュ西日本株式会社平田店,,マックスバリュニシニホンカブシキガイシャヒラタテン,飲食店営業,松山市平田町1403,松山市平田町１４０３,,,,,,マックスバリュ西日本株式会社,,平尾健一,第572号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マックスバリュ西日本株式会社平田店,089,,,,,松山市平田町１４０３,愛媛県松山市平田町１４０３,,194035,38,38201,平田町,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第572号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マックスバリュ西日本株式会社平田店19403538201,1a852798-e3f2-4357-8576-f41984c3cef9,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,9e39d1ff-191a-4c53-b4a5-1fae40abb428,2021/07/27,マックスバリュ西日本株式会社平田店,マックスバリュ西日本株式会社平田店,マックスバリュ西日本株式会社
382019,44,愛媛県,松山市,瀬戸内海響市場 エフマルシェ南吉田店（うなぎ蒲焼）,,セトウチカイキョウイチバ エフマルシェミナミヨシダテン,飲食店営業,松山市南吉田町1458番地,松山市南吉田町１４５８番地,,,,906-3011,,株式会社フジ,,山口普,第573号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,瀬戸内海響市場 エフマルシェ南吉田店（うなぎ蒲焼）,089,089-906-3011,,,,松山市南吉田町１４５８番地,愛媛県松山市南吉田町１４５８番地,,194114,38,38201,南吉田町,,2021/07/27,2021/07/27,,2026/09/30,株式会社フジ,山口普,,,,,,,,,第573号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,瀬戸内海響市場エフマルシェ南吉田店うなぎ蒲焼089-906-301119411438201,d1d19322-02ee-4f47-acb1-9c358c02a454,株式会社フジ,ae2f0bb4-2a32-45db-9cb6-1ec09dd9b61e,484cb2d6-2b99-48b2-ba88-a9f319991ab3,2021/07/27,瀬戸内海響市場　エフマルシェ南吉田店（うなぎ蒲焼）,瀬戸内海響市場エフマルシェ南吉田店うなぎ蒲焼,株式会社フジ
382019,45,愛媛県,松山市,土屋水産,,ツチヤスイサン,飲食店営業,松山市西一万町５－１,松山市西一万町５－１,,,,921-0454,,土屋水産株式会社,,土屋徹,第574号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,土屋水産,089,089-921-0454,,,,松山市西一万町５－１,愛媛県松山市西一万町５－１,,193997,38,38201,西一万町,,2021/07/27,2021/07/27,,2026/09/30,土屋水産株式会社,土屋徹,,,,,,,,,第574号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,土屋水産089-921-045419399738201,5f5bea42-4c75-48f1-92f6-bcbb96d82f49,土屋水産株式会社,6b7424c5-9af2-4ee1-9663-b66d62f3aab5,04bf4e28-6c8d-4ac3-9e14-0de468405c50,2021/07/27,土屋水産,土屋水産,土屋水産株式会社
382019,46,愛媛県,松山市,マルナカ東石井店,,マルナカヒガシイシイテン,飲食店営業,松山市東石井６丁目１６番３９号,松山市東石井６丁目１６番３９号,,,,,,マックスバリュ西日本株式会社,,平尾健一,第575号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ東石井店,089,,,,,松山市東石井６丁目１６番３９号,愛媛県松山市東石井６丁目１６番３９号,,194270,38,38201,東石井６,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第575号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ東石井店19427038201,18aa7c0f-9fbd-4165-9c24-26aa553c58b1,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,d6290a79-8b97-4295-b467-58e5544940cc,2021/07/27,マルナカ東石井店,マルナカ東石井店,マックスバリュ西日本株式会社
382019,47,愛媛県,松山市,マルナカ和泉店,,マルナカイズミテン,飲食店営業,松山市和泉北４丁目１０番４７号,松山市和泉北４丁目１０番４７号,,,,,,マックスバリュ西日本株式会社,,平尾健一,第576号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ和泉店,089,,,,,松山市和泉北４丁目１０番４７号,愛媛県松山市和泉北４丁目１０番４７号,,194187,38,38201,和泉北４,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第576号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ和泉店19418738201,3a8f9e43-40e9-453c-8e30-2788f739dbf4,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,984a8d55-0fbf-42f1-b80f-326d7826f34e,2021/07/27,マルナカ和泉店,マルナカ和泉店,マックスバリュ西日本株式会社
382019,48,愛媛県,松山市,マルナカ小坂店,,マルナカコサカテン,飲食店営業,松山市小坂１丁目７－１８,松山市小坂１丁目７－１８,,,,089-986-4411,,マックスバリュ西日本株式会社,,平尾健一,第577号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ小坂店,089,089-986-4411,,,,松山市小坂１丁目７－１８,愛媛県松山市小坂１丁目７－１８,,193862,38,38201,小坂１,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第577号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ小坂店089-986-441119386238201,dcb33579-74d6-4f3b-9335-0769abd9e05b,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,692441e3-c906-4d9c-aca6-e1bd50fcef34,2021/07/27,マルナカ小坂店,マルナカ小坂店,マックスバリュ西日本株式会社
382019,49,愛媛県,松山市,マルナカ清住店,,マルナカキヨズミテン,飲食店営業,松山市清住２丁目１０５０番地３,松山市清住２丁目１０５０番地３,,,,,,マックスバリュ西日本株式会社,,平尾健一,第578号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ清住店,089,,,,,松山市清住２丁目１０５０番地３,愛媛県松山市清住２丁目１０５０番地３,,193839,38,38201,清住２,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第578号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ清住店19383938201,a76f6ed7-acb7-4cb7-82cb-a24e86e1276b,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,189c0d67-5892-4474-8f32-0a75b54fed76,2021/07/27,マルナカ清住店,マルナカ清住店,マックスバリュ西日本株式会社
382019,50,愛媛県,松山市,マルナカ松山平井店,,マルナカマツヤマヒライテン,飲食店営業,松山市平井町２３０２－２,松山市平井町２３０２－２,,,,,,マックスバリュ西日本株式会社,,平尾健一,第579号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ松山平井店,089,,,,,松山市平井町２３０２－２,愛媛県松山市平井町２３０２－２,,194034,38,38201,平井町,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第579号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ松山平井店19403438201,b5381f12-9c0b-4828-a756-bd733175dcf0,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,7f6cbd6c-01a1-4843-8105-3b4a5fe0d2e8,2021/07/27,マルナカ松山平井店,マルナカ松山平井店,マックスバリュ西日本株式会社
382019,51,愛媛県,松山市,マルナカ高岡店,,マルナカタカオカテン,飲食店営業,松山市高岡町９７番１,松山市高岡町９７番１,,,,,,マックスバリュ西日本株式会社,,平尾健一,第580号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,マルナカ高岡店,089,,,,,松山市高岡町９７番１,愛媛県松山市高岡町９７番１,,193915,38,38201,高岡町,,2021/07/27,2021/07/27,,2026/09/30,マックスバリュ西日本株式会社,平尾健一,,,,,,,,,第580号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,マルナカ高岡店19391538201,37150db6-6bcf-4e72-855e-1bdd74f72199,マックスバリュ西日本株式会社,6861c447-a683-4aa6-b52c-dc4b6564cfdd,40550a15-b105-400c-b0df-c365e8e3b8c1,2021/07/27,マルナカ高岡店,マルナカ高岡店,マックスバリュ西日本株式会社
382019,52,愛媛県,松山市,サニーＴＳＵＢＡＫＩ古川店,,サニーツバキフルカワテン,飲食店営業,松山市古川町西2丁目8－30,松山市古川町西２丁目８－３０,,,,089-956-2746,,株式会社サニーＴＳＵＢＡＫＩ,,豊田洋介,第581号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーＴＳＵＢＡＫＩ古川店,089,089-956-2746,,,,松山市古川町西２丁目８－３０,愛媛県松山市古川西２丁目８－３０,,194233,38,38201,古川西２,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーＴＳＵＢＡＫＩ,豊田洋介,,,,,,,,,第581号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニＴＳＵＢＡＫＩ古川店089-956-274619423338201,7e7bba50-2be1-4dda-97ec-ad2fb41164e0,株式会社サニーＴＳＵＢＡＫＩ,28550ecd-052d-4bea-a1ba-e1bd98c9bd94,ec5f7e01-3805-4baa-8187-c2cb1898e79a,2021/07/27,サニーＴＳＵＢＡＫＩ古川店,サニＴＳＵＢＡＫＩ古川店,株式会社サニーＴＳＵＢＡＫＩ
382019,53,愛媛県,松山市,サニーＴＳＵＢＡＫＩ桑原店,,サニーツバキクワバラテン,飲食店営業,松山市桑原４丁目17－10,松山市桑原４丁目１７－１０,,,,089-931-3250,,株式会社サニーＴＳＵＢＡＫＩ,,豊田洋介,第582号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーＴＳＵＢＡＫＩ桑原店,089,089-931-3250,,,,松山市桑原４丁目１７－１０,愛媛県松山市桑原４丁目１７－１０,,193858,38,38201,桑原４,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーＴＳＵＢＡＫＩ,豊田洋介,,,,,,,,,第582号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニＴＳＵＢＡＫＩ桑原店089-931-325019385838201,64639f73-b5fe-4829-9e52-0acddb39d59b,株式会社サニーＴＳＵＢＡＫＩ,28550ecd-052d-4bea-a1ba-e1bd98c9bd94,2432def9-2762-4395-aa78-0aa8e868ff1c,2021/07/27,サニーＴＳＵＢＡＫＩ桑原店,サニＴＳＵＢＡＫＩ桑原店,株式会社サニーＴＳＵＢＡＫＩ
382019,54,愛媛県,松山市,サニーＴＳＵＢＡＫＩ道後店,,サニーツバキドウゴテン,飲食店営業,松山市道後樋又1－33,松山市道後樋又１－３３,,,,089-911-0310,,株式会社サニーＴＳＵＢＡＫＩ,,豊田洋介,第583号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーＴＳＵＢＡＫＩ道後店,089,089-911-0310,,,,松山市道後樋又１－３３,愛媛県松山市道後樋又１－３３,,193977,38,38201,道後樋又,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーＴＳＵＢＡＫＩ,豊田洋介,,,,,,,,,第583号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニＴＳＵＢＡＫＩ道後店089-911-031019397738201,896651e7-0111-49f9-b64c-1c6aa2494a3e,株式会社サニーＴＳＵＢＡＫＩ,28550ecd-052d-4bea-a1ba-e1bd98c9bd94,e6512a84-e1ac-4c86-927f-d9cafaa6e7d5,2021/07/27,サニーＴＳＵＢＡＫＩ道後店,サニＴＳＵＢＡＫＩ道後店,株式会社サニーＴＳＵＢＡＫＩ
382019,55,愛媛県,松山市,サニーマート束本店,,サニーマートツカモトテン,飲食店営業,松山市束本１丁目８－５,松山市束本１丁目８－５,,,,089-932-3248,,株式会社サニーマート,,中村彰宏,第584号,2021/7/27,2021/7/27,,2026/9/30,,,,,,377,サニーマート束本店,089,089-932-3248,,,,松山市束本１丁目８－５,愛媛県松山市束本１丁目８－５,,193959,38,38201,束本１,,2021/07/27,2021/07/27,,2026/09/30,株式会社サニーマート,中村彰宏,,,,,,,,,第584号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年07月_末日.csv,M,76,,,サニマト束本店089-932-324819395938201,caacd736-b727-487a-8af1-1ecfb1da3615,株式会社サニーマート,6b536216-f545-4a3b-82dc-8ee98546bdf1,7c783873-9283-473c-940b-373e55c23351,2021/07/27,サニーマート束本店,サニマト束本店,株式会社サニーマート
