https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請区分,申請者1,,,申請者2,,申請-電話番号1,施設-住所1,施設-マンション名,施設-電話番号1,,,施設名,業種,業態,確認番号,許可期間開始日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請等種別,申請者＿申請者名,申請者＿役職名,申請者＿その他役職名,申請者＿代表者,,申請者＿電話番号,所在地１,所在地２,施設＿所在地電話番号,施設＿名称（屋号・商号）１,施設＿名称（屋号・商号）２,,業種,種目（営業の種類）（給食の種類）,許可番号,許可開始日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
新規申請,オンケース合同会社,代表社員,,兼次　貴之,代表社員　兼次　貴之,0980-48-2584  ,国頭郡本部町備瀬５１１,,0980-48-2584  ,一福茶屋,,一福茶屋　,飲食店営業,パーラー,第01202100690号,R04.01.31,R04.01.31,,465,一福茶屋　,0980,0980-48-2584,,,,国頭郡本部町備瀬５１１,沖縄県国頭郡本部町備瀬５１１,,216246,47,47308,備瀬,,2022/01/31,,2022/01/31,,オンケース合同会社,代表社員　兼次　貴之,0980-48-2584  ,,,,,,,,第01202100690号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,一福茶屋0980-48-258421624647308,67c9ce0f-dc80-44ab-9ba9-cf32c7f3bd71,オンケース合同会社,4731cec3-bc23-4b23-b986-fb298dd64500,32a5ded0-5606-491d-add1-24c4e401d86f,2022/01/31,一福茶屋　,一福茶屋,オンケース合同会社
新規申請,株式会社アルマリゾート,代表取締役,,棚原　憲勇,代表取締役　棚原　憲勇,0980-48-2778  ,国頭郡本部町字伊野波７２９－１,,0980-47-3210  ,もとぶ熟成麺工場,,もとぶ熟成麺工場　,麺類製造業,めん類製造業,第01202100679号,R04.01.27,R04.01.27,,465,もとぶ熟成麺工場　,0980,0980-47-3210,,,,国頭郡本部町字伊野波７２９－１,沖縄県国頭郡本部町字伊野波７２９－１,,216226,47,47308,伊野波,,2022/01/27,,2022/01/27,,株式会社アルマリゾート,代表取締役　棚原　憲勇,0980-48-2778  ,,,,,,,,第01202100679号,新規,麺類製造業, めん類製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,もとぶ熟成麺工場0980-47-321021622647308,84a9dac5-66ec-4274-b5c3-19b6a5528a91,株式会社アルマリゾート,32870c33-0626-470c-9887-35756fb6e749,c5f4c3b7-6a19-4147-955d-387b101679a0,2022/01/27,もとぶ熟成麺工場　,もとぶ熟成麺工場,株式会社アルマリゾート
新規申請,合同会社アミュタ,代表社員,,名渡山　豊,代表社員　名渡山　豊,0980-50-6011  ,国頭郡伊江村川平１８８－４,,0980-50-6011  ,ファミリーマート伊江東店,,ファミリーマート伊江東店　,飲食店営業,そうざい,第01202100726号,R04.02.17,R04.02.17,,465,ファミリーマート伊江東店　,0980,0980-50-6011,,,,国頭郡伊江村川平１８８－４,沖縄県国頭郡伊江村川平１８８－４,,216132,47,47315,川平,,2022/02/17,,2022/02/17,,合同会社アミュタ,代表社員　名渡山　豊,0980-50-6011  ,,,,,,,,第01202100726号,新規,飲食店営業, そうざい,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ファミリマト伊江東店0980-50-601121613247315,b213027c-6aa0-42dd-968e-fce7fd4f04f2,合同会社アミュタ,7d2ba2f1-f934-4669-9910-8982ca4bb201,3b0fa782-dc56-4700-88b4-997504486801,2022/02/17,ファミリーマート伊江東店　,ファミリマト伊江東店,合同会社アミュタ
新規申請,合同会社アミュタ,代表社員,,名渡山　豊,代表社員　名渡山　豊,0980-50-6011  ,国頭郡伊江村川平１８８－４,,0980-50-6011  ,ファミリーマート伊江東店,,ファミリーマート伊江東店　,菓子製造業,菓子製造業,第01202100725号,R04.02.17,R04.02.17,,465,ファミリーマート伊江東店　,0980,0980-50-6011,,,,国頭郡伊江村川平１８８－４,沖縄県国頭郡伊江村川平１８８－４,,216132,47,47315,川平,,2022/02/17,,2022/02/17,,合同会社アミュタ,代表社員　名渡山　豊,0980-50-6011  ,,,,,,,,第01202100725号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ファミリマト伊江東店0980-50-601121613247315,b213027c-6aa0-42dd-968e-fce7fd4f04f2,合同会社アミュタ,7d2ba2f1-f934-4669-9910-8982ca4bb201,8f516e79-26a7-464a-8eff-a2c982682160,2022/02/17,ファミリーマート伊江東店　,ファミリマト伊江東店,合同会社アミュタ
新規申請,株式会社前田産業,代表取締役,,前田　裕子,代表取締役　前田　裕子,0980-53-0031  ,名護市宮里４５３－１,,0980-53-0031  ,心彩身（宴会場）,,心彩身（宴会場）　,冷凍食品製造業,冷凍食品,第01202100639号,R04.01.13,R04.01.13,,465,心彩身（宴会場）　,0980,0980-53-0031,,,,名護市宮里４５３－１,沖縄県名護市宮里４５３－１,,215762,47,47209,宮里４,,2022/01/13,,2022/01/13,,株式会社前田産業,代表取締役　前田　裕子,0980-53-0031  ,,,,,,,,第01202100639号,新規,冷凍食品製造業, 冷凍食品,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,心彩身宴会場0980-53-003121576247209,28424b4b-6043-4110-803a-e0d3cb8dcc23,株式会社前田産業,0799d7fd-4b59-47f8-8f79-593a2f56dc2b,acb26e59-bc68-4807-a509-01a6025fcac2,2022/01/13,心彩身（宴会場）　,心彩身宴会場,株式会社前田産業
新規申請,株式会社ハイビスリゾート,代表取締役,,庄司　修,代表取締役　庄司　修,0980-56-3979  ,国頭郡今帰仁村天底２３４－４,,0980-56-3979  ,ハイビスリゾート　カフェ・ペンション,,ハイビスリゾート　カフェ・ペンション　,飲食店営業,レストラン,第01202100734号,R04.02.22,R04.02.22,,465,ハイビスリゾート　カフェ・ペンション　,0980,0980-56-3979,,,,国頭郡今帰仁村天底２３４－４,沖縄県国頭郡今帰仁村天底２３４－４,,216197,47,47306,天底,,2022/02/22,,2022/02/22,,株式会社ハイビスリゾート,代表取締役　庄司　修,0980-56-3979  ,,,,,,,,第01202100734号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ハイビスリゾトカフェペンション0980-56-397921619747306,bbedd068-f383-40c5-a8fc-f8d363356399,株式会社ハイビスリゾート,f2e7a2bd-2eef-446d-8adf-2a6e83df09a9,5d52872a-1bc5-4556-bb05-aacde0b0c251,2022/02/22,ハイビスリゾート　カフェ・ペンション　,ハイビスリゾトカフェペンション,株式会社ハイビスリゾート
新規申請,株式会社　マガチャバル,代表取締役,,平井　嘉久,代表取締役　平井　嘉久,0980561301    ,国頭郡今帰仁村今泊２４９８,,0980561301    ,マガチャバル,,マガチャバル　,飲食店営業,ホテル,第01202100620号,R03.12.23,R03.12.23,,465,マガチャバル　,0980,0980-56-1301,,,,国頭郡今帰仁村今泊２４９８,沖縄県国頭郡今帰仁村今泊２４９８,,216198,47,47306,今泊,,2021/12/23,,2021/12/23,,株式会社　マガチャバル,代表取締役　平井　嘉久,0980-56-1301    ,,,,,,,,第01202100620号,新規,飲食店営業, ホテル,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,マガチャバル0980-56-130121619847306,aa393b7e-9191-44c0-bfe3-7fcab955fee5,株式会社マガチャバル,e958bbe4-6bff-44cf-86ec-cc79121b77a0,bfa803a1-7bcb-4caa-80d3-8d23b36b05f5,2021/12/23,マガチャバル　,マガチャバル,株式会社マガチャバル
新規申請,株式会社琉球ホテルリゾートオクマ,代表取締役,,佐藤　健人,代表取締役　佐藤　健人,41-2274       ,国頭郡国頭村奥間９１３,オクマ　プライベートビーチ＆リゾート内,41-2274       ,ビーチテラス,,ビーチテラス　,飲食店営業,レストラン,第01202100736号,R04.02.22,R04.02.22,,465,ビーチテラス　,0980,0980-41-2274,,,,国頭郡国頭村奥間９１３,沖縄県国頭郡国頭村奥間９１３,オクマ　プライベートビーチ＆リゾート内,216182,47,47301,奥間,,2022/02/22,,2022/02/22,,株式会社琉球ホテルリゾートオクマ,代表取締役　佐藤　健人,0980-41-2274       ,,,,,,,,第01202100736号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ビチテラス0980-41-227421618247301,0a20ce46-195a-4183-9afa-8dad31e60340,株式会社琉球ホテルリゾートオクマ,cbdff64f-af34-4fac-8547-563a5624964f,185eed5c-be53-4a55-b949-b16ed680cc29,2022/02/22,ビーチテラス　,ビチテラス,株式会社琉球ホテルリゾートオクマ
新規申請,株式会社アンベリール,代表取締役,,阿部　賢治,代表取締役　阿部　賢治,43-0073       ,名護市屋部６１９,,43-9011       ,蟹宝鮮,,蟹宝鮮　,飲食店営業,そうざい,第01202100705号,R04.02.10,R04.02.10,,465,蟹宝鮮　,0980,0980-43-9011,,,,名護市屋部６１９,沖縄県名護市屋部６１９,,215767,47,47209,屋部,,2022/02/10,,2022/02/10,,株式会社アンベリール,代表取締役　阿部　賢治,0980-43-0073       ,,,,,,,,第01202100705号,新規,飲食店営業, そうざい,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,蟹宝鮮0980-43-901121576747209,533632aa-856a-49b3-b7ac-4885558c0212,株式会社アンベリール,e7963c32-9909-4e8e-8e05-50f08081ad74,d2eac9f9-7d6f-432b-b0d7-15fb7a697a9d,2022/02/10,蟹宝鮮　,蟹宝鮮,株式会社アンベリール
新規申請,株式会社アンベリール,代表取締役,,阿部　賢治,代表取締役　阿部　賢治,43-0073       ,北部保健所管内,,              ,蟹宝鮮,,蟹宝鮮　,飲食店営業,臨時営業80L,第01202100704号,R04.02.10,R04.02.10,,465,蟹宝鮮　,,,,,,北部保健所管内,沖縄県北部保健所管内,,,47,,,,2022/02/10,,2022/02/10,,株式会社アンベリール,代表取締役　阿部　賢治,0980-43-0073       ,,,,,,,,第01202100704号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,蟹宝鮮,235c51d0-2b00-4a9d-93db-642dd04d2b79,株式会社アンベリール,e7963c32-9909-4e8e-8e05-50f08081ad74,e8691ba8-57a2-4021-a3c5-00b80f887f85,2022/02/10,蟹宝鮮　,蟹宝鮮,株式会社アンベリール
新規申請,一般社団法人総合美研,代表理事,,新垣　正安,代表理事　新垣　正安,43-6377       ,国頭郡本部町辺名地４４６－４,,43-6377       ,ｔｉ－ｃｈｉ,,ｔｉ－ｃｈｉ　,飲食店営業,食堂,第01202100621号,R03.12.27,R03.12.27,,465,ｔｉ－ｃｈｉ　,0980,0980-43-6377,,,,国頭郡本部町辺名地４４６－４,沖縄県国頭郡本部町辺名地４４６－４,,216248,47,47308,辺名地,,2021/12/27,,2021/12/27,,一般社団法人総合美研,代表理事　新垣　正安,0980-43-6377       ,,,,,,,,第01202100621号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ｔｉｃｈｉ0980-43-637721624847308,889b81f1-d3cd-46c0-a127-9dad2f2eba28,一般社団法人総合美研,137cce5c-0ef7-4a24-b82c-ce0203d349dc,9572f50e-c7ee-4a2a-b530-5cbad2f40b90,2021/12/27,ｔｉ－ｃｈｉ　,ｔｉｃｈｉ,一般社団法人総合美研
新規申請,やんばる酒造株式会社,代表取締役,,池原　弘昭,代表取締役　池原　弘昭,44-3297       ,国頭郡大宜味村田嘉里４１７,,44-3297       ,やんばる酒造直売所,,やんばる酒造直売所　,密封包装食品製造業,密封包装,第01202100729号,R04.02.16,R04.02.16,,465,やんばる酒造直売所　,0980,0980-44-3297,,,,国頭郡大宜味村田嘉里４１７,沖縄県国頭郡大宜味村田嘉里４１７,,216147,47,47302,田嘉里,,2022/02/16,,2022/02/16,,やんばる酒造株式会社,代表取締役　池原　弘昭,0980-44-3297       ,,,,,,,,第01202100729号,新規,密封包装食品製造業, 密封包装,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,やんばる酒造直売所0980-44-329721614747302,4c43f78d-a9f9-4b49-8dae-bae9741e606f,やんばる酒造株式会社,b999c8c7-03c3-45fa-af4b-8cab85006acb,363ea97a-37ba-46e0-8fb4-f53c70eae0dd,2022/02/16,やんばる酒造直売所　,やんばる酒造直売所,やんばる酒造株式会社
新規申請,伊平屋村漁業協同組合,代表理事,,新垣　雅士,代表理事　新垣　雅士,46-2368       ,島尻郡伊平屋村我喜屋２１７－３０,,46-2368       ,伊平屋村漁業協同組合,,伊平屋村漁業協同組合　,菓子製造業,菓子製造業,第01202100695号,R04.02.02,R04.02.02,,465,伊平屋村漁業協同組合　,0980,0980-46-2368,,,,島尻郡伊平屋村我喜屋２１７－３０,沖縄県島尻郡伊平屋村我喜屋２１７－３０,,216376,47,47359,我喜屋,,2022/02/02,,2022/02/02,,伊平屋村漁業協同組合,代表理事　新垣　雅士,0980-46-2368       ,,,,,,,,第01202100695号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,伊平屋村漁業協同組合0980-46-236821637647359,709d07dc-14ba-46d6-850f-f4172e187a03,伊平屋村漁業協同組合,fc674e2d-4d57-4504-9355-f3f67d17ef3d,17ec6c12-0757-447e-ab12-2e566f10d0f2,2022/02/02,伊平屋村漁業協同組合　,伊平屋村漁業協同組合,伊平屋村漁業協同組合
新規申請,伊平屋村漁業協同組合,代表理事,,新垣　雅士,代表理事　新垣　雅士,46-2368       ,島尻郡伊平屋村我喜屋２１７－３０,,46-2368       ,伊平屋村漁業協同組合,,伊平屋村漁業協同組合　,そうざい製造業,そうざい製造業,第01202100694号,R04.02.02,R04.02.02,,465,伊平屋村漁業協同組合　,0980,0980-46-2368,,,,島尻郡伊平屋村我喜屋２１７－３０,沖縄県島尻郡伊平屋村我喜屋２１７－３０,,216376,47,47359,我喜屋,,2022/02/02,,2022/02/02,,伊平屋村漁業協同組合,代表理事　新垣　雅士,0980-46-2368       ,,,,,,,,第01202100694号,新規,そうざい製造業, そうざい製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,伊平屋村漁業協同組合0980-46-236821637647359,709d07dc-14ba-46d6-850f-f4172e187a03,伊平屋村漁業協同組合,fc674e2d-4d57-4504-9355-f3f67d17ef3d,20eb4386-31de-4b8e-b990-7402b2ba82a5,2022/02/02,伊平屋村漁業協同組合　,伊平屋村漁業協同組合,伊平屋村漁業協同組合
新規申請,伊平屋村漁業協同組合,代表理事,,新垣　雅士,代表理事　新垣　雅士,46-2368       ,島尻郡伊平屋村我喜屋２１７－２７,,46-2368       ,ぎょきょう直売店（ヴラージュ）,,ぎょきょう直売店（ヴラージュ）　,飲食店営業,食堂,第01202100686号,R04.01.31,R04.01.31,,465,ぎょきょう直売店（ヴラージュ）　,0980,0980-46-2368,,,,島尻郡伊平屋村我喜屋２１７－２７,沖縄県島尻郡伊平屋村我喜屋２１７－２７,,216376,47,47359,我喜屋,,2022/01/31,,2022/01/31,,伊平屋村漁業協同組合,代表理事　新垣　雅士,0980-46-2368       ,,,,,,,,第01202100686号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ぎょきょう直売店ヴラジュ0980-46-236821637647359,200f50d8-9bf1-4c2a-9f1a-10fbacdab84e,伊平屋村漁業協同組合,fc674e2d-4d57-4504-9355-f3f67d17ef3d,a9133c66-e38c-4691-babb-ad2b725b7b48,2022/01/31,ぎょきょう直売店（ヴラージュ）　,ぎょきょう直売店ヴラジュ,伊平屋村漁業協同組合
新規申請,株式会社ジョットインターナショナル,代表取締役,,森　賀津昭,代表取締役　森　賀津昭,49-5011       ,国頭郡伊江村東江前２３８４－３,,49-2851       ,レストラン　ラ・メ～ル,,レストラン　ラ・メ～ル　,飲食店営業,レストラン,第01202100755号,R04.02.28,R04.02.28,,465,レストラン　ラ・メ～ル　,0980,0980-49-2851,,,,国頭郡伊江村東江前２３８４－３,沖縄県国頭郡伊江村東江前２３８４－３,,216136,47,47315,東江前,,2022/02/28,,2022/02/28,,株式会社ジョットインターナショナル,代表取締役　森　賀津昭,0980-49-5011       ,,,,,,,,第01202100755号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,レストランラメル0980-49-285121613647315,56963a7e-5dbc-477e-9e7f-d91f86264226,株式会社ジョットインターナショナル,438a7b67-17f1-4198-ac3f-593a9b9f1ab7,a35758da-08fd-4a49-b78b-eaaa94420e21,2022/02/28,レストラン　ラ・メ～ル　,レストランラメル,株式会社ジョットインターナショナル
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,宴会場　オリオン,,宴会場　オリオン　,飲食店営業,レストラン,第01202100722号,R04.02.15,R04.02.15,,465,宴会場　オリオン　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100722号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,宴会場オリオン0980-51-730221624647308,63a49d30-805b-4ed7-961a-83e9c9baece7,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,7ddb2c8c-b460-4a5e-bc3b-c02512683f0b,2022/02/15,宴会場　オリオン　,宴会場オリオン,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,ロビーラウンジ　ヴェガ,,ロビーラウンジ　ヴェガ　,飲食店営業,バー,第01202100721号,R04.02.15,R04.02.15,,465,ロビーラウンジ　ヴェガ　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100721号,新規,飲食店営業, バー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ロビラウンジヴェガ0980-51-730221624647308,65800f2f-bbb2-4157-963a-9c25bbca8699,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,bb37d9f4-7fbf-42a4-bddc-3d0ea777f7db,2022/02/15,ロビーラウンジ　ヴェガ　,ロビラウンジヴェガ,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,クラブラウンジ,,クラブラウンジ　,飲食店営業,レストラン,第01202100720号,R04.02.15,R04.02.15,,465,クラブラウンジ　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100720号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,クラブラウンジ0980-51-730221624647308,069a4264-198c-4e9c-b30c-b66c68a517a3,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,3cf546c6-0011-41a6-b53c-e894ac048801,2022/02/15,クラブラウンジ　,クラブラウンジ,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,うちなー居酒屋　嘉例,,うちなー居酒屋　嘉例　,飲食店営業,居酒屋,第01202100719号,R04.02.15,R04.02.15,,465,うちなー居酒屋　嘉例　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100719号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,うちな居酒屋嘉例0980-51-730221624647308,2fb4b2c7-4a59-449c-88f7-0c14c1c13462,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,78c1fb16-0d47-45d0-b92a-3a35dab19254,2022/02/15,うちなー居酒屋　嘉例　,うちな居酒屋嘉例,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,バーベキューレストラン　カペラ,,バーベキューレストラン　カペラ　,飲食店営業,レストラン,第01202100718号,R04.02.15,R04.02.15,,465,バーベキューレストラン　カペラ　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100718号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,バベキュレストランカペラ0980-51-730221624647308,38609352-9d63-41a9-996a-fc82da99963b,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,3d1f2241-b7f0-4fe4-8b3c-593bf3094f4a,2022/02/15,バーベキューレストラン　カペラ　,バベキュレストランカペラ,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,オールディダイニング　シリウス,,オールディダイニング　シリウス　,飲食店営業,レストラン,第01202100717号,R04.02.15,R04.02.15,,465,オールディダイニング　シリウス　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100717号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,オルディダイニングシリウス0980-51-730221624647308,f6f705cd-3843-4ea7-9057-d1f873e85949,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,73b0251d-82f7-498b-be37-12e9c3671809,2022/02/15,オールディダイニング　シリウス　,オルディダイニングシリウス,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,オールディダイニング　シリウス　菓子製造業,,オールディダイニング　シリウス　菓子製造業　,菓子製造業,菓子製造業,第01202100716号,R04.02.15,R04.02.15,,465,オールディダイニング　シリウス　菓子製造業　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100716号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,オルディダイニングシリウス菓子製造業0980-51-730221624647308,8cb33a6c-a554-4649-be6e-0dbcf0e219a7,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,64b87420-6a8b-46d5-855d-3b83c3c5fe8f,2022/02/15,オールディダイニング　シリウス　菓子製造業　,オルディダイニングシリウス菓子製造業,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,スペシャリティ　レストラン　銀河,,スペシャリティ　レストラン　銀河　,飲食店営業,レストラン,第01202100715号,R04.02.15,R04.02.15,,465,スペシャリティ　レストラン　銀河　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100715号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スペシャリティレストラン銀河0980-51-730221624647308,93a6953c-6b01-4fde-b0b1-4fd3dedd7702,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,39406878-564b-4822-ad75-134d7f8c9ca9,2022/02/15,スペシャリティ　レストラン　銀河　,スペシャリティレストラン銀河,株式会社ホテルオリオンモトブ
新規申請,株式会社ホテルオリオンモトブ,代表取締役,,柳内　和子,代表取締役　柳内　和子,51-7312       ,国頭郡本部町備瀬１４８－１,,51-7302       ,メインバー　レグルス,,メインバー　レグルス　,飲食店営業,レストラン,第01202100714号,R04.02.15,R04.02.15,,465,メインバー　レグルス　,0980,0980-51-7302,,,,国頭郡本部町備瀬１４８－１,沖縄県国頭郡本部町備瀬１４８－１,,216246,47,47308,備瀬,,2022/02/15,,2022/02/15,,株式会社ホテルオリオンモトブ,代表取締役　柳内　和子,0980-51-7312       ,,,,,,,,第01202100714号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,メインバレグルス0980-51-730221624647308,c30b9491-23eb-480f-b7bf-52f996107313,株式会社ホテルオリオンモトブ,dd35bccb-1a34-4ff8-b96c-b36688ccc6ce,d8e5fab9-5e1a-4735-b401-fbe46be4b655,2022/02/15,メインバー　レグルス　,メインバレグルス,株式会社ホテルオリオンモトブ
