https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所1,申請-マンション名,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
27207,fBiz00001555110000000001,大阪府,高槻市,関西フードコート企画,カンサイフードコートキカク,① 飲食店営業,露店営業,大阪府高槻市内一円,,34.844038,135.623089,,,,,,6223,2021/11/22,2021/11/22,2021/11/22,2026/11/30,,許可,露店による営業に限る。,許可、露店による営業に限る。,,,288,関西フードコート企画,,,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/11/22,2021/11/22,2021/11/22,2026/11/30,,,,,,,,,,,6223,,飲食店営業, 露店営業,許可、露店による営業に限る。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,関西フドコト企画,8aca289b-bb6a-495e-b94d-d4f7b57832cb,,personal,b9b6006b-cbbb-4cd5-b41c-61520c9bfd22,2021/11/22,関西フードコート企画,関西フドコト企画,
27207,fBiz00001559320000000001,大阪府,高槻市,フライショップ正田,フライショップショウダ,① 飲食店営業,そうざい調製店頭販売,大阪府高槻市寿町２丁目２３－１,,34.832117,135.601079,,,,,,6823,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,フライショップ正田,072,,,,,大阪府高槻市寿町２丁目２３－１,大阪府高槻市寿町２丁目２３－１,,158092,27,27207,寿町２,,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,,,,,,,,,,6823,,飲食店営業, そうざい調製店頭販売,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,フライショップ正田15809227207,99511790-9659-47a7-a0e1-5e219dc81f3c,,personal,a4e10fa3-b975-4c70-87bc-d9c978db37f8,2021/11/22,フライショップ正田,フライショップ正田,
27207,fBiz00001563330000000001,大阪府,高槻市,,,① 飲食店営業,コンビニ,,,,,,,,,,6824,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/22,2021/11/22,2021/11/22,2027/11/30,,,,,,,,,,,6824,,飲食店営業, コンビニ,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,492e57f4-fd09-456f-bc78-2cc3393fd189,2021/11/22,,,
27207,fBiz00001577280000000001,大阪府,高槻市,,,① 飲食店営業,居酒屋,,,,,,,,,,6825,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,,,,,,,,,,6825,,飲食店営業, 居酒屋,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,2d4cdef5-09e5-471e-aeb3-fe21abc434f7,2021/11/24,,,
27207,fBiz00001577730000000001,大阪府,高槻市,有限会社パラダイスアンドランチ,ユウゲンガイシャパラダイスアンドランチ,⑪ 菓子製造業,,大阪府高槻市栄町２丁目１０－３,,34.82847,135.600434,072-695-1300,有限会社パラダイスアンドランチ,1120902011040,大阪府高槻市栄町二丁目１０番３号,,6826,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,許可,,許可 ,,,288,有限会社パラダイスアンドランチ,072,072-695-1300,,,,大阪府高槻市栄町２丁目１０－３,大阪府高槻市栄町２丁目１０－３,,158107,27,27207,栄町２,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,有限会社パラダイスアンドランチ,,,大阪府高槻市栄町二丁目１０番３号,大阪府高槻市栄町２丁目１０番３号,,158107,大阪府,高槻市,栄町２,6826,,菓子製造業,,許可 ,1120902011040,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,有限会社パラダイスアンドランチ072-695-130015810727207,6c5753e6-b2df-4b69-95e3-d529ebfe57f3,有限会社パラダイスアンドランチ158107,f5a2d465-bee2-4db3-add5-acb55017457b,f9c33317-a712-4187-86de-a9553795cfe5,2021/11/24,有限会社パラダイスアンドランチ,有限会社パラダイスアンドランチ,有限会社パラダイスアンドランチ
27207,fBiz00001587180000000001,大阪府,高槻市,高槻カントリー倶楽部　レストラン,タカツキカントリークラブレストラン,① 飲食店営業,洋食店,大阪府高槻市大字田能小字中山２６,,34.953798,135.597168,072-688-9111,東神商事株式会社,8120001057111,大阪府大阪市淀川区新高１丁目３－８,,6827,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,高槻カントリー倶楽部　レストラン,072,072-688-9111,,,,大阪府高槻市大字田能小字中山２６,大阪府高槻市田能小字中山２６,,158144,27,27207,田能,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,東神商事株式会社,,,大阪府大阪市淀川区新高１丁目３－８,大阪府大阪市淀川区新高１丁目３－８,,155475,大阪府,大阪市淀川区,新高１,6827,,飲食店営業, 洋食店,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,8120001057111,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,高槻カントリ倶楽部レストラン072-688-911115814427207,9b6c61c7-905f-4585-9ee8-1d2d06b66f93,東神商事株式会社155475,b8d4759c-799c-4ff7-b854-d2538a7249ec,2291753d-1da7-4363-8aa7-aacf2c2fb719,2021/11/24,高槻カントリー倶楽部　レストラン,高槻カントリ倶楽部レストラン,東神商事株式会社
27207,fBiz00001587180000000002,大阪府,高槻市,高槻カントリー倶楽部　スタート売店,タカツキカントリークラブスタートバイテン,① 飲食店営業,軽食・喫茶,大阪府高槻市大字田能小字中山２６,,34.953798,135.597168,072-688-9111,東神商事株式会社,8120001057111,大阪府大阪市淀川区新高１丁目３－８,,6828,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,高槻カントリー倶楽部　スタート売店,072,072-688-9111,,,,大阪府高槻市大字田能小字中山２６,大阪府高槻市田能小字中山２６,,158144,27,27207,田能,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,東神商事株式会社,,,大阪府大阪市淀川区新高１丁目３－８,大阪府大阪市淀川区新高１丁目３－８,,155475,大阪府,大阪市淀川区,新高１,6828,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,8120001057111,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,高槻カントリ倶楽部スタト売店072-688-911115814427207,6b176788-8117-418c-ad4b-ad52564aa94b,東神商事株式会社155475,b8d4759c-799c-4ff7-b854-d2538a7249ec,7a39440f-c52d-44ec-a3f2-3e81b9f3c88a,2021/11/24,高槻カントリー倶楽部　スタート売店,高槻カントリ倶楽部スタト売店,東神商事株式会社
27207,fBiz00001587640000000001,大阪府,高槻市,Ａｎｈｅｌｏ,アネーロ,① 飲食店営業,自動車（Ⅲ型）,大阪府高槻市内一円,,34.844038,135.623089,,井本佳希,,,,6224,2021/11/24,2021/11/24,2021/11/24,2026/11/30,,許可,営業車は「神戸８００ち３４６０」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、営業車は「神戸８００ち３４６０」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,Ａｎｈｅｌｏ,,,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/11/24,2021/11/24,2021/11/24,2026/11/30,,井本佳希,,,,,,,,,6224,,飲食店営業, 自動車（Ⅲ型）,許可、営業車は「神戸８００ち３４６０」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,Ａｎｈｅｌｏ,98f5aa9d-6d05-463e-ae42-5a0f9bd82a9a,,personal,a5acf984-d073-4072-8114-fdd5ebe40f1b,2021/11/24,Ａｎｈｅｌｏ,Ａｎｈｅｌｏ,
27207,fBiz00001592210000000001,大阪府,高槻市,はま寿司　高槻西町店,ハマズシ　タカツキニシマチテン,① 飲食店営業,すし屋,大阪府高槻市西町１－３,,34.825143,135.594511,,株式会社はま寿司,7010401052896,東京都港区港南２丁目１８番１号,,6225,2021/12/1,2021/12/1,2021/12/1,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,はま寿司　高槻西町店,072,,,,,大阪府高槻市西町１－３,大阪府高槻市西町１－３,,158224,27,27207,西町,,2021/12/01,2021/12/01,2021/12/01,2027/11/30,株式会社はま寿司,,,東京都港区港南２丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,6225,,飲食店営業, すし屋,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,7010401052896,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,はま寿司高槻西町店15822427207,8ef7a56f-e70c-4c19-9d81-93f6b6186f00,株式会社はま寿司73073,a1fb2d94-4db8-40bc-8e9a-150420be2c8c,71b45a64-eaf7-4316-8e5c-6b10d3fd42a4,2021/12/01,はま寿司　高槻西町店,はま寿司高槻西町店,株式会社はま寿司
27207,fBiz00001592210000000001,大阪府,高槻市,はま寿司　高槻西町店,ハマズシ　タカツキニシマチテン,⑬ その他の食料・飲料販売業,,大阪府高槻市西町１－３,,34.825143,135.594511,072-697-0778,株式会社はま寿司,7010401052896,東京都港区港南２丁目１８番１号,,,,,,,,届出,,届出 ,,,288,はま寿司　高槻西町店,072,072-697-0778,,,,大阪府高槻市西町１－３,大阪府高槻市西町１－３,,158224,27,27207,西町,,,,,,株式会社はま寿司,,,東京都港区港南２丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,,,食料品販売業,,届出 ,7010401052896,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,はま寿司高槻西町店072-697-077815822427207,76549d15-3bcf-47c6-98b5-63b894d2cc39,株式会社はま寿司73073,a1fb2d94-4db8-40bc-8e9a-150420be2c8c,ea5bfd8d-4565-4d6d-b04f-d5ee73cc3886,2021/12/01,はま寿司　高槻西町店,はま寿司高槻西町店,株式会社はま寿司
27207,fBiz00001595780000000003,大阪府,高槻市,小規模多機能ゆ～らり,ショウキボタキノウユーラリ,㉖ 集団給食施設,,大阪府高槻市安岡寺町2-1-10,,34.874705,135.602416,726899060,医療法人啓友会,5120905001836,大阪府高槻市安岡寺町2丁目3番1号,,,,,,,,届出,,届出 ,,,288,小規模多機能ゆ～らり,072,072-689-9060,,,,大阪府高槻市安岡寺町2-1-10,大阪府高槻市安岡寺町２－１－１０,,158001,27,27207,安岡寺町２,,,,,,医療法人啓友会,,,大阪府高槻市安岡寺町2丁目3番1号,大阪府高槻市安岡寺町２丁目３番１号,,158001,大阪府,高槻市,安岡寺町２,,,給食施設,,届出 ,5120905001836,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,小規模多機能ゆらり072-689-906015800127207,be61ba24-4d0e-4fe0-aae2-13ed04661a40,医療法人啓友会158001,0dd69a07-9214-407c-84d3-66d163687e90,20f215ae-6e61-40f6-abce-d78d1f487859,2021/12/01,小規模多機能ゆ～らり,小規模多機能ゆらり,医療法人啓友会
27207,fBiz00001616180000000001,大阪府,高槻市,喫茶たんぽぽ,キッサタンポポ,① 飲食店営業,軽食・喫茶,大阪府高槻市城内町１－１１,市立障がい者福祉センター１Ｆ,34.844647,135.623424,072-661-1665,,,,,6830,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,喫茶たんぽぽ,072,072-661-1665,,,,大阪府高槻市城内町１－１１,大阪府高槻市城内町１－１１,市立障がい者福祉センター１Ｆ,158128,27,27207,城内町,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,,,,,,,,,,6830,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,喫茶たんぽぽ072-661-166515812827207,2bd8b024-96a8-43ec-bb0c-8a5f25ade2e8,,personal,3cdff0f7-a8e1-4f2b-944e-2b019fbb8914,2021/11/26,喫茶たんぽぽ,喫茶たんぽぽ,
27207,fBiz00001617700000000001,大阪府,高槻市,（有）八丁味處　串の坊,ハッチョミトコロクシノボウ,① 飲食店営業,和食店,大阪府高槻市白梅町４－１,高槻阪急６Ｆ,34.853397,135.618342,072-683-0821,有限会社串の坊,3120002035310,大阪府大阪市中央区難波１丁目５－６,,6831,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,（有）八丁味處　串の坊,072,072-683-0821,,,,大阪府高槻市白梅町４－１,大阪府高槻市白梅町４－１,高槻阪急６Ｆ,158243,27,27207,白梅町,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,有限会社串の坊,,,大阪府大阪市中央区難波１丁目５－６,大阪府大阪市中央区難波１丁目５－６,,156071,大阪府,大阪市中央区,難波１,6831,,飲食店営業, 和食店,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,3120002035310,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,有限会社八丁味處串の坊072-683-082115824327207,1ea60f46-eea7-454d-8e96-1e0f45072610,有限会社串の坊156071,38231605-de32-42cd-9ebc-68f3755fcfba,8cb6c6f4-0718-4600-9403-0f1cbb0014af,2021/11/26,有限会社八丁味處　串の坊,有限会社八丁味處串の坊,有限会社串の坊
27207,fBiz00001622280000000011,大阪府,高槻市,バビル,バビル,㉕ 行商,自動車販売,大阪府高槻市高槻市内一円,,34.844038,135.623089,080-4326-7417,株式会社　ブランジットインターナショナル,6120001206090,大阪府大阪市北区東天満1-2-14　,ラ・リブロ東天満8F,,,,,,,届出,,届出 ,,,288,バビル,,080-4326-7417,,,,大阪府高槻市高槻市内一円,大阪府高槻市内一円,,,27,,,,,,,,株式会社　ブランジットインターナショナル,,,大阪府大阪市北区東天満1-2-14　,大阪府大阪市北区東天満１－２－１４,ラ・リブロ東天満8F,155904,大阪府,大阪市北区,東天満１,,,行商, 自動車販売,届出 ,6120001206090,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,61,619,,バビル080-4326-7417,5b01f066-3796-437d-8c58-3fdd8e5e04f7,株式会社ブランジットインターナショナル155904,6024edd5-0383-4ac5-bd8d-4e733c36117e,68e87520-c976-471d-8f7a-6739eb56467d,2021/12/01,バビル,バビル,株式会社ブランジットインターナショナル
27207,fBiz00001622480000000001,大阪府,高槻市,大塚わくわく園,オオツカワクワクエン,㉖ 集団給食施設,,大阪府高槻市高槻市大塚町5丁目30-6,,34.821056,135.63144,726290109,特定非営利活動法人地域ひといき,6120905002734,大阪府高槻市大塚町5丁目30－6,,,,,,,,届出,,届出 ,,,288,大塚わくわく園,072,072-629-0109,,,,大阪府高槻市高槻市大塚町5丁目30-6,大阪府高槻市大塚町５丁目３０－６,,158022,27,27207,大塚町５,,,,,,特定非営利活動法人地域ひといき,,,大阪府高槻市大塚町5丁目30－6,大阪府高槻市大塚町５丁目３０－６,,158022,大阪府,高槻市,大塚町５,,,給食施設,,届出 ,6120905002734,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,大塚わくわく園072-629-010915802227207,317ca1e7-4e64-450f-ac87-9b59ad42a7da,特定非営利活動法人地域ひといき158022,8f39a65f-68ab-4ad8-8fda-80a31c711be7,138f39ec-89a7-44f8-b7a9-4ee9adba2cf4,2021/12/01,大塚わくわく園,大塚わくわく園,特定非営利活動法人地域ひといき
27207,fBiz00001623140000000001,大阪府,高槻市,,,① 飲食店営業,バー,,,,,,,,,,6832,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,,,,,,,,,,6832,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,e9b25d09-4beb-4002-b227-14ec92c061a8,2021/11/26,,,
27207,fBiz00001625060000000001,大阪府,高槻市,Ｍｏëｔ　ｃｈｅｚ,モエシェ,① 飲食店営業,バー,大阪府高槻市城北町２丁目１３－１５,サンユーレジャービル５階５０２,34.848319,135.623007,,西村始子,,,,6833,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,Ｍｏëｔ　ｃｈｅｚ,072,,,,,大阪府高槻市城北町２丁目１３－１５,大阪府高槻市城北町２丁目１３－１５,サンユーレジャービル５階５０２,158134,27,27207,城北町２,,2021/11/26,2021/11/26,2021/11/26,2027/11/30,,西村始子,,,,,,,,,6833,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,Ｍｏeｔｃｈｅｚ15813427207,0b637a22-783e-4fdf-9ca9-5f9697dd16f3,,personal,53b160dc-9142-4b4a-a468-84597235254b,2021/11/26,Ｍｏëｔ　ｃｈｅｚ,Ｍｏeｔｃｈｅｚ,
27207,fBiz00001641020000000001,大阪府,高槻市,,,① 飲食店営業,その他国籍料理店,,,,,,,,,,6834,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,,,,,,,,,,6834,,飲食店営業, その他国籍料理店,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,a5d45f03-8a4a-4da7-bf2b-061510058370,2021/11/29,,,
27207,fBiz00001646950000000001,大阪府,高槻市,,,③ 食肉販売業,,,,,,,,,,,6835,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,,,,,,,,,,6835,,食肉販売業,,許可、生食用食肉の加工及び調理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,46f97f41-26d8-437e-9f96-741f68969572,2021/11/29,,,
27207,fBiz00001647080000000001,大阪府,高槻市,カトマンドゥカリーＰＵＪＡ,カトマンドゥカリープジャ,① 飲食店営業,,大阪府高槻市内一円,,34.844038,135.623089,,シタウラプジャ,,,,6836,2021/11/29,2021/11/29,2021/11/29,2026/11/30,,許可,露店による営業に限る。,許可、露店による営業に限る。,,,288,カトマンドゥカリーＰＵＪＡ,,,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/11/29,2021/11/29,2021/11/29,2026/11/30,,シタウラプジャ,,,,,,,,,6836,,飲食店営業,,許可、露店による営業に限る。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,カトマンドゥカリＰＵＪＡ,3152338d-630c-4b5e-ae13-80a09029b313,,personal,80674e3a-ead2-4aa9-84cf-5ba755efc75a,2021/11/29,カトマンドゥカリーＰＵＪＡ,カトマンドゥカリＰＵＪＡ,
27207,fBiz00001655100000000001,大阪府,高槻市,博多もつ処　東屋,ハカタモツドコロ　アズマヤ,③ 食肉販売業,,大阪府高槻市上田辺町３－１２　１Ｂ,,34.850093,135.616662,072-683-4155,,,,,6227,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。,,,288,博多もつ処　東屋,072,072-683-4155,,,,大阪府高槻市上田辺町３－１２　１Ｂ,大阪府高槻市上田辺町３－１２１Ｂ,,158038,27,27207,上田辺町,,2021/11/29,2021/11/29,2021/11/29,2027/11/30,,,,,,,,,,,6227,,食肉販売業,,許可、生食用食肉の加工及び調理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,博多もつ処東屋072-683-415515803827207,4486a594-fc18-4c11-b829-78559875f735,,personal,99b604e2-baa1-42d5-810a-08604c9e0dc6,2021/11/29,博多もつ処　東屋,博多もつ処東屋,
27207,fBiz00001670950000000001,大阪府,高槻市,,,① 飲食店営業,軽食・喫茶,,,,,,,,,,6838,2021/11/30,2021/11/30,2021/11/30,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/11/30,2021/11/30,2021/11/30,2027/11/30,,,,,,,,,,,6838,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,852e48f7-8e80-4281-93c9-9fe15a79e0ed,2021/11/30,,,
27207,fBiz00001675890000000001,大阪府,高槻市,増田商店辻子工場,マスダショウテンズシコウジョウ,⑦ 野菜果物販売業,卸、包装業,大阪府高槻市辻子1－20－8,,34.831258,135.63024,726285145,増田眞一,,,,,,,,,,届出,,届出 ,,,288,増田商店辻子工場,072,072-628-5145,,,,大阪府高槻市辻子1－20－8,大阪府高槻市辻子１－２０－８,,158137,27,27207,辻子１,,,,,,,増田眞一,,,,,,,,,,,野菜果物販売業, 卸、包装業,届出 ,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,増田商店辻子工場072-628-514515813727207,798afdab-8187-4ae8-b66b-b7bc070e091f,,personal,a066706e-c3f9-4aae-b1b5-1b27d035cb7c,2021/12/01,増田商店辻子工場,増田商店辻子工場,
27207,fBiz00001675890000000002,大阪府,高槻市,増田商店　堤工場,マスダショウテン　ツツミコウジョウ,⑦ 野菜果物販売業,卸、包装業,大阪府高槻市堤町4－3,,34.826626,135.617946,726758514,増田眞一,,,,,,,,,,届出,,届出 ,,,288,増田商店　堤工場,072,072-675-8514,,,,大阪府高槻市堤町4－3,大阪府高槻市堤町４－３,,158169,27,27207,堤町,,,,,,,増田眞一,,,,,,,,,,,野菜果物販売業, 卸、包装業,届出 ,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,増田商店堤工場072-675-851415816927207,989107e8-6377-4966-9173-35eb134b7375,,personal,964348e1-361d-4db9-9203-d2f3e134314b,2021/12/01,増田商店　堤工場,増田商店堤工場,
27207,fBiz00001691110000000001,大阪府,高槻市,認定こども園　聖ヶ丘保育園　こども未来学舎,ニンテイコドモエン　ヒジリガオカホイクエン　コドモミライガクシャ,㉖ 集団給食施設,,大阪府高槻市芝谷町１９－７,,34.867494,135.606929,072-689-8720,社会福祉法人たつみ会,5120905001803,大阪府高槻市柱本新町１０－１,,,,,,,,届出,,届出 ,,,288,認定こども園　聖ヶ丘保育園　こども未来学舎,072,072-689-8720,,,,大阪府高槻市芝谷町１９－７,大阪府高槻市芝谷町１９－７,,158116,27,27207,芝谷町,,,,,,社会福祉法人たつみ会,,,大阪府高槻市柱本新町１０－１,大阪府高槻市柱本新町１０－１,,158252,大阪府,高槻市,柱本新町,,,給食施設,,届出 ,5120905001803,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,認定こども園聖ヶ丘保育園こども未来学舎072-689-872015811627207,417c9bf5-1e2b-4a56-9a7f-eea067f11bdb,社会福祉法人たつみ会158252,6793132e-609a-4e82-9bac-f0ba68b07d83,363c442e-da8a-4303-b95a-69a06ba3563b,2021/12/01,認定こども園　聖ヶ丘保育園　こども未来学舎,認定こども園聖ヶ丘保育園こども未来学舎,社会福祉法人たつみ会
