,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,空欄,空欄,,,,,,マンション,なんだこいつ,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,法人番号,申請-住所1,確認番号,許可年月日,許可年月日,許可期間開始日,許可期間終了日,廃業年月日,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
10202,fBiz00001412280000000001,群馬県,高崎市,セブンーイレブン高崎下大類町店,セブンイレブンタカサキシモオオルイマチテン,⑩ コンビニエンスストア,小売業（コンビニエンスストア）,群馬県高崎市下大類町９２９－１,,2/4/1900,5/18/1900,027-352-7118,山際貴之,,群馬県高崎市下大類町９２９－１,,,,,,,届出,,,,高崎市保健所,セブンーイレブン高崎下大類町店,027,027-352-7118,,,,群馬県高崎市下大類町９２９－１,群馬県高崎市下大類町９２９－１,,60092,群馬県,高崎市,下大類町,,,,,,,山際貴之,,群馬県高崎市下大類町９２９－１,群馬県高崎市下大類町９２９－１,,60092,群馬県,高崎市,下大類町,,届出,コンビニエンスストア, 小売業（コンビニエンスストア）,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,セブンイレブン高崎下大類町店,セブンイレブン高崎下大類町店,,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,セブンイレブンタカサキシモオオルイマチテン
10202,fBiz00001413000000000001,群馬県,高崎市,ローソン高崎神戸店,ローソンタカサキゴウドテン,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市神戸町4351,,2/4/1900,5/17/1900,273405012,加藤由美子,,群馬県高崎市神戸町435-1,,,,,,,届出,,,,高崎市保健所,ローソン高崎神戸店,027,027-340-5012,,,,群馬県高崎市神戸町4351,群馬県高崎市神戸町４３５１,,60253,群馬県,高崎市,神戸町,,,,,,,加藤由美子,,群馬県高崎市神戸町435-1,群馬県高崎市神戸町４３５－１,,60253,群馬県,高崎市,神戸町,,届出,コンビニエンスストア, コンビニエンスストア,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ローソン高崎神戸店,ロソン高崎神戸店,,ローソン,2,宿泊業，飲食サービス業,飲食店,その他の飲食店,お好み焼・焼きそば・たこ焼店,ローソンタカサキゴウドテン
10202,fBiz00001413000000000002,群馬県,高崎市,ローソン高崎神戸店,ローソンタカサキゴウドテン,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市神戸町4351,,2/4/1900,5/17/1900,273405012,加藤由美子,,群馬県高崎市神戸町435-1,,,,,,,届出,,,,高崎市保健所,ローソン高崎神戸店,027,027-340-5012,,,,群馬県高崎市神戸町4351,群馬県高崎市神戸町４３５１,,60253,群馬県,高崎市,神戸町,,,,,,,加藤由美子,,群馬県高崎市神戸町435-1,群馬県高崎市神戸町４３５－１,,60253,群馬県,高崎市,神戸町,,届出,コンビニエンスストア, コンビニエンスストア,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ローソン高崎神戸店,ロソン高崎神戸店,,ローソン,2,宿泊業，飲食サービス業,飲食店,その他の飲食店,お好み焼・焼きそば・たこ焼店,ローソンタカサキゴウドテン
10202,fBiz00001415610000000001,群馬県,高崎市,marker's 壺焼き芋　光龍,マーカーズ　ツボヤキイモ　コウリュウ,⑦ 野菜果物販売業,店頭販売,群馬県高崎市金古町875,,2/4/1900,5/17/1900,090-5337-4003,株式会社エムケイ製作所,5070001006290 ,群馬県高崎市小八木町417-1,,,,,,,届出,,,,高崎市保健所,marker's 壺焼き芋　光龍,027,090-5337-4003,,,,群馬県高崎市金古町875,群馬県高崎市金古町８７５,,60215,群馬県,高崎市,金古町,,,,,,株式会社エムケイ製作所,,,群馬県高崎市小八木町417-1,群馬県高崎市小八木町４１７－１,,60084,群馬県,高崎市,小八木町,,届出,野菜果物販売業, 店頭販売,,5070001006290,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,野菜・果実小売業,,,,,,,,ｍａｒｋｅｒ＇ｓ　壺焼き芋　光龍,ｍａｒｋｅｒｓ壺焼き芋光龍,株式会社エムケイ製作所,,1,,,,,マーカーズ　ツボヤキイモ　コウリュウ
10202,fBiz00001418590000000001,群馬県,高崎市,社会福祉法人仁愛会　豊岡保育園,シャカイフウシホウジンジンアイカイ　トヨオカホイクエン,㉖ 集団給食施設,,群馬県高崎市上豊岡町1008-1,,2/4/1900,5/17/1900,273430231,社会福祉法人仁愛会,3070005002536 ,群馬県高崎市上豊岡町1008-1,,,,,,,届出,,,,高崎市保健所,社会福祉法人仁愛会　豊岡保育園,027,027-343-0231,,,,群馬県高崎市上豊岡町1008-1,群馬県高崎市上豊岡町１００８－１,,60069,群馬県,高崎市,上豊岡町,,,,,,社会福祉法人仁愛会,,,群馬県高崎市上豊岡町1008-1,群馬県高崎市上豊岡町１００８－１,,60069,群馬県,高崎市,上豊岡町,,届出,給食施設,,,3070005002536,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,社会福祉法人仁愛会　豊岡保育園,社会福祉法人仁愛会豊岡保育園,社会福祉法人仁愛会,,1,,,,,シャカイフウシホウジンジンアイカイ　トヨオカホイクエン
10202,fBiz00001418700000000002,群馬県,高崎市,はちの木こども園,ハチノキコドモエン,㉖ 集団給食施設,,群馬県高崎市上佐野町609,,2/4/1900,5/18/1900,273230841,社会福祉法人鉢の木会,6070005002558 ,群馬県高崎市上佐野町６０９番地,,,,,,,届出,,,,高崎市保健所,はちの木こども園,027,027-323-0841,,,,群馬県高崎市上佐野町609,群馬県高崎市上佐野町６０９,,60067,群馬県,高崎市,上佐野町,,,,,,社会福祉法人鉢の木会,,,群馬県高崎市上佐野町６０９番地,群馬県高崎市上佐野町６０９番地,,60067,群馬県,高崎市,上佐野町,,届出,給食施設,,,6070005002558,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,はちの木こども園,はちの木こども園,社会福祉法人鉢の木会,,1,,,,,ハチノキコドモエン
10202,fBiz00001418700000000003,群馬県,高崎市,はちの木こども園　分園mimiはちの木,ハチノキコドモエン　ブンエンミミハチノキ,㉖ 集団給食施設,,群馬県高崎市佐野窪町22-1,,2/4/1900,5/18/1900,273843034,社会福祉法人鉢の木会,6070005002558 ,群馬県高崎市上佐野町６０９番地,,,,,,,届出,,,,高崎市保健所,はちの木こども園　分園mimiはちの木,027,027-384-3034,,,,群馬県高崎市佐野窪町22-1,群馬県高崎市佐野窪町２２－１,,60086,群馬県,高崎市,佐野窪町,,,,,,社会福祉法人鉢の木会,,,群馬県高崎市上佐野町６０９番地,群馬県高崎市上佐野町６０９番地,,60067,群馬県,高崎市,上佐野町,,届出,給食施設,,,6070005002558,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,はちの木こども園　分園ｍｉｍｉはちの木,はちの木こども園分園ｍｉｍｉはちの木,社会福祉法人鉢の木会,,1,,,,,ハチノキコドモエン　ブンエンミミハチノキ
10202,fBiz00001420270000000014,群馬県,高崎市,,,⑬ その他の食料・飲料販売業,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,食料品販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,,,,,0,,,,,
10202,fBiz00001426490000000001,群馬県,高崎市,岡崎醬油株式会社,オカザキショウユカブシキカイシャ,⑱ 調味料製造・加工業,,群馬県高崎市新町2085番地,,2/4/1900,5/18/1900,0274-42-1212,岡崎醬油株式会社,7070001010274 ,群馬県高崎市新町2085番地,,,,,,,届出,,,,高崎市保健所,岡崎醬油株式会社,0274,0274-42-1212,,,,群馬県高崎市新町2085番地,群馬県高崎市新町２０８５番地,,60222,群馬県,高崎市,新町,,,,,,岡崎醬油株式会社,,,群馬県高崎市新町2085番地,群馬県高崎市新町２０８５番地,,60222,群馬県,高崎市,新町,,届出,調味料製造・加工業,,,7070001010274,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,調味料製造業,,,,,,,,岡崎醬油株式会社,岡崎醬油株式会社,岡崎醬油株式会社,,2,,,,,オカザキショウユカブシキカイシャ
10202,fBiz00001426490000000001,群馬県,高崎市,岡崎醬油株式会社,オカザキショウユカブシキカイシャ,㉔ その他の食料品製造・加工業,,群馬県高崎市新町2085番地,,2/4/1900,5/18/1900,0274-42-1212,岡崎醬油株式会社,7070001010274 ,群馬県高崎市新町2085番地,,,,,,,届出,,,,高崎市保健所,岡崎醬油株式会社,0274,0274-42-1212,,,,群馬県高崎市新町2085番地,群馬県高崎市新町２０８５番地,,60222,群馬県,高崎市,新町,,,,,,岡崎醬油株式会社,,,群馬県高崎市新町2085番地,群馬県高崎市新町２０８５番地,,60222,群馬県,高崎市,新町,,届出,その他の食料品製造・加工業,,,7070001010274,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,その他の食料品製造業,,,,,,,,岡崎醬油株式会社,岡崎醬油株式会社,岡崎醬油株式会社,,2,,,,,オカザキショウユカブシキカイシャ
10202,fBiz00001431580000000001,群馬県,高崎市,FUTURENAUT株式会社,フューチャーノートカブシキガイシャ,⑬ その他の食料・飲料販売業,販売,,,,,,,,,,,,,,,届出,,,,高崎市保健所,FUTURENAUT株式会社,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,食料品販売業, 販売,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ＦＵＴＵＲＥＮＡＵＴ株式会社,ＦＵＴＵＲＥＮＡＵＴ株式会社,,,1,,,,,フューチャーノートカブシキガイシャ
10202,fBiz00001438720000000001,群馬県,高崎市,松下米穀店,マツシタベイコクテン,⑧ 米穀類販売業,,群馬県高崎市倉賀野町2033,,2/4/1900,5/18/1900,027-346-2317,松下信好,,群馬県高崎市倉賀野町2033,,,,,,,届出,,,,高崎市保健所,松下米穀店,027,027-346-2317,,,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,,,,,,松下信好,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,届出,米穀類販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,松下米穀店,松下米穀店,,,2,,,,,マツシタベイコクテン
10202,fBiz00001438720000000001,群馬県,高崎市,松下米穀店,マツシタベイコクテン,⑳ 精穀・製粉業,,群馬県高崎市倉賀野町2033,,2/4/1900,5/18/1900,027-346-2317,松下信好,,群馬県高崎市倉賀野町2033,,,,,,,届出,,,,高崎市保健所,松下米穀店,027,027-346-2317,,,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,,,,,,松下信好,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,届出,精穀・製粉業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,精穀・製粉業,精米・精麦業,,,,,,,松下米穀店,松下米穀店,,,2,,,,,マツシタベイコクテン
10202,fBiz00001438720000000002,群馬県,高崎市,松下米穀店　中町店,マツシタベイコクテン　ナカチョウテン,⑧ 米穀類販売業,,群馬県高崎市倉賀野町1631-9,,2/4/1900,5/18/1900,027-346-2050,松下信好,,群馬県高崎市倉賀野町2033,,,,,,,届出,,,,高崎市保健所,松下米穀店　中町店,027,027-346-2050,,,,群馬県高崎市倉賀野町1631-9,群馬県高崎市倉賀野町１６３１－９,,60081,群馬県,高崎市,倉賀野町,,,,,,,松下信好,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,届出,米穀類販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,松下米穀店　中町店,松下米穀店中町店,,,2,,,,,マツシタベイコクテン　ナカチョウテン
10202,fBiz00001438720000000002,群馬県,高崎市,松下米穀店　中町店,マツシタベイコクテン　ナカチョウテン,⑳ 精穀・製粉業,,群馬県高崎市倉賀野町1631-9,,2/4/1900,5/18/1900,027-346-2050,松下信好,,群馬県高崎市倉賀野町2033,,,,,,,届出,,,,高崎市保健所,松下米穀店　中町店,027,027-346-2050,,,,群馬県高崎市倉賀野町1631-9,群馬県高崎市倉賀野町１６３１－９,,60081,群馬県,高崎市,倉賀野町,,,,,,,松下信好,,群馬県高崎市倉賀野町2033,群馬県高崎市倉賀野町２０３３,,60081,群馬県,高崎市,倉賀野町,,届出,精穀・製粉業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,精穀・製粉業,精米・精麦業,,,,,,,松下米穀店　中町店,松下米穀店中町店,,,2,,,,,マツシタベイコクテン　ナカチョウテン
10202,fBiz00001440920000000012,群馬県,高崎市,,,⑬ その他の食料・飲料販売業,小売業,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,食料品販売業, 小売業,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,,,,,0,,,,,
10202,fBiz00001448960000000016,群馬県,高崎市,三本珈琲株式会社　高崎支店,ミツモトコーヒーテンカブシキガイシャ　タカサキシテン,⑬ その他の食料・飲料販売業,,群馬県高崎市高関町73-1,,2/4/1900,5/18/1900,273271102,三本珈琲株式会社,2020001029076 ,神奈川県横浜市神奈川区山内町１５番地４,,,,,,,届出,,,,高崎市保健所,三本珈琲株式会社　高崎支店,027,027-327-1102,,,,群馬県高崎市高関町73-1,群馬県高崎市高関町７３－１,,60122,群馬県,高崎市,高関町,,,,,,三本珈琲株式会社,,,神奈川県横浜市神奈川区山内町１５番地４,神奈川県横浜市神奈川区山内町１５番地４,,78430,神奈川県,横浜市神奈川区,山内町,,届出,食料品販売業,,,2020001029076,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,三本珈琲株式会社高崎支店,三本珈琲株式会社高崎支店,三本珈琲株式会社,,1,,,,,ミツモトコーヒーテンカブシキガイシャ　タカサキシテン
10202,fBiz00001449750000000001,群馬県,高崎市,八幡幼稚園,ヤワタヨウチエン,㉖ 集団給食施設,,群馬県高崎市剣崎町409-4,,2/4/1900,5/17/1900,027-343-3908,桃ケ丘学園,3070005002412 ,群馬県高崎市剣崎町,,,,,,,届出,,,,高崎市保健所,八幡幼稚園,027,027-343-3908,,,,群馬県高崎市剣崎町409-4,群馬県高崎市剣崎町４０９－４,,60083,群馬県,高崎市,剣崎町,,,,,,,桃ケ丘学園,,群馬県高崎市剣崎町,群馬県高崎市剣崎町,,60083,群馬県,高崎市,剣崎町,,届出,給食施設,,,3070005002412,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,八幡幼稚園,八幡幼稚園,,,1,,,,,ヤワタヨウチエン
10202,fBiz00001452280000000002,群馬県,高崎市,ファミリーマート高崎駅東口,ファミリーマートタカサキエキヒガシグチ,⑩ コンビニエンスストア,,群馬県高崎市東町9-5,,2/4/1900,5/18/1900,273108671,茂木克也,,群馬県太田市内ケ島町1145-1 カーサフェリーチェE棟,,,,,,,届出,,,,高崎市保健所,ファミリーマート高崎駅東口,027,027-310-8671,,,,群馬県高崎市東町9-5,群馬県高崎市東町９－５,,60041,群馬県,高崎市,東町,,,,,,,茂木克也,,群馬県太田市内ケ島町1145-1 カーサフェリーチェE棟,群馬県太田市内が島町１１４５－１カ－サフェリ－チェE棟,,60589,群馬県,太田市,内が島町,,届出,コンビニエンスストア,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート高崎駅東口,ファミリマト高崎駅東口,,ファミリーマート,2,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマートタカサキエキヒガシグチ
10202,fBiz00001463180000000001,群馬県,高崎市,白菊保育園,シラギクホイクエン,㉖ 集団給食施設,,群馬県高崎市乗附町1796,,2/4/1900,5/17/1900,273221634,,,群馬県高崎市乗附町1796,,,,,,,届出,,,,高崎市保健所,白菊保育園,027,027-322-1634,,,,群馬県高崎市乗附町1796,群馬県高崎市乗附町１７９６,,60154,群馬県,高崎市,乗附町,,,,,,,,,群馬県高崎市乗附町1796,群馬県高崎市乗附町１７９６,,60154,群馬県,高崎市,乗附町,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,白菊保育園,白菊保育園,,,1,,,,,シラギクホイクエン
10202,fBiz00001463390000000001,群馬県,高崎市,認定こども園ぐんま幼稚園,ニンテイコドモエングンマヨウチエン,㉖ 集団給食施設,認定こども園,群馬県高崎市金古町1912-8,,2/4/1900,5/18/1900,027-373-0811,学校法人　福島学園,4070005002881 ,群馬県高崎市高崎市金古町1912-8,,,,,,,届出,,,,高崎市保健所,認定こども園ぐんま幼稚園,027,027-373-0811,,,,群馬県高崎市金古町1912-8,群馬県高崎市金古町１９１２－８,,60215,群馬県,高崎市,金古町,,,,,,学校法人　福島学園,,,群馬県高崎市高崎市金古町1912-8,群馬県高崎市高崎市金古町１９１２－８,,60036,群馬県,高崎市,,,届出,給食施設, 認定こども園,,4070005002881,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,認定こども園ぐんま幼稚園,認定こども園ぐんま幼稚園,学校法人福島学園,,1,,,,,ニンテイコドモエングンマヨウチエン
10202,fBiz00001464130000000001,群馬県,高崎市,,,⑩ コンビニエンスストア,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,コンビニエンスストア,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,,,,,0,,,,,
10202,fBiz00001464130000000002,群馬県,高崎市,,,⑩ コンビニエンスストア,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,コンビニエンスストア,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,,,,,0,,,,,
10202,fBiz00001464130000000003,群馬県,高崎市,,,⑩ コンビニエンスストア,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,コンビニエンスストア,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,,,,,0,,,,,
10202,fBiz00001465600000000001,群馬県,高崎市,,,㉖ 集団給食施設,,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,,,,,0,,,,,
10202,fBiz00001465950000000001,群馬県,高崎市,株式会社イシダ　群馬営業所,カブシキカイシャイシダ　グンマエイギョウショ,㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,,群馬県高崎市江木町1728,,2/4/1900,5/18/1900,027-328-0034,株式会社イシダ,9130001005893 ,京都府京都市左京区聖護院山王町44,,,,,,,届出,,,,高崎市保健所,株式会社イシダ　群馬営業所,027,027-328-0034,,,,群馬県高崎市江木町1728,群馬県高崎市江木町１７２８,,60052,群馬県,高崎市,江木町,,,,,,株式会社イシダ,,,京都府京都市左京区聖護院山王町44,京都府京都市左京区聖護院山王町４４,,142129,京都府,京都市左京区,聖護院山王町,,届出,器具・容器・おもちゃ製造業,,,9130001005893,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,プラスチック製品製造業（別掲を除く）,,,,,,,,,株式会社イシダ　群馬営業所,株式会社イシダ群馬営業所,株式会社イシダ,,1,,,,,カブシキカイシャイシダ　グンマエイギョウショ
10202,fBiz00001468040000000001,群馬県,高崎市,羽鳥屋鳥羽商店,ハトリヤトバショウテン,⑧ 米穀類販売業,,群馬県高崎市倉賀野町1598,,2/4/1900,5/18/1900,027-346-2310,鳥羽弘征,,群馬県高崎市倉賀野町1598,,,,,,,届出,,,,高崎市保健所,羽鳥屋鳥羽商店,027,027-346-2310,,,,群馬県高崎市倉賀野町1598,群馬県高崎市倉賀野町１５９８,,60081,群馬県,高崎市,倉賀野町,,,,,,,鳥羽弘征,,群馬県高崎市倉賀野町1598,群馬県高崎市倉賀野町１５９８,,60081,群馬県,高崎市,倉賀野町,,届出,米穀類販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,羽鳥屋鳥羽商店,羽鳥屋鳥羽商店,,,2,,,,,ハトリヤトバショウテン
10202,fBiz00001468040000000001,群馬県,高崎市,羽鳥屋鳥羽商店,ハトリヤトバショウテン,⑳ 精穀・製粉業,,群馬県高崎市倉賀野町1598,,2/4/1900,5/18/1900,027-346-2310,鳥羽弘征,,群馬県高崎市倉賀野町1598,,,,,,,届出,,,,高崎市保健所,羽鳥屋鳥羽商店,027,027-346-2310,,,,群馬県高崎市倉賀野町1598,群馬県高崎市倉賀野町１５９８,,60081,群馬県,高崎市,倉賀野町,,,,,,,鳥羽弘征,,群馬県高崎市倉賀野町1598,群馬県高崎市倉賀野町１５９８,,60081,群馬県,高崎市,倉賀野町,,届出,精穀・製粉業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,精穀・製粉業,精米・精麦業,,,,,,,羽鳥屋鳥羽商店,羽鳥屋鳥羽商店,,,2,,,,,ハトリヤトバショウテン
10202,fBiz00001468860000000001,群馬県,高崎市,,,㉖ 集団給食施設,病院,,,,,,,,,,,,,,,届出,,,,高崎市保健所,,,,,,,,群馬県,,,群馬県,,,,,,,,,,,,,,,,,,,届出,給食施設, 病院,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,,,,,0,,,,,
10202,fBiz00001469220000000001,群馬県,高崎市,森永牛乳　長谷部商店　高崎南部販売所,モリナガギュウニュウ　ハセベショウテン　タカサキナンブハンバイショ,③ 乳類販売業,,群馬県高崎市上中居町295-12,,2/4/1900,5/18/1900,027-321-4188,長谷部邦則,,群馬県高崎市上中居町295-12,,,,,,,届出,,,,高崎市保健所,森永牛乳　長谷部商店　高崎南部販売所,027,027-321-4188,,,,群馬県高崎市上中居町295-12,群馬県高崎市上中居町２９５－１２,,60070,群馬県,高崎市,上中居町,,,,,,,長谷部邦則,,群馬県高崎市上中居町295-12,群馬県高崎市上中居町２９５－１２,,60070,群馬県,高崎市,上中居町,,届出,乳類販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,森永牛乳　長谷部商店　高崎南部販売所,森永牛乳長谷部商店高崎南部販売所,,,1,,,,,モリナガギュウニュウ　ハセベショウテン　タカサキナンブハンバイショ
10202,fBiz00001470780000000002,群馬県,高崎市,有限会社澁沢屋篠崎米穀店,ユウゲンガイシャシブサワヤシノザキベイコクテン,⑧ 米穀類販売業,,群馬県高崎市通町18,,2/4/1900,5/18/1900,273225322,有限会社澁沢屋篠崎米穀店,2070002010286 ,群馬県高崎市通町18,,,,,,,届出,,,,高崎市保健所,有限会社澁沢屋篠崎米穀店,027,027-322-5322,,,,群馬県高崎市通町18,群馬県高崎市通町１８,,60133,群馬県,高崎市,通町,,,,,,有限会社澁沢屋篠崎米穀店,,,群馬県高崎市通町18,群馬県高崎市通町１８,,60133,群馬県,高崎市,通町,,届出,米穀類販売業,,,2070002010286,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,有限会社澁沢屋篠崎米穀店,有限会社澁沢屋篠崎米穀店,有限会社澁沢屋篠崎米穀店,,1,,,,,ユウゲンガイシャシブサワヤシノザキベイコクテン
