https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,,申請者1,申請者2,申請-住所1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋　　号,,営業所所在地,,,"営業所
電話番号",業　　種,,"営業者名
(申請者氏名)","営業者名
(法人の代表者氏名)","営業者
住所(所在地)","営業者
電話番号","初回の
許可年月日","最新の
許可年月日","新規か
継続か",許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
一里野ふれあい交流センター　あいあーる,石川県,白山市尾添リ63,白山市尾添リ６３,,076-256-7779,飲食店営業,　,株式会社スノーエリアマネジメント白山,山本外勝,白山市尾添リ63,076-256-7779,2021.12.1,2021.12.1,新規,第63210321号,,218,一里野ふれあい交流センター　あいあーる,076,076-256-7779,,,,石川県　白山市尾添リ６３,石川県白山市尾添リ６３,,96214,17,17210,尾添,,2021/12/01,2021/12/01,,,株式会社スノーエリアマネジメント白山,山本外勝,076-256-7779,白山市尾添リ63,石川県白山市尾添リ６３,,96214,石川県,白山市,尾添,第63210321号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,一里野ふれあい交流センタあいある076-256-77799621417210,8b4b9c38-efa9-4956-a7fd-5bc810f91484,株式会社スノーエリアマネジメント白山96214,d6fe0601-fb96-4077-8b95-d0704662dfe2,e26f093a-6ad3-4acb-b9ff-c27de34e8dda,2021/12/01,一里野ふれあい交流センター　あいあーる,一里野ふれあい交流センタあいある,株式会社スノーエリアマネジメント白山
美川商店,石川県,白山市美川永代町甲91番地12県漁協美川支所,白山市美川永代町甲９１番地１２,県漁協美川支所,,そうざい製造業,　,松本利夫,,,,2021.12.1,2021.12.1,新規,第63210322号,,218,美川商店,076,,,,,石川県　白山市美川永代町甲９１番地１２,石川県白山市美川永代町甲９１番地１２,県漁協美川支所,96436,17,17210,美川永代町,,2021/12/01,2021/12/01,,,,松本利夫 ,,,,,,,,,第63210322号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,美川商店9643617210,1eef1878-cd19-40fa-8fbf-efa5deeabe01,,personal,9486aa8f-bea1-452c-854a-b8ef1f749ff0,2021/12/01,美川商店,美川商店,
イオン松任　オリジン作業室,石川県,白山市平松町１０２－１,白山市平松町１０２－１,,,飲食店営業,　,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬1丁目５－１,043-212-6500,2021.12.1,2021.12.1,新規,第63210323号,,218,イオン松任　オリジン作業室,076,,,,,石川県　白山市平松町１０２－１,石川県白山市平松町１０２－１,,96408,17,17210,平松町,,2021/12/01,2021/12/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬1丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210323号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,イオン松任オリジン作業室9640817210,4d746f5b-67e7-4012-98fd-283d9f86c771,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,91c362d7-a4d3-47d6-bec3-e71543fa0777,2021/12/01,イオン松任　オリジン作業室,イオン松任オリジン作業室,イオンリテール株式会社
めん処一休どん,石川県,白山市蓮池町ア９－４番地,白山市蓮池町ア９－４番地,,,飲食店営業,　,崎田稔,,,,2021.12.1,2021.12.1,新規,第63210324号,,218,めん処一休どん,076,,,,,石川県　白山市蓮池町ア９－４番地,石川県白山市蓮池町ア９－４番地,,96385,17,17210,蓮池町,,2021/12/01,2021/12/01,,,,崎田稔 ,,,,,,,,,第63210324号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,めん処一休どん9638517210,0f8374e0-6ce9-45fb-9ef6-95d4a4793431,,personal,4ced0079-0309-449b-a260-0087231b3630,2021/12/01,めん処一休どん,めん処一休どん,
8番らーめん野々市粟田店,石川県,野々市市粟田5丁目374-3,野々市市粟田５丁目３７４－３,,,飲食店営業,　,有限会社アルファ企画,筒井康二,金沢市四十万5-71-1,076-298-5865,2021.12.1,2021.12.1,新規,第63210325号,,218,8番らーめん野々市粟田店,076,,,,,石川県　野々市市粟田５丁目３７４－３,石川県野々市市粟田５丁目３７４－３,,96634,17,17212,粟田５,,2021/12/01,2021/12/01,,,有限会社アルファ企画,筒井康二,076-298-5865,金沢市四十万5-71-1,石川県金沢市四十万５－７１－１,,94336,石川県,金沢市,四十万５,第63210325号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,８番らめん野市粟田店9663417212,a53ba9f9-7917-45e5-a261-98f1817a5992,有限会社アルファ企画94336,705a2227-4d77-441c-8394-6579faef7bf5,38180522-e5f8-477d-86d7-4d110ceab267,2021/12/01,８番らーめん野々市粟田店,８番らめん野市粟田店,有限会社アルファ企画
海天すし　野々市押越店,石川県,野々市市押越1丁目５０１,野々市市押越１丁目５０１,,,飲食店営業,　,株式会社ビジョンワールド,小田亮,金沢市高尾台1丁目４０４番地,076-298-4611,2021.12.1,2021.12.1,新規,第63210326号,,218,海天すし　野々市押越店,076,,,,,石川県　野々市市押越１丁目５０１,石川県野々市市押越１丁目５０１,,96646,17,17212,押越１,,2021/12/01,2021/12/01,,,株式会社ビジョンワールド,小田亮,076-298-4611,金沢市高尾台1丁目４０４番地,石川県金沢市高尾台１丁目４０４番地,,94823,石川県,金沢市,高尾台１,第63210326号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,海天すし野市押越店9664617212,cb618a2d-6155-4077-a2c2-a3feb92dc9d4,株式会社ビジョンワールド94823,24c8e9e6-d4d4-4410-b2af-917f94ff5099,fd8138f1-42df-4cfb-aea8-c5ace403986c,2021/12/01,海天すし　野々市押越店,海天すし野市押越店,株式会社ビジョンワールド
茶色は正義,石川県,野々市市高橋町１４－４３グリーンハイツⅡ１０６号室,野々市市高橋町１４－４３,グリーンハイツⅡ１０６号室,,飲食店営業,　,高田基,,,,2021.12.1,2021.12.1,新規,第63210327号,,218,茶色は正義,076,,,,,石川県　野々市市高橋町１４－４３,石川県野々市市高橋町１４－４３,グリーンハイツⅡ１０６号室,96683,17,17212,高橋町,,2021/12/01,2021/12/01,,,,高田基 ,,,,,,,,,第63210327号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,茶色は正義9668317212,5704075f-60bc-4101-a2e5-96dcfc4df858,,personal,f7750382-ed23-4556-8754-296130351d7a,2021/12/01,茶色は正義,茶色は正義,
パウンドハウス,石川県,野々市市新庄6-508,野々市市新庄６－５０８,,076-275-9695,飲食店営業,　,細川博,,,,2021.12.1,2021.12.1,新規,第63210328号,,218,パウンドハウス,076,076-275-9695,,,,石川県　野々市市新庄６－５０８,石川県野々市市新庄６－５０８,,96677,17,17212,新庄６,,2021/12/01,2021/12/01,,,,細川博 ,,,,,,,,,第63210328号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,パウンドハウス076-275-96959667717212,5b98c0b0-3430-4a60-a4e9-f07a03e5d000,,personal,2ee7bec1-ca6c-4012-b760-fa02930ef047,2021/12/01,パウンドハウス,パウンドハウス,
東日本01810号店,石川県,野々市市白山町４－２はくさん保育園,野々市市白山町４－２,はくさん保育園,,飲食店営業,　,株式会社メフォス東日本,岡田　泰紀,東京都港区赤坂2丁目23番1号,03-6234-7600,2021.12.1,2021.12.1,新規,第63210329号,,218,東日本01810号店,076,,,,,石川県　野々市市白山町４－２,石川県野々市市白山町４－２,はくさん保育園,96700,17,17212,白山町,,2021/12/01,2021/12/01,,,株式会社メフォス東日本,岡田　泰紀,03-6234-7600,東京都港区赤坂2丁目23番1号,東京都港区赤坂２丁目２３番１号,,73047,東京都,港区,赤坂２,第63210329号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,東日本０１８１０号店9670017212,370ec175-57ed-4da3-8d49-ebfe7b785a35,株式会社メフォス東日本73047,e174f581-8f48-42df-9daf-2a374b13559b,309fee6c-9cf6-45b4-9d8f-847b9285e5f9,2021/12/01,東日本０１８１０号店,東日本０１８１０号店,株式会社メフォス東日本
焼肉ダイニングりょうちゃん,石川県,かほく市宇野気チ20-26,かほく市宇野気チ２０－２６,,,飲食店営業,,的場良太,,,,2021.10.19,2021.10.19,新規,第63215081号,,218,焼肉ダイニングりょうちゃん,076,,,,,石川県　かほく市宇野気チ２０－２６,石川県かほく市宇野気チ２０－２６,,96136,17,17209,宇野気,,2021/10/19,2021/10/19,,,,的場良太 ,,,,,,,,,第63215081号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,焼肉ダイニングりょうちゃん9613617209,3f064231-b323-4e6a-860f-042735cbafe7,,personal,5648bdfc-1fc4-4a7f-a5e5-382b80137ff9,2021/10/19,焼肉ダイニングりょうちゃん,焼肉ダイニングりょうちゃん,
焼肉ダイニングりょうちゃん,石川県,かほく市宇野気チ20-26,かほく市宇野気チ２０－２６,,,食肉販売業,,的場良太,,,,2021.10.19,2021.10.19,新規,第63215082号,,218,焼肉ダイニングりょうちゃん,076,,,,,石川県　かほく市宇野気チ２０－２６,石川県かほく市宇野気チ２０－２６,,96136,17,17209,宇野気,,2021/10/19,2021/10/19,,,,的場良太 ,,,,,,,,,第63215082号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,I,58,583,,焼肉ダイニングりょうちゃん9613617209,3f064231-b323-4e6a-860f-042735cbafe7,,personal,cfd5e496-6c7a-4cd4-ba11-5ab0c080d92a,2021/10/19,焼肉ダイニングりょうちゃん,焼肉ダイニングりょうちゃん,
石川県立高松病院,石川県,かほく市内高松ヤー36,かほく市内高松ヤー３６,,076-283-1183,飲食店営業,,株式会社レパスト,西剛平,東京都港区東新橋一丁目９番１号,03-6371-2441,2021.10.26,2021.10.26,新規,第63215083号,,218,石川県立高松病院,076,076-283-1183,,,,石川県　かほく市内高松ヤー３６,石川県かほく市内高松ヤ－３６,,96128,17,17209,内高松,,2021/10/26,2021/10/26,,,株式会社レパスト,西剛平,03-6371-2441,東京都港区東新橋一丁目９番１号,東京都港区東新橋１丁目９番１号,,73130,東京都,港区,東新橋１,第63215083号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,石川県立高松病院076-283-11839612817209,b3af8225-1a9f-4900-89af-e29a3805e8c4,株式会社レパスト73130,464037cd-a636-4238-bc71-ac6e27be5a32,32c054b0-a7da-4a7b-b5a7-aa462837aea4,2021/10/26,石川県立高松病院,石川県立高松病院,株式会社レパスト
kijitora,石川県,かほく市秋浜イ6-15,かほく市秋浜イ６－１５,,,飲食店営業,,山崎裕平,,,,2021.11.9,2021.11.9,新規,第63215084号,,218,kijitora,076,,,,,石川県　かほく市秋浜イ６－１５,石川県かほく市秋浜イ６－１５,,96125,17,17209,秋浜,,2021/11/09,2021/11/09,,,,山崎裕平 ,,,,,,,,,第63215084号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,ｋｉｊｉｔｏｒａ9612517209,3ae3366c-03d8-4eb2-b575-3e024de4d8bb,,personal,02ce3485-508e-4c37-afa5-cb73e17a16eb,2021/11/09,ｋｉｊｉｔｏｒａ,ｋｉｊｉｔｏｒａ,
kijitora,石川県,かほく市秋浜イ6-15,かほく市秋浜イ６－１５,,,漬物製造業,,山崎裕平,,,,2021.11.9,2021.11.9,新規,第63215085号,,218,kijitora,076,,,,,石川県　かほく市秋浜イ６－１５,石川県かほく市秋浜イ６－１５,,96125,17,17209,秋浜,,2021/11/09,2021/11/09,,,,山崎裕平 ,,,,,,,,,第63215085号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,ｋｉｊｉｔｏｒａ9612517209,3ae3366c-03d8-4eb2-b575-3e024de4d8bb,,personal,c1224f9b-918d-455d-99bc-120a83b749ac,2021/11/09,ｋｉｊｉｔｏｒａ,ｋｉｊｉｔｏｒａ,
Mocktery,石川県,かほく市木津イ73－13,かほく市木津イ７３－１３,,,飲食店営業,,高橋豊,,,,2021.11.9,2021.11.9,新規,第63215086号,,218,Mocktery,076,,,,,石川県　かほく市木津イ７３－１３,石川県かほく市木津イ７３－１３,,96145,17,17209,木津,,2021/11/09,2021/11/09,,,,高橋豊 ,,,,,,,,,第63215086号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,Ｍｏｃｋｔｅｒｙ9614517209,2f13694c-75e7-4ebb-88e2-1b13ab9514a5,,personal,dff34d01-de75-4937-8981-020af0a50520,2021/11/09,Ｍｏｃｋｔｅｒｙ,Ｍｏｃｋｔｅｒｙ,
ライフクリエートかほく,石川県,かほく市七窪ハ７－１　厨房、豆腐製造室、パン製造室,かほく市七窪ハ７－１,厨房、豆腐製造室、パン製造室,,そうざい製造業,,社会福祉法人　四恩会,真田穰治,羽咋郡宝達志水町今浜新耕１２８－１,0767-28-2900,2021.12.1,2021.12.1,新規,第63215087号,,218,ライフクリエートかほく,076,,,,,石川県　かほく市七窪ハ７－１,石川県かほく市七窪ハ７－１,厨房、豆腐製造室、パン製造室,96161,17,17209,七窪,,2021/12/01,2021/12/01,,,社会福祉法人　四恩会,真田穰治,0767-28-2900,羽咋郡宝達志水町今浜新耕１２８－１,石川県羽咋郡宝達志水町今浜新耕１２８－１,,96894,石川県,羽咋郡宝達志水町,今浜新,第63215087号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,ライフクリエトかほく9616117209,3d576739-84cb-4097-9d3b-42b6704ace6b,社会福祉法人四恩会96894,36cc493b-dad1-4b64-b6a0-702f8b6904c4,c0b8937c-da33-4b08-b3c2-7468c65272ef,2021/12/01,ライフクリエートかほく,ライフクリエトかほく,社会福祉法人四恩会
みのりの食卓　客楽多（きゃらくた）,石川県,河北郡内灘町大根布６丁目６９－３,河北郡内灘町大根布６丁目６９－３,,,飲食店営業,,岩崎みのり,,,,2021.12.1,2021.12.1,新規,第63215088号,,218,みのりの食卓　客楽多（きゃらくた）,076,,,,,石川県　河北郡内灘町大根布６丁目６９－３,石川県河北郡内灘町大根布６丁目６９－３,,96741,17,17365,大根布６,,2021/12/01,2021/12/01,,,,岩崎みのり ,,,,,,,,,第63215088号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,みのりの食卓客楽多きゃらくた9674117365,221966d3-d82f-4d22-bd6f-b54d3c1dcbfd,,personal,3c8ba527-5b93-492f-8855-cb638ec09072,2021/12/01,みのりの食卓　客楽多（きゃらくた）,みのりの食卓客楽多きゃらくた,
正菊,石川県,かほく市高松ム７６,かほく市高松ム７６,,076-281-0274,飲食店営業,,竹内幸子,,,,2021.12.1,2021.12.1,新規,第63215089号,,218,正菊,076,076-281-0274,,,,石川県　かほく市高松ム７６,石川県かほく市高松ム７６,,96154,17,17209,高松,,2021/12/01,2021/12/01,,,,竹内幸子 ,,,,,,,,,第63215089号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,正菊076-281-02749615417209,899ae53d-d75a-472b-8365-8b97e71f4bdd,,personal,98c95eb8-f4f8-46c5-a316-7c8fb9e28c7e,2021/12/01,正菊,正菊,
８番らーめん津幡店,石川県,河北郡津幡町横浜に７２－１,河北郡津幡町横浜に７２－１,,,飲食店営業,,有限会社ボス,清水幸次,金沢市高柳町１－８８－１,076-281-2662,2021.12.1,2021.12.1,新規,第63215090号,,218,８番らーめん津幡店,076,,,,,石川県　河北郡津幡町横浜に７２－１,石川県河北郡津幡町横浜に７２－１,,701291,17,17361,横浜,,2021/12/01,2021/12/01,,,有限会社ボス,清水幸次,076-281-2662,金沢市高柳町１－８８－１,石川県金沢市高柳町１－８８－１,,94426,石川県,金沢市,高柳町,第63215090号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,８番らめん津幡店70129117361,4b54cdc6-f9ce-4e93-8cfe-5cab22d3800d,有限会社ボス94426,063977b8-55e5-4867-b63b-a2b29c0da213,212c4bff-6a1e-48ab-9278-052a3110b4a7,2021/12/01,８番らーめん津幡店,８番らめん津幡店,有限会社ボス
やゐさ,石川県,河北郡津幡町字加賀爪７５プレジールカルタス,河北郡津幡町字加賀爪７５,プレジールカルタス,,菓子製造業,,北村久美子,,,,2021.11.15,2021.11.15,新規,第63215091号,,218,やゐさ,076,,,,,石川県　河北郡津幡町字加賀爪７５,石川県河北郡津幡町字加賀爪７５,プレジールカルタス,701393,17,17361,加賀爪,,2021/11/15,2021/11/15,,,,北村久美子 ,,,,,,,,,第63215091号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,やゐさ70139317361,608578d7-7568-4789-9f6d-2052945510f0,,personal,1f703b73-5153-44be-bcfa-37e4d1ddab01,2021/11/15,やゐさ,やゐさ,
酒菜厨家　りゅうもん,石川県,河北郡内灘町向粟崎２－３５２－２,河北郡内灘町向粟崎２－３５２－２,,,飲食店営業,,株式会社　龍門,村田和巳,河北郡内灘町向粟崎２丁目３５２－２,076-239-2382,2021.11.12,2021.11.12,新規,第63215092号,,218,酒菜厨家　りゅうもん,076,,,,,石川県　河北郡内灘町向粟崎２－３５２－２,石川県河北郡内灘町向粟崎２－３５２－２,,96777,17,17365,向粟崎２,,2021/11/12,2021/11/12,,,株式会社　龍門,村田和巳,076-239-2382,河北郡内灘町向粟崎２丁目３５２－２,石川県河北郡内灘町向粟崎２丁目３５２－２,,96777,石川県,河北郡内灘町,向粟崎２,第63215092号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,酒菜厨家りゅうもん9677717365,463b9f45-c03e-48e6-86a6-be44578ac778,株式会社龍門96777,83010dd6-57a2-4cdb-9e87-84480c8f531d,ae508f2e-30de-48f1-a3a3-5fcd559394d6,2021/11/12,酒菜厨家　りゅうもん,酒菜厨家りゅうもん,株式会社龍門
モカスタンド,石川県,河北郡津幡町庄イ21-3,河北郡津幡町庄イ２１－３,,,飲食店営業,,本村涼介,,,,2021.11.30,2021.11.30,新規,第63215094号,,218,モカスタンド,076,,,,,石川県　河北郡津幡町庄イ２１－３,石川県河北郡津幡町庄イ２１－３,,701292,17,17361,庄,,2021/11/30,2021/11/30,,,,本村涼介 ,,,,,,,,,第63215094号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,モカスタンド70129217361,c7b1b60a-4120-41f5-aaff-6bd3938a1952,,personal,2428a490-4376-46e4-8834-d87c78eb260a,2021/11/30,モカスタンド,モカスタンド,
