,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fBiz0000268042,1,及川冷蔵株式会社,及川廣章,0220002,岩手県,大船渡市,大船渡町字中港,3-100,,0192-27-1251,キャッセンモール＆パティオ　及川屋,キャッセンモールアンドパティオ　オイカワヤ,0220002,岩手県,大船渡市,大船渡町字野々田,12-33,,,① 飲食店営業,臨時営業,2022/7/19,大保第93-29号,2022/7/26,2022/7/26,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、ジュース及びヤキトリに限ること。,,大船渡保健所,キャッセンモール＆パティオ　及川屋,0192,,0220002,,,岩手県　大船渡市　大船渡町字野々田　12-33,岩手県大船渡市大船渡町字野々田１２－３３,,30465,岩手県,大船渡市,大船渡町,2022/07/19,2022/07/26,2022/07/26,2022/08/06,2023/08/05,及川冷蔵株式会社,及川廣章,0192-27-1251,岩手県　大船渡市　大船渡町字中港　3-100,岩手県大船渡市大船渡町字中港３－１００,,30465,岩手県,大船渡市,大船渡町,大保第93-29号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、ジュース及びヤキトリに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,キャッセンモール＆パティオ　及川屋,キャッセンモルパティオ及川屋,及川冷蔵株式会社,,1,,,,,キャッセンモールアンドパティオ　オイカワヤ
fBiz0000268056,1,廣野力,,0220003,岩手県,大船渡市,盛町字下舘下,24-44,,************,願いのハ～モニ～,ネガイノハーモニー,0220003,岩手県,大船渡市,盛町字下舘下,24-44,,080-6009-3332,① 飲食店営業,臨時営業,2022/7/21,大保第93-31号,2022/7/26,2022/7/26,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はジュースに限ること。,,大船渡保健所,願いのハ～モニ～,0192,080-6009-3332,0220003,,,岩手県　大船渡市　盛町字下舘下　24-44,岩手県大船渡市盛町字下館下２４－４４,,30466,岩手県,大船渡市,盛町,2022/07/21,2022/07/26,2022/07/26,2022/08/06,2023/08/05,,,,,,,,,,,大保第93-31号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はジュースに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,願いのハ～モニ～,願いのハモニ,,,1,,,,,ネガイノハーモニー
fBiz0000268067,1,金野秀子,,0220101,岩手県,大船渡市,三陸町越喜来字杉下,114-3,,************,食事処　秀っこねぇ,ショクジドコロ　シュッコネェ,0220101,岩手県,大船渡市,三陸町越喜来字杉下,114-3,,080-1820-7695,① 飲食店営業,臨時営業,2022/7/21,大保第93-32号,2022/7/26,2022/7/26,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はフライドポテト、タコ唐揚げ、スパボー、ホタテ焼及びタピオカドリンク（使い切りの材料を使用すること）に限ること。,,大船渡保健所,食事処　秀っこねぇ,0192,080-1820-7695,0220101,,,岩手県　大船渡市　三陸町越喜来字杉下　114-3,岩手県大船渡市三陸町越喜来字杉下１１４－３,,30470,岩手県,大船渡市,三陸町越喜来,2022/07/21,2022/07/26,2022/07/26,2022/08/06,2023/08/05,,,,,,,,,,,大保第93-32号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はフライドポテト、タコ唐揚げ、スパボー、ホタテ焼及びタピオカドリンク（使い切りの材料を使用すること）に限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,食事処　秀っこねぇ,食事処秀っこねぇ,,,1,,,,,ショクジドコロ　シュッコネェ
fBiz0000268150,1,船本敬史,,0220002,岩手県,大船渡市,大船渡町字丸森,54-3,,************,漁師のかき小屋,リョウシノカキコヤ,0220002,岩手県,大船渡市,大船渡町字丸森,54-3,,0192-27-3465,① 飲食店営業,臨時営業,2022/7/22,大保第93-34号,2022/7/26,2022/7/26,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は蒸し牡蠣に限ること。,,大船渡保健所,漁師のかき小屋,0192,0192-27-3465,0220002,,,岩手県　大船渡市　大船渡町字丸森　54-3,岩手県大船渡市大船渡町字丸森５４－３,,30465,岩手県,大船渡市,大船渡町,2022/07/22,2022/07/26,2022/07/26,2022/08/06,2023/08/05,,,,,,,,,,,大保第93-34号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は蒸し牡蠣に限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,漁師のかき小屋,漁師のかき小屋,,,1,,,,,リョウシノカキコヤ
fBiz0000106379,3,栗村紀孝,,0220004,岩手県,大船渡市,猪川町字前田,10-5,,************,オオフナトのケムリ,オオフナトノケムリ,0220002,岩手県,大船渡市,大船渡町字茶屋前,3-2,,0192-22-7772,① 飲食店営業,,2022/7/21,大保第93-33号,2022/7/26,2022/7/26,2022/8/5,2023/8/4,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼鳥、唐揚げ、フライドポテト、モツ煮、ホルモン焼、アルコール及びソフトドリンクに限ること。,,大船渡保健所,オオフナトのケムリ,0192,0192-22-7772,0220002,,,岩手県　大船渡市　大船渡町字茶屋前　3-2,岩手県大船渡市大船渡町字茶屋前３－２,,30465,岩手県,大船渡市,大船渡町,2022/07/21,2022/07/26,2022/07/26,2022/08/05,2023/08/04,,,,,,,,,,,大保第93-33号,,飲食店営業,,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼鳥、唐揚げ、フライドポテト、モツ煮、ホルモン焼、アルコール及びソフトドリンクに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,オオフナトのケムリ,オオフナトのケムリ,,,1,,,,,オオフナトノケムリ
fBiz0000240181,2,笹嶋謙,,0220002,岩手県,大船渡市,大船渡町字明神前,8-2,,************,たこ屋,タコヤ,0220006,岩手県,大船渡市,立根町字岩脇,5-1,,0192-27-5902,① 飲食店営業,臨時営業,2022/7/19,大保第93-30号,2022/7/26,2022/7/26,2022/8/5,2023/8/4,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はたこ焼き、やきとり及びやきそばに限ること。,,大船渡保健所,たこ屋,0192,0192-27-5902,0220006,,,岩手県　大船渡市　立根町字岩脇　5-1,岩手県大船渡市立根町字岩脇５－１,,30467,岩手県,大船渡市,立根町,2022/07/19,2022/07/26,2022/07/26,2022/08/05,2023/08/04,,,,,,,,,,,大保第93-30号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はたこ焼き、やきとり及びやきそばに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,たこ屋,たこ屋,,,1,,,,,タコヤ
fBiz0000269102,1,小松美穂子,,0292208,岩手県,陸前高田市,広田町字集,193-8,,************,波菜・花,ハナ・ハナ,0292208,岩手県,陸前高田市,広田町字集,193-8,,080-1050-9696,① 飲食店営業,食堂、仕出し屋、そうざい店,2022/7/13,大保第91-48号,2022/7/27,2022/7/27,2022/7/27,2027/10/20,,,大船渡保健所,波菜・花,0192,080-1050-9696,0292208,,,岩手県　陸前高田市　広田町字集　193-8,岩手県陸前高田市広田町字集１９３－８,,33957,岩手県,陸前高田市,広田町,2022/07/13,2022/07/27,2022/07/27,2022/07/27,2027/10/20,,,,,,,,,,,大保第91-48号,,飲食店営業, 食堂、仕出し屋、そうざい店,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,波菜・花,波菜花,,,3,,,,,ハナ・ハナ
fBiz0000269102,1,小松美穂子,,0292208,岩手県,陸前高田市,広田町字集,193-8,,************,波菜・花,ハナ・ハナ,0292208,岩手県,陸前高田市,広田町字集,193-8,,080-1050-9696,⑪ 菓子製造業,食堂、仕出し屋、そうざい店,2022/7/13,大保第91-49号,2022/7/27,2022/7/27,2022/7/27,2027/10/20,,,大船渡保健所,波菜・花,0192,080-1050-9696,0292208,,,岩手県　陸前高田市　広田町字集　193-8,岩手県陸前高田市広田町字集１９３－８,,33957,岩手県,陸前高田市,広田町,2022/07/13,2022/07/27,2022/07/27,2022/07/27,2027/10/20,,,,,,,,,,,大保第91-49号,,菓子製造業, 食堂、仕出し屋、そうざい店,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,波菜・花,波菜花,,,3,,,,,ハナ・ハナ
fBiz0000269102,1,小松美穂子,,0292208,岩手県,陸前高田市,広田町字集,193-8,,************,波菜・花,ハナ・ハナ,0292208,岩手県,陸前高田市,広田町字集,193-8,,080-1050-9696,㉕ そうざい製造業,食堂、仕出し屋、そうざい店,2022/7/13,大保第91-50号,2022/7/27,2022/7/27,2022/7/27,2027/10/20,,,大船渡保健所,波菜・花,0192,080-1050-9696,0292208,,,岩手県　陸前高田市　広田町字集　193-8,岩手県陸前高田市広田町字集１９３－８,,33957,岩手県,陸前高田市,広田町,2022/07/13,2022/07/27,2022/07/27,2022/07/27,2027/10/20,,,,,,,,,,,大保第91-50号,,そうざい製造業, 食堂、仕出し屋、そうざい店,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,波菜・花,波菜花,,,3,,,,,ハナ・ハナ
fBiz0000270032,1,株式会社スリーピークス,及川武宏,0220003,岩手県,大船渡市,盛町字沢川,16-24,,090-9138-5217,THREE PEAKS,スリーピークス,0220002,岩手県,大船渡市,大船渡町字茶屋前,99,,090-9138-5217,① 飲食店営業,臨時営業,2022/7/26,大保第93-36号,2022/7/31,2022/7/31,2022/8/5,2023/8/4,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はワイン、シードル、ビール及びりんごジュースに限ること。,,大船渡保健所,THREE PEAKS,0192,090-9138-5217,0220002,,,岩手県　大船渡市　大船渡町字茶屋前　99,岩手県大船渡市大船渡町字茶屋前９９,,30465,岩手県,大船渡市,大船渡町,2022/07/26,2022/07/31,2022/07/31,2022/08/05,2023/08/04,株式会社スリーピークス,及川武宏,090-9138-5217,岩手県　大船渡市　盛町字沢川　16-24,岩手県大船渡市盛町字沢川１６－２４,,30466,岩手県,大船渡市,盛町,大保第93-36号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はワイン、シードル、ビール及びりんごジュースに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＴＨＲＥＥ　ＰＥＡＫＳ,ＴＨＲＥＥＰＥＡＫＳ,株式会社スリーピークス,,1,,,,,スリーピークス
fBiz0000270610,1,新沼興,,0220003,岩手県,大船渡市,盛町字木町,5-18,,************,さかり商業会館,サカリショウギョウカイカン,0220003,岩手県,大船渡市,盛町字町,6-29,,0192-26-3981,① 飲食店営業,臨時営業,2022/7/28,大保第93-38号,2022/7/31,2022/7/31,2022/8/7,2023/8/6,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、ホタテ焼き、焼きそば、ジャンボ焼き鳥、そば、フランクフルト、トルネードポテト、フライドポテト、焼きつくね及び牛串焼きに限ること。,,大船渡保健所,さかり商業会館,0192,0192-26-3981,0220003,,,岩手県　大船渡市　盛町字町　6-29,岩手県大船渡市盛町字町６－２９,,30466,岩手県,大船渡市,盛町,2022/07/28,2022/07/31,2022/07/31,2022/08/07,2023/08/06,,,,,,,,,,,大保第93-38号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、ホタテ焼き、焼きそば、ジャンボ焼き鳥、そば、フランクフルト、トルネードポテト、フライドポテト、焼きつくね及び牛串焼きに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,さかり商業会館,さかり商業会館,,,1,,,,,サカリショウギョウカイカン
fBiz0000270034,1,今野學,,0220003,岩手県,大船渡市,盛町字下舘下,7-18　市営住宅下舘下アパート603号,,************,今野商店,コンノショウテン,0220003,岩手県,大船渡市,盛町字下舘下,7-18,　市営住宅下舘下アパート603号,090-5841-3114,① 飲食店営業,臨時営業,2022/7/26,大保第93-37号,2022/7/31,2022/7/31,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はタイ焼き、カキ氷、ジュース、焼きそば、そば及びフランクフルトに限ること。,,大船渡保健所,今野商店,0192,090-5841-3114,0220003,,,岩手県　大船渡市　盛町字下舘下　7-18,岩手県大船渡市盛町字下館下７－１８,　市営住宅下舘下アパート603号,30466,岩手県,大船渡市,盛町,2022/07/26,2022/07/31,2022/07/31,2022/08/06,2023/08/05,,,,,,,,,,,大保第93-37号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はタイ焼き、カキ氷、ジュース、焼きそば、そば及びフランクフルトに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,今野商店,今野商店,,,1,,,,,コンノショウテン
fBiz0000263664,1,株式会社サロンドロワイヤル,前内眞智子,5460002,大阪府,大阪市東住吉区,杭全2丁目,3番地15号,,06-6719-4121,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,ピーカンナッツサンギョウシンコウシセツ　サロンドロワイヤル,0292205,岩手県,陸前高田市,高田町字馬場前,304-8,,0192-22-9123,⑬ その他の食料・飲料販売業,,2022/7/8,,,2022/7/11,,,,,大船渡保健所,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,0192,0192-22-9123,0292205,,,岩手県　陸前高田市　高田町字馬場前　304-8,岩手県陸前高田市高田町字馬場前３０４－８,,33955,岩手県,陸前高田市,高田町,2022/07/08,,2022/07/11,,,株式会社サロンドロワイヤル,前内眞智子,06-6719-4121,大阪府　大阪市東住吉区　杭全2丁目　3番地15号,大阪府大阪市東住吉区杭全２丁目３番地１５号,,155259,大阪府,大阪市東住吉区,杭全２,,,食料品販売業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,ピカンナッツ産業振興施設サロンドロワイヤル陸前高田工場,株式会社サロンドロワイヤル,,2,,,,,ピーカンナッツサンギョウシンコウシセツ　サロンドロワイヤル
fBiz0000263664,2,株式会社サロンドロワイヤル,前内眞智子,5460002,大阪府,大阪市東住吉区,杭全2丁目,3番地15号,,06-6719-4121,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,ピーカンナッツサンギョウシンコウシセツ　サロンドロワイヤル,0292205,岩手県,陸前高田市,高田町字馬場前,304-8,,0192-22-9123,㉔ その他の食料品製造・加工業,,2022/7/8,,,2022/7/11,,,,,大船渡保健所,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,0192,0192-22-9123,0292205,,,岩手県　陸前高田市　高田町字馬場前　304-8,岩手県陸前高田市高田町字馬場前３０４－８,,33955,岩手県,陸前高田市,高田町,2022/07/08,,2022/07/11,,,株式会社サロンドロワイヤル,前内眞智子,06-6719-4121,大阪府　大阪市東住吉区　杭全2丁目　3番地15号,大阪府大阪市東住吉区杭全２丁目３番地１５号,,155259,大阪府,大阪市東住吉区,杭全２,,,その他の食料品製造・加工業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,その他の食料品製造業,,,,,,,,ピーカンナッツ産業振興施設（サロンドロワイヤル陸前高田工場）,ピカンナッツ産業振興施設サロンドロワイヤル陸前高田工場,株式会社サロンドロワイヤル,,2,,,,,ピーカンナッツサンギョウシンコウシセツ　サロンドロワイヤル
fBiz0000265546,1,広田湾漁業協同組合,戸羽新二,0292208,岩手県,陸前高田市,広田町字泊,102-4,,0192-56-3111,広田湾漁業協同組合　加工場,ヒロタワンギョギョウキョウドウクミアイ　カコウジョウ,0292208,岩手県,陸前高田市,広田町字泊,93-3,,0192-56-3111,㉒ 海藻製造・加工業,,2022/7/14,,,2022/7/15,,,,,大船渡保健所,広田湾漁業協同組合　加工場,0192,0192-56-3111,0292208,,,岩手県　陸前高田市　広田町字泊　93-3,岩手県陸前高田市広田町字泊９３－３,,33957,岩手県,陸前高田市,広田町,2022/07/14,,2022/07/15,,,広田湾漁業協同組合,戸羽新二,0192-56-3111,岩手県　陸前高田市　広田町字泊　102-4,岩手県陸前高田市広田町字泊１０２－４,,33957,岩手県,陸前高田市,広田町,,,海藻製造・加工業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,水産食料品製造業,海藻加工業,,,,,,,広田湾漁業協同組合　加工場,広田湾漁業協同組合加工場,広田湾漁業協同組合,,2,,,,,ヒロタワンギョギョウキョウドウクミアイ　カコウジョウ
fBiz0000267936,1,松川幹雄,,0220102,************,************,************,************,************,************,川古荘,カワコソウ,0220102,岩手県,大船渡市,三陸町吉浜字扇洞,50-10,,0192-45-2316,⑦ 野菜果物販売業,,2022/7/22,,,2022/7/22,,,,,大船渡保健所,川古荘,0192,0192-45-2316,0220102,,,岩手県　大船渡市　三陸町吉浜字扇洞　50-10,岩手県大船渡市三陸町吉浜字扇洞５０－１０,,30471,岩手県,大船渡市,三陸町吉浜,2022/07/22,,2022/07/22,,,,,,,,,,,,,,,野菜果物販売業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,野菜・果実小売業,,,,,,,,川古荘,川古荘,,,1,,,,,カワコソウ
fBiz0000267939,1,鈴木重幸,,0220002,************,************,************,************,************,************,わくわくワークス,ワクワクワークス,0220002,岩手県,大船渡市,大船渡町字猪頭,197-25,,070-8391-6401,① 魚介類販売業（包装済みの魚介類のみの販売）,,2022/7/22,,,2022/7/22,,,,,大船渡保健所,わくわくワークス,0192,070-8391-6401,0220002,,,岩手県　大船渡市　大船渡町字猪頭　197-25,岩手県大船渡市大船渡町字猪頭１９７－２５,,30465,岩手県,大船渡市,大船渡町,2022/07/22,,2022/07/22,,,,,,,,,,,,,,,魚介類販売業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,わくわくワークス,わくわくワクス,,,1,,,,,ワクワクワークス
