https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可,飲食店営業,ローソン苫小牧沼ノ端北栄店,苫小牧市北栄町5丁目5-55,苫小牧市北栄町５丁目５－５５,,0144-55-3684,有限会社のはら,鷲頭雅美,苫小牧市北栄町5丁目5-20,苫小牧市北栄町５丁目５－２０,,0144-55-3684,2021.12.8,2021.12.8,1-484,,18,ローソン苫小牧沼ノ端北栄店,0144,0144-55-3684,,,,苫小牧市北栄町５丁目５－５５,北海道苫小牧市北栄町５丁目５－５５,,12964,1,1213,北栄町５,,2021/12/08,2021/12/08,,,有限会社のはら,鷲頭雅美,0144-55-3684,苫小牧市北栄町５丁目５－２０,北海道苫小牧市北栄町５丁目５－２０,,12964,北海道,苫小牧市,北栄町５,1-484,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ロソン苫小牧沼ノ端北栄店0144-55-3684129641213,1d0f8302-2afd-40bd-8f17-e0359bd14640,有限会社のはら12964,695c1250-8313-4b4d-bd1e-7283b202231b,a6e054b5-122e-47e6-8f83-a23f92a1e9fa,2021/12/08,ローソン苫小牧沼ノ端北栄店,ロソン苫小牧沼ノ端北栄店,有限会社のはら
許可,菓子製造業,アンジェラ　エスト店,苫小牧市拓勇東町4丁目18-37,苫小牧市拓勇東町４丁目１８－３７,,0144-57-5988,ホッコーフーズ株式会社,河村美幸,苫小牧市栄町2丁目1-27,苫小牧市栄町２丁目１－２７,,0144-32-2288,2021.12.8,2021.12.8,1-486,,18,アンジェラ　エスト店,0144,0144-57-5988,,,,苫小牧市拓勇東町４丁目１８－３７,北海道苫小牧市拓勇東町４丁目１８－３７,,12955,1,1213,拓勇東町４,,2021/12/08,2021/12/08,,,ホッコーフーズ株式会社,河村美幸,0144-32-2288,苫小牧市栄町２丁目１－２７,北海道苫小牧市栄町２丁目１－２７,,12730,北海道,苫小牧市,栄町２,1-486,,菓子製造業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,アンジェラエスト店0144-57-5988129551213,b40e8d08-fbba-4969-8407-0a10a92793e1,ホッコーフーズ株式会社12730,f609cbb5-b849-4a6e-ae66-782827c18583,f3ed99a9-bd5d-49d2-8bb4-3f581f6f9d34,2021/12/08,アンジェラ　エスト店,アンジェラエスト店,ホッコーフーズ株式会社
許可,飲食店営業,アンジェラ　エスト店,苫小牧市拓勇東町4丁目18-37,苫小牧市拓勇東町４丁目１８－３７,,0144-57-5988,ホッコーフーズ株式会社,河村美幸,苫小牧市栄町2丁目1-27,苫小牧市栄町２丁目１－２７,,0144-32-2288,2021.12.8,2021.12.8,1-486,,18,アンジェラ　エスト店,0144,0144-57-5988,,,,苫小牧市拓勇東町４丁目１８－３７,北海道苫小牧市拓勇東町４丁目１８－３７,,12955,1,1213,拓勇東町４,,2021/12/08,2021/12/08,,,ホッコーフーズ株式会社,河村美幸,0144-32-2288,苫小牧市栄町２丁目１－２７,北海道苫小牧市栄町２丁目１－２７,,12730,北海道,苫小牧市,栄町２,1-486,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,アンジェラエスト店0144-57-5988129551213,b40e8d08-fbba-4969-8407-0a10a92793e1,ホッコーフーズ株式会社12730,f609cbb5-b849-4a6e-ae66-782827c18583,03f512b2-053f-4eb9-a9f4-c4e672b3255b,2021/12/08,アンジェラ　エスト店,アンジェラエスト店,ホッコーフーズ株式会社
許可,飲食店営業,ＴＯＹ　ＢＯＸ,苫小牧市日新町1丁目6-23,苫小牧市日新町１丁目６－２３,,,會田夕希子,,,,,,2021.12.8,2021.12.8,1-487,,18,ＴＯＹ　ＢＯＸ,0144,,,,,苫小牧市日新町１丁目６－２３,北海道苫小牧市日新町１丁目６－２３,,12861,1,1213,日新町１,,2021/12/08,2021/12/08,,,,會田夕希子 ,,,,,,,,,1-487,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ＴＯＹＢＯＸ128611213,506a0ce9-9980-4676-8498-9478591508b3,,personal,eda29f96-401b-485e-a7a1-266edabc6244,2021/12/08,ＴＯＹ　ＢＯＸ,ＴＯＹＢＯＸ,
許可,飲食店営業,北海厨房きためし,苫小牧市港町2丁目2-5ぷらっと港市場内,苫小牧市港町２丁目２－５,ぷらっと港市場内,0144-77-0001,北海ダイニング株式会社,苫米地亮介,苫小牧市有珠の沢町3丁目1番7号,苫小牧市有珠の沢町３丁目１番７号,,0144-33-5489,2021.12.8,2021.12.8,1-488,,18,北海厨房きためし,0144,0144-77-0001,,,,苫小牧市港町２丁目２－５,北海道苫小牧市港町２丁目２－５,ぷらっと港市場内,12822,1,1213,港町２,,2021/12/08,2021/12/08,,,北海ダイニング株式会社,苫米地亮介,0144-33-5489,苫小牧市有珠の沢町３丁目１番７号,北海道苫小牧市有珠ノ沢町３丁目１番７号,,12907,北海道,苫小牧市,有珠の沢町３,1-488,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,北海厨房きためし0144-77-0001128221213,8ca2c513-ce0e-4c19-b179-c8a5cbbade93,北海ダイニング株式会社12907,4fa55a28-b816-49da-9879-166c547d9c30,b2819240-835b-4223-a980-b563d8ed8567,2021/12/08,北海厨房きためし,北海厨房きためし,北海ダイニング株式会社
許可,飲食店営業,楽竜田,道内一円(営業基地:苫小牧市錦町1丁目6-11 NPﾋﾞﾙ1F),道内一円,(営業基地:苫小牧市錦町１丁目６－１１ NPﾋﾞﾙ１F),,丸谷雅枝,,,,,,2021.12.6,2021.12.6,1-481,,18,楽竜田,,,,,,道内一円,北海道道内一円,(営業基地:苫小牧市錦町１丁目６－１１ NPﾋﾞﾙ１F),,1,,,,2021/12/06,2021/12/06,,,,丸谷雅枝 ,,,,,,,,,1-481,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,楽竜田,6ff95dd4-adc3-4f54-bf45-2e1d4e28a50d,,personal,14400b11-fc36-4072-9cf4-7755845badd6,2021/12/06,楽竜田,楽竜田,
許可,アイスクリーム類製造業,レストランみやもと,勇払郡安平町早来栄町86-3,勇払郡安平町早来栄町８６－３,,0145-22-2131,有限会社プロセスグループ夢民舎,宮本正典,勇払郡安平町早来大町141番地,勇払郡安平町早来大町１４１番地,,0145-22-2131,2021.12.6,2021.12.6,1-482,,18,レストランみやもと,0145,0145-22-2131,,,,勇払郡安平町早来栄町８６－３,北海道勇払郡安平町早来栄町８６－３,,19971,1,1585,早来栄町,,2021/12/06,2021/12/06,,,有限会社プロセスグループ夢民舎,宮本正典,0145-22-2131,勇払郡安平町早来大町１４１番地,北海道勇払郡安平町早来大町１４１番地,,19968,北海道,勇払郡安平町,早来大町,1-482,,アイスクリーム類製造業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,レストランみやもと0145-22-2131199711585,b565e698-f8ef-4f0c-92e0-a5db18eabada,有限会社プロセスグループ夢民舎19968,1c4462f0-5fed-48b0-8203-c8be90368dfd,88073b72-39aa-4efe-99b4-bab20f422bf9,2021/12/06,レストランみやもと,レストランみやもと,有限会社プロセスグループ夢民舎
許可,飲食店営業,山海,勇払郡むかわ町文京4-17,勇払郡むかわ町文京４－１７,,,太田十四子,,,,,,2021.12.2,2021.12.2,1-480,,18,山海,0145,,,,,勇払郡むかわ町文京４－１７,北海道勇払郡むかわ町文京４－１７,,20009,1,1586,文京４,,2021/12/02,2021/12/02,,,,太田十四子 ,,,,,,,,,1-480,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,山海200091586,050e9dbe-955b-4620-9ce8-5d6e65b9bb62,,personal,860b8ed0-b5f0-4ed8-9257-91e0d918ede6,2021/12/02,山海,山海,
許可,飲食店営業,Ｂａｒｕｋａｒａ　つむぎ,苫小牧市音羽町1丁目14-11,苫小牧市音羽町１丁目１４－１１,,,松田喜恵,,,,,,2021.12.2,2021.12.2,1-479,,18,Ｂａｒｕｋａｒａ　つむぎ,0144,,,,,苫小牧市音羽町１丁目１４－１１,北海道苫小牧市音羽町１丁目１４－１１,,12700,1,1213,音羽町１,,2021/12/02,2021/12/02,,,,松田喜恵 ,,,,,,,,,1-479,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,Ｂａｒｕｋａｒａつむぎ127001213,08306c08-8ce0-43b3-a12d-b4d9c3d2983d,,personal,67285bb0-d0f9-4f37-9514-cf0fbdd2c657,2021/12/02,Ｂａｒｕｋａｒａ　つむぎ,Ｂａｒｕｋａｒａつむぎ,
許可,飲食店営業,札幌ラーメン三九,苫小牧市船見町1丁目3-20,苫小牧市船見町１丁目３－２０,,0144-34-4074,前田亮一,,,,,,2021.12.1,2021.12.1,1-468,,18,札幌ラーメン三九,0144,0144-34-4074,,,,苫小牧市船見町１丁目３－２０,北海道苫小牧市船見町１丁目３－２０,,12799,1,1213,船見町１,,2021/12/01,2021/12/01,,,,前田亮一 ,,,,,,,,,1-468,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,札幌ラメン三九0144-34-4074127991213,0f6920fd-222d-49d1-b35b-dd0461e7a7c6,,personal,4b6be78b-693e-48a8-9954-4a37708d7cc5,2021/12/01,札幌ラーメン三九,札幌ラメン三九,
許可,飲食店営業,一般社団法人苫小牧風花の会,苫小牧市字高丘41-1苫小牧市霊葬場,苫小牧市字高丘４１－１,苫小牧市霊葬場,0144-32-3240,一般社団法人苫小牧風花の会,甲谷由美子,苫小牧市若草町3丁目3番8号苫小牧市民活動ｾﾝﾀｰ内,苫小牧市若草町３丁目３番８号,苫小牧市民活動ｾﾝﾀｰ内,0144-36-7800,2021.12.1,2021.12.1,1-470,,18,一般社団法人苫小牧風花の会,0144,0144-32-3240,,,,苫小牧市字高丘４１－１,北海道苫小牧市字高丘４１－１,苫小牧市霊葬場,12769,1,1213,高丘,,2021/12/01,2021/12/01,,,一般社団法人苫小牧風花の会,甲谷由美子,0144-36-7800,苫小牧市若草町３丁目３番８号,北海道苫小牧市若草町３丁目３番８号,苫小牧市民活動ｾﾝﾀｰ内,12844,北海道,苫小牧市,若草町３,1-470,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,一般社団法人苫小牧風花の会0144-32-3240127691213,2889be87-2ab5-425a-9729-24baebfb453b,一般社団法人苫小牧風花の会12844,a627a965-de34-4ea8-b328-5fe6cc739ffa,1428c1c6-134b-40bf-b6ba-1a06092d9e17,2021/12/01,一般社団法人苫小牧風花の会,一般社団法人苫小牧風花の会,一般社団法人苫小牧風花の会
許可,飲食店営業,天然温泉　なごみの湯,苫小牧市柳町2丁目7-6天然温泉 なごみの湯 1F,苫小牧市柳町２丁目７－６,天然温泉なごみの湯 １F,0144-57-0753,株式会社ケーエスコーポレーション,合田隼人,苫小牧市柳町2丁目7-6,苫小牧市柳町２丁目７－６,,0144-57-0753,2021.12.1,2021.12.1,1-474,,18,天然温泉　なごみの湯,0144,0144-57-0753,,,,苫小牧市柳町２丁目７－６,北海道苫小牧市柳町２丁目７－６,天然温泉なごみの湯 １F,12902,1,1213,柳町２,,2021/12/01,2021/12/01,,,株式会社ケーエスコーポレーション,合田隼人,0144-57-0753,苫小牧市柳町２丁目７－６,北海道苫小牧市柳町２丁目７－６,,12902,北海道,苫小牧市,柳町２,1-474,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,天然温泉なごみの湯0144-57-0753129021213,42f7fee5-e809-4401-98e4-7d60633c61e7,株式会社ケーエスコーポレーション12902,aabc9f35-a4da-499e-8371-be9b81d52b8e,a00fd5aa-c199-4ba7-91aa-91ddb90ded7a,2021/12/01,天然温泉　なごみの湯,天然温泉なごみの湯,株式会社ケーエスコーポレーション
許可,飲食店営業,天然温泉　なごみの湯,苫小牧市柳町2丁目7-6天然温泉 なごみの湯 2F,苫小牧市柳町２丁目７－６,天然温泉なごみの湯 ２F,0144-57-0753,株式会社ケーエスコーポレーション,合田隼人,苫小牧市柳町2丁目7-6,苫小牧市柳町２丁目７－６,,0144-57-0753,2021.12.1,2021.12.1,1-475,,18,天然温泉　なごみの湯,0144,0144-57-0753,,,,苫小牧市柳町２丁目７－６,北海道苫小牧市柳町２丁目７－６,天然温泉なごみの湯 ２F,12902,1,1213,柳町２,,2021/12/01,2021/12/01,,,株式会社ケーエスコーポレーション,合田隼人,0144-57-0753,苫小牧市柳町２丁目７－６,北海道苫小牧市柳町２丁目７－６,,12902,北海道,苫小牧市,柳町２,1-475,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,天然温泉なごみの湯0144-57-0753129021213,42f7fee5-e809-4401-98e4-7d60633c61e7,株式会社ケーエスコーポレーション12902,aabc9f35-a4da-499e-8371-be9b81d52b8e,29c9b072-4b92-478e-b173-5be6feaacd2f,2021/12/01,天然温泉　なごみの湯,天然温泉なごみの湯,株式会社ケーエスコーポレーション
許可,飲食店営業,麺屋中華,苫小牧市三光町6丁目10-18,苫小牧市三光町６丁目１０－１８,,0144-82-8689,騰達国際貿易株式会社,張立民,伊達市萩原町106番地4,伊達市萩原町１０６番地４,,,2021.12.1,2021.12.1,1-477,,18,麺屋中華,0144,0144-82-8689,,,,苫小牧市三光町６丁目１０－１８,北海道苫小牧市三光町６丁目１０－１８,,12737,1,1213,三光町６,,2021/12/01,2021/12/01,,,騰達国際貿易株式会社,張立民,,伊達市萩原町１０６番地４,北海道伊達市萩原町１０６番地４,,16589,北海道,伊達市,萩原町,1-477,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,麺屋中華0144-82-8689127371213,f205fcb9-2bc1-42d8-8aed-46cc23d8fb1e,騰達国際貿易株式会社16589,6ccc26f0-8b06-40bd-8677-c8f833fe26a7,0c90a3dc-8333-433d-bb7b-efff7706eef8,2021/12/01,麺屋中華,麺屋中華,騰達国際貿易株式会社
許可,麺類製造業,株式会社　こんの,苫小牧市新明町3丁目1番10号,苫小牧市新明町３丁目１番１０号,,0144-55-2288,株式会社こんの,今野将秀,苫小牧市新明町3丁目1番10号,苫小牧市新明町３丁目１番１０号,,0144-55-2288,2021.12.1,2021.12.1,1-478,,18,株式会社　こんの,0144,0144-55-2288,,,,苫小牧市新明町３丁目１番１０号,北海道苫小牧市新明町３丁目１番１０号,,12874,1,1213,新明町３,,2021/12/01,2021/12/01,,,株式会社こんの,今野将秀,0144-55-2288,苫小牧市新明町３丁目１番１０号,北海道苫小牧市新明町３丁目１番１０号,,12874,北海道,苫小牧市,新明町３,1-478,,麺類製造業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,株式会社こんの0144-55-2288128741213,987c8f6c-6d46-4719-b2de-194de492c910,株式会社こんの12874,d5eea514-19c4-4db5-afd7-56fd75a973ad,37daf690-722b-43f2-bfb9-e30817b0ae32,2021/12/01,株式会社こんの,株式会社こんの,株式会社こんの
許可,そうざい製造業,株式会社　こんの,苫小牧市新明町3丁目1番10号,苫小牧市新明町３丁目１番１０号,,0144-55-2288,株式会社こんの,今野将秀,苫小牧市新明町3丁目1番10号,苫小牧市新明町３丁目１番１０号,,0144-55-2288,2021.12.1,2021.12.1,1-478,,18,株式会社　こんの,0144,0144-55-2288,,,,苫小牧市新明町３丁目１番１０号,北海道苫小牧市新明町３丁目１番１０号,,12874,1,1213,新明町３,,2021/12/01,2021/12/01,,,株式会社こんの,今野将秀,0144-55-2288,苫小牧市新明町３丁目１番１０号,北海道苫小牧市新明町３丁目１番１０号,,12874,北海道,苫小牧市,新明町３,1-478,,そうざい製造業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,株式会社こんの0144-55-2288128741213,987c8f6c-6d46-4719-b2de-194de492c910,株式会社こんの12874,d5eea514-19c4-4db5-afd7-56fd75a973ad,9366defc-670b-4142-b0bf-cc52d159cab0,2021/12/01,株式会社こんの,株式会社こんの,株式会社こんの
許可,飲食店営業,明華飯店,苫小牧市三光町2丁目22-14,苫小牧市三光町２丁目２２－１４,,,中畑豊太郎,,,,,,2021.12.1,2021.12.1,1-476,,18,明華飯店,0144,,,,,苫小牧市三光町２丁目２２－１４,北海道苫小牧市三光町２丁目２２－１４,,12733,1,1213,三光町２,,2021/12/01,2021/12/01,,,,中畑豊太郎 ,,,,,,,,,1-476,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,明華飯店127331213,b4dede57-d7d5-4f52-a611-f2c6b89078c9,,personal,c66875e8-902c-4eea-8f11-7b497155963c,2021/12/01,明華飯店,明華飯店,
許可,飲食店営業,スナック（ラスタ）ＬＡＳＴＡ,苫小牧市明徳町1丁目29番10号,苫小牧市明徳町１丁目２９番１０号,,,髙安裕美子,,,,,,2021.12.1,2021.12.1,1-469,,18,スナック（ラスタ）ＬＡＳＴＡ,0144,,,,,苫小牧市明徳町１丁目２９番１０号,北海道苫小牧市明徳町１丁目２９番１０号,,12917,1,1213,明徳町１,,2021/12/01,2021/12/01,,,,髙安裕美子 ,,,,,,,,,1-469,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,スナックラスタＬＡＳＴＡ129171213,da2230b6-f44b-45d3-bae4-9b5d41c93783,,personal,075cc0c1-86d0-47c8-b05f-92bd8a74972e,2021/12/01,スナック（ラスタ）ＬＡＳＴＡ,スナックラスタＬＡＳＴＡ,
許可,飲食店営業,ほっともっと苫小牧美園店,苫小牧市美園町2-3-10,苫小牧市美園町２－３－１０,,0144-38-6601,株式会社タカハシフーズ,髙橋洋介,名古屋市守山区大字上志段味字東谷2079番地の1,名古屋市守山区大字上志段味字東谷２０７９番地の１,,052-700-1894,2021.12.1,2021.12.1,1-473,,18,ほっともっと苫小牧美園店,0144,0144-38-6601,,,,苫小牧市美園町２－３－１０,北海道苫小牧市美園町２－３－１０,,12815,1,1213,美園町２,,2021/12/01,2021/12/01,,,株式会社タカハシフーズ,髙橋洋介,052-700-1894,名古屋市守山区大字上志段味字東谷２０７９番地の１,愛知県名古屋市守山区上志段味字東谷２０７９番地ノ１,,116961,愛知県,名古屋市守山区,上志段味,1-473,,飲食店営業,,許可,,018_北海道_苫小牧保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ほっともっと苫小牧美園店0144-38-6601128151213,553fc8fb-9dc9-4d31-8104-130166d6b6a7,株式会社タカハシフーズ116961,16334947-3c93-44fd-84da-e6d1513aac9b,698ace02-99ef-4838-bf8b-17a84a9e37ca,2021/12/01,ほっともっと苫小牧美園店,ほっともっと苫小牧美園店,株式会社タカハシフーズ
