https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011801030462,S.K International　株式会社,レグミ・アチャルエ・サビタ,8410026,佐賀県,鳥栖市,本鳥栖町537-1,,,0942-81-2507,,インド・ネパールレストランエベレストFrespo,8410026,佐賀県,鳥栖市,本鳥栖町,537-1,,0942-81-2507,㉕ そうざい製造業,,2022/2/18,2022/2/18,2028/2/29,飲食店営業の取扱品目に限る,,409,インド・ネパールレストランエベレストFrespo,0942,0942-81-2507,,,,佐賀県　鳥栖市　本鳥栖町　537-1,佐賀県鳥栖市本鳥栖町５３７－１,,205243,41,41203,本鳥栖町,,,2022/02/18,2022/02/18,2028/02/29,S.K International　株式会社,レグミ・アチャルエ・サビタ,0942-81-2507,佐賀県　鳥栖市　本鳥栖町537-1　,佐賀県鳥栖市本鳥栖町５３７－１,,205243,佐賀県,鳥栖市,本鳥栖町,,,そうざい製造業,,飲食店営業の取扱品目に限る,3011801030462,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,インドネパルレストランエベレストＦｒｅｓｐｏ0942-81-250720524341203,15d64555-c86b-4efc-bfe0-248722dbf894,Ｓ．Ｋ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　株式会社205243,2d22e944-c661-4a46-99c6-fea26db0f123,f19539f9-6307-41c4-8298-09dc69dd3603,2022/02/18,インド・ネパールレストランエベレストＦｒｅｓｐｏ,インドネパルレストランエベレストＦｒｅｓｐｏ,Ｓ．Ｋ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　株式会社
9120001109274,一冨士フードサービス株式会社,代表取締役　大西博史,5300001,大阪府,大阪市北区,梅田３丁目３番２０号,,,0664588801,0664583245,47777　事業所,8410014,佐賀県,鳥栖市,桜町,1465-1,,0942-82-7751,① 飲食店営業,,2022/2/16,2022/2/16,2028/2/29,,,409,47777　事業所,0942,0942-82-7751,,,,佐賀県　鳥栖市　桜町　1465-1,佐賀県鳥栖市桜町１４６５－１,,205213,41,41203,桜町,,,2022/02/16,2022/02/16,2028/02/29,一冨士フードサービス株式会社,代表取締役　大西博史,06-6458-8801,大阪府　大阪市北区　梅田３丁目３番２０号　,大阪府大阪市北区梅田３丁目３番２０号,,155830,大阪府,大阪市北区,梅田３,,,飲食店営業,,,9120001109274,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,４７７７７事業所0942-82-775120521341203,e6183d50-85b9-4d2c-9cb4-54952d3e8290,一冨士フードサービス株式会社155830,8a13d929-4ba2-4d27-95dd-8dbed4f19b9c,90db9319-023d-4072-8382-7fdfe8350f3b,2022/02/16,４７７７７　事業所,４７７７７事業所,一冨士フードサービス株式会社
2290001095538,株式会社Eternal Infinity,廣松希実子,8180073,福岡県,筑紫野市,塔原西,2-18-8,,0942-84-2672,092-924-6181,自然の森　フィッシングリゾート,8410075,佐賀県,鳥栖市,立石町,1626-2,,0942-84-2672,① 飲食店営業,,2022/2/2,2022/2/2,2028/11/30,　,,409,自然の森　フィッシングリゾート,0942,0942-84-2672,,,,佐賀県　鳥栖市　立石町　1626-2,佐賀県鳥栖市立石町１６２６－２,,205225,41,41203,立石町,,,2022/02/02,2022/02/02,2028/11/30,株式会社Eternal Infinity,廣松希実子,0942-84-2672,福岡県　筑紫野市　塔原西　2-18-8,福岡県筑紫野市塔原西２－１８－８,,202305,福岡県,筑紫野市,塔原西２,,,飲食店営業,,　,2290001095538,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,自然の森フィッシングリゾト0942-84-267220522541203,42c9679b-dec0-4470-a1a9-1048d0289f3b,株式会社Ｅｔｅｒｎａｌ　Ｉｎｆｉｎｉｔｙ202305,02c69e0a-5343-484d-9731-b0f6e26b1c0e,3bc26300-a169-43f0-b82c-bc6c83b64a5b,2022/02/02,自然の森　フィッシングリゾート,自然の森フィッシングリゾト,株式会社Ｅｔｅｒｎａｌ　Ｉｎｆｉｎｉｔｙ
3300001006500,株式会社さかえフーズ,冨山三四郎,8410048,佐賀県,鳥栖市,藤木町,4-1,,0942842741,0942842741,株式会社さかえフーズ,8410048,佐賀県,鳥栖市,藤木町,4-1,,0942842741,⑯ 水産製品製造業,,2022/2/18,2022/2/18,2028/5/31,,,409,株式会社さかえフーズ,0942,0942-84-2741,,,,佐賀県　鳥栖市　藤木町　4-1,佐賀県鳥栖市藤木町４－１,,205238,41,41203,藤木町,,,2022/02/18,2022/02/18,2028/05/31,株式会社さかえフーズ,冨山三四郎,0942-84-2741,佐賀県　鳥栖市　藤木町　4-1,佐賀県鳥栖市藤木町４－１,,205238,佐賀県,鳥栖市,藤木町,,,水産製品製造業,,,3300001006500,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,92,,株式会社さかえフズ0942-84-274120523841203,5ef8d8c7-c4b4-41ac-b238-a01dbc39dea7,株式会社さかえフーズ205238,b76ee365-8590-4318-8383-4e61a2688d23,f966d99b-d957-40cb-9da4-880318de3b9e,2022/02/18,株式会社さかえフーズ,株式会社さかえフズ,株式会社さかえフーズ
5300002001457,有限会社丸福精肉店,小林信夫,8400813,佐賀県,佐賀市,唐人１丁目,２－６,,0952-22-4129,,CRAFT MEAT 福一,8400813,佐賀県,佐賀市,唐人,１丁目２－６,,0952-22-4129,⑪ 菓子製造業,,2022/2/10,2022/2/10,2028/2/29,　,,408,CRAFT MEAT 福一,0952,0952-22-4129,,,,佐賀県　佐賀市　唐人　１丁目２－６,佐賀県佐賀市唐人１丁目２－６,,204748,41,41201,唐人１,,,2022/02/10,2022/02/10,2028/02/29,有限会社丸福精肉店,小林信夫,0952-22-4129,佐賀県　佐賀市　唐人１丁目　２－６,佐賀県佐賀市唐人１丁目２－６,,204748,佐賀県,佐賀市,唐人１,,,菓子製造業,,　,5300002001457,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,ＣＲＡＦＴＭＥＡＴ福一0952-22-412920474841201,79acd3b9-cf78-4682-9af8-8c02d4a10e94,有限会社丸福精肉店204748,038948d6-8fb0-45d6-912d-61602065d5d4,10df167f-f313-4440-bf00-2ea7bd79bfc6,2022/02/10,ＣＲＡＦＴ　ＭＥＡＴ　福一,ＣＲＡＦＴＭＥＡＴ福一,有限会社丸福精肉店
7300001009714,株式会社ｃｏｎｎｅｃｔ,久我昌之,8400831,佐賀県,佐賀市,松原,３－３－３９,,0952-37-5310,,ロレッタ,8400831,佐賀県,佐賀市,松原,３－３－３９,,0952-37-5310,㉕ そうざい製造業,,2022/2/3,2022/2/3,2028/2/29,　,,408,ロレッタ,0952,0952-37-5310,,,,佐賀県　佐賀市　松原　３－３－３９,佐賀県佐賀市松原３－３－３９,,204788,41,41201,松原３,,,2022/02/03,2022/02/03,2028/02/29,株式会社ｃｏｎｎｅｃｔ,久我昌之,0952-37-5310,佐賀県　佐賀市　松原　３－３－３９,佐賀県佐賀市松原３－３－３９,,204788,佐賀県,佐賀市,松原３,,,そうざい製造業,,　,7300001009714,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,ロレッタ0952-37-531020478841201,405e8043-4601-45f8-8e47-714210a13d52,株式会社ｃｏｎｎｅｃｔ204788,8cc3f7fd-c12c-485c-91fe-c6f2cda10154,dedca672-46fc-4766-a0a9-a5dd72b79d2c,2022/02/03,ロレッタ,ロレッタ,株式会社ｃｏｎｎｅｃｔ
,梁井宏治,,,,,,,,,,DINING　BAR　Y'S　KITCHEN,8490937,佐賀県,佐賀市,鍋島四丁目,3-1,医大前ハイツＡ101,0952-37-7901,① 飲食店営業,,2022/2/8,2022/2/8,2028/11/30,　,,408,DINING　BAR　Y'S　KITCHEN,0952,0952-37-7901,,,,佐賀県　佐賀市　鍋島四丁目　3-1,佐賀県佐賀市鍋島４丁目３－１,医大前ハイツＡ101,204838,41,41201,鍋島４,,,2022/02/08,2022/02/08,2028/11/30,,梁井宏治 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ＤＩＮＩＮＧＢＡＲＹＳＫＩＴＣＨＥＮ0952-37-790120483841201,287cfc06-032e-463d-b18f-2a306ed0a57a,,personal,774ab9a4-daae-4a8f-b953-6ed5cf8a7184,2022/02/08,ＤＩＮＩＮＧ　ＢＡＲ　Ｙ＇Ｓ　ＫＩＴＣＨＥＮ,ＤＩＮＩＮＧＢＡＲＹＳＫＩＴＣＨＥＮ,
,早田光希,,,,,,,,,,麺工房こうき,8490925,佐賀県,佐賀市,八丁畷町,,県内一円,,① 飲食店営業,,2022/2/1,2022/2/1,2027/11/30,既製食品及び供食前十分加熱処理されたものに限る,,408,麺工房こうき,0952,,,,,佐賀県　佐賀市　八丁畷町　,佐賀県佐賀市八丁畷町　県内一円,,204818,41,41201,八丁畷町,,,2022/02/01,2022/02/01,2027/11/30,,早田光希 ,,　　　,,,,,,,,,飲食店営業,,既製食品及び供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,麺工房こうき20481841201,0b1ab2a3-3288-46d7-b76c-c6dedd056281,,personal,5e6906ab-dd6f-4765-ba4b-e1688b2a7bd7,2022/02/01,麺工房こうき,麺工房こうき,
,三嶋和仁,,,,,,,,,,nap cafe El Paso,8470824,佐賀県,唐津市,神田,434番地2,,,① 飲食店営業,,2022/2/1,2022/2/1,2028/8/31,,,410,nap cafe El Paso,0955,,,,,佐賀県　唐津市　神田　434番地2,佐賀県唐津市神田４３４番地２,,204958,41,41202,神田,,,2022/02/01,2022/02/01,2028/08/31,,三嶋和仁 ,,　　　,,,,,,,,,飲食店営業,,,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ｎａｐｃａｆｅＥｌＰａｓｏ20495841202,15da50c5-d515-4c3e-92ce-74be6f0d2373,,personal,1f00c4be-4a9b-4a06-891c-39d86924f2ae,2022/02/01,ｎａｐ　ｃａｆｅ　Ｅｌ　Ｐａｓｏ,ｎａｐｃａｆｅＥｌＰａｓｏ,
,三嶋和仁,,,,,,,,,,nap cafe El Paso,8470824,佐賀県,唐津市,神田,434番地2,,,⑪ 菓子製造業,,2022/2/1,2022/2/1,2028/8/31,,,410,nap cafe El Paso,0955,,,,,佐賀県　唐津市　神田　434番地2,佐賀県唐津市神田４３４番地２,,204958,41,41202,神田,,,2022/02/01,2022/02/01,2028/08/31,,三嶋和仁 ,,　　　,,,,,,,,,菓子製造業,,,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,ｎａｐｃａｆｅＥｌＰａｓｏ20495841202,15da50c5-d515-4c3e-92ce-74be6f0d2373,,personal,dcd5cbcd-c464-4a36-ae70-6335b8b1a944,2022/02/01,ｎａｐ　ｃａｆｅ　Ｅｌ　Ｐａｓｏ,ｎａｐｃａｆｅＥｌＰａｓｏ,
,戸田勇治,,,,,,,,,,Ｈａｒｕ　ｐａｎ,8492303,佐賀県,武雄市,山内町大字三間坂甲,14720-1,,,⑪ 菓子製造業,,2022/2/25,2022/2/25,2028/5/31,　,,412,Ｈａｒｕ　ｐａｎ,0954,,,,,佐賀県　武雄市　山内町大字三間坂甲　14720-1,佐賀県武雄市山内町三間坂甲１４７２０－１,,205415,41,41206,山内町三間坂,,,2022/02/25,2022/02/25,2028/05/31,,戸田勇治 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,Ｈａｒｕｐａｎ20541541206,240c0b30-8e34-4bb9-bbf0-a956b0820b8a,,personal,7521af62-ccb8-45e6-89ac-e281f50d929e,2022/02/25,Ｈａｒｕ　ｐａｎ,Ｈａｒｕｐａｎ,
,宗勇人,,,,,,,,,,キッチンカー　マツシマ,8470012,佐賀県,唐津市,大名小路,3-1,県内一円,,① 飲食店営業,,2022/2/1,2022/2/1,2027/11/30,供食前十分加熱処理されたものに限る,,410,キッチンカー　マツシマ,0955,,,,,佐賀県　唐津市　大名小路　3-1,佐賀県唐津市大名小路３－１　県内一円,,204982,41,41202,大名小路,,,2022/02/01,2022/02/01,2027/11/30,,宗勇人 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,キッチンカマツシマ20498241202,e2a89e5c-8dcd-4279-95f4-ece08c8ae06c,,personal,78eba523-475c-40af-a246-11dd23a4f042,2022/02/01,キッチンカー　マツシマ,キッチンカマツシマ,
3300002005162,アニバーサリー有限会社,中島雅敏,8400824,佐賀県,佐賀市,呉服元町,３－７,,0952-26-8568,,アニバーサリー,8400824,佐賀県,佐賀市,呉服元町,３－７,ハナビル１F,0952-26-8568,① 飲食店営業,,2022/2/22,2022/2/22,2028/2/29,,,408,アニバーサリー,0952,0952-26-8568,,,,佐賀県　佐賀市　呉服元町　３－７,佐賀県佐賀市呉服元町３－７,ハナビル１F,204717,41,41201,呉服元町,,,2022/02/22,2022/02/22,2028/02/29,アニバーサリー有限会社,中島雅敏,0952-26-8568,佐賀県　佐賀市　呉服元町　３－７,佐賀県佐賀市呉服元町３－７,,204717,佐賀県,佐賀市,呉服元町,,,飲食店営業,,,3300002005162,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,アニバサリ0952-26-856820471741201,52a4bdcb-8e2f-4aeb-8dd3-a320fb4cf117,アニバーサリー有限会社204717,832f5c7c-03ac-4046-8d51-c21fe7d5643c,6aef31af-a07b-464f-a8ca-2796d019df03,2022/02/22,アニバーサリー,アニバサリ,アニバーサリー有限会社
,岩谷周明,,,,,,,,,,希凛商店,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2022/2/3,2022/2/3,2027/11/30,供食前十分加熱処理されたものに限る,,409,希凛商店,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町　県内一円,,205255,41,41203,元町,,,2022/02/03,2022/02/03,2027/11/30,,岩谷周明 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,希凛商店20525541203,34c6309e-d28a-48a3-8c1e-cb0febf3cb8c,,personal,c7575d82-7996-4070-9f14-d1f6f82e298a,2022/02/03,希凛商店,希凛商店,
,小川淳平,,,,,,,,,,kitchen　おすな,8410051,佐賀県,鳥栖市,元町,,県内一円,090-7467-4800,① 飲食店営業,,2022/2/7,2022/2/7,2027/8/31,供食前十分加熱処理されたものに限る,,409,kitchen　おすな,0942,090-7467-4800,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町　県内一円,,205255,41,41203,元町,,,2022/02/07,2022/02/07,2027/08/31,,小川淳平 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ｋｉｔｃｈｅｎおすな090-7467-480020525541203,0d3cc949-65f9-4a4a-a122-dcf326899399,,personal,86edfa56-8d7d-4e9a-a738-12037a78a82e,2022/02/07,ｋｉｔｃｈｅｎ　おすな,ｋｉｔｃｈｅｎおすな,
,久原恵美,,,,,,,,,,イロイロイロ,8490401,佐賀県,杵島郡白石町,大字福富,３９０４－１,,080-3943-5192,⑪ 菓子製造業,,2022/2/8,2022/2/8,2028/11/30,　,,412,イロイロイロ,0952,080-3943-5192,,,,佐賀県　杵島郡白石町　大字福富　３９０４－１,佐賀県杵島郡白石町福富３９０４－１,,205704,41,41425,福富,,,2022/02/08,2022/02/08,2028/11/30,,久原恵美 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,イロイロイロ080-3943-519220570441425,2aad2df4-901d-46e3-847b-f4e135fa39b8,,personal,903cee79-de84-4a54-9014-90928109e015,2022/02/08,イロイロイロ,イロイロイロ,
2300001004042,株式会社イーダブリュエムファクトリー,友納健一郎,8400815,佐賀県,佐賀市,天神,３丁目１５番1号　,アイ・フォレストビル２階,0952-41-2780,,ものづくりカフェこねくり家,8400823,佐賀県,佐賀市,柳町,4-16,旧久富家１階,0952-37-6905,㉕ そうざい製造業,,2022/2/15,2022/2/15,2028/5/31,　,,408,ものづくりカフェこねくり家,0952,0952-37-6905,,,,佐賀県　佐賀市　柳町　4-16,佐賀県佐賀市柳町４－１６,旧久富家１階,204802,41,41201,柳町,,,2022/02/15,2022/02/15,2028/05/31,株式会社イーダブリュエムファクトリー,友納健一郎,0952-41-2780,佐賀県　佐賀市　天神　３丁目１５番1号　,佐賀県佐賀市天神３丁目１５番１号,アイ・フォレストビル２階,204744,佐賀県,佐賀市,天神３,,,そうざい製造業,,　,2300001004042,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,ものづくりカフェこねくり家0952-37-690520480241201,64fccdb0-82bc-4135-82ec-23252e95f230,株式会社イーダブリュエムファクトリー204744,11180262-dcd0-4d96-b4e1-40bd916c3f46,e9c5a802-6080-4325-b707-8d06296fd5e4,2022/02/15,ものづくりカフェこねくり家,ものづくりカフェこねくり家,株式会社イーダブリュエムファクトリー
,美濃光,,,,,,,,,,and　喫茶,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2022/2/15,2022/2/15,2027/11/30,供食前十分加熱処理されたものに限る,,409,and　喫茶,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町　県内一円,,205255,41,41203,元町,,,2022/02/15,2022/02/15,2027/11/30,,美濃光 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ａｎｄ喫茶20525541203,3ac1f2eb-7c88-4a40-9cde-793bfe66b4b8,,personal,f4890f53-717b-491a-80e5-9877c7a8bb75,2022/02/15,ａｎｄ　喫茶,ａｎｄ喫茶,
,鳥越憲雄,,,,,,,,,,和醸良酒とりごえ,8498585,佐賀県,佐賀市,八丁畷町,1-20,,,① 飲食店営業,,2022/2/10,2022/2/10,2027/11/30,供食前十分加熱したものに限る,,408,和醸良酒とりごえ,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,,204818,41,41201,八丁畷町,,,2022/02/10,2022/02/10,2027/11/30,,鳥越憲雄 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱したものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,和醸良酒とりごえ20481841201,51239c13-0484-4082-a3dd-e704f3706abb,,personal,383b93a1-0b43-491c-b6b5-5a31b65d442a,2022/02/10,和醸良酒とりごえ,和醸良酒とりごえ,
2300001004042,株式会社イーダブリュエムファクトリー,友納健一郎,8400815,佐賀県,佐賀市,天神,３丁目１５番1号　,アイ・フォレストビル２階,0952-41-2780,,ものづくりカフェこねくり家,8400823,佐賀県,佐賀市,柳町,4-16,旧久富家１階,0952-37-6905,⑪ 菓子製造業,,2022/2/15,2022/2/15,2028/5/31,　,,408,ものづくりカフェこねくり家,0952,0952-37-6905,,,,佐賀県　佐賀市　柳町　4-16,佐賀県佐賀市柳町４－１６,旧久富家１階,204802,41,41201,柳町,,,2022/02/15,2022/02/15,2028/05/31,株式会社イーダブリュエムファクトリー,友納健一郎,0952-41-2780,佐賀県　佐賀市　天神　３丁目１５番1号　,佐賀県佐賀市天神３丁目１５番１号,アイ・フォレストビル２階,204744,佐賀県,佐賀市,天神３,,,菓子製造業,,　,2300001004042,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,ものづくりカフェこねくり家0952-37-690520480241201,64fccdb0-82bc-4135-82ec-23252e95f230,株式会社イーダブリュエムファクトリー204744,11180262-dcd0-4d96-b4e1-40bd916c3f46,575ee235-be98-416c-9383-7dbb238cb15d,2022/02/15,ものづくりカフェこねくり家,ものづくりカフェこねくり家,株式会社イーダブリュエムファクトリー
,寺﨑敦彦,,,,,,,,,,Bar　King,8400812,佐賀県,佐賀市,愛敬町,２－２２,サンライズビル５５　２F,070-8542-7352,① 飲食店営業,,2022/2/21,2022/2/21,2028/2/29,既成食品に限る,,408,Bar　King,0952,070-8542-7352,,,,佐賀県　佐賀市　愛敬町　２－２２,佐賀県佐賀市愛敬町２－２２,サンライズビル５５　２F,204675,41,41201,愛敬町,,,2022/02/21,2022/02/21,2028/02/29,,寺﨑敦彦 ,,　　　,,,,,,,,,飲食店営業,,既成食品に限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ＢａｒＫｉｎｇ070-8542-735220467541201,d133414d-474b-4003-9df5-32c259f8f7bf,,personal,b0dc25f5-bafd-4480-adc2-48abe1a2fd04,2022/02/21,Ｂａｒ　Ｋｉｎｇ,ＢａｒＫｉｎｇ,
,井手聖也,,,,,,,,,,Cafetta,8430022,佐賀県,武雄市,武雄町武雄,５０１４－１,,,① 飲食店営業,,2022/2/14,2022/2/14,2028/5/31,簡単な調理に限る,,412,Cafetta,0954,,,,,佐賀県　武雄市　武雄町武雄　５０１４－１,佐賀県武雄市武雄町武雄５０１４－１,,205394,41,41206,武雄町武雄,,,2022/02/14,2022/02/14,2028/05/31,,井手聖也 ,,　　　,,,,,,,,,飲食店営業,,簡単な調理に限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,Ｃａｆｅｔｔａ20539441206,46668ff3-56d5-485f-91c1-3bdbdecfe7ba,,personal,9de3e451-693f-4d19-9eb0-47951da59090,2022/02/14,Ｃａｆｅｔｔａ,Ｃａｆｅｔｔａ,
4300002006671,飯盛酒造有限会社,飯盛松壽,8491321,佐賀県,鹿島市,古枝,甲１２２,,0954-62-2631,0954-62-2631,飯盛酒造有限会社,8491321,佐賀県,鹿島市,古枝,甲１２２,,0954-62-2631,㉙ 漬物製造業,,2022/2/1,2022/2/1,2028/2/29,　,,412,飯盛酒造有限会社,0954,0954-62-2631,,,,佐賀県　鹿島市　古枝　甲１２２,佐賀県鹿島市古枝甲１２２,,205427,41,41207,古枝,,,2022/02/01,2022/02/01,2028/02/29,飯盛酒造有限会社,飯盛松壽,0954-62-2631,佐賀県　鹿島市　古枝　甲１２２,佐賀県鹿島市古枝甲１２２,,205427,佐賀県,鹿島市,古枝,,,漬物製造業,,　,4300002006671,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,E,9,,,飯盛酒造有限会社0954-62-263120542741207,08cd302d-1375-4035-b3d7-b528bd182db0,飯盛酒造有限会社205427,38c057be-2ec0-4f53-a295-73bd967f7419,07d3d498-fde0-44e6-b073-5d321ef936a2,2022/02/01,飯盛酒造有限会社,飯盛酒造有限会社,飯盛酒造有限会社
,福原敦司,,,,,,,,,,Ｆｌａｐｐｅｒ’ｓ　Ｋｉｔｃｈｅｎ,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2022/2/21,2022/2/21,2027/11/30,供食前十分加熱処理されたものに限る,,409,Ｆｌａｐｐｅｒ’ｓ　Ｋｉｔｃｈｅｎ,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町　県内一円,,205255,41,41203,元町,,,2022/02/21,2022/02/21,2027/11/30,,福原敦司 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,ＦｌａｐｐｅｒｓＫｉｔｃｈｅｎ20525541203,e8a86f19-0121-40e5-8e11-849dc69b5b6f,,personal,5af3ebf9-d5b2-447f-ad9a-ab3b96e86eb6,2022/02/21,Ｆｌａｐｐｅｒ＇ｓ　Ｋｉｔｃｈｅｎ,ＦｌａｐｐｅｒｓＫｉｔｃｈｅｎ,
,野口一義,,,,,,,,,,たこ焼き　あじいち,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2022/2/17,2022/2/17,2027/11/30,既製品及び供食前十分加熱処理されたものに限る,,408,たこ焼き　あじいち,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０　県内一円,,204818,41,41201,八丁畷町,,,2022/02/17,2022/02/17,2027/11/30,,野口一義 ,,　　　,,,,,,,,,飲食店営業,,既製品及び供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,たこ焼きあじいち20481841201,83a8f3d8-2a5f-4bdd-a95b-ba7f021c0baa,,personal,36e3b031-303a-4f49-aa31-6c5e1d3d14f3,2022/02/17,たこ焼き　あじいち,たこ焼きあじいち,
,志氣正行,,,,,,,,,,正道商店,8420056,佐賀県,神埼市,千代田町境原,２３,,,① 飲食店営業,,2022/2/21,2022/2/21,2028/2/29,供食前十分加熱処理されたものに限る,,408,正道商店,0952,,,,,佐賀県　神埼市　千代田町境原　２３,佐賀県神埼市千代田町境原２３,,205519,41,41210,千代田町境原,,,2022/02/21,2022/02/21,2028/02/29,,志氣正行 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月-2022年02月_末日_新規,M,76,,,正道商店20551941210,63766d13-6c2c-4264-b804-1802e299975d,,personal,d0082efe-9e0b-44e1-b81b-d12a37c08008,2022/02/21,正道商店,正道商店,
