,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西田誠士,居酒屋　誠翔,熊本県,上益城郡益城町,惣領,1505-1,BOX　PARK,0962893010,居酒屋,① 飲食店営業,熊本県指令御保第食1-1-20号,2022/7/4,2022/7/4,,御船保健所,居酒屋　誠翔,096,,,,,熊本県　上益城郡益城町　惣領　1505-1,熊本県上益城郡益城町惣領１５０５－１,BOX　PARK,209997,熊本県,上益城郡益城町,惣領,,2022/07/04,2022/07/04,,,,,,,,,,,,,熊本県指令御保第食1-1-20号,,飲食店営業, 居酒屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,居酒屋　誠翔,居酒屋誠翔,,,1,,,,,
西村功次,SEED BURGER,熊本県,上益城郡益城町,惣領,1505-1,BOX Park マシキラリ,08083584647,,① 飲食店営業,熊本県指令御保第食1-1-23号,2022/7/14,2022/7/14,,御船保健所,SEED BURGER,096,,,,,熊本県　上益城郡益城町　惣領　1505-1,熊本県上益城郡益城町惣領１５０５－１,BOX Park マシキラリ,209997,熊本県,上益城郡益城町,惣領,,2022/07/14,2022/07/14,,,,,,,,,,,,,熊本県指令御保第食1-1-23号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＥＥＤ　ＢＵＲＧＥＲ,ＳＥＥＤＢＵＲＧＥＲ,,,1,,,,,
株式会社エル・シー・フード,レストラングランディール花・華,熊本県,上益城郡益城町,福富,１０１０,グランメッセ熊本２F,,,① 飲食店営業,熊本県指令御保第食1-1-25号,2022/7/25,2022/7/25,,御船保健所,レストラングランディール花・華,096,,,,,熊本県　上益城郡益城町　福富　１０１０,熊本県上益城郡益城町福富１０１０,グランメッセ熊本２F,210003,熊本県,上益城郡益城町,福富,,2022/07/25,2022/07/25,,,株式会社エル・シー・フード,,,,,,,,,,熊本県指令御保第食1-1-25号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,レストラングランディール花・華,レストラングランディル花華,株式会社エル・シー・フード,,1,,,,,
株式会社杉養蜂園,杉養蜂園　阿蘇くまもと空港店,熊本県,上益城郡益城町,大字小谷,１８０２－２,,096-232-2311,,① 飲食店営業,熊本県指令御保第食1-1-27号,2022/7/29,2022/7/29,,御船保健所,杉養蜂園　阿蘇くまもと空港店,096,096-232-2311,,,,熊本県　上益城郡益城町　大字小谷　１８０２－２,熊本県上益城郡益城町小谷１８０２－２,,209989,熊本県,上益城郡益城町,小谷,,2022/07/29,2022/07/29,,,株式会社杉養蜂園,,,,,,,,,,熊本県指令御保第食1-1-27号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,杉養蜂園　阿蘇くまもと空港店,杉養蜂園阿蘇くまもと空港店,株式会社杉養蜂園,,1,,,,,
林檎堂　イオンモール熊本店,林檎堂　イオンモール熊本店,熊本県,上益城郡嘉島町,上島字長池,2232,,08061464034,,① 飲食店営業,熊本県指令御保第食1-1-21号,2022/7/7,2022/7/7,,御船保健所,林檎堂　イオンモール熊本店,096,096-080-6146-4034,,,,熊本県　上益城郡嘉島町　上島字長池　2232,熊本県上益城郡嘉島町上島字長池２２３２,,209947,熊本県,上益城郡嘉島町,上島,,2022/07/07,2022/07/07,,,林檎堂　イオンモール熊本店,,,,,,,,,,熊本県指令御保第食1-1-21号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,林檎堂　イオンモール熊本店,林檎堂イオンモル熊本店,林檎堂　イオンモール熊本店,,1,,,,,
吉川哲郎,浮島そば,熊本県,上益城郡嘉島町,井寺,２７６１,,096-237-0931,,① 飲食店営業,熊本県指令御保第食1-1-24号,2022/7/15,2022/7/15,,御船保健所,浮島そば,096,,,,,熊本県　上益城郡嘉島町　井寺　２７６１,熊本県上益城郡嘉島町井寺２７６１,,209945,熊本県,上益城郡嘉島町,井寺,,2022/07/15,2022/07/15,,,,,,,,,,,,,熊本県指令御保第食1-1-24号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,浮島そば,浮島そば,,,1,,,,,
株式会社ヤギコーポレーション,セブンイレブン御船高木店,熊本県,上益城郡御船町,高木,3218番地,,0962827545,,① 飲食店営業,熊本県指令御保第食1‐1‐26号,2022/7/26,2022/7/26,,御船保健所,セブンイレブン御船高木店,096,096-282-7545,,,,熊本県　上益城郡御船町　高木　3218番地,熊本県上益城郡御船町高木３２１８番地,,210014,熊本県,上益城郡御船町,高木,,2022/07/26,2022/07/26,,,株式会社ヤギコーポレーション,,,,,,,,,,熊本県指令御保第食1‐1‐26号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン御船高木店,セブンイレブン御船高木店,株式会社ヤギコーポレーション,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
アールブイ・ワールド有限会社,古民家ガーデンカフェ　ナンシーズ,熊本県,上益城郡山都町,小峰,１５４０,,090-3042-9898,,① 飲食店営業,熊本県指令御保第食1-1-22号,2022/7/11,2022/7/11,,御船保健所,古民家ガーデンカフェ　ナンシーズ,0967,090-3042-9898,,,,熊本県　上益城郡山都町　小峰　１５４０,熊本県上益城郡山都町小峰１５４０,,210039,熊本県,上益城郡山都町,小峰,,2022/07/11,2022/07/11,,,アールブイ・ワールド有限会社,,,,,,,,,,熊本県指令御保第食1-1-22号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,古民家ガーデンカフェ　ナンシーズ,古民家ガデンカフェナンシズ,アールブイ・ワールド有限会社,,1,,,,,
ベストアメニティ株式会社,フィッシャリーズキッチン,熊本県,上天草市,大矢野町登立,11275-19,,,,① 飲食店営業,熊本県指令天保第食1-1-50号,2018/8/19,2022/7/15,,天草保健所,フィッシャリーズキッチン,0964,,,,,熊本県　上天草市　大矢野町登立　11275-19,熊本県上天草市大矢野町登立１１２７５－１９,,209456,熊本県,上天草市,大矢野町登立,,2018/08/19,2022/07/15,,,ベストアメニティ株式会社,,,,,,,,,,熊本県指令天保第食1-1-50号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,フィッシャリーズキッチン,フィッシャリズキッチン,ベストアメニティ株式会社,,1,,,,,
合同会社フォレストフラッグ,セブンイレブン上天草大矢野上店,熊本県,上天草市,大矢野町中,829-1,,,,① 飲食店営業,熊本県指令天保第食1-1-53号,2022/7/20,2022/7/20,,天草保健所,セブンイレブン上天草大矢野上店,0964,,,,,熊本県　上天草市　大矢野町中　829-1,熊本県上天草市大矢野町中８２９－１,,209455,熊本県,上天草市,大矢野町中,,2022/07/20,2022/07/20,,,合同会社フォレストフラッグ,,,,,,,,,,熊本県指令天保第食1-1-53号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン上天草大矢野上店,セブンイレブン上天草大矢野上店,合同会社フォレストフラッグ,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
中島昌枝,天草バーベキュー,熊本県,上天草市,大矢野町中,２４１５－１の一部,,,,① 飲食店営業,熊本県指令天保第食1-1-51号,2022/7/20,2022/7/20,,天草保健所,天草バーベキュー,0964,,,,,熊本県　上天草市　大矢野町中　２４１５－１の一部,熊本県上天草市大矢野町中２４１５－１ノ一部,,209455,熊本県,上天草市,大矢野町中,,2022/07/20,2022/07/20,,,,,,,,,,,,,熊本県指令天保第食1-1-51号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,天草バーベキュー,天草バベキュ,,,1,,,,,
甲﨑聡一,まごころ弁当　上天草店,熊本県,上天草市,大矢野町中,4462-7,,,,① 飲食店営業,熊本県指令天保第食1-1-52号,2022/7/20,2022/7/20,,天草保健所,まごころ弁当　上天草店,0964,,,,,熊本県　上天草市　大矢野町中　4462-7,熊本県上天草市大矢野町中４４６２－７,,209455,熊本県,上天草市,大矢野町中,,2022/07/20,2022/07/20,,,,,,,,,,,,,熊本県指令天保第食1-1-52号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,まごころ弁当　上天草店,まごころ弁当上天草店,,,1,,,,,
那須和昭,ジョイフル人吉,熊本県,人吉市,下原田町字天天下山,１１１１－１,,0966240712,,① 飲食店営業,熊本県指令人保第食１－１－３７号,2022/7/14,2022/7/14,,人吉保健所,ジョイフル人吉,0966,,,,,熊本県　人吉市　下原田町字天天下山　１１１１－１,熊本県人吉市下原田町字天天下山１１１１－１,,208968,熊本県,人吉市,下原田町,,2022/07/14,2022/07/14,,,,,,,,,,,,,熊本県指令人保第食１－１－３７号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ジョイフル人吉,ジョイフル人吉,,ジョイフル,1,宿泊業，飲食サービス業,飲食店,食堂，レストラン（専門料理店を除く）,食堂，レストラン（専門料理店を除く）,
福田健治,福田さん家のオリーブ園。,熊本県,天草郡苓北町,上津深江,４５３５－１,,,,① 飲食店営業,熊本県指令天保第食1-1-54号,2022/7/26,2022/7/26,,天草保健所,福田さん家のオリーブ園。,0969,,,,,熊本県　天草郡苓北町　上津深江　４５３５－１,熊本県天草郡苓北町上津深江４５３５－１,,210264,熊本県,天草郡苓北町,上津深江,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-54号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,福田さん家のオリーブ園。,福田さん家のオリブ園,,,1,,,,,
古川洋,おうちレストラン　志みず,熊本県,天草市,今釜新町,３４３５,,,,① 飲食店営業,熊本県指令天保第食1-1-47号,2022/7/6,2022/7/6,,天草保健所,おうちレストラン　志みず,0969,,,,,熊本県　天草市　今釜新町　３４３５,熊本県天草市今釜新町３４３５,,209608,熊本県,天草市,今釜新町,,2022/07/06,2022/07/06,,,,,,,,,,,,,熊本県指令天保第食1-1-47号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,おうちレストラン　志みず,おうちレストラン志みず,,,1,,,,,
門口徹,武蔵丸,熊本県,天草市,栄町,15-31,,0969-22-6340,,① 飲食店営業,熊本県指令天保第食1-1-49号,2022/7/7,2022/7/7,,天草保健所,武蔵丸,0969,,,,,熊本県　天草市　栄町　15-31,熊本県天草市栄町１５－３１,,209639,熊本県,天草市,栄町,,2022/07/07,2022/07/07,,,,,,,,,,,,,熊本県指令天保第食1-1-49号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,武蔵丸,武蔵丸,,,2,,,,,
本田晴美,食の天草　にじ,熊本県,天草市,有明町下津浦,3001-9,,,,① 飲食店営業,熊本県指令天保第食1-1-57号,2022/7/26,2022/7/26,,天草保健所,食の天草　にじ,0969,,,,,熊本県　天草市　有明町下津浦　3001-9,熊本県天草市有明町下津浦３００１－９,,209598,熊本県,天草市,有明町下津浦,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-57号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,食の天草　にじ,食の天草にじ,,,1,,,,,
榊原ナカ子,食事処　翁,熊本県,天草市,枦宇土町,1946-1,,,,① 飲食店営業,熊本県指令天保第食1-1-56号,2022/7/26,2022/7/26,,天草保健所,食事処　翁,0969,,,,,熊本県　天草市　枦宇土町　1946-1,熊本県天草市枦宇土町１９４６－１,,209657,熊本県,天草市,枦宇土町,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-56号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,食事処　翁,食事処翁,,,1,,,,,
山根円,ピンカーン,熊本県,天草市,五和町二江,551-1,,090-7505-0040,,① 飲食店営業,熊本県指令天保第食1-1-55号,2022/7/26,2022/7/26,,天草保健所,ピンカーン,0969,,,,,熊本県　天草市　五和町二江　551-1,熊本県天草市五和町二江５５１－１,,209607,熊本県,天草市,五和町二江,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-55号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ピンカーン,ピンカン,,,1,,,,,
山下三郎,ファミリーマート天草牛深店,熊本県,天草市,牛深町,１５５１－１７,,,,① 飲食店営業,熊本県指令天保第食1-1-58号,2022/7/26,2022/7/26,,天草保健所,ファミリーマート天草牛深店,0969,,,,,熊本県　天草市　牛深町　１５５１－１７,熊本県天草市牛深町１５５１－１７,,209610,熊本県,天草市,牛深町,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-58号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ファミリーマート天草牛深店,ファミリマト天草牛深店,,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
前田育子,大漁,熊本県,天草市,港町,１番２５号,,,,① 飲食店営業,熊本県指令天保第食1-1-61号,2022/7/26,2022/7/26,,天草保健所,大漁,0969,,,,,熊本県　天草市　港町　１番２５号,熊本県天草市港町１番２５号,,209673,熊本県,天草市,港町,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-61号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,大漁,大漁,,,1,,,,,
横嶋羊子,磯や,熊本県,天草市,天草町大江,７３２３番地,,,,① 飲食店営業,熊本県指令天保第食1-1-59号,2022/7/26,2022/7/26,,天草保健所,磯や,0969,,,,,熊本県　天草市　天草町大江　７３２３番地,熊本県天草市天草町大江７３２３番地,,209584,熊本県,天草市,天草町大江,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令天保第食1-1-59号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,磯や,磯や,,,1,,,,,
江上英輝,ドルフィンクルーズ,熊本県,天草市,五和町二江,４６８９－１０,,,,① 飲食店営業,熊本県指令天保第食1-1-62号,2022/7/27,2022/7/27,,天草保健所,ドルフィンクルーズ,0969,,,,,熊本県　天草市　五和町二江　４６８９－１０,熊本県天草市五和町二江４６８９－１０,,209607,熊本県,天草市,五和町二江,,2022/07/27,2022/07/27,,,,,,,,,,,,,熊本県指令天保第食1-1-62号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ドルフィンクルーズ,ドルフィンクルズ,,,2,,,,,
松井忠憲,レオ,熊本県,八代市,田中西町,１６－５,,,,① 飲食店営業,熊本県指令八保第食1-1-55号,2022/7/13,2022/7/13,,八代保健所,レオ,0965,,,,,熊本県　八代市　田中西町　１６－５,熊本県八代市田中西町１６－５,,208867,熊本県,八代市,田中西町,,2022/07/13,2022/07/13,,,,,,,,,,,,,熊本県指令八保第食1-1-55号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,レオ,レオ,,,1,,,,,
株式会社優食工房,ゆめタウン八代店　社員食堂,熊本県,八代市,建馬町,３－１,,,,① 飲食店営業,熊本県指令八保第食1-1-56号,2022/7/27,2022/7/27,,八代保健所,ゆめタウン八代店　社員食堂,0965,,,,,熊本県　八代市　建馬町　３－１,熊本県八代市建馬町３－１,,208781,熊本県,八代市,建馬町,,2022/07/27,2022/07/27,,,株式会社優食工房,,,,,,,,,,熊本県指令八保第食1-1-56号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ゆめタウン八代店　社員食堂,ゆめタウン八代店社員食堂,株式会社優食工房,,1,,,,,
株式会社エンリッチライフ,アップルホッペ八代店,熊本県,八代市,出町,８－１６,,,,① 飲食店営業,熊本県指令八保第食1-1-57号,2022/7/28,2022/7/28,,八代保健所,アップルホッペ八代店,0965,,,,,熊本県　八代市　出町　８－１６,熊本県八代市出町８－１６,,208785,熊本県,八代市,出町,,2022/07/28,2022/07/28,,,株式会社エンリッチライフ,,,,,,,,,,熊本県指令八保第食1-1-57号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,アップルホッペ八代店,アップルホッペ八代店,株式会社エンリッチライフ,,1,,,,,
神野文那,インドカレー　エレファント,熊本県,八代市,沖町,六番割３９８７－３,イオン八代店２階　フードコート,0965393567,,① 飲食店営業,熊本県指令八保第食1-1-58号,2022/7/28,2022/7/28,,八代保健所,インドカレー　エレファント,0965,,,,,熊本県　八代市　沖町　六番割３９８７－３,熊本県八代市沖町六番割３９８７－３,イオン八代店２階　フードコート,208725,熊本県,八代市,沖町,,2022/07/28,2022/07/28,,,,,,,,,,,,,熊本県指令八保第食1-1-58号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,インドカレー　エレファント,インドカレエレファント,,,1,,,,,
宮崎靖士,LOCOLOCO,熊本県,八代市,郡築一番町,２１３,,,,① 飲食店営業,熊本県指令八保第食1-1-59号,2022/7/28,2022/7/28,,八代保健所,LOCOLOCO,0965,,,,,熊本県　八代市　郡築一番町　２１３,熊本県八代市郡築一番町２１３,,208733,熊本県,八代市,郡築一番町,,2022/07/28,2022/07/28,,,,,,,,,,,,,熊本県指令八保第食1-1-59号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＬＯＣＯＬＯＣＯ,ＬＯＣＯＬＯＣＯ,,,1,,,,,
有限会社阿蘇品畜産,阿蘇品畜産,熊本県,阿蘇市,波野小地野,1602,,,固定施設,③ 食肉販売業,熊本県指令阿保第食3‐2号,2022/7/5,2022/7/5,,阿蘇保健所,阿蘇品畜産,0967,,,,,熊本県　阿蘇市　波野小地野　1602,熊本県阿蘇市波野小地野１６０２,,209567,熊本県,阿蘇市,波野小地野,,2022/07/05,2022/07/05,,,有限会社阿蘇品畜産,,,,,,,,,,熊本県指令阿保第食3‐2号,,食肉販売業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,阿蘇品畜産,阿蘇品畜産,有限会社阿蘇品畜産,,1,,,,,
マミーズ株式会社,ラ・ムー玉名中央店,熊本県,玉名市,中,1181番地1,,0968711100,そうざい調理、肉販、魚販、パン製造,③ 食肉販売業,熊本県指令有保第食3-4号,2022/7/1,2022/7/1,,有明保健所,ラ・ムー玉名中央店,0968,0968-71-1100,,,,熊本県　玉名市　中　1181番地1,熊本県玉名市中１１８１番地１,,209185,熊本県,玉名市,中,,2022/07/01,2022/07/01,,,マミーズ株式会社,,,,,,,,,,熊本県指令有保第食3-4号,,食肉販売業, そうざい調理、肉販、魚販、パン製造,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ラ・ムー玉名中央店,ラム玉名中央店,マミーズ株式会社,,5,,,,,
植月徹,肉の雅屋　荒尾原万田店,熊本県,荒尾市,原万田,６１８－３,,0968-57-7845,スーパー,③ 食肉販売業,熊本県指令有保第食3-5号,2022/7/15,2022/7/15,,有明保健所,肉の雅屋　荒尾原万田店,0968,,,,,熊本県　荒尾市　原万田　６１８－３,熊本県荒尾市原万田６１８－３,,209040,熊本県,荒尾市,原万田,,2022/07/15,2022/07/15,,,,,,,,,,,,,熊本県指令有保第食3-5号,,食肉販売業, スーパー,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,肉の雅屋　荒尾原万田店,肉の雅屋荒尾原万田店,,,1,,,,,
内田弘,STEAK　HOUSE　BY　THE　WAY,熊本県,上天草市,大矢野町登立,11275-28,,,,③ 食肉販売業,熊本県指令天保第食3-3号,2022/7/5,2022/7/5,,天草保健所,STEAK　HOUSE　BY　THE　WAY,0964,,,,,熊本県　上天草市　大矢野町登立　11275-28,熊本県上天草市大矢野町登立１１２７５－２８,,209456,熊本県,上天草市,大矢野町登立,,2022/07/05,2022/07/05,,,,,,,,,,,,,熊本県指令天保第食3-3号,,食肉販売業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ＳＴＥＡＫ　ＨＯＵＳＥ　ＢＹ　ＴＨＥ　ＷＡＹ,ＳＴＥＡＫＨＯＵＳＥＢＹＴＨＥＷＡＹ,,,2,,,,,
ベストアメニティ株式会社,STEAK　HOUSE　BY　THE　WAY,熊本県,上天草市,大矢野町登立,11275-28,,0964-27-5358,,③ 食肉販売業,熊本県指令天保第食3-3号,2022/7/5,2022/7/5,,天草保健所,STEAK　HOUSE　BY　THE　WAY,0964,0964-27-5358,,,,熊本県　上天草市　大矢野町登立　11275-28,熊本県上天草市大矢野町登立１１２７５－２８,,209456,熊本県,上天草市,大矢野町登立,,2022/07/05,2022/07/05,,,ベストアメニティ株式会社,,,,,,,,,,熊本県指令天保第食3-3号,,食肉販売業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ＳＴＥＡＫ　ＨＯＵＳＥ　ＢＹ　ＴＨＥ　ＷＡＹ,ＳＴＥＡＫＨＯＵＳＥＢＹＴＨＥＷＡＹ,ベストアメニティ株式会社,,2,,,,,
マミーズ株式会社,ラ・ムー玉名中央店,熊本県,玉名市,中,1181番地1,,0968711100,そうざい調理、肉販、魚販、パン製造,④ 魚介類販売業,熊本県指令有保第食4-1号,2022/7/1,2022/7/1,,有明保健所,ラ・ムー玉名中央店,0968,0968-71-1100,,,,熊本県　玉名市　中　1181番地1,熊本県玉名市中１１８１番地１,,209185,熊本県,玉名市,中,,2022/07/01,2022/07/01,,,マミーズ株式会社,,,,,,,,,,熊本県指令有保第食4-1号,,魚介類販売業, そうざい調理、肉販、魚販、パン製造,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,ラ・ムー玉名中央店,ラム玉名中央店,マミーズ株式会社,,5,,,,,
合同会社ASOVENTURA,Italiasso,熊本県,阿蘇郡南阿蘇村,下野,451-1,,,固定施設,⑪ 菓子製造業,熊本県指令阿保第食11-11号,2022/7/11,2022/7/11,,阿蘇保健所,Italiasso,0967,,,,,熊本県　阿蘇郡南阿蘇村　下野　451-1,熊本県阿蘇郡南阿蘇村下野４５１－１,,209935,熊本県,阿蘇郡南阿蘇村,下野,,2022/07/11,2022/07/11,,,合同会社ASOVENTURA,,,,,,,,,,熊本県指令阿保第食11-11号,,菓子製造業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,Ｉｔａｌｉａｓｓｏ,Ｉｔａｌｉａｓｓｏ,合同会社ＡＳＯＶＥＮＴＵＲＡ,,2,,,,,
宮田敏郎,Fika MinamiAso Kafferosteri,熊本県,阿蘇郡南阿蘇村,河陰,4524-2,,,固定施設,⑪ 菓子製造業,熊本県指令阿保第食11-12号,2022/7/14,2022/7/14,,阿蘇保健所,Fika MinamiAso Kafferosteri,0967,,,,,熊本県　阿蘇郡南阿蘇村　河陰　4524-2,熊本県阿蘇郡南阿蘇村河陰４５２４－２,,209933,熊本県,阿蘇郡南阿蘇村,河陰,,2022/07/14,2022/07/14,,,,,,,,,,,,,熊本県指令阿保第食11-12号,,菓子製造業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,Ｆｉｋａ　ＭｉｎａｍｉＡｓｏ　Ｋａｆｆｅｒｏｓｔｅｒｉ,ＦｉｋａＭｉｎａｍｉＡｓｏＫａｆｆｅｒｏｓｔｅｒｉ,,,2,,,,,
西﨑あゆみ,Avec amour,熊本県,宇城市,松橋町砂川,１４４４－１,,090-9609-5299,,⑪ 菓子製造業,熊本県指令宇保第食11-4号,2022/7/29,2022/7/29,,宇城保健所,Avec amour,0964,,,,,熊本県　宇城市　松橋町砂川　１４４４－１,熊本県宇城市松橋町砂川１４４４－１,,209517,熊本県,宇城市,松橋町砂川,,2022/07/29,2022/07/29,,,,,,,,,,,,,熊本県指令宇保第食11-4号,,菓子製造業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,Ａｖｅｃ　ａｍｏｕｒ,Ａｖｅｃａｍｏｕｒ,,,1,,,,,
合同会社太陽の輪,３時のあんこ。,熊本県,宇土市,城之浦町,１１５,,0964-31-7234,,⑪ 菓子製造業,熊本県指令宇保第食11-3号,2022/7/7,2022/7/7,,宇城保健所,３時のあんこ。,0964,0964-31-7234,,,,熊本県　宇土市　城之浦町　１１５,熊本県宇土市城ノ浦町１１５,,209425,熊本県,宇土市,城ノ浦町,,2022/07/07,2022/07/07,,,合同会社太陽の輪,,,,,,,,,,熊本県指令宇保第食11-3号,,菓子製造業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,３時のあんこ。,３時のあんこ,合同会社太陽の輪,,1,,,,,
